Feb 12 17:14:46 np0000000049 systemd[1]: Started devstack@dstat.service - Devstack devstack@dstat.service.
Feb 12 17:14:46 np0000000049 dstat.sh[58910]: ----system---- ----total-usage---- ------memory-usage----- -net/total- -dsk/total- --io/total- ---system-- ---load-avg--- ---procs--- ---paging-- ---total--- ------tcp-sockets-------
Feb 12 17:14:46 np0000000049 dstat.sh[58910]:      time     |usr sys idl wai stl| used  free  buf   cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out | used  free|lis  act  syn  tim  clo
Feb 12 17:21:37 np0000000049 dstat.sh[58910]: 12-02 17:21:37| 18   1  79   1   0|5239M  237M  169M 2181M|  19k   10k| 838k 1252k|42.1  48.1 |2165  2118 |1.48 1.53 0.98|2.0   0 1.0|   0     0 |           | 18  322    1   24    0
Feb 12 17:21:38 np0000000049 dstat.sh[58910]: 12-02 17:21:38| 15   2  80   1   0|5242M  204M  169M 2211M|  17k   10k|  15M 1145k| 189  44.9 |2303  2330 |1.48 1.53 0.98|2.0   0   0|   0     0 |           | 18  322    1   24    0
Feb 12 17:21:39 np0000000049 dstat.sh[58910]: 12-02 17:21:39| 23   3  72   0   0|5244M  188M  169M 2224M|5339B 1620B|   0  1624k|   0  61.0 |2435  2265 |1.48 1.53 0.98|3.0   0 1.0|   0     0 |           | 18  322    1   23    0
Feb 12 17:21:40 np0000000049 dstat.sh[58910]: 12-02 17:21:40| 29   5  64   1   0|5256M  160M  169M 2240M|5273B 1618B|   0  1658k|   0  43.9 |3649  9571 |1.48 1.53 0.98|3.0   0  36|   0     0 |           | 18  322    1   24    0
Feb 12 17:21:41 np0000000049 dstat.sh[58910]: 12-02 17:21:41| 23   5  71   1   0|5285M  135M  169M 2236M|5415B 1699B|   0    16M|   0   164 |2659  2581 |1.48 1.53 0.98|2.0   0   0|   0     0 |           | 18  322    1   24    0
Feb 12 17:21:42 np0000000049 dstat.sh[58910]: 12-02 17:21:42| 24   3  70   1   0|5268M  139M  169M 2249M|5224B 1690B|   0  3723k|   0   310 |3186  3421 |1.52 1.54 0.98|2.0   0 1.0|   0     0 |           | 18  322    1   24    0
Feb 12 17:21:43 np0000000049 dstat.sh[58910]: 12-02 17:21:43| 24   4  71   1   0|5246M  137M  170M 2272M|4522B 1575B|   0  3047k|   0   121 |2945  3065 |1.52 1.54 0.98|2.0   0 2.0|   0     0 |           | 18  324    1   22    0
Feb 12 17:21:44 np0000000049 dstat.sh[58910]: 12-02 17:21:44| 24   4  71   1   0|5180M  218M  170M 2257M|4675B 1873B|  12k  858k|3.01  28.1 |2552  2167 |1.52 1.54 0.98|2.0   0  18|   0     0 |           | 18  323    1   22    0
Feb 12 17:21:45 np0000000049 dstat.sh[58910]: 12-02 17:21:45| 20   4  74   0   0|5216M  178M  170M 2262M|  10k 3960B|   0  1702k|   0  40.9 |2685  2652 |1.52 1.54 0.98|2.0   0  17|   0     0 |           | 18  323    1   22    0
Feb 12 17:21:46 np0000000049 dstat.sh[58910]: 12-02 17:21:46| 21   4  74   0   0|5198M  194M  170M 2263M|8577B 3040B|   0   377k|   0  13.0 |2442  2181 |1.52 1.54 0.98|2.0   0  19|   0     0 |           | 18  324    1   22    0
Feb 12 17:21:47 np0000000049 dstat.sh[58910]: 12-02 17:21:47| 22   5  71   0   0|5201M  185M  170M 2268M|7404B 3471B|   0  1338k|   0  22.1 |9826    18k|1.48 1.53 0.98|3.0   0  12|   0     0 |           | 18  323    1   22    0
Feb 12 17:21:48 np0000000049 dstat.sh[58910]: 12-02 17:21:48| 22   6  69   0   0|5195M  191M  170M 2268M|4267B 1673B|   0    83k|   0  0.99 |  10k   19k|1.48 1.53 0.98|5.0   0  16|   0     0 |           | 18  323    1   22    0
Feb 12 17:21:49 np0000000049 dstat.sh[58910]: 12-02 17:21:49| 24   7  67   0   0|5161M  237M  170M 2257M|5017B 1725B|   0  1743k|   0  13.1 |4068  5208 |1.48 1.53 0.98|3.0   0  13|   0     0 |           | 18  323    1   22    0
Feb 12 17:21:50 np0000000049 dstat.sh[58910]: 12-02 17:21:50| 26   6  66   0   0|5176M  222M  170M 2257M|4579B 1542B|  32k  716k|1.00  10.0 |  11k   19k|1.48 1.53 0.98|2.0   0  51|   0     0 |           | 18  323    1   22    0
Feb 12 17:21:51 np0000000049 dstat.sh[58910]: 12-02 17:21:51| 21   4  73   0   0|5219M  178M  170M 2257M|8427B 2955B|   0   236k|   0  20.0 |2755  2522 |1.48 1.53 0.98|2.0   0  35|   0     0 |           | 18  324    1   22    0
Feb 12 17:21:52 np0000000049 dstat.sh[58910]: 12-02 17:21:52| 22   4  72   0   0|5234M  158M  170M 2263M|6534B 2700B|   0  1323k|   0  36.0 |2561  2315 |1.76 1.58 1.00|3.0   0 3.0|   0     0 |           | 18  323    1   22    0
Feb 12 17:21:53 np0000000049 dstat.sh[58910]: 12-02 17:21:53| 18   4  77   0   0|5225M  161M  170M 2268M|  11k 4740B|   0  1965k|   0   202 |2298  2057 |1.76 1.58 1.00|2.0   0  18|   0     0 |           | 18  323    1   22    0
Feb 12 17:21:54 np0000000049 dstat.sh[58910]: 12-02 17:21:54| 23   7  68   0   0|5227M  159M  170M 2268M|5816B 1619B|   0   620k|   0  16.0 |9849    19k|1.76 1.58 1.00|3.0   0  17|   0     0 |           | 18  323    1   22    0
Feb 12 17:21:55 np0000000049 dstat.sh[58910]: 12-02 17:21:55| 22   8  68   0   0|5225M  161M  170M 2269M|5789B 1628B|   0   338k|   0  14.1 |9181    16k|1.76 1.58 1.00|1.0   0  15|   0     0 |           | 18  323    1   18    0
Feb 12 17:21:56 np0000000049 dstat.sh[58910]: 12-02 17:21:56| 23   4  72   0   0|5191M  207M  170M 2258M|6143B 1610B|  12k 1006k|0.99  29.8 |2611  2168 |1.76 1.58 1.00|2.0   0  22|   0     0 |           | 18  323    1   18    0
Feb 12 17:21:57 np0000000049 dstat.sh[58910]: 12-02 17:21:57| 23   6  70   0   0|5190M  207M  170M 2258M|5228B 1617B|4089B  172k|1.00  13.0 |3737  3478 |1.78 1.59 1.01|2.0   0  96|   0     0 |           | 18  323    1   18    0
Feb 12 17:21:58 np0000000049 dstat.sh[58910]: 12-02 17:21:58| 24   4  72   0   0|5201M  186M  170M 2268M|4533B 1512B|   0   988k|   0  26.0 |2645  2506 |1.78 1.59 1.01|2.0   0  20|   0     0 |           | 18  323    1   18    0
Feb 12 17:21:59 np0000000049 dstat.sh[58910]: 12-02 17:21:59| 16   1  81   0   0|5215M  171M  170M 2268M|  17k 8941B| 457k 1390k|17.0  28.0 |1932  1866 |1.78 1.59 1.01|2.0   0   0|   0     0 |           | 18  324    1   14    0
Feb 12 17:22:00 np0000000049 dstat.sh[58910]: 12-02 17:22:00| 12   2  84   1   0|5215M  170M  170M 2269M|  23k   13k|   0  1685k|   0  54.0 |2069  2259 |1.78 1.59 1.01|1.0   0   0|   0     0 |           | 18  324    1   14    0
Feb 12 17:22:01 np0000000049 dstat.sh[58910]: 12-02 17:22:01|  7   1  90   1   0|5217M  169M  170M 2269M| 142k 9337B|   0  1149k|   0  51.1 |1718  2026 |1.78 1.59 1.01|2.0   0   0|   0     0 |           | 18  325    1   14    0
Feb 12 17:22:02 np0000000049 dstat.sh[58910]: 12-02 17:22:02| 14   2  83   0   0|5240M  145M  170M 2269M|  22k 8803B|   0  8169k|   0   282 |1982  1961 |1.72 1.58 1.01|2.0   0   0|   0     0 |           | 18  325    1   14    0
Feb 12 17:22:03 np0000000049 dstat.sh[58910]: 12-02 17:22:03| 17   1  80   0   0|5240M  145M  170M 2269M|  21k   12k|   0  1283k|   0  42.0 |2023  1946 |1.72 1.58 1.01|2.0   0   0|   0     0 |           | 18  325    1   10    0
Feb 12 17:22:04 np0000000049 dstat.sh[58910]: 12-02 17:22:04| 15   2  81   0   0|5246M  138M  170M 2270M| 300k   18k|   0  1631k|   0  58.0 |2204  2163 |1.72 1.58 1.01|1.0   0   0|   0     0 |           | 18  325    1   10    0
Feb 12 17:22:05 np0000000049 dstat.sh[58910]: 12-02 17:22:05| 11   3  83   1   0|5247M  137M  171M 2270M| 103k   19k|  28k 2806k|4.00   139 |2535  2919 |1.72 1.58 1.01|1.0   0 6.0|   0     0 |           | 18  325    1   10    0
Feb 12 17:22:06 np0000000049 dstat.sh[58910]: 12-02 17:22:06| 16   1  81   1   0|5252M  122M  171M 2279M| 252k   14k| 104k 1260k|6.00  45.0 |2079  1986 |1.72 1.58 1.01|1.0   0 1.0|   0     0 |           | 18  325    1   10    0
Feb 12 17:22:07 np0000000049 dstat.sh[58910]: 12-02 17:22:07| 10   5  81   1   0|5234M  131M  171M 2289M|  16M  120k| 164k   29M|3.99   167 |7676  4763 |1.58 1.56 1.00|1.0   0 5.0|   0     0 |           | 18  325    1    7    0
Feb 12 17:22:08 np0000000049 dstat.sh[58910]: 12-02 17:22:08| 21   4  73   1   0|5240M  128M  173M 2282M| 193k 4394B|   0  4727k|   0   241 |2724  2496 |1.58 1.56 1.00|2.0 1.0 1.0|   0     0 |           | 18  325    1    7    0
Feb 12 17:22:09 np0000000049 dstat.sh[58910]: 12-02 17:22:09| 25   4  70   0   0|5245M  134M  175M 2269M|5075B 1622B|4100B 2731k|1.00  67.1 |2856  2927 |1.58 1.56 1.00|2.0   0   0|   0     0 |           | 18  325    1    7    0
Feb 12 17:22:10 np0000000049 dstat.sh[58910]: 12-02 17:22:10| 24   3  71   0   0|5252M  139M  175M 2256M|5306B 1619B|   0   939k|   0  33.0 |2565  2409 |1.58 1.56 1.00|2.0   0   0|   0     0 |           | 18  325    1    7    0
Feb 12 17:22:11 np0000000049 dstat.sh[58910]: 12-02 17:22:11| 25   3  71   0   0|5253M  147M  176M 2247M|4738B 1619B|   0  1767k|   0  84.0 |2912  2922 |1.58 1.56 1.00|2.0   0   0|   0     0 |           | 18  325    1    7    0
Feb 12 17:22:12 np0000000049 dstat.sh[58910]: 12-02 17:22:12| 21   7  68   1   0|5244M  141M  177M 2259M|4905B 1629B|   0    58M|   0   428 |3458  3448 |1.53 1.55 1.00|2.0   0 1.0|   0     0 |           | 18  325    1    7    0
Feb 12 17:22:13 np0000000049 dstat.sh[58910]: 12-02 17:22:13| 24   3  70   0   0|5256M  132M  178M 2255M|4378B 1619B|   0  3686k|   0   184 |3074  3330 |1.53 1.55 1.00|3.0   0 1.0|   0     0 |           | 18  325    1    7    0
Feb 12 17:22:14 np0000000049 dstat.sh[58910]: 12-02 17:22:14| 25   7  65   1   0|5279M  130M  179M 2234M|5023B 1615B|   0   128M|   0   953 |4644  4693 |1.53 1.55 1.00|2.0   0 2.0|   0     0 |           | 18  325    1    7    0
Feb 12 17:22:15 np0000000049 dstat.sh[58910]: 12-02 17:22:15| 39  10  50   0   0|5313M  160M  180M 2170M|8748B 2728B| 768k 2139k|6.00  79.0 |3955  3251 |1.53 1.55 1.00|2.0   0 9.0|   0     0 |           | 18  326    1    7    0
Feb 12 17:22:16 np0000000049 dstat.sh[58910]: 12-02 17:22:16| 29   5  66   0   0|5225M  283M  180M 2136M|7200B 2937B| 264k  911k|4.00  28.0 |2785  2240 |1.53 1.55 1.00|3.0   0 3.0|   0     0 |           | 18  323    1    3    0
Feb 12 17:22:17 np0000000049 dstat.sh[58910]: 12-02 17:22:17| 18   4  76   0   0|5241M  262M  180M 2141M|  11k 3909B|8194B 1156k|2.00  14.0 |2452  2162 |1.41 1.52 1.00|2.0   0  34|   0     0 |           | 18  324    1    3    0
Feb 12 17:22:18 np0000000049 dstat.sh[58910]: 12-02 17:22:18| 22   4  73   0   0|5229M  273M  180M 2142M|5992B 2871B|   0     0 |   0     0 |2542  2238 |1.41 1.52 1.00|3.0   0  19|   0     0 |           | 18  324    1    3    0
Feb 12 17:22:19 np0000000049 dstat.sh[58910]: 12-02 17:22:19| 21   5  73   0   0|5231M  265M  180M 2147M|  11k 3670B|   0  2296k|   0   175 |  11k   20k|1.41 1.52 1.00|2.0   0 7.0|   0     0 |           | 18  323    1    3    0
Feb 12 17:22:20 np0000000049 dstat.sh[58910]: 12-02 17:22:20| 22   7  69   0   0|5214M  281M  180M 2147M|5016B 1654B|   0   103M|   0   945 |5213  6285 |1.41 1.52 1.00|2.0   0  12|   0     0 |           | 18  323    1    2    0
Feb 12 17:22:21 np0000000049 dstat.sh[58910]: 12-02 17:22:21| 21   7  70   0   0|5221M  274M  180M 2147M|4619B 1662B|   0    84k|   0  1.00 |9741    17k|1.41 1.52 1.00|2.0   0  15|   0     0 |           | 18  323    1    2    0
Feb 12 17:22:22 np0000000049 dstat.sh[58910]: 12-02 17:22:22| 22   5  71   0   0|5194M  312M  180M 2136M|4290B 1456B|   0  3324k|   0  22.0 |2427  2045 |1.70 1.58 1.02|2.0   0 6.0|   0     0 |           | 18  323    1    2    0
Feb 12 17:22:23 np0000000049 dstat.sh[58910]: 12-02 17:22:23| 24   4  71   0   0|5219M  285M  180M 2139M|4224B 1629B| 845k 2120k|25.1  20.1 |3016  3151 |1.70 1.58 1.02|2.0   0   0|   0     0 |           | 18  324    1    2    0
Feb 12 17:22:24 np0000000049 dstat.sh[58910]: 12-02 17:22:24| 25   4  66   2   0|5218M  284M  180M 2140M|4600B 1613B| 908k 2927k|54.8   329 |8032    12k|1.70 1.58 1.02|3.0   0 1.0|   0     0 |           | 18  326    1    6    0
Feb 12 17:22:25 np0000000049 dstat.sh[58910]: 12-02 17:22:25| 12  18  69   1   0|5166M  336M  180M 2141M|4766B 1629B| 149k 3471k|3.02   426 |6787  6834 |1.70 1.58 1.02|1.0   0 409|   0     0 |           | 18  325    1    6    0
Feb 12 17:22:26 np0000000049 dstat.sh[58910]: 12-02 17:22:26| 12   6  71   8   0|5135M  349M  180M 2158M|4257B 1619B|  17M  340k|1342  18.0 |4150  5109 |1.70 1.58 1.02|1.0 1.0  42|   0     0 |           | 18  325    1    8    0
Feb 12 17:22:27 np0000000049 dstat.sh[58910]: 12-02 17:22:27|  9   4  71  13   0|5130M  329M  180M 2183M|4495B 1612B|  24M 1182k|2119  24.9 |4374  6615 |1.64 1.57 1.02|2.0   0 2.0|   0     0 |           | 18  325    1    8    0
Feb 12 17:22:28 np0000000049 dstat.sh[58910]: 12-02 17:22:28|  3   2  92   1   0|5140M  320M  180M 2183M|4517B 2634B|   0  3363k|   0   151 |1862  2754 |1.64 1.57 1.02|1.0   0 7.0|   0     0 |           | 18  326    1    8    0
Feb 12 17:22:29 np0000000049 dstat.sh[58910]: 12-02 17:22:29|  2   1  96   0   0|5136M  324M  180M 2183M|  23k 3532B|   0    16k|   0  4.00 |1235  1696 |1.64 1.57 1.02|1.0   0   0|   0     0 |           | 18  326    1    8    0
Feb 12 17:22:30 np0000000049 dstat.sh[58910]: 12-02 17:22:30| 40   8  50   0   0|4886M  574M  180M 2183M| 294k 6611B| 272k   12k|4.01  3.00 |3848  2434 |1.64 1.57 1.02|2.0   0  21|   0     0 |           | 18  309    1   12    0
Feb 12 17:22:31 np0000000049 dstat.sh[58910]: 12-02 17:22:31| 44  10  46   0   0|4945M  514M  180M 2183M|5044B 1621B|4099B  288k|1.00  12.0 |3174  1956 |1.64 1.57 1.02|3.0   0 4.0|   0     0 |           | 18  309    1   12    0
Feb 12 17:22:32 np0000000049 dstat.sh[58910]: 12-02 17:22:32| 70  11  19   0   0|5034M  426M  180M 2183M|5668B 1623B|4104B  401k|1.00  20.0 |4311  2449 |1.75 1.59 1.03|5.0   0 2.0|   0     0 |           | 18  303    1   13    0
Feb 12 17:22:33 np0000000049 dstat.sh[58910]: 12-02 17:22:33| 79  14   7   0   0|5067M  392M  180M 2184M|4962B 1614B| 159k  139k|6.97  6.97 |5800  5776 |1.75 1.59 1.03|3.0   0 4.0|   0     0 |           | 18  299    1   17    0
Feb 12 17:22:34 np0000000049 dstat.sh[58910]: 12-02 17:22:34| 49  11  39   0   0|5003M  454M  180M 2185M|5546B 1628B| 209k  334k|4.02  32.2 |6129    11k|1.75 1.59 1.03|3.0   0 3.0|   0     0 |           | 18  297    1   19    0
Feb 12 17:22:35 np0000000049 dstat.sh[58910]: 12-02 17:22:35| 46   8  45   0   0|5082M  375M  180M 2185M|5567B 1616B|   0   347k|   0  42.9 |4690  4663 |1.75 1.59 1.03|3.0   0 5.0|   0     0 |           | 18  295    1   19    0
Feb 12 17:22:36 np0000000049 dstat.sh[58910]: 12-02 17:22:36| 45   7  47   0   0|5183M  273M  180M 2186M|5677B 1619B| 128k  312k|3.00  25.0 |5813  8960 |1.75 1.59 1.03|2.0   0 1.0|   0     0 |           | 18  301    1   22    0
Feb 12 17:22:37 np0000000049 dstat.sh[58910]: 12-02 17:22:37| 14   2  82   0   0|5085M  372M  180M 2186M|5117B 1620B|4096B  236k|1.00  19.0 |2807  3524 |1.77 1.60 1.04|1.0   0 2.0|   0     0 |           | 18  299    1   23    0
Feb 12 17:22:38 np0000000049 dstat.sh[58910]: 12-02 17:22:38|  4   1  94   0   0|5085M  372M  180M 2186M|4398B 1458B|   0   168k|   0  16.0 |2018  3150 |1.77 1.60 1.04|1.0   0   0|   0     0 |           | 18  299    1   23    0
Feb 12 17:22:39 np0000000049 dstat.sh[58910]: 12-02 17:22:39|  4   1  93   0   0|5080M  377M  180M 2186M|4675B 1618B|   0   436k|   0  24.0 |2081  3240 |1.77 1.60 1.04|2.0   0   0|   0     0 |           | 18  299    1   23    0
Feb 12 17:22:40 np0000000049 dstat.sh[58910]: 12-02 17:22:40|  8   3  86   0   0|5091M  365M  180M 2186M|5095B 1619B|   0  8968k|   0   989 |3888    11k|1.77 1.60 1.04|1.0   0  36|   0     0 |           | 18  299    1   23    0
Feb 12 17:22:41 np0000000049 dstat.sh[58910]: 12-02 17:22:41|  4   1  94   0   0|5078M  379M  180M 2186M|5345B 1696B|   0     0 |   0     0 |1963  3018 |1.77 1.60 1.04|1.0   0   0|   0     0 |           | 18  299    1   23    0
Feb 12 17:22:42 np0000000049 dstat.sh[58910]: 12-02 17:22:42|  5   1  93   0   0|5079M  378M  180M 2186M|4882B 1696B|   0   120k|   0  12.0 |2249  3427 |1.71 1.59 1.03|1.0   0 1.0|   0     0 |           | 18  299    1   23    0
Feb 12 17:22:43 np0000000049 dstat.sh[58910]: 12-02 17:22:43|  3   1  93   0   0|4977M  479M  180M 2186M|4258B 1693B|   0   352k|   0  34.0 |1924  2937 |1.71 1.59 1.03|1.0   0 2.0|   0     0 |           | 18  290    1   24    0
Feb 12 17:22:44 np0000000049 dstat.sh[58910]: 12-02 17:22:44|  2   1  96   0   0|4977M  479M  180M 2186M|4843B 1688B|   0    32k|   0  2.99 |1266  1835 |1.71 1.59 1.03|2.0   0   0|   0     0 |           | 18  290    1   24    0
Feb 12 17:22:45 np0000000049 dstat.sh[58910]: 12-02 17:22:45|  3   2  93   0   0|4976M  480M  180M 2186M|4762B 1698B|  16k   17M|1.00   177 |2013  2941 |1.71 1.59 1.03|1.0   0   0|   0     0 |           | 18  290    1   24    0
Feb 12 17:22:46 np0000000049 dstat.sh[58910]: 12-02 17:22:46|  1   1  96   1   0|4975M  482M  180M 2186M|4637B 1532B|   0  2064k|   0   118 |1305  2085 |1.71 1.59 1.03|1.0   0   0|   0     0 |           | 18  290    1   24    0
Feb 12 17:22:47 np0000000049 dstat.sh[58910]: 12-02 17:22:47|  2   1  97   0   0|4974M  483M  180M 2186M|4697B 1620B|   0   248k|   0  13.0 |1047  1528 |1.57 1.56 1.03|1.0   0 1.0|   0     0 |           | 18  290    1   24    0
Feb 12 17:22:48 np0000000049 dstat.sh[58910]: 12-02 17:22:48|  1   1  97   1   0|4973M  483M  180M 2186M|4261B 1694B|   0  1400k|   0  66.0 |1077  1652 |1.57 1.56 1.03|1.0   0   0|   0     0 |           | 18  290    1   24    0
Feb 12 17:22:49 np0000000049 dstat.sh[58910]: 12-02 17:22:49|  2   1  97   0   0|4973M  483M  180M 2186M|4690B 1716B|   0    32k|   0  4.01 |1043  1489 |1.57 1.56 1.03|1.0   0   0|   0     0 |           | 18  290    1   24    0
Feb 12 17:22:50 np0000000049 dstat.sh[58910]: 12-02 17:22:50|  2   1  96   0   0|4973M  483M  180M 2186M|4140B 1620B|   0  6216k|   0   178 |1115  1538 |1.57 1.56 1.03|3.0   0   0|   0     0 |           | 18  290    1   24    0
Feb 12 17:22:51 np0000000049 dstat.sh[58910]: 12-02 17:22:51|  2   0  96   0   0|4973M  483M  180M 2186M|4319B 1620B|   0     0 |   0     0 |1210  1617 |1.57 1.56 1.03|1.0   0   0|   0     0 |           | 18  290    1   24    0
Feb 12 17:22:52 np0000000049 dstat.sh[58910]: 12-02 17:22:52|  5   2  91   0   0|4975M  482M  180M 2186M|4395B 1693B|   0   116k|   0  9.00 |2932  4871 |1.52 1.55 1.03|1.0   0 1.0|   0     0 |           | 18  290    1   24    0
Feb 12 17:22:53 np0000000049 dstat.sh[58910]: 12-02 17:22:53|  4   1  94   0   0|4975M  482M  180M 2186M|4099B 1458B|   0   116k|   0  7.00 |1684  1987 |1.52 1.55 1.03|2.0   0   0|   0     0 |           | 18  290    1   26    0
Feb 12 17:22:54 np0000000049 dstat.sh[58910]: 12-02 17:22:54|  3   0  95   0   0|4975M  482M  180M 2186M|5144B 1618B|   0   180k|   0  18.0 |1480  2099 |1.52 1.55 1.03|1.0   0   0|   0     0 |           | 18  290    1   26    0
Feb 12 17:22:55 np0000000049 dstat.sh[58910]: 12-02 17:22:55|  6  12  80   0   0|4980M  476M  180M 2186M|5242B 1630B| 193k 1860k|10.1  41.3 |4713  4856 |1.52 1.55 1.03|3.0   0 330|   0     0 |           | 18  290    1   26    0
Feb 12 17:22:56 np0000000049 dstat.sh[58910]: 12-02 17:22:56|  8  20  70   0   0|4992M  464M  180M 2187M|6114B 1618B|   0  1339k|   0  14.0 |6421  5499 |1.52 1.55 1.03|4.0   0 458|   0     0 |           | 18  290    1   26    0
Feb 12 17:22:57 np0000000049 dstat.sh[58910]: 12-02 17:22:57|  9  20  70   0   0|4989M  467M  180M 2187M|5423B 1622B|   0   336k|   0  21.0 |6854  6111 |1.40 1.53 1.02|3.0   0 514|   0     0 |           | 18  290    1   26    0
Feb 12 17:22:58 np0000000049 dstat.sh[58910]: 12-02 17:22:58|  9  21  68   0   0|4997M  460M  180M 2187M|4999B 1660B|  16k  563k|2.00  42.9 |7438  7184 |1.40 1.53 1.02|2.0   0 658|   0     0 |           | 18  290    1   26    0
Feb 12 17:22:59 np0000000049 dstat.sh[58910]: 12-02 17:22:59| 13  13  71   1   0|5015M  387M  180M 2241M|4865B 1613B|  54M    0 | 463     0 |4872  4280 |1.40 1.53 1.02|2.0   0 239|   0     0 |           | 18  290    1   26    0
Feb 12 17:23:00 np0000000049 dstat.sh[58910]: 12-02 17:23:00| 13   3  84   0   0|5028M  374M  180M 2241M|5935B 2366B|  28k 4089B|3.99  1.00 |2514  2548 |1.40 1.53 1.02|1.0   0  27|   0     0 |           | 18  291    1   26    0
Feb 12 17:23:01 np0000000049 dstat.sh[58910]: 12-02 17:23:01|  1   1  96   0   0|5026M  376M  180M 2241M| 173k 6362B|   0   674k|   0  16.0 |1311  1670 |1.40 1.53 1.02|1.0   0   0|   0     0 |           | 18  291    1   26    0
Feb 12 17:23:02 np0000000049 dstat.sh[58910]: 12-02 17:23:02|  2   1  95   0   0|5024M  377M  180M 2242M| 517k   17k|   0    52k|   0  6.00 |1847  1945 |1.37 1.52 1.02|1.0   0   0|   0     0 |           | 18  291    1   26    0
Feb 12 17:23:03 np0000000049 dstat.sh[58910]: 12-02 17:23:03|  2   1  94   0   0|5023M  378M  180M 2242M| 953k   30k|   0    92k|   0  5.99 |2291  2284 |1.37 1.52 1.02|1.0   0   0|   0     0 |           | 18  291    1   26    0
Feb 12 17:23:04 np0000000049 dstat.sh[58910]: 12-02 17:23:04|  2   1  95   0   0|5022M  378M  180M 2243M| 534k   19k|   0  2083k|   0  4.00 |1895  1951 |1.37 1.52 1.02|1.0   0   0|   0     0 |           | 18  291    1   26    0
Feb 12 17:23:05 np0000000049 dstat.sh[58910]: 12-02 17:23:05|  3   2  93   1   0|5022M  377M  180M 2243M| 235k 6728B|  32k  685k|1.00  60.1 |2079  2708 |1.37 1.52 1.02|2.0   0 6.0|   0     0 |           | 18  291    1   26    0
Feb 12 17:23:06 np0000000049 dstat.sh[58910]: 12-02 17:23:06|  2   1  95   0   0|5022M  377M  180M 2244M| 730k   18k|   0   108k|   0  7.00 |1847  2109 |1.37 1.52 1.02|2.0   0   0|   0     0 |           | 18  291    1   26    0
Feb 12 17:23:07 np0000000049 dstat.sh[58910]: 12-02 17:23:07|  2   1  94   0   0|5021M  377M  180M 2244M| 447k   13k|   0  1604k|   0  20.0 |1885  2370 |1.26 1.49 1.02|1.0   0 1.0|   0     0 |           | 18  291    1   26    0
Feb 12 17:23:08 np0000000049 dstat.sh[58910]: 12-02 17:23:08|  2   1  96   0   0|5021M  377M  180M 2245M| 218k 7181B|   0   495k|   0  22.0 |1279  1731 |1.26 1.49 1.02|1.0   0   0|   0     0 |           | 18  291    1   26    0
Feb 12 17:23:09 np0000000049 dstat.sh[58910]: 12-02 17:23:09|  1   1  97   0   0|5021M  377M  180M 2245M| 328k 6251B|   0   152k|   0  7.01 |1244  1643 |1.26 1.49 1.02|1.0   0   0|   0     0 |           | 18  291    1   26    0
Feb 12 17:23:10 np0000000049 dstat.sh[58910]: 12-02 17:23:10|  4   1  93   0   0|5031M  367M  180M 2245M| 360k   11k|8189B  704k|2.00  9.00 |1662  1854 |1.26 1.49 1.02|2.0   0   0|   0     0 |           | 18  290    1   27    0
Feb 12 17:23:11 np0000000049 dstat.sh[58910]: 12-02 17:23:11| 12  13  71   4   0|5041M  334M  181M 2268M|4517B 1626B|3790k   25M|77.3  1011 |6456  7884 |1.26 1.49 1.02|2.0   0 104|   0     0 |           | 18  290    1   27    0
Feb 12 17:23:12 np0000000049 dstat.sh[58910]: 12-02 17:23:12| 14  12  68   3   0|5041M  326M  181M 2275M|4927B 1617B|  16k   13M|1.00  1464 |7796    10k|1.40 1.52 1.03|2.0   0 104|   0     0 |           | 18  290    1   27    0
Feb 12 17:23:13 np0000000049 dstat.sh[58910]: 12-02 17:23:13| 23   8  68   0   0|5046M  320M  181M 2276M|4859B 1620B|   0  1816k|   0   114 |3886  3527 |1.40 1.52 1.03|2.0   0  37|   0     0 |           | 18  290    1   27    0
Feb 12 17:23:14 np0000000049 dstat.sh[58910]: 12-02 17:23:14| 22   8  68   1   0|5050M  314M  181M 2277M|4798B 1619B|   0  1575k|   0  90.0 |3703  3038 |1.40 1.52 1.03|3.0   0  32|   0     0 |           | 18  290    1   27    0
Feb 12 17:23:15 np0000000049 dstat.sh[58910]: 12-02 17:23:15| 25   7  68   1   0|5054M  308M  181M 2279M|4808B 1623B|   0  1518k|   0  77.1 |3808  3610 |1.40 1.52 1.03|2.0   0  27|   0     0 |           | 18  290    1   27    0
Feb 12 17:23:16 np0000000049 dstat.sh[58910]: 12-02 17:23:16| 23   5  71   0   0|5046M  312M  181M 2282M|4319B 1567B| 175k  665k|38.8  29.9 |3886  5012 |1.40 1.52 1.03|2.0   0  19|   0     0 |           | 18  290    1   27    0
Feb 12 17:23:17 np0000000049 dstat.sh[58910]: 12-02 17:23:17| 16  10  72   2   0|5100M  202M  181M 2336M|4635B 1619B| 644k 5574k|70.0   107 |3427  3185 |1.61 1.56 1.04|2.0   0  44|   0     0 |           | 18  290    1   27    0
Feb 12 17:23:18 np0000000049 dstat.sh[58910]: 12-02 17:23:18| 20   6  73   0   0|5103M  194M  181M 2339M|4318B 1619B| 236k 2623k|12.0  6.00 |2499  1915 |1.61 1.56 1.04|3.0   0  26|   0     0 |           | 18  290    1   27    0
