Feb 19 00:47:59 ubuntu systemd[1]: Started devstack@dstat.service - Devstack devstack@dstat.service.
Feb 19 00:47:59 ubuntu dstat.sh[59131]: ----system---- ----total-usage---- ------memory-usage----- -net/total- -dsk/total- --io/total- ---system-- ---load-avg--- ---procs--- ---paging-- ---total--- ------tcp-sockets-------
Feb 19 00:47:59 ubuntu dstat.sh[59131]:      time     |usr sys idl wai stl| used  free  buf   cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out | used  free|lis  act  syn  tim  clo
Feb 19 00:51:24 ubuntu dstat.sh[59131]: 19-02 00:51:24| 24   2  72   0   0|1570M  776M  175M 5219M|4346B 1461B|   0   132k|   0  18.0 |2050  1701 |2.07 1.56 0.87|1.0   0 2.0|   0     0 |           | 11   34    0   22    0
Feb 19 00:51:25 ubuntu dstat.sh[59131]: 19-02 00:51:25| 14  31  54   0   0|1486M  861M  175M 5219M|5096B 1625B|   0   578k|   0  44.1 |6468  5660 |2.07 1.56 0.87|2.0   0 742|   0     0 |           | 11   32    0   22    0
Feb 19 00:51:26 ubuntu dstat.sh[59131]: 19-02 00:51:26| 10  31  58   0   0|1476M  871M  175M 5219M|4920B 1620B|   0   560k|   0  89.0 |6587  5353 |2.07 1.56 0.87|1.0   0 692|   0     0 |           | 11   32    0   22    0
Feb 19 00:51:27 ubuntu dstat.sh[59131]: 19-02 00:51:27|  8  21  68   0   0|1458M  889M  175M 5220M|4866B 1617B|   0   232k|   0  16.0 |5427  3676 |2.07 1.56 0.87|1.0   0 354|   0     0 |           | 11   32    0   22    0
Feb 19 00:51:28 ubuntu dstat.sh[59131]: 19-02 00:51:28|  8  20  70   0   0|1441M  906M  175M 5220M|4870B 1623B|   0   245k|   0  1.00 |5108  3515 |2.07 1.56 0.87|1.0   0 285|   0     0 |           | 11   32    0   22    0
Feb 19 00:51:29 ubuntu dstat.sh[59131]: 19-02 00:51:29|  8  22  68   0   0|1414M  933M  175M 5220M|4623B 1621B|   0    32k|   0  8.00 |5216  3549 |1.98 1.55 0.87|1.0   0 282|   0     0 |           | 11   32    0   22    0
Feb 19 00:51:30 ubuntu dstat.sh[59131]: 19-02 00:51:30| 13  18  67   0   0|1404M  942M  175M 5220M|5388B 1709B|   0    44k|   0  6.98 |5650  5600 |1.98 1.55 0.87|4.0   0 236|   0     0 |           | 11   32    0   22    0
Feb 19 00:51:31 ubuntu dstat.sh[59131]: 19-02 00:51:31| 33  15  51   0   0|1404M  942M  175M 5220M|4981B 1620B|   0    40k|   0  1.00 |5130  5819 |1.98 1.55 0.87|3.0   0 193|   0     0 |           | 11   33    0   22    0
Feb 19 00:51:32 ubuntu dstat.sh[59131]: 19-02 00:51:32| 42  10  49   0   0|1521M  826M  175M 5220M|4967B 1462B|   0  1592k|   0   204 |2818  1617 |1.98 1.55 0.87|2.0   0   0|   0     0 |           | 11   33    0   22    0
Feb 19 00:51:33 ubuntu dstat.sh[59131]: 19-02 00:51:33| 45   5  48   0   0|1566M  780M  175M 5221M|4967B 1616B| 104k  439k|1.00  34.9 |3807  3044 |1.98 1.55 0.87|2.0   0  20|   0     0 |           | 11   49    0   22    0
Feb 19 00:51:34 ubuntu dstat.sh[59131]: 19-02 00:51:34| 36  10  54   0   0|1593M  749M  175M 5224M|5170B 1623B|   0  1827k|   0   139 |5198  7995 |1.91 1.54 0.87|2.0   0 138|   0     0 |           | 11   48    0   23    0
Feb 19 00:51:35 ubuntu dstat.sh[59131]: 19-02 00:51:35| 17  16  66   0   0|1609M  733M  175M 5225M|5393B 1618B|   0  1067k|   0  18.0 |6855  8754 |1.91 1.54 0.87|1.0   0 329|   0     0 |           | 11   48    0   23    0
Feb 19 00:51:36 ubuntu dstat.sh[59131]: 19-02 00:51:36|  3   3  93   0   0|1613M  728M  175M 5224M|5395B 1619B|   0   308k|   0  18.0 |1489  1747 |1.91 1.54 0.87|  0   0  28|   0     0 |           | 11   48    0   23    0
Feb 19 00:51:37 ubuntu dstat.sh[59131]: 19-02 00:51:37|  1   0  98   0   0|1613M  728M  175M 5224M|5118B 1620B|   0     0 |   0     0 | 728   950 |1.91 1.54 0.87|  0   0 3.0|   0     0 |           | 11   48    0   23    0
Feb 19 00:51:38 ubuntu dstat.sh[59131]: 19-02 00:51:38|  0   0  98   0   0|1613M  728M  175M 5224M|4559B 1620B|   0     0 |   0     0 | 735   964 |1.91 1.54 0.87|1.0   0 3.0|   0     0 |           | 11   48    0   23    0
Feb 19 00:51:39 ubuntu dstat.sh[59131]: 19-02 00:51:39|  1   0  99   0   0|1613M  728M  175M 5224M|4618B 1619B|   0     0 |   0     0 | 694   950 |1.75 1.52 0.86|  0   0 1.0|   0     0 |           | 11   48    0   23    0
Feb 19 00:51:40 ubuntu dstat.sh[59131]: 19-02 00:51:40|  9  10  80   0   0|1607M  734M  175M 5225M|4052B 1530B|   0     0 |   0     0 |4031  4794 |1.75 1.52 0.86|1.0   0 200|   0     0 |           | 11   48    0   21    0
Feb 19 00:51:41 ubuntu dstat.sh[59131]: 19-02 00:51:41| 15  14  70   0   0|1587M  755M  175M 5225M|4386B 1622B|   0    12k|   0  3.00 |5013  6317 |1.75 1.52 0.86|1.0   0 238|   0     0 |           | 11   48    0   21    0
Feb 19 00:51:42 ubuntu dstat.sh[59131]: 19-02 00:51:42| 16  19  64   0   0|1634M  707M  175M 5225M|4448B 1856B|   0    88k|   0  2.00 |6951  7906 |1.75 1.52 0.86|5.0   0 359|   0     0 |           | 12   48    0   21    0
Feb 19 00:51:43 ubuntu dstat.sh[59131]: 19-02 00:51:43| 15  14  69   0   0|1628M  713M  175M 5225M|4075B 1618B|   0   563k|   0  39.0 |5244  6620 |1.75 1.52 0.86|1.0   0 257|   0     0 |           | 12   64    0   21    0
Feb 19 00:51:44 ubuntu dstat.sh[59131]: 19-02 00:51:44|  5  12  82   0   0|1623M  718M  175M 5225M|4682B 1621B|   0  1945k|   0  21.0 |3143  2532 |1.77 1.53 0.87|1.0   0 128|   0     0 |           | 14   64    0   16    0
Feb 19 00:51:45 ubuntu dstat.sh[59131]: 19-02 00:51:45| 18  13  67   0   0|1617M  724M  175M 5225M|4495B 1617B|   0   427k|   0  32.9 |5624  7760 |1.77 1.53 0.87|1.0   0 177|   0     0 |           | 14   64    0   16    0
Feb 19 00:51:46 ubuntu dstat.sh[59131]: 19-02 00:51:46|  9  21  69   0   0|1620M  721M  175M 5225M|5051B 1604B|   0  4055B|   0  0.99 |5318  3779 |1.77 1.53 0.87|2.0   0 320|   0     0 |           | 14   66    0   16    0
Feb 19 00:51:47 ubuntu dstat.sh[59131]: 19-02 00:51:47| 10  21  67   0   0|1602M  739M  175M 5225M|4956B 1711B|   0  5188k|   0   371 |5731  3997 |1.77 1.53 0.87|2.0   0 333|   0     0 |           | 14   66    0   16    0
Feb 19 00:51:48 ubuntu dstat.sh[59131]: 19-02 00:51:48| 21  16  62   0   0|1610M  731M  175M 5225M|4749B 1474B|   0    20k|   0  3.03 |5638  6455 |1.77 1.53 0.87|2.0   0 221|   0     0 |           | 14   66    0   15    0
Feb 19 00:51:49 ubuntu dstat.sh[59131]: 19-02 00:51:49| 28  26  45   0   0|1694M  647M  175M 5225M|4679B 1620B|   0   384k|   0  8.00 |7022  5936 |1.87 1.55 0.88|2.0   0 634|   0     0 |           | 14   66    0   15    0
Feb 19 00:51:50 ubuntu dstat.sh[59131]: 19-02 00:51:50| 29  27  44   0   0|1793M  546M  175M 5226M|4682B 1621B|  20k  476k|2.00  6.00 |7291  8830 |1.87 1.55 0.88|3.0   0 561|   0     0 |           | 14   66    0   15    0
Feb 19 00:51:51 ubuntu dstat.sh[59131]: 19-02 00:51:51| 31  25  42   0   0|1900M  439M  175M 5227M|4426B 1615B|   0    64k|   0  13.0 |6066  6752 |1.87 1.55 0.88|2.0   0 380|   0     0 |           | 14   70    0   17    0
Feb 19 00:51:52 ubuntu dstat.sh[59131]: 19-02 00:51:52| 54  20  27   0   0|1975M  364M  175M 5227M|4638B 1710B|   0     0 |   0     0 |4975  4577 |1.87 1.55 0.88|4.0   0 317|   0     0 |           | 14   70    0   17    0
Feb 19 00:51:53 ubuntu dstat.sh[59131]: 19-02 00:51:53| 54  28  17   0   0|2086M  252M  175M 5228M|4574B 1625B|   0    76k|   0  13.0 |6207  6440 |1.87 1.55 0.88|3.0   0 404|   0     0 |           | 14   70    0   16    0
Feb 19 00:51:54 ubuntu dstat.sh[59131]: 19-02 00:51:54| 66  21  11   0   0|2178M  160M  175M 5229M|4961B 1614B|   0  2048k|   0  63.8 |5439  6045 |2.04 1.59 0.90|6.0   0 364|   0     0 |           | 14   70    0   16    0
Feb 19 00:51:55 ubuntu dstat.sh[59131]: 19-02 00:51:55| 72  24   2   1   0|2301M  153M  163M 5126M|5410B 1623B| 661k 2613k|72.1  79.1 |6440  7585 |2.04 1.59 0.90|5.0   0 364|   0     0 |           | 14   74    0   16    0
Feb 19 00:51:56 ubuntu dstat.sh[59131]: 19-02 00:51:56| 60  26  10   3   0|2424M  186M  163M 4975M|5063B 1459B|1061k   22M|65.1  1370 |  12k   21k|2.04 1.59 0.90|5.0 1.0 297|   0     0 |           | 14   76    0   16    0
Feb 19 00:51:57 ubuntu dstat.sh[59131]: 19-02 00:51:57| 62  26   9   2   0|2521M  154M  163M 4911M|5904B 1664B|  96k   20M|12.0  1521 |  13k   23k|2.04 1.59 0.90|4.0   0 424|   0     0 |           | 14   76    0   16    0
Feb 19 00:51:58 ubuntu dstat.sh[59131]: 19-02 00:51:58| 72  20   7   0   0|2601M  139M  163M 4848M|4843B 1614B| 797k 1427k|53.8  86.7 |8970    14k|2.04 1.59 0.90|9.0   0 233|   0     0 |           | 14   84    0   23    0
Feb 19 00:51:59 ubuntu dstat.sh[59131]: 19-02 00:51:59| 55  26  18   0   0|2714M  166M  163M 4710M|5171B 1623B|  16k 3652k|4.01   342 |9225    14k|2.12 1.62 0.91|6.0   0 448|   0     0 |           | 14   93    0   25    0
Feb 19 00:52:00 ubuntu dstat.sh[59131]: 19-02 00:52:00| 33  24  43   0   0|2775M  173M  163M 4644M|4866B 1622B|   0   749k|   0  47.1 |6671  6235 |2.12 1.62 0.91|3.0   0 401|   0     0 |           | 14   95    0   25    0
Feb 19 00:52:01 ubuntu dstat.sh[59131]: 19-02 00:52:01| 46  19  34   0   0|2875M  137M  163M 4581M|4557B 1619B|  36k 3422k|5.00  31.0 |6901    10k|2.12 1.62 0.91|3.0   0 231|   0     0 |           | 14   93    0   23    0
Feb 19 00:52:02 ubuntu dstat.sh[59131]: 19-02 00:52:02| 45   8  45   0   0|2977M  167M  163M 4452M|4026B 1706B| 128k 2689k|8.98   154 |3546  2692 |2.12 1.62 0.91|2.0   0 2.0|   0     0 |           | 14   98    0   23    0
Feb 19 00:52:03 ubuntu dstat.sh[59131]: 19-02 00:52:03|  9  20  68   1   0|2991M  153M  163M 4452M|4441B 1621B|8195B   17M|2.00   865 |6262  5953 |2.12 1.62 0.91|2.0   0 292|   0     0 |           | 14   97    0   24    0
Feb 19 00:52:04 ubuntu dstat.sh[59131]: 19-02 00:52:04|  9  20  70   0   0|2988M  156M  163M 4452M|4106B 1461B|4104B  349k|1.00  15.0 |5261  3749 |1.95 1.59 0.90|2.0   0 292|   0     0 |           | 14   97    0   24    0
Feb 19 00:52:05 ubuntu dstat.sh[59131]: 19-02 00:52:05|  9  18  71   0   0|3007M  137M  163M 4452M|4668B 1616B|4086B  152k|1.00  12.0 |5685  4549 |1.95 1.59 0.90|1.0   0 407|   0     0 |           | 14   97    0   22    0
Feb 19 00:52:06 ubuntu dstat.sh[59131]: 19-02 00:52:06| 20   6  75   0   0|3063M  146M  163M 4388M|6409B 3586B|  28k    0 |2.00     0 |1767  1182 |1.95 1.59 0.90|  0   0   0|   0     0 |           | 14   98    0   22    0
Feb 19 00:52:07 ubuntu dstat.sh[59131]: 19-02 00:52:07| 20   1  77   0   0|3067M  143M  163M 4388M|  26k   22k|  44k  468k|5.00  14.0 |2667  2753 |1.95 1.59 0.90|1.0   0   0|   0     0 |           | 14   99    0   23    0
Feb 19 00:52:08 ubuntu dstat.sh[59131]: 19-02 00:52:08| 18   9  72   1   0|3048M  161M  163M 4388M|4440B 1620B|4096B 1796k|1.00  36.0 |2697  2113 |1.95 1.59 0.90|1.0   0  65|   0     0 |           | 14  103    0   23    0
Feb 19 00:52:09 ubuntu dstat.sh[59131]: 19-02 00:52:09| 17   3  79   0   0|3065M  144M  163M 4388M|  11k 8117B|   0   225k|   0  27.1 |2451  2798 |1.87 1.58 0.91|1.0   0 3.0|   0     0 |           | 14  112    0   22    0
Feb 19 00:52:10 ubuntu dstat.sh[59131]: 19-02 00:52:10| 25   6  66   1   0|3064M  144M  163M 4390M|5807B 1616B|1245k 1397k|34.9   170 |5015  8566 |1.87 1.58 0.91|1.0   0 8.0|   0     0 |           | 14  113    0   22    0
Feb 19 00:52:11 ubuntu dstat.sh[59131]: 19-02 00:52:11| 27   5  66   1   0|3044M  163M  163M 4390M|6575B 2766B|  16k 1262k|1.00   147 |5391  7318 |1.87 1.58 0.91|1.0   0  18|   0     0 |           | 14  116    0   24    0
Feb 19 00:52:12 ubuntu dstat.sh[59131]: 19-02 00:52:12| 17  10  71   0   0|3098M  174M  163M 4326M|5999B 1446B|   0  1452k|   0  86.3 |2964  2385 |1.87 1.58 0.91|1.0   0  94|   0     0 |           | 14  116    0   24    0
Feb 19 00:52:13 ubuntu dstat.sh[59131]: 19-02 00:52:13| 19   4  76   1   0|3100M  173M  163M 4326M|  12k 8157B|  40k  629k|4.00  59.1 |2846  3085 |1.87 1.58 0.91|1.0   0 5.0|   0     0 |           | 14  121    0   20    0
Feb 19 00:52:14 ubuntu dstat.sh[59131]: 19-02 00:52:14| 22   5  70   1   0|3101M  171M  163M 4327M|6856B 3620B|  36k 2250k|3.01   157 |4555  7303 |1.88 1.59 0.91|1.0   0   0|   0     0 |           | 14  121    0   20    0
Feb 19 00:52:15 ubuntu dstat.sh[59131]: 19-02 00:52:15| 39  15  45   1   0|3144M  191M  163M 4265M|5917B 2823B|  24k 1035k|2.01   102 |5469    13k|1.88 1.59 0.91|2.0   0 132|   0     0 |           | 14  122    0   22    0
Feb 19 00:52:16 ubuntu dstat.sh[59131]: 19-02 00:52:16| 40   6  53   0   0|3211M  124M  163M 4265M|  10k 7356B| 176k  367k|1.00  20.9 |2853  1735 |1.88 1.59 0.91|1.0   0 4.0|   0     0 |           | 14  123    0   22    0
Feb 19 00:52:17 ubuntu dstat.sh[59131]: 19-02 00:52:17| 19   6  73   0   0|3132M  203M  163M 4265M|  22k   18k|   0   288k|   0  17.0 |2559  1904 |1.88 1.59 0.91|1.0   0  55|   0     0 |           | 14  122    0   22    0
Feb 19 00:52:18 ubuntu dstat.sh[59131]: 19-02 00:52:18| 18   3  78   0   0|3182M  153M  163M 4265M|  10k 7323B|   0   268k|   0  13.0 |1766  1340 |1.88 1.59 0.91|1.0   0   0|   0     0 |           | 14  123    0   22    0
Feb 19 00:52:19 ubuntu dstat.sh[59131]: 19-02 00:52:19| 19   7  74   0   0|3187M  148M  163M 4265M|  21k   18k|   0   221k|   0  13.1 |2572  1888 |1.81 1.58 0.91|1.0   0  51|   0     0 |           | 14  122    0   23    0
Feb 19 00:52:20 ubuntu dstat.sh[59131]: 19-02 00:52:20| 19   3  77   0   0|3179M  219M  163M 4204M|  10k 7154B|   0   187k|   0  8.97 |1845  1466 |1.81 1.58 0.91|2.0   0   0|   0     0 |           | 14  123    0   23    0
Feb 19 00:52:21 ubuntu dstat.sh[59131]: 19-02 00:52:21| 17   7  74   0   0|3115M  282M  163M 4204M|6810B 3588B|  68k  784k|6.00   100 |3678  3983 |1.81 1.58 0.91|2.0   0  54|   0     0 |           | 14  122    0   24    0
Feb 19 00:52:22 ubuntu dstat.sh[59131]: 19-02 00:52:22| 21   6  72   0   0|3183M  214M  163M 4205M|4529B 1621B|   0   340k|   0  20.0 |2163  1597 |1.81 1.58 0.91|1.0   0  28|   0     0 |           | 14  122    0   24    0
Feb 19 00:52:23 ubuntu dstat.sh[59131]: 19-02 00:52:23| 17   5  77   0   0|3173M  225M  163M 4205M|  26k   24k|   0   257k|   0  18.0 |2584  2006 |1.81 1.58 0.91|2.0   0  49|   0     0 |           | 14  122    0   25    0
Feb 19 00:52:24 ubuntu dstat.sh[59131]: 19-02 00:52:24| 21   5  73   0   0|3239M  158M  163M 4205M|4243B 1613B|4079B 1096k|1.00  62.7 |2055  1788 |1.75 1.57 0.91|1.0   0 7.0|   0     0 |           | 14  122    0   25    0
Feb 19 00:52:25 ubuntu dstat.sh[59131]: 19-02 00:52:25| 16   4  77   1   0|3234M  163M  163M 4205M|  11k 8298B|4109B 1224k|1.00   170 |3699  5204 |1.75 1.57 0.91|1.0   0 1.0|   0     0 |           | 14  124    0   25    0
Feb 19 00:52:26 ubuntu dstat.sh[59131]: 19-02 00:52:26| 22   8  65   2   0|3221M  176M  163M 4205M|5394B 2855B|   0  4704k|   0   374 |6767  9992 |1.75 1.57 0.91|1.0   0  54|   0     0 |           | 14  125    0   27    0
Feb 19 00:52:27 ubuntu dstat.sh[59131]: 19-02 00:52:27| 21   4  74   1   0|3279M  118M  163M 4205M|6005B 3585B|   0  3567k|   0   218 |2280  2277 |1.75 1.57 0.91|  0   0   0|   0     0 |           | 14  126    0   27    0
Feb 19 00:52:28 ubuntu dstat.sh[59131]: 19-02 00:52:28| 19   2  78   0   0|3268M  130M  163M 4205M|  12k 9524B|   0   632k|   0  48.0 |2512  2514 |1.75 1.57 0.91|1.0   0 2.0|   0     0 |           | 14  126    0   27    0
Feb 19 00:52:29 ubuntu dstat.sh[59131]: 19-02 00:52:29| 24   6  68   1   0|3257M  140M  163M 4205M|4988B 1621B|  48k 6327k|3.00   511 |6042  8590 |1.69 1.56 0.91|1.0   0   0|   0     0 |           | 14  126    0   27    0
Feb 19 00:52:30 ubuntu dstat.sh[59131]: 19-02 00:52:30| 32   8  58   0   0|3193M  204M  163M 4205M|5456B 2581B|   0  1612k|   0   161 |8187    12k|1.69 1.56 0.91|1.0   0  69|   0     0 |           | 14  125    0   28    0
Feb 19 00:52:31 ubuntu dstat.sh[59131]: 19-02 00:52:31| 18   3  78   0   0|3235M  162M  163M 4205M|7563B 3999B|   0  1754k|   0  25.0 |1752  1298 |1.69 1.56 0.91|2.0   0   0|   0     0 |           | 14  126    0   28    0
Feb 19 00:52:32 ubuntu dstat.sh[59131]: 19-02 00:52:32| 19   4  75   1   0|3203M  194M  163M 4205M|  12k 8973B|   0  1025k|   0   125 |3632  4380 |1.69 1.56 0.91|3.0   0  36|   0     0 |           | 14  125    0   29    0
Feb 19 00:52:33 ubuntu dstat.sh[59131]: 19-02 00:52:33| 20   8  71   0   0|3200M  196M  163M 4205M|5161B 1620B|   0   560k|   0  33.0 |2800  2370 |1.69 1.56 0.91|1.0   0 112|   0     0 |           | 14  125    0   29    0
Feb 19 00:52:34 ubuntu dstat.sh[59131]: 19-02 00:52:34| 15   2  83   0   0|3206M  191M  163M 4205M|  17k   13k|   0   480k|   0  30.0 |2018  1903 |1.55 1.53 0.91|2.0   0   0|   0     0 |           | 14  126    0   29    0
Feb 19 00:52:35 ubuntu dstat.sh[59131]: 19-02 00:52:35| 27   6  65   1   0|3208M  189M  163M 4205M|5826B 1620B|   0  2188k|   0   302 |6202  9013 |1.55 1.53 0.91|2.0   0   0|   0     0 |           | 14  126    0   29    0
Feb 19 00:52:36 ubuntu dstat.sh[59131]: 19-02 00:52:36| 35   8  55   1   0|3218M  178M  163M 4205M|6794B 3091B|  32k 1756k|2.00   141 |  13k   23k|1.55 1.53 0.91|2.0   0 5.0|   0     0 |           | 14  129    0   30    0
Feb 19 00:52:37 ubuntu dstat.sh[59131]: 19-02 00:52:37| 34  14  50   0   0|3194M  203M  163M 4206M|5245B 2032B|  16k 1643k|1.00   131 |7748    10k|1.55 1.53 0.91|2.0   0 285|   0     0 |           | 14  129    0   30    0
Feb 19 00:52:38 ubuntu dstat.sh[59131]: 19-02 00:52:38| 19   3  78   0   0|3231M  166M  163M 4206M|  10k 7436B|   0   573k|   0  32.1 |1858  1419 |1.55 1.53 0.91|2.0   0   0|   0     0 |           | 14  130    0   29    0
Feb 19 00:52:39 ubuntu dstat.sh[59131]: 19-02 00:52:39| 15  14  70   0   0|3207M  189M  163M 4206M|6127B 3311B|   0   503k|   0  26.9 |4705  3923 |1.51 1.52 0.91|3.0   0 198|   0     0 |           | 14  129    0   30    0
Feb 19 00:52:40 ubuntu dstat.sh[59131]: 19-02 00:52:40|  8  21  68   0   0|3190M  206M  163M 4206M|4707B 1710B|  16k   48k|4.00  9.00 |5047  3380 |1.51 1.52 0.91|2.0   0 256|   0     0 |           | 14  129    0   30    0
Feb 19 00:52:41 ubuntu dstat.sh[59131]: 19-02 00:52:41| 14  19  66   0   0|3174M  222M  163M 4206M|4464B 1629B|   0    40k|   0  10.1 |5192  5083 |1.51 1.52 0.91|3.0   0 249|   0     0 |           | 14  129    0   30    0
Feb 19 00:52:42 ubuntu dstat.sh[59131]: 19-02 00:52:42| 25  19  53   0   0|3206M  190M  163M 4206M|4509B 1617B|   0  2987k|   0   171 |6090  7133 |1.51 1.52 0.91|2.0   0 279|   0     0 |           | 14  129    0   30    0
Feb 19 00:52:43 ubuntu dstat.sh[59131]: 19-02 00:52:43| 32  24  43   0   0|3264M  132M  163M 4206M|4262B 1691B|  28k  468k|3.00  37.0 |6167  5015 |1.51 1.52 0.91|2.0   0 354|   0     0 |           | 14  131    0   30    0
Feb 19 00:52:44 ubuntu dstat.sh[59131]: 19-02 00:52:44| 18  19  61   0   0|3271M  125M  163M 4206M|4389B 1447B|  56k 4554k|2.98   222 |6353  7587 |1.87 1.60 0.94|1.0   0 257|   0     0 |           | 14  135    0   30    0
Feb 19 00:52:45 ubuntu dstat.sh[59131]: 19-02 00:52:45| 47  24  28   1   0|3388M  129M  163M 4089M|4424B 1633B|  65k  371k|5.04  25.2 |8433    16k|1.87 1.60 0.94|3.0   0 349|   0     0 |           | 16  141    0   30    0
Feb 19 00:52:46 ubuntu dstat.sh[59131]: 19-02 00:52:46| 49  29  21   0   0|3495M  142M  163M 3972M|4704B 1618B|  24k  256k|2.00  15.0 |5951  4741 |1.87 1.60 0.94|3.0   0 425|   0     0 |           | 16  141    0   30    0
Feb 19 00:52:47 ubuntu dstat.sh[59131]: 19-02 00:52:47| 41  20  38   0   0|3557M  134M  163M 3920M|4267B 1702B|  32k  689k|2.99  28.9 |7687    14k|1.87 1.60 0.94|1.0   0 289|   0     0 |           | 16  157    0   30    0
Feb 19 00:52:48 ubuntu dstat.sh[59131]: 19-02 00:52:48| 32  23  45   0   0|3606M  167M  162M 3837M|3866B 1631B|  12k  612k|3.02  36.2 |6619  5366 |1.87 1.60 0.94|2.0   0 447|   0     0 |           | 16  157    0   30    0
Feb 19 00:52:49 ubuntu dstat.sh[59131]: 19-02 00:52:49| 28  24  47   0   0|3656M  168M  162M 3786M|4488B 1616B|4085B  263k|1.00  14.0 |6322  4826 |1.88 1.60 0.94|2.0   0 457|   0     0 |           | 17  157    0   30    2
Feb 19 00:52:50 ubuntu dstat.sh[59131]: 19-02 00:52:50| 16  20  63   0   0|3660M  164M  162M 3787M|4448B 1623B|8207B  204k|2.00  17.0 |7084  8528 |1.88 1.60 0.94| 12   0 298|   0     0 |           | 17  157    0   30    2
Feb 19 00:52:51 ubuntu dstat.sh[59131]: 19-02 00:52:51| 25  21  53   0   0|3702M  173M  162M 3737M|4195B 1614B|   0   187k|   0  8.97 |5887  5452 |1.88 1.60 0.94|2.0   0 314|   0     0 |           | 17  157    0   30    2
Feb 19 00:52:52 ubuntu dstat.sh[59131]: 19-02 00:52:52| 28  27  43   0   0|3757M  163M  162M 3692M|4217B 1533B|4109B  225k|1.00  18.1 |5799  4237 |1.88 1.60 0.94|3.0   0 347|   0     0 |           | 17  157    0   30    2
Feb 19 00:52:53 ubuntu dstat.sh[59131]: 19-02 00:52:53| 38  19  43   0   0|3841M  130M  162M 3643M|4329B 1623B| 152k  581k|6.01  44.1 |7661    13k|1.88 1.60 0.94|2.0   0 221|   0     0 |           | 17  169    0   30    2
Feb 19 00:52:54 ubuntu dstat.sh[59131]: 19-02 00:52:54| 30  25  43   0   0|3897M  166M  162M 3553M|4857B 1619B|  44k  528k|5.00  40.0 |6472  5138 |1.89 1.61 0.95|2.0   0 458|   0     0 |           | 17  175    0   28    2
Feb 19 00:52:55 ubuntu dstat.sh[59131]: 19-02 00:52:55| 24  27  48   0   0|3965M  133M  162M 3519M|5751B 1618B| 100k  615k|8.99  43.9 |8091    10k|1.89 1.61 0.95|1.0   0 454|   0     0 |           | 17  181    0   28    2
Feb 19 00:52:56 ubuntu dstat.sh[59131]: 19-02 00:52:56|  9  21  68   0   0|3970M  156M  162M 3491M|6437B 1618B|8180B  843k|2.00  43.9 |5430  4246 |1.89 1.61 0.95|2.0   0 275|   0     0 |           | 17  181    0   28    2
Feb 19 00:52:57 ubuntu dstat.sh[59131]: 19-02 00:52:57| 13  23  63   1   0|3990M  136M  162M 3491M|5942B 1625B|4109B  490k|1.00  44.1 |6739  6745 |1.89 1.61 0.95|5.0   0 344|   0     0 |           | 17  199    0   28    0
Feb 19 00:52:58 ubuntu dstat.sh[59131]: 19-02 00:52:58| 24  17  56   0   0|4001M  168M  162M 3450M|5173B 1706B|8172B  371k|2.00  35.9 |6152  7315 |1.89 1.61 0.95|3.0   0 206|   0     0 |           | 17  199    0   25    0
Feb 19 00:52:59 ubuntu dstat.sh[59131]: 19-02 00:52:59| 43  10  46   0   0|4133M  156M  162M 3332M|5150B 1614B|   0   390k|   0  26.9 |3341  2137 |1.90 1.62 0.95|2.0   0  13|   0     0 |           | 17  199    0   25    0
Feb 19 00:53:00 ubuntu dstat.sh[59131]: 19-02 00:53:00| 44   9  45   0   0|4243M  133M  162M 3246M|4874B 1457B| 100k  200k|9.99  24.0 |3721  2759 |1.90 1.62 0.95|3.0   0 8.0|   0     0 |           | 17  208    0   25    0
Feb 19 00:53:01 ubuntu dstat.sh[59131]: 19-02 00:53:01| 26  16  57   0   0|4176M  201M  162M 3246M|4532B 1632B|  85k 1350k|4.03   123 |4422  3712 |1.90 1.62 0.95|3.0   0 243|   0     0 |           | 17  209    0   25    0
Feb 19 00:53:02 ubuntu dstat.sh[59131]: 19-02 00:53:02| 31  26  41   0   0|4210M  165M  162M 3248M|  10k 7321B| 451k 3099k|6.99  11.0 |7469  9057 |1.90 1.62 0.95|2.0   0 481|   0     0 |           | 17  212    0   18    0
Feb 19 00:53:03 ubuntu dstat.sh[59131]: 19-02 00:53:03| 39  26  33   0   0|4195M  205M  162M 3223M|7794B 4657B|1244k  484k|26.0  24.0 |7560  9689 |1.90 1.62 0.95|5.0   0 353|   0     0 |           | 17  219    0   19    0
Feb 19 00:53:04 ubuntu dstat.sh[59131]: 19-02 00:53:04| 58  20  22   0   0|4311M  141M  162M 3171M|6946B 3992B| 287k  929k|8.97  16.9 |5426  5997 |1.99 1.64 0.97|3.0   0 214|   0     0 |           | 17  221    0   19    0
Feb 19 00:53:05 ubuntu dstat.sh[59131]: 19-02 00:53:05| 65  14  19   1   0|4424M  134M  162M 3068M|  13k   10k|2370k  964k|76.3  46.2 |5423  5091 |1.99 1.64 0.97|4.0   0  21|   0     0 |           | 17  228    0   20    0
Feb 19 00:53:06 ubuntu dstat.sh[59131]: 19-02 00:53:06| 60  18  16   3   0|4447M  157M  162M 3023M|4856B 1619B|5256k   14M| 294   853 |7241  8566 |1.99 1.64 0.97|3.0   0 112|   0     0 |           | 17  227    0   23    0
