May 26 16:39:54 ubuntu systemd[1]: Started devstack@dstat.service - Devstack devstack@dstat.service.
May 26 16:39:55 ubuntu dstat.sh[64893]: ----system---- ----total-usage---- ------memory-usage----- -net/total- -dsk/total- --io/total- ---system-- ---load-avg--- ---procs--- ---paging-- ---total--- ------tcp-sockets-------
May 26 16:39:55 ubuntu dstat.sh[64893]:      time     |usr sys idl wai stl| used  free  buf   cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out | used  free|lis  act  syn  tim  clo
May 26 16:49:22 ubuntu dstat.sh[64893]: 26-05 16:49:22|  1   1  98   0   0|5426M  195M  156M 2056M|4155B 1254B|   0     0 |   0     0 | 952  1277 |0.89 1.29 1.00|  0   0 1.0|   0     0 |           | 18  296    0   30    0
May 26 16:49:23 ubuntu dstat.sh[64893]: 26-05 16:49:23|  2   0  97   0   0|5426M  195M  156M 2056M|4158B 1458B|   0    92k|   0  12.0 |1030  1562 |0.89 1.29 1.00|  0   0   0|   0     0 |           | 18  296    0   30    0
May 26 16:49:24 ubuntu dstat.sh[64893]: 26-05 16:49:24|  1   0  97   0   0|5426M  195M  156M 2056M|4199B 1619B|   0   176k|   0  11.0 | 943  1306 |0.82 1.27 0.99|  0   0   0|   0     0 |           | 18  296    0   30    0
May 26 16:49:25 ubuntu dstat.sh[64893]: 26-05 16:49:25|  2   1  96   0   0|5426M  195M  156M 2056M|4221B 1459B|   0   152k|   0  18.0 |1197  1720 |0.82 1.27 0.99|  0   0   0|   0     0 |           | 18  296    0   30    0
May 26 16:49:26 ubuntu dstat.sh[64893]: 26-05 16:49:26|  2   1  97   0   0|5426M  196M  156M 2056M|4518B 1620B|   0    88k|   0  12.0 |1135  1557 |0.82 1.27 0.99|1.0   0   0|   0     0 |           | 18  296    0   30    0
May 26 16:49:27 ubuntu dstat.sh[64893]: 26-05 16:49:27|  4   4  91   1   0|5430M  191M  156M 2057M|4531B 1703B| 907k  293k|93.4  20.1 |1931  2300 |0.82 1.27 0.99|3.0   0  43|   0     0 |           | 18  296    0   30    0
May 26 16:49:28 ubuntu dstat.sh[64893]: 26-05 16:49:28| 38   6  55   0   0|5102M  518M  156M 2057M|4393B 2035B| 299k  108k|27.9  4.98 |3137  2183 |0.82 1.27 0.99|2.0   0  35|   0     0 |           | 18  292    0   32    0
May 26 16:49:29 ubuntu dstat.sh[64893]: 26-05 16:49:29| 23   4  72   1   0|5162M  458M  156M 2057M|4788B 2067B| 384k  152k|61.0  18.0 |2452  2303 |0.83 1.27 0.99|  0 1.0   0|   0     0 |           | 18  292    0   32    0
May 26 16:49:30 ubuntu dstat.sh[64893]: 26-05 16:49:30| 22   6  71   1   0|5250M  369M  157M 2059M|4345B 1524B| 508k 2045k|71.0   356 |3290  4591 |0.83 1.27 0.99|2.0   0  18|   0     0 |           | 18  296    0   34    0
May 26 16:49:31 ubuntu dstat.sh[64893]: 26-05 16:49:31| 22   6  73   0   0|5296M  323M  157M 2059M|4204B 1518B|   0    96k|   0  4.01 |2223  1755 |0.83 1.27 0.99|1.0   0 5.0|   0     0 |           | 18  296    0   34    0
May 26 16:49:32 ubuntu dstat.sh[64893]: 26-05 16:49:32| 21   3  74   0   0|5333M  285M  157M 2059M|5018B 1601B|  24k    0 |1.99     0 |1861  1439 |0.83 1.27 0.99|2.0   0 2.0|   0     0 |           | 18  296    0   34    0
May 26 16:49:33 ubuntu dstat.sh[64893]: 26-05 16:49:33|  6   1  91   0   0|5341M  277M  157M 2059M|4607B 1844B|   0   872k|   0   100 |2303  3444 |0.83 1.27 0.99|  0   0   0|   0     0 |           | 18  296    0   34    0
May 26 16:49:34 ubuntu dstat.sh[64893]: 26-05 16:49:34|  3   0  96   1   0|5340M  278M  157M 2059M|4681B 1690B|   0   552k|   0  15.0 |1305  1760 |0.77 1.24 0.99|  0   0 1.0|   0     0 |           | 18  296    0   34    0
May 26 16:49:35 ubuntu dstat.sh[64893]: 26-05 16:49:35|  1   2  96   0   0|5338M  281M  157M 2059M|4691B 1662B|   0   184k|   0  1.00 |1148  1345 |0.77 1.24 0.99|1.0   0 6.0|   0     0 |           | 18  296    0   34    0
May 26 16:49:36 ubuntu dstat.sh[64893]: 26-05 16:49:36|  2   0  97   0   0|5331M  287M  157M 2059M|4876B 1620B|   0   256k|   0  23.0 |1121  1630 |0.77 1.24 0.99|  0   0   0|   0     0 |           | 18  296    0   34    0
May 26 16:49:37 ubuntu dstat.sh[64893]: 26-05 16:49:37|  1   1  97   0   0|5328M  291M  157M 2059M|4507B 1686B|   0   176k|   0  11.0 |1035  1383 |0.77 1.24 0.99|  0   0   0|   0     0 |           | 18  296    0   34    0
May 26 16:49:38 ubuntu dstat.sh[64893]: 26-05 16:49:38|  1   0  97   0   0|5325M  293M  157M 2059M|4619B 1710B|   0   144k|   0  18.0 |1132  1634 |0.77 1.24 0.99|  0   0   0|   0     0 |           | 18  296    0   34    0
May 26 16:49:39 ubuntu dstat.sh[64893]: 26-05 16:49:39|  1   1  96   0   0|5323M  295M  157M 2059M|4514B 1457B|   0   256k|   0  25.0 |1252  1836 |0.70 1.22 0.98|  0   0   0|   0     0 |           | 18  296    0   34    0
May 26 16:49:40 ubuntu dstat.sh[64893]: 26-05 16:49:40|  2   1  97   0   0|5321M  297M  157M 2059M|4461B 1459B|   0    80k|   0  12.0 |1114  1611 |0.70 1.22 0.98|  0   0   0|   0     0 |           | 18  296    0   34    0
May 26 16:49:41 ubuntu dstat.sh[64893]: 26-05 16:49:41|  1   0  97   0   0|5319M  299M  157M 2059M|4321B 1488B|   0     0 |   0     0 | 905  1236 |0.70 1.22 0.98|  0   0   0|   0     0 |           | 18  296    0   34    0
May 26 16:49:42 ubuntu dstat.sh[64893]: 26-05 16:49:42|  2   1  96   0   0|5318M  301M  157M 2059M|4584B 1460B|   0   296k|   0  17.0 |1072  1372 |0.70 1.22 0.98|  0   0 1.0|   0     0 |           | 18  296    0   34    0
May 26 16:49:43 ubuntu dstat.sh[64893]: 26-05 16:49:43|  1   1  97   0   0|5316M  302M  157M 2059M|4458B 1500B|   0    96k|   0  13.0 | 915  1282 |0.70 1.22 0.98|  0   0   0|   0     0 |           | 18  296    0   34    0
May 26 16:49:44 ubuntu dstat.sh[64893]: 26-05 16:49:44|  1   0  97   0   0|5315M  303M  157M 2059M|4486B 1566B|   0   400k|   0  1.00 | 900  1222 |0.65 1.20 0.98|  0   0   0|   0     0 |           | 18  296    0   34    0
May 26 16:49:45 ubuntu dstat.sh[64893]: 26-05 16:49:45|  1   1  97   0   0|5314M  304M  157M 2059M|4476B 1528B|   0  4416k|   0   606 |1093  1277 |0.65 1.20 0.98|  0   0   0|   0     0 |           | 18  296    0   34    0
May 26 16:49:46 ubuntu dstat.sh[64893]: 26-05 16:49:46|  1   0  97   0   0|5313M  305M  157M 2059M|5165B 1616B|   0   124k|   0  12.0 |1055  1490 |0.65 1.20 0.98|  0   0   0|   0     0 |           | 18  296    0   34    0
May 26 16:49:47 ubuntu dstat.sh[64893]: 26-05 16:49:47|  2   1  97   0   0|5312M  306M  157M 2059M|4158B 1458B|   0   176k|   0  11.0 |1023  1333 |0.65 1.20 0.98|  0   0   0|   0     0 |           | 18  296    0   34    0
May 26 16:49:48 ubuntu dstat.sh[64893]: 26-05 16:49:48|  1   0  97   0   0|5312M  306M  157M 2059M|4341B 1642B|   0    84k|   0  10.0 | 923  1284 |0.65 1.20 0.98|  0   0   0|   0     0 |           | 18  296    0   34    0
May 26 16:49:49 ubuntu dstat.sh[64893]: 26-05 16:49:49|  1   1  96   0   0|5312M  306M  157M 2059M|4278B 1458B|   0    84k|   0  12.0 |1114  1575 |0.60 1.18 0.97|  0   0   0|   0     0 |           | 18  296    0   34    0
May 26 16:49:50 ubuntu dstat.sh[64893]: 26-05 16:49:50|  2   1  97   0   0|5312M  306M  157M 2059M|3432B  972B|   0   216k|   0  18.0 | 968  1356 |0.60 1.18 0.97|  0   0   0|   0     0 |           | 18  296    0   29    0
May 26 16:49:51 ubuntu dstat.sh[64893]: 26-05 16:49:51|  1   1  98   1   0|5312M  306M  157M 2059M|4706B 1188B|   0    52k|   0  8.00 | 902  1298 |0.60 1.18 0.97|  0   0   0|   0     0 |           | 18  296    0   29    0
May 26 16:49:52 ubuntu dstat.sh[64893]: 26-05 16:49:52|  2   1  97   0   0|5312M  306M  157M 2059M|6699B 1578B|   0    32k|   0  3.00 |1073  1358 |0.60 1.18 0.97|  0   0 1.0|   0     0 |           | 18  296    0   29    0
May 26 16:49:53 ubuntu dstat.sh[64893]: 26-05 16:49:53|  1   1  97   0   0|5312M  306M  157M 2059M|4848B 1567B|   0    92k|   0  12.0 |1038  1558 |0.60 1.18 0.97|  0   0   0|   0     0 |           | 18  296    0   29    0
May 26 16:49:54 ubuntu dstat.sh[64893]: 26-05 16:49:54|  1   0  98   0   0|5312M  306M  157M 2059M|4740B 1620B|   0   300k|   0  31.0 | 965  1370 |0.55 1.16 0.97|  0   0   0|   0     0 |           | 18  296    0   22    0
May 26 16:49:55 ubuntu dstat.sh[64893]: 26-05 16:49:55|  1   1  97   0   0|5312M  306M  157M 2059M|4081B 1621B|   0   100k|   0  14.0 |1029  1601 |0.55 1.16 0.97|1.0   0   0|   0     0 |           | 18  296    0   22    0
May 26 16:49:56 ubuntu dstat.sh[64893]: 26-05 16:49:56|  1   0  97   0   0|5312M  306M  157M 2059M|4848B 1512B|   0   124k|   0  12.0 |1036  1543 |0.55 1.16 0.97|1.0   0   0|   0     0 |           | 18  296    0   22    0
May 26 16:49:57 ubuntu dstat.sh[64893]: 26-05 16:49:57|  1   1  97   0   0|5312M  306M  157M 2059M|2907B  108B|   0   292k|   0  19.0 | 999  1420 |0.55 1.16 0.97|  0   0   0|   0     0 |           | 18  296    0   22    0
May 26 16:49:58 ubuntu dstat.sh[64893]: 26-05 16:49:58|  4   9  86   0   0|5321M  298M  157M 2059M|5186B 1691B|   0    32k|   0  4.01 |3184  2934 |0.55 1.16 0.97|1.0   0 194|   0     0 |           | 18  296    0   14    0
May 26 16:49:59 ubuntu dstat.sh[64893]: 26-05 16:49:59| 18   9  71   0   0|5373M  245M  157M 2059M|4330B 1455B|   0   204k|   0  24.0 |3454  3073 |0.55 1.16 0.97|1.0   0 117|   0     0 |           | 18  296    0   14    0
May 26 16:50:00 ubuntu dstat.sh[64893]: 26-05 16:50:00| 18   3  78   0   0|5395M  223M  157M 2059M|  12k 9205B|  32k  272k|8.01  15.0 |2411  2233 |0.58 1.16 0.97|1.0   0   0|   0     0 |           | 18  297    0   16    0
May 26 16:50:01 ubuntu dstat.sh[64893]: 26-05 16:50:01| 26   4  67   1   0|5412M  206M  157M 2060M|8642B 4841B| 440k 1279k|26.0   157 |5878  8407 |0.58 1.16 0.97|2.0   0 4.0|   0     0 |           | 18  296    0   17    0
May 26 16:50:02 ubuntu dstat.sh[64893]: 26-05 16:50:02| 39   8  52   0   0|5487M  130M  157M 2060M|  11k 9487B| 433k  172k|30.0  10.0 |3337  2328 |0.58 1.16 0.97|1.0   0  28|   0     0 |           | 18  297    0   12    0
May 26 16:50:03 ubuntu dstat.sh[64893]: 26-05 16:50:03| 28   7  63   0   0|5480M  170M  156M 2028M|  36k   30k| 128k 2768k|21.0   166 |4041  4266 |0.58 1.16 0.97|2.0   0  35|   0     0 |           | 18  296    0   21    0
May 26 16:50:04 ubuntu dstat.sh[64893]: 26-05 16:50:04|  1   1  97   0   0|5474M  176M  156M 2028M|4639B 1458B|   0   232k|   0  12.0 | 983  1331 |0.58 1.16 0.97|  0   0   0|   0     0 |           | 18  296    0   21    0
May 26 16:50:05 ubuntu dstat.sh[64893]: 26-05 16:50:05|  1   1  97   0   0|5467M  184M  156M 2028M|4861B 1663B|   0   188k|   0  9.00 | 985  1340 |0.62 1.16 0.97|1.0   0   0|   0     0 |           | 18  296    0   21    0
May 26 16:50:06 ubuntu dstat.sh[64893]: 26-05 16:50:06|  2   1  95   1   0|5456M  195M  156M 2028M|5180B 1496B|   0  3366k|   0   448 |1550  2155 |0.62 1.16 0.97|  0   0   0|   0     0 |           | 18  296    0   20    0
May 26 16:50:07 ubuntu dstat.sh[64893]: 26-05 16:50:07|  1   1  96   0   0|5449M  201M  156M 2028M|4530B 1462B|   0   289k|   0  24.1 |1176  1710 |0.62 1.16 0.97|  0   0   0|   0     0 |           | 18  296    0   20    0
May 26 16:50:08 ubuntu dstat.sh[64893]: 26-05 16:50:08|  3   1  94   0   0|5444M  206M  156M 2028M|5165B 1686B| 176k   96k|10.0  12.0 |1486  1994 |0.62 1.16 0.97|  0   0 4.0|   0     0 |           | 18  296    0   20    0
May 26 16:50:09 ubuntu dstat.sh[64893]: 26-05 16:50:09|  2   1  96   0   0|5439M  211M  156M 2028M|5643B 1621B|  32k  144k|2.00  17.0 |1315  1937 |0.62 1.16 0.97|  0   0 1.0|   0     0 |           | 18  296    0   20    0
May 26 16:50:10 ubuntu dstat.sh[64893]: 26-05 16:50:10|  2   1  95   0   0|5435M  215M  156M 2028M|6598B 1619B|   0   208k|   0  24.0 |1419  2056 |0.57 1.14 0.96|  0   0 1.0|   0     0 |           | 18  296    0   20    0
May 26 16:50:11 ubuntu dstat.sh[64893]: 26-05 16:50:11|  3   2  94   0   0|5433M  217M  156M 2029M|4965B 1511B|  20k  300k|2.00  24.0 |1587  2333 |0.57 1.14 0.96|  0   0 4.0|   0     0 |           | 18  296    0   20    0
May 26 16:50:12 ubuntu dstat.sh[64893]: 26-05 16:50:12|  3   1  95   0   0|5430M  220M  156M 2029M|4670B 1567B|   0   116k|   0  8.01 |1260  1631 |0.57 1.14 0.96|  0   0 2.0|   0     0 |           | 18  296    0   20    0
May 26 16:50:13 ubuntu dstat.sh[64893]: 26-05 16:50:13|  3   1  95   0   0|5427M  223M  156M 2029M|4741B 1662B|   0   268k|   0  29.0 |1230  1795 |0.57 1.14 0.96|2.0   0 1.0|   0     0 |           | 18  296    0   20    0
May 26 16:50:14 ubuntu dstat.sh[64893]: 26-05 16:50:14|  1   1  97   0   0|5425M  225M  156M 2029M|4276B 1457B|   0   124k|   0  9.99 | 893  1302 |0.57 1.14 0.96|2.0   0   0|   0     0 |           | 18  296    0   20    0
May 26 16:50:15 ubuntu dstat.sh[64893]: 26-05 16:50:15|  6   4  89   0   0|5421M  229M  156M 2029M|4620B 1662B|   0   456k|   0  32.0 |2244  7908 |0.52 1.12 0.96|  0   0  36|   0     0 |           | 18  296    0   21    0
May 26 16:50:16 ubuntu dstat.sh[64893]: 26-05 16:50:16|  2   1  97   0   0|5421M  229M  156M 2029M|5023B 1525B|   0   168k|   0  22.0 |1183  1723 |0.52 1.12 0.96|  0   0   0|   0     0 |           | 18  296    0   21    0
May 26 16:50:17 ubuntu dstat.sh[64893]: 26-05 16:50:17|  1   1  97   0   0|5421M  229M  156M 2029M|4892B 1512B|   0   312k|   0  24.0 |1061  1564 |0.52 1.12 0.96|  0   0   0|   0     0 |           | 18  296    0   21    0
May 26 16:50:18 ubuntu dstat.sh[64893]: 26-05 16:50:18|  1   0  97   0   0|5421M  229M  156M 2029M|4725B 1566B|   0    48k|   0  6.00 | 928  1286 |0.52 1.12 0.96|  0   0   0|   0     0 |           | 18  296    0   21    0
May 26 16:50:19 ubuntu dstat.sh[64893]: 26-05 16:50:19|  2   1  96   0   0|5421M  229M  156M 2029M|4638B 1458B|   0   108k|   0  14.0 |1152  1682 |0.52 1.12 0.96|  0   0   0|   0     0 |           | 18  296    0   18    0
May 26 16:50:20 ubuntu dstat.sh[64893]: 26-05 16:50:20|  1   1  96   0   0|5421M  229M  156M 2029M|4634B 1499B|   0   108k|   0  15.0 | 991  1362 |0.48 1.10 0.95|  0   0   0|   0     0 |           | 18  296    0   18    0
May 26 16:50:21 ubuntu dstat.sh[64893]: 26-05 16:50:21|  1   0  98   0   0|5421M  229M  156M 2029M|4519B 1459B|  32k   92k|1.00  14.0 |1004  1547 |0.48 1.10 0.95|  0   0   0|   0     0 |           | 18  296    0   18    0
May 26 16:50:22 ubuntu dstat.sh[64893]: 26-05 16:50:22|  2   1  96   0   0|5422M  228M  156M 2029M|4878B 1458B|   0  1640k|   0   280 |1202  1540 |0.48 1.10 0.95|  0   0 1.0|   0     0 |           | 18  296    0   18    0
May 26 16:50:23 ubuntu dstat.sh[64893]: 26-05 16:50:23|  1   1  97   0   0|5422M  228M  156M 2029M|4345B 1524B|   0   116k|   0  16.0 |1043  1595 |0.48 1.10 0.95|  0   0   0|   0     0 |           | 18  296    0   18    0
May 26 16:50:24 ubuntu dstat.sh[64893]: 26-05 16:50:24|  1   0  97   0   0|5421M  229M  156M 2029M|4497B 1619B|   0   536k|   0  76.0 | 918  1275 |0.48 1.10 0.95|  0   0   0|   0     0 |           | 18  296    0   18    0
May 26 16:50:25 ubuntu dstat.sh[64893]: 26-05 16:50:25|  2   1  97   0   0|5421M  229M  156M 2029M|4533B 1512B|   0   116k|   0  13.0 |1182  1713 |0.44 1.08 0.95|  0   0   0|   0     0 |           | 18  296    0   18    0
May 26 16:50:26 ubuntu dstat.sh[64893]: 26-05 16:50:26|  2   1  97   0   0|5421M  229M  156M 2029M|4938B 1620B|   0   148k|   0  21.0 |1238  1772 |0.44 1.08 0.95|  0   0   0|   0     0 |           | 18  296    0   18    0
May 26 16:50:27 ubuntu dstat.sh[64893]: 26-05 16:50:27|  1   0  97   0   0|5421M  229M  156M 2029M|4380B 1620B|   0   468k|   0  32.0 |1104  1618 |0.44 1.08 0.95|  0   0   0|   0     0 |           | 18  296    0   18    0
May 26 16:50:28 ubuntu dstat.sh[64893]: 26-05 16:50:28|  1   1  97   0   0|5421M  229M  156M 2029M|4377B 1566B|   0    48k|   0  7.00 | 837  1224 |0.44 1.08 0.95|  0   0   0|   0     0 |           | 18  296    0   18    0
May 26 16:50:29 ubuntu dstat.sh[64893]: 26-05 16:50:29|  3   1  96   0   0|5421M  229M  156M 2029M|4622B 1760B|  80k  112k|5.00  15.0 |1333  1869 |0.44 1.08 0.95|  0   0   0|   0     0 |           | 18  296    0   18    0
May 26 16:50:30 ubuntu dstat.sh[64893]: 26-05 16:50:30|  2   1  97   0   0|5421M  229M  156M 2029M|4678B 1619B|   0   200k|   0  14.0 |1106  1526 |0.41 1.06 0.94|  0   0 2.0|   0     0 |           | 18  296    0   18    0
May 26 16:50:31 ubuntu dstat.sh[64893]: 26-05 16:50:31|  1   1  97   0   0|5421M  229M  156M 2029M|4482B 1524B|   0   100k|   0  13.0 |1074  1586 |0.41 1.06 0.94|1.0   0   0|   0     0 |           | 18  296    0   14    0
May 26 16:50:32 ubuntu dstat.sh[64893]: 26-05 16:50:32|  1   1  97   0   0|5421M  228M  156M 2029M|5157B 1566B|   0   284k|   0  17.0 |1081  1424 |0.41 1.06 0.94|  0   0 1.0|   0     0 |           | 18  296    0   14    0
May 26 16:50:33 ubuntu dstat.sh[64893]: 26-05 16:50:33|  3   2  95   0   0|5421M  228M  156M 2029M|4830B 1512B|   0    80k|   0  8.00 |1335  1523 |0.41 1.06 0.94|  0   0  18|   0     0 |           | 18  296    0   14    0
May 26 16:50:34 ubuntu dstat.sh[64893]: 26-05 16:50:34|  1   0  97   0   0|5421M  228M  156M 2029M|4190B 1080B|   0    36k|   0  4.00 | 900  1247 |0.41 1.06 0.94|  0   0   0|   0     0 |           | 18  296    0   14    0
May 26 16:50:35 ubuntu dstat.sh[64893]: 26-05 16:50:35|  2   1  96   0   0|5421M  228M  156M 2029M|4760B 1458B|   0    64k|   0  8.00 |1022  1348 |0.37 1.04 0.94|1.0   0 3.0|   0     0 |           | 18  296    0   14    0
May 26 16:50:36 ubuntu dstat.sh[64893]: 26-05 16:50:36|  2   0  96   0   0|5421M  228M  156M 2029M|5147B 1512B|   0   164k|   0  21.0 |1314  1764 |0.37 1.04 0.94|  0   0 3.0|   0     0 |           | 18  296    0   14    0
May 26 16:50:37 ubuntu dstat.sh[64893]: 26-05 16:50:37|  2   2  96   0   0|5422M  227M  156M 2029M|4667B 1566B|   0   336k|   0  24.0 |1098  1546 |0.37 1.04 0.94|  0   0   0|   0     0 |           | 18  296    0   14    0
May 26 16:50:38 ubuntu dstat.sh[64893]: 26-05 16:50:38|  1   0  97   0   0|5422M  227M  156M 2029M|4516B 1458B|   0   120k|   0  16.0 |1020  1549 |0.37 1.04 0.94|  0   0   0|   0     0 |           | 18  296    0   14    0
May 26 16:50:39 ubuntu dstat.sh[64893]: 26-05 16:50:39|  1   1  96   0   0|5422M  227M  156M 2029M|4671B 1632B|   0   252k|   0  24.0 |1214  1824 |0.37 1.04 0.94|  0   0   0|   0     0 |           | 18  296    0   14    0
May 26 16:50:40 ubuntu dstat.sh[64893]: 26-05 16:50:40|  2   1  97   0   0|5422M  227M  156M 2029M|4531B 1459B|   0    80k|   0  12.0 |1118  1641 |0.42 1.04 0.94|  0   0   0|   0     0 |           | 18  296    0   14    0
May 26 16:50:41 ubuntu dstat.sh[64893]: 26-05 16:50:41|  1   1  97   0   0|5422M  227M  156M 2029M|4165B 1188B|   0     0 |   0     0 | 843  1259 |0.42 1.04 0.94|  0   0   0|   0     0 |           | 18  296    0   14    0
May 26 16:50:42 ubuntu dstat.sh[64893]: 26-05 16:50:42|  1   0  97   0   0|5422M  227M  156M 2029M|4623B 1404B|   0  1112k|   0   196 |1049  1421 |0.42 1.04 0.94|  0   0 1.0|   0     0 |           | 18  296    0   14    0
May 26 16:50:43 ubuntu dstat.sh[64893]: 26-05 16:50:43|  1   0  97   0   0|5422M  227M  156M 2029M|4561B 1620B|   0     0 |   0     0 | 862  1209 |0.42 1.04 0.94|  0   0   0|   0     0 |           | 18  296    0   14    0
May 26 16:50:44 ubuntu dstat.sh[64893]: 26-05 16:50:44|  1   1  98   0   0|5422M  227M  156M 2029M|4307B 1566B|   0     0 |   0     0 | 852  1203 |0.42 1.04 0.94|  0   0   0|   0     0 |           | 18  296    0   14    0
May 26 16:50:45 ubuntu dstat.sh[64893]: 26-05 16:50:45|  1   1  98   0   0|5422M  227M  156M 2029M|4681B 1620B|   0  4097B|   0  1.00 | 889  1225 |0.47 1.04 0.94|  0   0   0|   0     0 |           | 18  296    0   14    0
May 26 16:50:46 ubuntu dstat.sh[64893]: 26-05 16:50:46|  2   1  96   0   0|5422M  227M  156M 2029M|5056B 1620B|   0   156k|   0  26.0 |1266  1864 |0.47 1.04 0.94|1.0   0 1.0|   0     0 |           | 18  296    0   14    0
May 26 16:50:47 ubuntu dstat.sh[64893]: 26-05 16:50:47|  1   0  97   0   0|5422M  227M  156M 2029M|4432B 1632B|   0   264k|   0  18.0 |1054  1468 |0.47 1.04 0.94|  0   0   0|   0     0 |           | 18  296    0   14    0
May 26 16:50:48 ubuntu dstat.sh[64893]: 26-05 16:50:48|  1   1  97   0   0|5422M  227M  156M 2029M|4789B 1660B|   0   100k|   0  10.0 | 919  1299 |0.47 1.04 0.94|  0   0   0|   0     0 |           | 18  296    0   14    0
May 26 16:50:49 ubuntu dstat.sh[64893]: 26-05 16:50:49|  2   1  96   0   0|5422M  227M  156M 2029M|4350B 1851B|   0   203k|   0  29.9 |1201  1743 |0.47 1.04 0.94|  0   0   0|   0     0 |           | 18  296    0   14    0
May 26 16:50:50 ubuntu dstat.sh[64893]: 26-05 16:50:50|  2   1  95   1   0|5422M  227M  156M 2029M|  10k 2607B|   0  2362k|   0   115 |1409  1850 |0.51 1.04 0.94|  0   0   0|   0     0 |           | 18  296    0   14    0
May 26 16:50:51 ubuntu dstat.sh[64893]: 26-05 16:50:51|  1   1  97   0   0|5422M  227M  156M 2029M|5457B 1080B|   0    36k|   0  5.00 | 902  1231 |0.51 1.04 0.94|1.0   0   0|   0     0 |           | 18  296    0   14    0
May 26 16:50:52 ubuntu dstat.sh[64893]: 26-05 16:50:52|  1   1  97   0   0|5422M  227M  156M 2029M|5358B 1458B|   0     0 |   0     0 | 966  1282 |0.51 1.04 0.94|  0   0 1.0|   0     0 |           | 18  296    0   14    0
May 26 16:50:53 ubuntu dstat.sh[64893]: 26-05 16:50:53|  2   3  94   0   0|5420M  229M  156M 2029M|5755B 1518B|   0   803k|   0   162 |1590  1828 |0.51 1.04 0.94|1.0   0  37|   0     0 |           | 18  296    0   14    0
May 26 16:50:54 ubuntu dstat.sh[64893]: 26-05 16:50:54| 18   4  76   0   0|5455M  194M  156M 2029M|  13k 9416B|  32k  263k|1.99  14.9 |3240  3923 |0.51 1.04 0.94|1.0   0   0|   0     0 |           | 18  301    0   14    0
May 26 16:50:55 ubuntu dstat.sh[64893]: 26-05 16:50:55| 12   4  83   0   0|5458M  191M  156M 2029M|6554B 3423B|  24k  273k|3.01  39.2 |2846  2939 |0.63 1.06 0.94|1.0   0  90|   0     0 |           | 18  302    0   15    0
May 26 16:50:56 ubuntu dstat.sh[64893]: 26-05 16:50:56| 10  18  71   0   0|5451M  198M  156M 2029M|  16k 2604B|   0   276k|   0  26.0 |6179  5594 |0.63 1.06 0.94|1.0   0 410|   0     0 |           | 18  302    0   16    0
May 26 16:50:57 ubuntu dstat.sh[64893]: 26-05 16:50:57| 22   5  72   0   0|5499M  150M  156M 2029M|4518B 1507B|  72k  399k|3.99  8.97 |2188  1776 |0.63 1.06 0.94|1.0   0 2.0|   0     0 |           | 18  302    0   16    0
May 26 16:50:58 ubuntu dstat.sh[64893]: 26-05 16:50:58| 22   4  72   1   0|5526M  153M  155M 2001M|4725B 1608B| 844k    0 |90.0     0 |2068  1719 |0.63 1.06 0.94|2.0   0   0|   0     0 |           | 18  302    0   16    0
May 26 16:50:59 ubuntu dstat.sh[64893]: 26-05 16:50:59| 22   4  72   2   0|5502M  172M  155M 2006M|4580B 1501B|2261k 1329k| 225  38.0 |2702  2713 |0.63 1.06 0.94|1.0   0 3.0|   0     0 |           | 18  302    0   16    0
May 26 16:51:00 ubuntu dstat.sh[64893]: 26-05 16:51:00| 23   5  71   0   0|5548M  125M  155M 2006M|4957B 1752B|  16k  688k|1.00  52.0 |3793  4589 |0.74 1.07 0.95|3.0   0   0|   0     0 |           | 18  302    0   16    1
May 26 16:51:01 ubuntu dstat.sh[64893]: 26-05 16:51:01| 25   5  69   1   0|5557M  180M  143M 1956M|5315B 1626B| 490k  654k|32.1  74.3 |5647  7793 |0.74 1.07 0.95|1.0   0   0|   0     0 |           | 18  307    0   17    1
May 26 16:51:02 ubuntu dstat.sh[64893]: 26-05 16:51:02| 18   4  75   1   0|5563M  173M  143M 1957M|6542B 2559B| 904k 1318k|55.8   184 |4425  6237 |0.74 1.07 0.95|1.0   0 2.0|   0     0 |           | 18  308    0   20    1
May 26 16:51:03 ubuntu dstat.sh[64893]: 26-05 16:51:03| 10   2  85   1   0|5564M  171M  143M 1958M|6573B 2509B| 176k  876k|10.0   128 |3081  4196 |0.74 1.07 0.95|1.0   0   0|   0     0 |           | 18  308    0   20    1
May 26 16:51:04 ubuntu dstat.sh[64893]: 26-05 16:51:04|  5   1  92   0   0|5564M  172M  143M 1958M|4851B 1963B|   0  3719k|   0   502 |1852  2163 |0.74 1.07 0.95|  0   0   0|   0     0 |           | 18  308    0    8    1
May 26 16:51:05 ubuntu dstat.sh[64893]: 26-05 16:51:05|  5   2  92   1   0|5568M  168M  144M 1958M|5999B 1583B|  16k  879k|1.00  83.2 |1945  2732 |0.76 1.07 0.95|1.0   0   0|   0     0 |           | 18  310    0    8    1
May 26 16:51:06 ubuntu dstat.sh[64893]: 26-05 16:51:06|  6   1  89   1   0|5568M  167M  144M 1958M|6620B 2423B|  64k 1149k|3.99   141 |2679  3988 |0.76 1.07 0.95|  0   0   0|   0     0 |           | 18  308    0    8    1
