Jun 04 12:44:02 ubuntu systemd[1]: Started devstack@dstat.service - Devstack devstack@dstat.service.
Jun 04 12:44:03 ubuntu dstat.sh[65062]: ----system---- ----total-usage---- ------memory-usage----- -net/total- -dsk/total- --io/total- ---system-- ---load-avg--- ---procs--- ---paging-- ---total--- ------tcp-sockets-------
Jun 04 12:44:03 ubuntu dstat.sh[65062]:      time     |usr sys idl wai stl| used  free  buf   cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out | used  free|lis  act  syn  tim  clo
Jun 04 12:53:04 ubuntu dstat.sh[65062]: 04-06 12:53:04|  1   1  97   0   0|5153M  369M  177M 2125M|4988B 1619B|   0  1359k|   0   273 |1116  1498 |0.75 1.46 1.10|1.0   0   0|   0     0 |           | 18  306    0    5    0
Jun 04 12:53:05 ubuntu dstat.sh[65062]: 04-06 12:53:05|  1   1  97   0   0|5153M  368M  177M 2125M|5701B 1620B|   0    10M|   0  76.0 |1065  1416 |0.75 1.46 1.10|1.0   0   0|   0     0 |           | 18  306    0    5    0
Jun 04 12:53:06 ubuntu dstat.sh[65062]: 04-06 12:53:06|  2   1  98   0   0|5153M  368M  177M 2125M|5248B 1567B|   0   308k|   0  6.00 | 973  1343 |0.75 1.46 1.10|1.0   0   0|   0     0 |           | 18  306    0    4    0
Jun 04 12:53:07 ubuntu dstat.sh[65062]: 04-06 12:53:07|  1   1  97   0   0|5153M  368M  177M 2125M|4961B 1551B|   0     0 |   0     0 | 846  1225 |0.69 1.44 1.09|1.0   0   0|   0     0 |           | 18  306    0    4    0
Jun 04 12:53:08 ubuntu dstat.sh[65062]: 04-06 12:53:08|  1   0  98   0   0|5153M  368M  177M 2125M|4442B 1621B|   0  8195B|   0  1.00 | 848  1205 |0.69 1.44 1.09|1.0   0   0|   0     0 |           | 18  306    0    4    0
Jun 04 12:53:09 ubuntu dstat.sh[65062]: 04-06 12:53:09|  1   1  96   0   0|5153M  368M  177M 2125M|4616B 1619B|   0   280k|   0  24.0 |1245  1795 |0.69 1.44 1.09|1.0   0   0|   0     0 |           | 18  306    0    4    0
Jun 04 12:53:10 ubuntu dstat.sh[65062]: 04-06 12:53:10|  1   1  96   0   0|5153M  368M  177M 2125M|4223B 1459B|   0    53M|   0  83.1 |1300  1778 |0.69 1.44 1.09|1.0   0 1.0|   0     0 |           | 18  306    0    4    0
Jun 04 12:53:11 ubuntu dstat.sh[65062]: 04-06 12:53:11|  2   1  97   0   0|5153M  368M  177M 2125M|4145B 1622B|   0   124k|   0  12.0 |1159  1697 |0.69 1.44 1.09|1.0   0   0|   0     0 |           | 18  306    0    4    0
Jun 04 12:53:12 ubuntu dstat.sh[65062]: 04-06 12:53:12|  1   0  97   0   0|5153M  368M  177M 2125M|3933B 1457B|   0     0 |   0     0 | 944  1344 |0.64 1.42 1.08|1.0   0   0|   0     0 |           | 18  306    0    4    0
Jun 04 12:53:13 ubuntu dstat.sh[65062]: 04-06 12:53:13|  5   2  92   0   0|5161M  360M  177M 2125M|4678B 1619B|   0     0 |   0     0 |1226  1385 |0.64 1.42 1.08|2.0   0 5.0|   0     0 |           | 18  306    0    4    0
Jun 04 12:53:14 ubuntu dstat.sh[65062]: 04-06 12:53:14| 12   4  80   3   0|5169M  350M  178M 2127M|  12k 9650B|2363k 1080k| 511  18.0 |2945  3622 |0.64 1.42 1.08|2.0   0   0|   0     0 |           | 18  307    0    5    0
Jun 04 12:53:15 ubuntu dstat.sh[65062]: 04-06 12:53:15| 15   4  79   1   0|5171M  348M  178M 2127M|  16k   12k| 128k 2048k|7.00   133 |2854  3184 |0.64 1.42 1.08|1.0 1.0 5.0|   0     0 |           | 18  307    0    7    0
Jun 04 12:53:16 ubuntu dstat.sh[65062]: 04-06 12:53:16| 15   4  80   0   0|5171M  348M  178M 2128M|  15k   12k|  64k  280k|4.00  31.0 |2736  2902 |0.64 1.42 1.08|2.0   0 5.0|   0     0 |           | 18  306    0    9    0
Jun 04 12:53:17 ubuntu dstat.sh[65062]: 04-06 12:53:17| 14   3  82   0   0|5156M  362M  178M 2128M|  14k   10k|  16k  249k|1.00  28.1 |2353  2536 |0.67 1.41 1.08|2.0   0 6.0|   0     0 |           | 18  306    0   10    0
Jun 04 12:53:18 ubuntu dstat.sh[65062]: 04-06 12:53:18| 14   3  81   0   0|5182M  337M  178M 2128M|  15k   12k|   0   179k|   0  16.9 |2378  2417 |0.67 1.41 1.08|2.0   0 6.0|   0     0 |           | 18  306    0   11    0
Jun 04 12:53:19 ubuntu dstat.sh[65062]: 04-06 12:53:19| 15   3  80   0   0|5189M  329M  178M 2128M|  13k   10k|   0   397k|   0  33.1 |2882  3277 |0.67 1.41 1.08|2.0   0 5.0|   0     0 |           | 18  306    0   12    0
Jun 04 12:53:20 ubuntu dstat.sh[65062]: 04-06 12:53:20| 49   9  40   0   0|4922M  597M  178M 2128M|4977B 1619B|  36k 2526k|6.00   392 |3977  2498 |0.67 1.41 1.08|2.0   0  20|   0     0 |           | 18  288    0   16    0
Jun 04 12:53:21 ubuntu dstat.sh[65062]: 04-06 12:53:21| 79  14   8   0   0|4934M  584M  178M 2128M|4787B 1658B|  48k  207k|4.99  20.9 |4924  2867 |0.67 1.41 1.08|5.0   0 8.0|   0     0 |           | 18  280    0   17    0
Jun 04 12:53:22 ubuntu dstat.sh[65062]: 04-06 12:53:22| 85  14   0   0   0|4978M  540M  178M 2129M|4192B 1464B|  32k 1024k|4.02  49.2 |4876  2667 |1.01 1.47 1.11|5.0   0 5.0|   0     0 |           | 18  276    0   17    0
Jun 04 12:53:23 ubuntu dstat.sh[65062]: 04-06 12:53:23| 85  14   1   0   0|5099M  419M  178M 2129M|4389B 1623B| 160k  365k|6.01  22.0 |5257  4237 |1.01 1.47 1.11|6.0   0 4.0|   0     0 |           | 18  282    0   19    0
Jun 04 12:53:24 ubuntu dstat.sh[65062]: 04-06 12:53:24| 52  13  33   0   0|5161M  354M  178M 2131M|4423B 1614B| 677k  195k|16.9  19.9 |6002    12k|1.01 1.47 1.11|5.0   0 6.0|   0     0 |           | 18  286    0   24    0
Jun 04 12:53:25 ubuntu dstat.sh[65062]: 04-06 12:53:25| 40  10  48   0   0|5212M  303M  178M 2131M|4492B 1617B| 767k  196k|5.99  20.0 |4271  4044 |1.01 1.47 1.11|2.0   0  12|   0     0 |           | 18  284    0   24    0
Jun 04 12:53:26 ubuntu dstat.sh[65062]: 04-06 12:53:26| 37   9  53   0   0|5258M  257M  178M 2131M|4454B 1718B| 277k  196k|4.01  20.0 |3986  3939 |1.01 1.47 1.11|3.0   0 6.0|   0     0 |           | 18  286    0   25    0
Jun 04 12:53:27 ubuntu dstat.sh[65062]: 04-06 12:53:27| 39  12  47   1   0|5289M  224M  178M 2133M|  50k   18k|1126k  565k|51.1  47.1 |6304  9152 |1.33 1.53 1.13|3.0   0  10|   0     0 |           | 18  285    0   30    0
Jun 04 12:53:28 ubuntu dstat.sh[65062]: 04-06 12:53:28|  6   2  90   0   0|5285M  228M  178M 2133M|  19k 5324B|   0   594k|   0  52.9 |2776  4249 |1.33 1.53 1.13|1.0   0   0|   0     0 |           | 18  289    0   30    0
Jun 04 12:53:29 ubuntu dstat.sh[65062]: 04-06 12:53:29|  3   1  96   0   0|5276M  237M  178M 2133M|4448B 1623B|   0   232k|   0  26.0 |1333  1883 |1.33 1.53 1.13|1.0   0   0|   0     0 |           | 18  289    0   30    0
Jun 04 12:53:30 ubuntu dstat.sh[65062]: 04-06 12:53:30|  1   0  96   0   0|5248M  266M  178M 2133M|4167B 1458B|   0   648k|   0  20.0 |1052  1495 |1.33 1.53 1.13|1.0   0 1.0|   0     0 |           | 18  289    0   30    0
Jun 04 12:53:31 ubuntu dstat.sh[65062]: 04-06 12:53:31|  1   1  97   0   0|5238M  276M  178M 2133M|4828B 1621B|   0   764k|   0  44.0 | 947  1435 |1.33 1.53 1.13|1.0   0   0|   0     0 |           | 18  289    0   30    0
Jun 04 12:53:32 ubuntu dstat.sh[65062]: 04-06 12:53:32|  2   1  97   0   0|5232M  282M  178M 2133M|5040B 1458B|   0   104k|   0  13.0 |1054  1496 |1.23 1.50 1.12|1.0   0   0|   0     0 |           | 18  289    0   30    0
Jun 04 12:53:33 ubuntu dstat.sh[65062]: 04-06 12:53:33|  1   0  97   0   0|5223M  290M  178M 2133M|5923B 1458B|   0    36k|   0  5.00 | 896  1268 |1.23 1.50 1.12|1.0   0   0|   0     0 |           | 18  289    0   30    0
Jun 04 12:53:34 ubuntu dstat.sh[65062]: 04-06 12:53:34|  2   1  96   0   0|5218M  296M  178M 2133M|4528B 1621B|   0    56k|   0  6.00 |1149  1608 |1.23 1.50 1.12|3.0   0 1.0|   0     0 |           | 18  289    0   29    0
Jun 04 12:53:35 ubuntu dstat.sh[65062]: 04-06 12:53:35|  3   2  93   0   0|5214M  300M  178M 2133M|4572B 1456B|   0   104k|   0  12.0 |1359  1933 |1.23 1.50 1.12|1.0   0 3.0|   0     0 |           | 18  289    0   29    0
Jun 04 12:53:36 ubuntu dstat.sh[65062]: 04-06 12:53:36|  5   1  92   0   0|5210M  304M  178M 2133M|4277B 1458B|   0  9982k|   0  1152 |2185  2259 |1.23 1.50 1.12|3.0   0 2.0|   0     0 |           | 18  289    0   29    0
Jun 04 12:53:37 ubuntu dstat.sh[65062]: 04-06 12:53:37|  1   1  96   0   0|5206M  308M  178M 2133M|4953B 1457B|  16k  184k|1.00  20.0 |1135  1736 |1.13 1.48 1.11|1.0   0   0|   0     0 |           | 18  289    0   29    0
Jun 04 12:53:38 ubuntu dstat.sh[65062]: 04-06 12:53:38|  2   1  95   0   0|5203M  311M  178M 2133M|4385B 1187B|   0   348k|   0  46.0 |1525  2163 |1.13 1.48 1.11|1.0   0   0|   0     0 |           | 18  289    0   29    0
Jun 04 12:53:39 ubuntu dstat.sh[65062]: 04-06 12:53:39|  2   1  96   0   0|5199M  314M  178M 2133M|3811B  810B|   0   224k|   0  22.0 |1254  1826 |1.13 1.48 1.11|1.0   0   0|   0     0 |           | 18  289    0   27    0
Jun 04 12:53:40 ubuntu dstat.sh[65062]: 04-06 12:53:40|  1   1  96   0   0|5198M  316M  178M 2133M|4724B 1565B|   0   172k|   0  20.0 |1135  1709 |1.13 1.48 1.11|1.0   0 1.0|   0     0 |           | 18  289    0   27    0
Jun 04 12:53:41 ubuntu dstat.sh[65062]: 04-06 12:53:41|  2   1  96   0   0|5197M  317M  178M 2133M|4534B 1513B|   0  1473k|   0   153 |1232  1767 |1.13 1.48 1.11|1.0   0   0|   0     0 |           | 18  289    0   27    0
Jun 04 12:53:42 ubuntu dstat.sh[65062]: 04-06 12:53:42|  1   1  98   0   0|5195M  318M  178M 2133M|4891B 1753B|   0   108k|   0  8.00 | 938  1334 |1.04 1.45 1.11|1.0   0   0|   0     0 |           | 18  289    0   27    0
Jun 04 12:53:43 ubuntu dstat.sh[65062]: 04-06 12:53:43|  1   0  97   0   0|5194M  319M  178M 2133M|4931B 1752B|   0   464k|   0  27.0 | 942  1349 |1.04 1.45 1.11|1.0   0   0|   0     0 |           | 18  289    0   27    0
Jun 04 12:53:44 ubuntu dstat.sh[65062]: 04-06 12:53:44|  1   1  97   0   0|5194M  320M  178M 2133M|4928B 1619B|   0    32k|   0  4.00 | 953  1302 |1.04 1.45 1.11|1.0   0   0|   0     0 |           | 18  289    0   27    0
Jun 04 12:53:45 ubuntu dstat.sh[65062]: 04-06 12:53:45|  1   0  98   0   0|5193M  321M  178M 2133M|4427B 1566B|   0  4097B|   0  1.00 | 814  1215 |1.04 1.45 1.11|2.0   0   0|   0     0 |           | 18  289    0   27    0
Jun 04 12:53:46 ubuntu dstat.sh[65062]: 04-06 12:53:46|  1   1  97   0   0|5192M  322M  178M 2133M|4500B 1662B|   0    76k|   0  9.00 |1044  1386 |1.04 1.45 1.11|1.0   0   0|   0     0 |           | 18  289    0   27    0
Jun 04 12:53:47 ubuntu dstat.sh[65062]: 04-06 12:53:47|  2   1  97   0   0|5191M  322M  178M 2133M|4484B 1510B|   0     0 |   0     0 | 932  1269 |0.95 1.43 1.10|1.0   0   0|   0     0 |           | 18  289    0   27    0
Jun 04 12:53:48 ubuntu dstat.sh[65062]: 04-06 12:53:48|  2   1  96   1   0|5191M  322M  178M 2133M|4564B 1621B|   0   412k|   0  41.0 |1377  2074 |0.95 1.43 1.10|1.0   0   0|   0     0 |           | 18  289    0   27    0
Jun 04 12:53:49 ubuntu dstat.sh[65062]: 04-06 12:53:49|  7   1  91   0   0|5192M  322M  178M 2133M|4396B 1668B|  32k  189k|2.01  21.1 |2038  2789 |0.95 1.43 1.10|2.0   0   0|   0     0 |           | 18  289    0   27    0
Jun 04 12:53:50 ubuntu dstat.sh[65062]: 04-06 12:53:50|  3   1  95   0   0|5192M  321M  178M 2133M|5054B 1616B|   0  1536k|   0  33.9 |1549  2278 |0.95 1.43 1.10|1.0   0 1.0|   0     0 |           | 18  289    0   27    0
Jun 04 12:53:51 ubuntu dstat.sh[65062]: 04-06 12:53:51|  1   1  97   0   0|5192M  321M  178M 2133M|5069B 1621B|   0   128k|   0  10.0 | 960  1351 |0.95 1.43 1.10|1.0   0   0|   0     0 |           | 18  289    0   27    0
Jun 04 12:53:52 ubuntu dstat.sh[65062]: 04-06 12:53:52|  1   0  97   0   0|5192M  321M  178M 2133M|5079B 1619B|   0   284k|   0  16.0 | 927  1317 |0.96 1.42 1.10|1.0   0   0|   0     0 |           | 18  289    0   27    0
Jun 04 12:53:53 ubuntu dstat.sh[65062]: 04-06 12:53:53|  1   1  98   0   0|5192M  321M  178M 2133M|4606B 1459B|   0    32k|   0  4.00 | 904  1269 |0.96 1.42 1.10|1.0   0   0|   0     0 |           | 18  289    0   27    0
Jun 04 12:53:54 ubuntu dstat.sh[65062]: 04-06 12:53:54|  2   1  94   0   0|5192M  321M  178M 2133M|4095B 1457B|   0  2462k|   0   130 |1596  2271 |0.96 1.42 1.10|1.0   0 1.0|   0     0 |           | 18  289    0   27    0
Jun 04 12:53:55 ubuntu dstat.sh[65062]: 04-06 12:53:55| 36   9  52   0   0|4979M  534M  178M 2134M|4530B 1386B| 519k  192k|34.0  19.0 |4073  3099 |0.96 1.42 1.10|1.0   0  71|   0     0 |           | 18  285    0   29    0
Jun 04 12:53:56 ubuntu dstat.sh[65062]: 04-06 12:53:56| 22   6  71   1   0|4928M  585M  178M 2134M|5102B 1801B|  56k 2153k|1.00   414 |2506  2355 |0.96 1.42 1.10|2.0   0 8.0|   0     0 |           | 18  285    0   29    0
Jun 04 12:53:57 ubuntu dstat.sh[65062]: 04-06 12:53:57| 22   4  72   0   0|4979M  533M  178M 2134M|5525B 2116B| 120k 4087B|14.0  1.00 |2349  3486 |0.96 1.41 1.10|1.0   0 3.0|   0     0 |           | 18  285    0   29    0
Jun 04 12:53:58 ubuntu dstat.sh[65062]: 04-06 12:53:58| 23   7  70   0   0|5076M  436M  178M 2135M|5107B 1730B|  20k  784k|5.02  59.3 |3229  3533 |0.96 1.41 1.10|1.0   0  16|   0     0 |           | 18  289    0   31    0
Jun 04 12:53:59 ubuntu dstat.sh[65062]: 04-06 12:53:59| 23   5  70   0   0|5130M  382M  178M 2135M|4955B 1562B|8174B  355k|2.00  26.9 |2656  2580 |0.96 1.41 1.10|2.0   0 4.0|   0     0 |           | 18  289    0   31    0
Jun 04 12:54:00 ubuntu dstat.sh[65062]: 04-06 12:54:00| 15   3  82   0   0|5145M  367M  178M 2135M|4152B 1056B|   0    72k|   0  10.0 |1718  1554 |0.96 1.41 1.10|2.0   0 8.0|   0     0 |           | 18  289    0   31    0
Jun 04 12:54:01 ubuntu dstat.sh[65062]: 04-06 12:54:01|  2   1  97   0   0|5142M  370M  178M 2135M|4984B 1761B|   0   196k|   0  11.0 | 924  1283 |0.96 1.41 1.10|1.0   0   0|   0     0 |           | 18  289    0   31    0
Jun 04 12:54:02 ubuntu dstat.sh[65062]: 04-06 12:54:02|  1   0  97   0   0|5139M  373M  178M 2135M|4553B 1513B|   0    32k|   0  4.00 | 854  1250 |0.88 1.39 1.09|1.0   0   0|   0     0 |           | 18  289    0   31    0
Jun 04 12:54:03 ubuntu dstat.sh[65062]: 04-06 12:54:03|  7   4  88   0   0|5120M  392M  178M 2135M|4954B 1601B|   0   187k|   0  1.99 |2248    10k|0.88 1.39 1.09|1.0   0  36|   0     0 |           | 18  289    0   31    0
Jun 04 12:54:04 ubuntu dstat.sh[65062]: 04-06 12:54:04|  2   1  97   0   0|5120M  391M  178M 2135M|4801B 1571B|   0     0 |   0     0 |1032  1349 |0.88 1.39 1.09|1.0   0   0|   0     0 |           | 18  289    0   31    0
Jun 04 12:54:05 ubuntu dstat.sh[65062]: 04-06 12:54:05|  1   0  96   0   0|5119M  393M  178M 2135M|5625B 1705B|   0    84k|   0  7.98 |1032  1383 |0.88 1.39 1.09|1.0   0   0|   0     0 |           | 18  289    0   31    0
Jun 04 12:54:06 ubuntu dstat.sh[65062]: 04-06 12:54:06|  2   1  96   0   0|5117M  395M  178M 2135M|5134B 1518B|   0    48k|   0  6.03 |1051  1411 |0.88 1.39 1.09|2.0   0   0|   0     0 |           | 18  289    0   31    0
Jun 04 12:54:07 ubuntu dstat.sh[65062]: 04-06 12:54:07|  2   1  97   0   0|5114M  398M  178M 2135M|5118B 1662B|   0  4097B|   0  1.00 | 959  1319 |0.81 1.37 1.09|1.0   0   0|   0     0 |           | 18  289    0   31    0
Jun 04 12:54:08 ubuntu dstat.sh[65062]: 04-06 12:54:08|  2   0  95   0   0|5111M  401M  178M 2135M|4915B 1618B|   0   416k|   0  41.0 |1361  2063 |0.81 1.37 1.09|1.0   0   0|   0     0 |           | 18  289    0   31    0
Jun 04 12:54:09 ubuntu dstat.sh[65062]: 04-06 12:54:09|  2   1  96   0   0|5108M  403M  178M 2135M|4923B 1621B|   0   104k|   0  16.0 |1220  1799 |0.81 1.37 1.09|1.0   0   0|   0     0 |           | 18  289    0   31    0
Jun 04 12:54:10 ubuntu dstat.sh[65062]: 04-06 12:54:10|  1   1  97   0   0|5107M  405M  178M 2135M|4619B 1760B|   0    80k|   0  12.0 |1123  1621 |0.81 1.37 1.09|2.0   0 1.0|   0     0 |           | 18  289    0   31    0
Jun 04 12:54:11 ubuntu dstat.sh[65062]: 04-06 12:54:11|  1   1  97   0   0|5106M  406M  178M 2135M|4077B 1619B|   0   176k|   0  20.0 |1077  1650 |0.81 1.37 1.09|2.0   0   0|   0     0 |           | 18  289    0   31    0
Jun 04 12:54:12 ubuntu dstat.sh[65062]: 04-06 12:54:12|  1   0  97   0   0|5105M  407M  178M 2135M|4635B 1619B|   0   244k|   0  43.0 | 874  1285 |0.75 1.34 1.08|1.0   0   0|   0     0 |           | 18  289    0   31    0
Jun 04 12:54:13 ubuntu dstat.sh[65062]: 04-06 12:54:13|  2   1  97   0   0|5104M  408M  178M 2135M|6402B 1764B|   0   284k|   0  17.0 | 978  1338 |0.75 1.34 1.08|1.0   0   0|   0     0 |           | 18  289    0   31    0
Jun 04 12:54:14 ubuntu dstat.sh[65062]: 04-06 12:54:14|  1   0  97   0   0|5104M  408M  178M 2135M|6092B 1622B|   0    32k|   0  4.00 |1038  1344 |0.75 1.34 1.08|1.0   0   0|   0     0 |           | 18  289    0   31    0
Jun 04 12:54:15 ubuntu dstat.sh[65062]: 04-06 12:54:15|  1   1  98   0   0|5104M  408M  178M 2135M|5799B 1547B|   0  4092B|   0  1.00 | 881  1253 |0.75 1.34 1.08|2.0   0   0|   0     0 |           | 18  289    0   29    0
Jun 04 12:54:16 ubuntu dstat.sh[65062]: 04-06 12:54:16|  2   1  96   0   0|5104M  408M  178M 2135M|4843B 1458B|   0     0 |   0     0 | 968  1338 |0.75 1.34 1.08|1.0   0   0|   0     0 |           | 18  289    0   29    0
Jun 04 12:54:17 ubuntu dstat.sh[65062]: 04-06 12:54:17|  1   0  97   0   0|5104M  408M  178M 2135M|4816B 1620B|   0     0 |   0     0 | 866  1265 |0.77 1.34 1.08|1.0   0   0|   0     0 |           | 18  289    0   29    0
Jun 04 12:54:18 ubuntu dstat.sh[65062]: 04-06 12:54:18|  2   1  96   0   0|5103M  408M  178M 2135M|4392B 1456B|   0   399k|   0  39.9 |1326  2037 |0.77 1.34 1.08|1.0   0   0|   0     0 |           | 18  289    0   29    0
Jun 04 12:54:19 ubuntu dstat.sh[65062]: 04-06 12:54:19|  2   1  96   0   0|5103M  408M  178M 2135M|4951B 1462B|   0   140k|   0  18.0 |1291  1800 |0.77 1.34 1.08|1.0   0   0|   0     0 |           | 18  289    0   29    0
Jun 04 12:54:20 ubuntu dstat.sh[65062]: 04-06 12:54:20|  1   1  97   0   0|5103M  408M  178M 2135M|4668B 1567B|   0    52k|   0  6.00 |1024  1368 |0.77 1.34 1.08|2.0   0 1.0|   0     0 |           | 18  289    0   23    0
Jun 04 12:54:21 ubuntu dstat.sh[65062]: 04-06 12:54:21|  1   0  96   0   0|5103M  408M  178M 2135M|4950B 1511B|   0   228k|   0  18.0 | 951  1347 |0.77 1.34 1.08|1.0   0   0|   0     0 |           | 18  289    0   23    0
Jun 04 12:54:22 ubuntu dstat.sh[65062]: 04-06 12:54:22|  1   1  97   0   0|5104M  408M  178M 2135M|4416B 1458B|   0   408k|   0  5.00 | 885  1273 |0.79 1.33 1.08|3.0   0   0|   0     0 |           | 18  289    0   23    0
Jun 04 12:54:23 ubuntu dstat.sh[65062]: 04-06 12:54:23|  1   0  97   0   0|5104M  408M  178M 2135M|4753B 1457B|   0     0 |   0     0 | 855  1222 |0.79 1.33 1.08|1.0   0   0|   0     0 |           | 18  289    0   23    0
Jun 04 12:54:24 ubuntu dstat.sh[65062]: 04-06 12:54:24|  1   1  97   0   0|5103M  408M  178M 2135M|4329B 1455B|   0     0 |   0     0 |1043  1384 |0.79 1.33 1.08|1.0   0   0|   0     0 |           | 18  289    0   11    0
Jun 04 12:54:25 ubuntu dstat.sh[65062]: 04-06 12:54:25|  2   1  96   0   0|5103M  408M  178M 2135M|4741B 1710B|   0   256k|   0  24.0 |1075  1638 |0.79 1.33 1.08|1.0   0   0|   0     0 |           | 18  289    0   11    0
Jun 04 12:54:26 ubuntu dstat.sh[65062]: 04-06 12:54:26|  8  20  71   0   0|5109M  403M  178M 2135M|4540B 1720B|4111B  116k|1.00  15.1 |5526  4377 |0.79 1.33 1.08|2.0   0 299|   0     0 |           | 18  289    0   11    0
Jun 04 12:54:27 ubuntu dstat.sh[65062]: 04-06 12:54:27| 22   5  72   0   0|5176M  336M  178M 2135M|4808B 1617B|   0  4408k|   0   581 |2529  2011 |0.80 1.33 1.08|3.0   0  13|   0     0 |           | 18  289    0   11    0
Jun 04 12:54:28 ubuntu dstat.sh[65062]: 04-06 12:54:28| 19   4  75   0   0|5187M  325M  178M 2135M|  13k   11k|   0   676k|   0  49.0 |3155  3475 |0.80 1.33 1.08|1.0   0 1.0|   0     0 |           | 18  290    0    7    0
Jun 04 12:54:29 ubuntu dstat.sh[65062]: 04-06 12:54:29| 25   6  66   1   0|5184M  327M  178M 2136M|6869B 3251B| 386k 1434k|23.1   175 |6145  8563 |0.80 1.33 1.08|2.0   0 6.0|   0     0 |           | 18  290    0    7    0
Jun 04 12:54:30 ubuntu dstat.sh[65062]: 04-06 12:54:30| 42   8  49   0   0|5230M  281M  178M 2136M|6679B 3676B| 147k  151k|7.97  7.97 |3272  2173 |0.80 1.33 1.08|2.0   0  28|   0     0 |           | 18  290    0    8    0
Jun 04 12:54:31 ubuntu dstat.sh[65062]: 04-06 12:54:31| 34   5  60   0   0|5257M  254M  178M 2136M|  41k   36k|  48k  205k|3.01  12.0 |3881  3788 |0.80 1.33 1.08|3.0   0 2.0|   0     0 |           | 18  291    0   18    0
Jun 04 12:54:32 ubuntu dstat.sh[65062]: 04-06 12:54:32|  3   2  93   0   0|5241M  270M  178M 2136M|5468B 1659B|   0   116k|   0  7.99 |1575  1769 |0.74 1.30 1.07|1.0   0  37|   0     0 |           | 18  291    0   18    0
Jun 04 12:54:33 ubuntu dstat.sh[65062]: 04-06 12:54:33|  4   1  93   0   0|5234M  277M  178M 2136M|6366B 1745B|   0   272k|   0  24.0 |1585  2108 |0.74 1.30 1.07|1.0   0 2.0|   0     0 |           | 18  291    0   18    0
Jun 04 12:54:34 ubuntu dstat.sh[65062]: 04-06 12:54:34|  3   1  96   0   0|5229M  281M  178M 2136M|4520B 1459B|   0   220k|   0  23.0 |1326  1873 |0.74 1.30 1.07|1.0   0   0|   0     0 |           | 18  291    0   18    0
Jun 04 12:54:35 ubuntu dstat.sh[65062]: 04-06 12:54:35|  1   1  96   0   0|5226M  285M  178M 2136M|4555B 1618B|   0   132k|   0  8.99 | 945  1329 |0.74 1.30 1.07|1.0   0   0|   0     0 |           | 18  291    0   18    0
Jun 04 12:54:36 ubuntu dstat.sh[65062]: 04-06 12:54:36|  1   1  95   1   0|5222M  289M  178M 2136M|4144B 1453B|   0  2488k|   0   146 |1276  1930 |0.74 1.30 1.07|1.0   0   0|   0     0 |           | 18  291    0   18    0
Jun 04 12:54:37 ubuntu dstat.sh[65062]: 04-06 12:54:37|  2   1  95   1   0|5220M  291M  178M 2136M|4831B 1624B|   0  2916k|   0   140 |1385  2105 |0.68 1.28 1.07|1.0   0   0|   0     0 |           | 18  291    0   18    0
Jun 04 12:54:38 ubuntu dstat.sh[65062]: 04-06 12:54:38|  3   1  94   0   0|5218M  293M  178M 2136M|  11k 2837B|   0   492k|   0  51.0 |1670  2321 |0.68 1.28 1.07|1.0   0   0|   0     0 |           | 18  291    0   18    0
Jun 04 12:54:39 ubuntu dstat.sh[65062]: 04-06 12:54:39|  3   1  95   0   0|5216M  295M  178M 2136M|5060B 1627B|  16k  502k|1.00  59.2 |1593  2260 |0.68 1.28 1.07|  0   0 1.0|   0     0 |           | 18  291    0   18    0
Jun 04 12:54:40 ubuntu dstat.sh[65062]: 04-06 12:54:40|  1   1  96   0   0|5214M  296M  178M 2136M|4684B 1454B|   0   104k|   0  15.0 |1257  1893 |0.68 1.28 1.07|1.0   0 1.0|   0     0 |           | 18  291    0   18    0
Jun 04 12:54:41 ubuntu dstat.sh[65062]: 04-06 12:54:41|  2   1  96   0   0|5213M  298M  178M 2136M|5226B 1622B|   0   156k|   0  21.0 |1168  1706 |0.68 1.28 1.07|1.0   0   0|   0     0 |           | 18  291    0   18    0
Jun 04 12:54:42 ubuntu dstat.sh[65062]: 04-06 12:54:42|  1   0  97   0   0|5212M  299M  178M 2136M|4655B 1458B|   0     0 |   0     0 | 887  1322 |0.63 1.26 1.06|2.0   0   0|   0     0 |           | 18  291    0   18    0
Jun 04 12:54:43 ubuntu dstat.sh[65062]: 04-06 12:54:43|  2   1  97   0   0|5211M  300M  178M 2136M|4580B 1459B|   0   512k|   0  36.0 |1059  1509 |0.63 1.26 1.06|1.0   0   0|   0     0 |           | 18  291    0   18    0
Jun 04 12:54:44 ubuntu dstat.sh[65062]: 04-06 12:54:44|  2   1  96   0   0|5210M  301M  178M 2136M|4577B 1817B|   0   260k|   0  24.0 |1266  1842 |0.63 1.26 1.06|1.0   0   0|   0     0 |           | 18  291    0   18    0
Jun 04 12:54:45 ubuntu dstat.sh[65062]: 04-06 12:54:45|  1   0  97   0   0|5209M  301M  178M 2136M|4995B 1457B|   0    56k|   0  7.00 | 855  1268 |0.63 1.26 1.06|1.0   0   0|   0     0 |           | 18  291    0   18    0
Jun 04 12:54:46 ubuntu dstat.sh[65062]: 04-06 12:54:46|  2   1  98   0   0|5209M  302M  178M 2136M|4262B 1663B|   0     0 |   0     0 | 900  1311 |0.63 1.26 1.06|1.0   0   0|   0     0 |           | 18  291    0   18    0
