Apr 27 05:36:30 ubuntu systemd[1]: Started devstack@dstat.service - Devstack devstack@dstat.service.
Apr 27 05:36:31 ubuntu dstat.sh[66884]: ----system---- ----total-usage---- ------memory-usage----- -net/total- -dsk/total- --io/total- ---system-- ---load-avg--- ---procs--- ---paging-- ---total--- ------tcp-sockets-------
Apr 27 05:36:31 ubuntu dstat.sh[66884]:      time     |usr sys idl wai stl| used  free  buf   cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out | used  free|lis  act  syn  tim  clo
Apr 27 05:45:01 ubuntu dstat.sh[66884]: 27-04 05:45:01|  2   3  93   0   0|5143M  291M  184M 2195M|2756B    0 |   0   380k|   0  23.0 |1449  1897 |0.69 1.40 1.04|  0   0 6.0|   0     0 |           | 18  318    0   13    0
Apr 27 05:45:02 ubuntu dstat.sh[66884]: 27-04 05:45:02|  2   1  96   0   0|5143M  290M  184M 2195M|2838B    0 |   0  3165k|   0   199 |1249  1515 |0.69 1.40 1.04|  0   0 3.0|   0     0 |           | 18  318    0   13    0
Apr 27 05:45:03 ubuntu dstat.sh[66884]: 27-04 05:45:03|  1   1  97   0   0|5143M  291M  184M 2195M|2879B    0 |   0    12k|   0  2.00 | 835  1237 |0.69 1.40 1.04|  0   0   0|   0     0 |           | 18  318    0   13    0
Apr 27 05:45:04 ubuntu dstat.sh[66884]: 27-04 05:45:04|  1   1  97   0   0|5141M  293M  184M 2195M|2520B    0 |   0     0 |   0     0 | 928  1307 |0.63 1.37 1.03|  0   0 1.0|   0     0 |           | 18  318    0   13    0
Apr 27 05:45:05 ubuntu dstat.sh[66884]: 27-04 05:45:05|  1   1  98   0   0|5139M  295M  184M 2195M|2940B    0 |   0     0 |   0     0 | 806  1252 |0.63 1.37 1.03|  0   0   0|   0     0 |           | 18  318    0   13    0
Apr 27 05:45:06 ubuntu dstat.sh[66884]: 27-04 05:45:06|  1   0  97   0   0|5137M  297M  184M 2195M|2699B    0 |   0  4094B|   0  1.00 | 874  1332 |0.63 1.37 1.03|  0   0   0|   0     0 |           | 18  318    0   13    0
Apr 27 05:45:07 ubuntu dstat.sh[66884]: 27-04 05:45:07|  2   1  96   0   0|5135M  299M  184M 2195M|3376B    0 |  32k  568k|1.00  42.0 |1262  1878 |0.63 1.37 1.03|  0   0   0|   0     0 |           | 18  318    0   13    0
Apr 27 05:45:08 ubuntu dstat.sh[66884]: 27-04 05:45:08|  1   1  97   0   0|5133M  300M  184M 2195M|3022B    0 |   0    64k|   0  10.0 | 887  1325 |0.63 1.37 1.03|  0   0   0|   0     0 |           | 18  318    0    4    0
Apr 27 05:45:09 ubuntu dstat.sh[66884]: 27-04 05:45:09|  1   1  97   0   0|5132M  302M  184M 2195M|2699B    0 |   0  8190B|   0  1.00 | 959  1409 |0.66 1.37 1.03|  0   0   0|   0     0 |           | 18  318    0    4    0
Apr 27 05:45:10 ubuntu dstat.sh[66884]: 27-04 05:45:10|  1   0  98   0   0|5131M  303M  184M 2195M|2340B    0 |   0     0 |   0     0 | 818  1259 |0.66 1.37 1.03|  0   0   0|   0     0 |           | 18  318    0    4    0
Apr 27 05:45:11 ubuntu dstat.sh[66884]: 27-04 05:45:11|  2   1  97   0   0|5130M  304M  184M 2195M|2041B    0 |   0   132k|   0  17.0 |1082  1700 |0.66 1.37 1.03|  0   0   0|   0     0 |           | 18  318    0    4    0
Apr 27 05:45:12 ubuntu dstat.sh[66884]: 27-04 05:45:12|  1   1  96   0   0|5130M  304M  184M 2195M|2357B    0 |   0   288k|   0  28.0 |1195  1810 |0.66 1.37 1.03|  0   0   0|   0     0 |           | 18  318    0    4    0
Apr 27 05:45:13 ubuntu dstat.sh[66884]: 27-04 05:45:13|  2   1  97   0   0|5129M  305M  184M 2195M|2159B    0 |   0    88k|   0  12.0 | 989  1568 |0.66 1.37 1.03|  0   0   0|   0     0 |           | 18  318    0    4    0
Apr 27 05:45:14 ubuntu dstat.sh[66884]: 27-04 05:45:14|  1   0  97   0   0|5129M  305M  184M 2195M|2341B    0 |   0   116k|   0  9.00 | 949  1379 |0.61 1.34 1.03|  0   0 1.0|   0     0 |           | 18  318    0    4    0
Apr 27 05:45:15 ubuntu dstat.sh[66884]: 27-04 05:45:15|  1   1  97   0   0|5129M  305M  184M 2195M|2700B    0 |   0    36k|   0  1.00 | 859  1279 |0.61 1.34 1.03|  0   0   0|   0     0 |           | 18  318    0    4    0
Apr 27 05:45:16 ubuntu dstat.sh[66884]: 27-04 05:45:16|  1   0  97   0   0|5129M  305M  184M 2195M|3060B    0 |   0   348k|   0  16.0 | 864  1329 |0.61 1.34 1.03|  0   0   0|   0     0 |           | 18  318    0    4    0
Apr 27 05:45:17 ubuntu dstat.sh[66884]: 27-04 05:45:17|  7   4  88   0   0|5127M  307M  184M 2195M|3496B    0 |   0     0 |   0     0 |2740  7791 |0.61 1.34 1.03|  0   0  36|   0     0 |           | 18  318    0    5    0
Apr 27 05:45:18 ubuntu dstat.sh[66884]: 27-04 05:45:18|  1   1  97   0   0|5127M  306M  184M 2195M|2941B    0 |   0  8194B|   0  2.00 | 822  1243 |0.61 1.34 1.03|  0   0   0|   0     0 |           | 18  318    0    5    0
Apr 27 05:45:19 ubuntu dstat.sh[66884]: 27-04 05:45:19|  1   1  98   0   0|5127M  306M  184M 2195M|2641B    0 |   0     0 |   0     0 | 889  1290 |0.56 1.32 1.02|  0   0   0|   0     0 |           | 18  318    0    5    0
Apr 27 05:45:20 ubuntu dstat.sh[66884]: 27-04 05:45:20|  1   0  97   0   0|5116M  318M  184M 2195M|2880B    0 |   0  8192B|   0  1.00 | 827  1261 |0.56 1.32 1.02|  0   0   0|   0     0 |           | 18  318    0    5    0
Apr 27 05:45:21 ubuntu dstat.sh[66884]: 27-04 05:45:21|  1   0  96   0   0|5116M  317M  184M 2195M|2880B    0 |   0   112k|   0  12.0 |1065  1652 |0.56 1.32 1.02|  0   0   0|   0     0 |           | 18  318    0    4    0
Apr 27 05:45:22 ubuntu dstat.sh[66884]: 27-04 05:45:22|  1   1  97   0   0|5116M  317M  184M 2195M|2717B    0 |   0  1236k|   0   204 |1106  1547 |0.56 1.32 1.02|  0   0   0|   0     0 |           | 18  318    0    4    0
Apr 27 05:45:23 ubuntu dstat.sh[66884]: 27-04 05:45:23|  1   0  98   0   0|5116M  317M  184M 2195M|2280B    0 |   0    48k|   0  6.00 | 843  1286 |0.56 1.32 1.02|  0   0   0|   0     0 |           | 18  318    0    4    0
Apr 27 05:45:24 ubuntu dstat.sh[66884]: 27-04 05:45:24|  1   1  97   0   0|5117M  317M  184M 2195M|1980B    0 |   0  4096B|   0  1.00 | 944  1350 |0.52 1.30 1.01|  0   0 1.0|   0     0 |           | 18  318    0    4    0
Apr 27 05:45:25 ubuntu dstat.sh[66884]: 27-04 05:45:25|  1   1  98   0   0|5117M  317M  184M 2195M|2161B    0 |   0     0 |   0     0 | 847  1285 |0.52 1.30 1.01|  0   0   0|   0     0 |           | 18  318    0    4    0
Apr 27 05:45:26 ubuntu dstat.sh[66884]: 27-04 05:45:26|  1   1  98   0   0|5117M  317M  184M 2195M|2160B    0 |   0  8193B|   0  1.00 | 807  1246 |0.52 1.30 1.01|  0   0   0|   0     0 |           | 18  318    0    4    0
Apr 27 05:45:27 ubuntu dstat.sh[66884]: 27-04 05:45:27|  2   1  96   0   0|5117M  317M  184M 2195M|2535B    0 |   0  6148k|   0  50.0 |1212  1760 |0.52 1.30 1.01|  0   0   0|   0     0 |           | 18  318    0    4    0
Apr 27 05:45:28 ubuntu dstat.sh[66884]: 27-04 05:45:28|  2   2  95   1   0|5117M  316M  184M 2195M|2522B    0 |   0   456k|   0  23.0 |1196  1719 |0.52 1.30 1.01|  0   0 6.0|   0     0 |           | 18  318    0    4    0
Apr 27 05:45:29 ubuntu dstat.sh[66884]: 27-04 05:45:29|  1   0  97   0   0|5117M  316M  184M 2195M|2697B    0 |   0     0 |   0     0 | 950  1280 |0.47 1.28 1.01|  0   0   0|   0     0 |           | 18  318    0    4    0
Apr 27 05:45:30 ubuntu dstat.sh[66884]: 27-04 05:45:30|  2   1  97   0   0|5117M  316M  184M 2195M|2641B    0 |   0  4097B|   0  1.00 | 922  1356 |0.47 1.28 1.01|  0   0   0|   0     0 |           | 18  318    0    4    0
Apr 27 05:45:31 ubuntu dstat.sh[66884]: 27-04 05:45:31| 13   5  78   3   0|5143M  288M  184M 2198M|  10k 7896B|3078k 1261k| 554  39.0 |3107  3808 |0.47 1.28 1.01|  0   0 5.0|   0     0 |           | 18  319    0    4    0
Apr 27 05:45:32 ubuntu dstat.sh[66884]: 27-04 05:45:32| 15   4  80   0   0|5148M  282M  184M 2198M|  12k 9914B|   0    58M|   0   276 |2819  3018 |0.47 1.28 1.01|1.0   0 5.0|   0     0 |           | 18  319    0    6    0
Apr 27 05:45:33 ubuntu dstat.sh[66884]: 27-04 05:45:33| 15   3  81   0   0|5149M  281M  184M 2198M|  13k 9751B|  16k  271k|1.00  30.9 |2626  2839 |0.47 1.28 1.01|1.0   0 5.0|   0     0 |           | 18  320    0    8    0
Apr 27 05:45:34 ubuntu dstat.sh[66884]: 27-04 05:45:34| 14   3  82   0   0|5142M  288M  184M 2198M|  12k   10k|   0   212k|   0  20.0 |2433  2602 |0.44 1.25 1.00|  0   0 8.0|   0     0 |           | 18  319    0    9    0
Apr 27 05:45:35 ubuntu dstat.sh[66884]: 27-04 05:45:35| 14   3  81   0   0|5162M  268M  184M 2198M|  13k   11k|   0   256k|   0  28.0 |2572  2901 |0.44 1.25 1.00|3.0   0 5.0|   0     0 |           | 18  319    0   10    0
Apr 27 05:45:36 ubuntu dstat.sh[66884]: 27-04 05:45:36| 14   4  80   0   0|5180M  250M  184M 2198M|  13k   10k|   0  2339k|   0   159 |2716  3205 |0.44 1.25 1.00|1.0   0 5.0|   0     0 |           | 18  319    0   11    0
Apr 27 05:45:37 ubuntu dstat.sh[66884]: 27-04 05:45:37| 44   8  47   0   0|4795M  635M  184M 2198M|4998B  860B|4101B  260k|1.00  26.0 |3881  2980 |0.44 1.25 1.00|2.0   0  23|   0     0 |           | 18  289    0   17    0
Apr 27 05:45:38 ubuntu dstat.sh[66884]: 27-04 05:45:38| 59  10  30   0   0|4956M  474M  184M 2199M|3540B    0 |  64k  228k|2.00  9.00 |3767  2018 |0.44 1.25 1.00|3.0   0 6.0|   0     0 |           | 18  289    0   17    0
Apr 27 05:45:39 ubuntu dstat.sh[66884]: 27-04 05:45:39| 73   8  18   1   0|5070M  359M  184M 2200M|2828B    0 | 698k  935k|38.1  46.1 |4885  5032 |0.88 1.33 1.03|4.0   0 6.0|   0     0 |           | 18  289    0   22    0
Apr 27 05:45:40 ubuntu dstat.sh[66884]: 27-04 05:45:40| 40   6  53   0   0|5162M  265M  184M 2201M|  40k 9331B|   0   569k|   0  26.0 |4553  5324 |0.88 1.33 1.03|2.0   0   0|   0     0 |           | 18  295    0   27    0
Apr 27 05:45:41 ubuntu dstat.sh[66884]: 27-04 05:45:41| 20   4  75   0   0|5080M  347M  184M 2201M|  33k 6119B|   0   279k|   0  25.9 |2938  4382 |0.88 1.33 1.03|1.0   0 4.0|   0     0 |           | 18  295    0   27    0
Apr 27 05:45:42 ubuntu dstat.sh[66884]: 27-04 05:45:42| 41   8  50   0   0|5143M  284M  184M 2201M|  17k 1323B|   0   393k|   0  45.2 |3626  2894 |0.88 1.33 1.03|2.0   0 8.0|   0     0 |           | 18  285    0   28    0
Apr 27 05:45:43 ubuntu dstat.sh[66884]: 27-04 05:45:43| 39   7  53   0   0|5175M  250M  184M 2203M|  10k 2416B|   0  6593k|   0   862 |8754    16k|0.88 1.33 1.03|  0   0 1.0|   0     0 |           | 18  295    0   31    0
Apr 27 05:45:44 ubuntu dstat.sh[66884]: 27-04 05:45:44|  3   1  94   0   0|5176M  249M  184M 2203M|  16k 1224B|   0   632k|   0  24.0 |1654  2062 |0.81 1.31 1.02|  0   0 1.0|   0     0 |           | 18  295    0   31    0
Apr 27 05:45:45 ubuntu dstat.sh[66884]: 27-04 05:45:45|  1   1  97   0   0|5176M  249M  184M 2203M|1800B   70B|   0   136k|   0  8.00 | 894  1358 |0.81 1.31 1.02|  0   0   0|   0     0 |           | 18  295    0   31    0
Apr 27 05:45:46 ubuntu dstat.sh[66884]: 27-04 05:45:46|  1   0  97   0   0|5176M  249M  184M 2203M|2340B    0 |   0   692k|   0  49.0 |1042  1606 |0.81 1.31 1.02|  0   0   0|   0     0 |           | 18  295    0   31    0
Apr 27 05:45:47 ubuntu dstat.sh[66884]: 27-04 05:45:47|  1   1  97   0   0|5176M  249M  184M 2203M|2237B   84B|   0    96k|   0  10.0 | 972  1444 |0.81 1.31 1.02|  0   0   0|   0     0 |           | 18  295    0   31    0
Apr 27 05:45:48 ubuntu dstat.sh[66884]: 27-04 05:45:48|  4   2  93   0   0|5182M  243M  184M 2203M|2500B    0 |   0    20k|   0  3.00 |2193  3480 |0.81 1.31 1.02|  0   0 3.0|   0     0 |           | 18  295    0   31    0
Apr 27 05:45:49 ubuntu dstat.sh[66884]: 27-04 05:45:49|  4   1  94   0   0|5182M  243M  184M 2203M|2280B    0 |  16k  132k|1.00  12.0 |1527  2087 |0.91 1.32 1.03|  0   0 2.0|   0     0 |           | 18  295    0   31    0
Apr 27 05:45:50 ubuntu dstat.sh[66884]: 27-04 05:45:50|  3   1  95   0   0|5182M  243M  184M 2203M|2460B    0 |   0   180k|   0  21.0 |1247  1832 |0.91 1.32 1.03|  0   0 1.0|   0     0 |           | 18  295    0   31    0
Apr 27 05:45:51 ubuntu dstat.sh[66884]: 27-04 05:45:51|  1   1  96   0   0|5182M  243M  184M 2203M|2520B    0 |   0   204k|   0  20.0 |1113  1713 |0.91 1.32 1.03|1.0   0   0|   0     0 |           | 18  295    0   31    0
Apr 27 05:45:52 ubuntu dstat.sh[66884]: 27-04 05:45:52|  2   1  96   0   0|5180M  245M  184M 2203M|2717B    0 |   0   264k|   0  36.0 |1309  1959 |0.91 1.32 1.03|  0   0   0|   0     0 |           | 18  295    0   31    0
Apr 27 05:45:53 ubuntu dstat.sh[66884]: 27-04 05:45:53|  1   1  97   0   0|5179M  246M  184M 2203M|3780B    0 |   0   272k|   0  14.0 | 960  1424 |0.91 1.32 1.03|  0   0   0|   0     0 |           | 18  295    0   30    0
Apr 27 05:45:54 ubuntu dstat.sh[66884]: 27-04 05:45:54|  1   0  96   0   0|5178M  247M  184M 2203M|3360B    0 |   0  8191B|   0  2.00 |1060  1461 |0.83 1.30 1.02|  0   0 1.0|   0     0 |           | 18  295    0   30    0
Apr 27 05:45:55 ubuntu dstat.sh[66884]: 27-04 05:45:55|  1   1  97   0   0|5178M  247M  184M 2203M|3121B    0 |   0   552k|   0  37.0 | 949  1458 |0.83 1.30 1.02|  0   0   0|   0     0 |           | 18  295    0   30    0
Apr 27 05:45:56 ubuntu dstat.sh[66884]: 27-04 05:45:56|  1   1  97   0   0|5178M  247M  184M 2203M|2579B    0 |   0     0 |   0     0 | 842  1291 |0.83 1.30 1.02|  0   0   0|   0     0 |           | 18  295    0   30    0
Apr 27 05:45:57 ubuntu dstat.sh[66884]: 27-04 05:45:57|  1   1  97   0   0|5178M  247M  184M 2203M|3198B    0 |   0    84k|   0  12.0 |1171  1759 |0.83 1.30 1.02|  0   0   0|   0     0 |           | 18  295    0   30    0
Apr 27 05:45:58 ubuntu dstat.sh[66884]: 27-04 05:45:58|  1   0  97   0   0|5178M  247M  184M 2203M|2820B    0 |   0   272k|   0  23.0 |1069  1691 |0.83 1.30 1.02|  0   0   0|   0     0 |           | 18  295    0   30    0
Apr 27 05:45:59 ubuntu dstat.sh[66884]: 27-04 05:45:59|  1   1  96   0   0|5178M  247M  184M 2203M|2712B  132B|   0   124k|   0  15.0 |1155  1753 |0.77 1.28 1.02|  0   0   0|   0     0 |           | 18  295    0   30    0
Apr 27 05:46:00 ubuntu dstat.sh[66884]: 27-04 05:46:00|  1   1  98   0   0|5178M  247M  184M 2203M|2821B    0 |   0   108k|   0  9.00 | 994  1502 |0.77 1.28 1.02|  0   0   0|   0     0 |           | 18  295    0   30    0
Apr 27 05:46:01 ubuntu dstat.sh[66884]: 27-04 05:46:01|  2   0  96   0   0|5178M  247M  184M 2203M|2580B    0 |   0   156k|   0  25.0 |1150  1783 |0.77 1.28 1.02|1.0   0   0|   0     0 |           | 18  295    0   30    0
Apr 27 05:46:02 ubuntu dstat.sh[66884]: 27-04 05:46:02|  2   1  96   0   0|5178M  247M  184M 2203M|3557B    0 |   0   560k|   0  48.0 |1267  1957 |0.77 1.28 1.02|  0   0   0|   0     0 |           | 18  295    0   30    0
Apr 27 05:46:03 ubuntu dstat.sh[66884]: 27-04 05:46:03|  1   1  98   0   0|5178M  247M  184M 2203M|2520B    0 |   0   432k|   0  74.0 | 909  1307 |0.77 1.28 1.02|  0   0   0|   0     0 |           | 18  295    0   30    0
Apr 27 05:46:04 ubuntu dstat.sh[66884]: 27-04 05:46:04|  1   1  97   0   0|5178M  247M  184M 2203M|2937B    0 |   0    72k|   0  3.00 | 995  1362 |0.70 1.26 1.01|  0   0 1.0|   0     0 |           | 18  295    0   30    0
Apr 27 05:46:05 ubuntu dstat.sh[66884]: 27-04 05:46:05|  1   1  97   0   0|5178M  247M  184M 2203M|2587B    0 |   0   345k|   0  23.1 | 889  1386 |0.70 1.26 1.01|  0   0   0|   0     0 |           | 18  295    0   30    0
Apr 27 05:46:06 ubuntu dstat.sh[66884]: 27-04 05:46:06|  7   1  89   0   0|5178M  247M  184M 2203M|2997B    0 |   0   324k|   0  47.9 |2668  3994 |0.70 1.26 1.01|  0   0 1.0|   0     0 |           | 18  295    0   30    0
Apr 27 05:46:07 ubuntu dstat.sh[66884]: 27-04 05:46:07|  1   0  97   0   0|5178M  247M  184M 2203M|2836B    0 |   0   552k|   0  37.0 |1073  1616 |0.70 1.26 1.01|1.0   0   0|   0     0 |           | 18  295    0   30    0
Apr 27 05:46:08 ubuntu dstat.sh[66884]: 27-04 05:46:08|  1   1  98   0   0|5178M  247M  184M 2203M|2761B    0 |   0  1256k|   0  3.00 | 848  1264 |0.70 1.26 1.01|  0   0   0|   0     0 |           | 18  295    0   30    0
Apr 27 05:46:09 ubuntu dstat.sh[66884]: 27-04 05:46:09|  1   1  97   0   0|5178M  247M  184M 2203M|2460B    0 |   0     0 |   0     0 | 895  1309 |0.65 1.24 1.01|1.0   0   0|   0     0 |           | 18  295    0   30    0
Apr 27 05:46:10 ubuntu dstat.sh[66884]: 27-04 05:46:10|  1   0  97   0   0|5178M  247M  184M 2203M|2579B    0 |   0     0 |   0     0 | 901  1309 |0.65 1.24 1.01|  0   0   0|   0     0 |           | 18  295    0   30    0
Apr 27 05:46:11 ubuntu dstat.sh[66884]: 27-04 05:46:11|  2   0  97   0   0|5178M  247M  184M 2203M|2160B    0 |   0   116k|   0  13.0 |1122  1708 |0.65 1.24 1.01|  0   0   0|   0     0 |           | 18  295    0   30    0
Apr 27 05:46:12 ubuntu dstat.sh[66884]: 27-04 05:46:12| 33   9  56   0   0|4864M  561M  184M 2204M|2828B  238B| 467k  403k|28.9  42.9 |4174  3682 |0.65 1.24 1.01|1.0   0  80|   0     0 |           | 18  291    0   32    0
Apr 27 05:46:13 ubuntu dstat.sh[66884]: 27-04 05:46:13| 22   5  72   0   0|4924M  500M  184M 2204M|2465B  353B|  56k 7480k|1.00   959 |2697  2239 |0.65 1.24 1.01|1.0   0   0|   0     0 |           | 18  291    0   32    0
Apr 27 05:46:14 ubuntu dstat.sh[66884]: 27-04 05:46:14| 22   6  70   0   0|4981M  443M  184M 2205M|2411B  632B|  72k  168k|6.00  9.00 |4132  5975 |0.68 1.23 1.01|1.0   0  18|   0     0 |           | 18  295    0   34    0
Apr 27 05:46:15 ubuntu dstat.sh[66884]: 27-04 05:46:15| 22   5  72   0   0|5069M  355M  184M 2205M|2462B    0 |   0   216k|   0  8.01 |2146  1860 |0.68 1.23 1.01|1.0   0 6.0|   0     0 |           | 18  295    0   34    0
Apr 27 05:46:16 ubuntu dstat.sh[66884]: 27-04 05:46:16| 23   4  71   0   0|5110M  314M  184M 2205M|2759B    0 |   0   412k|   0  31.0 |2127  1753 |0.68 1.23 1.01|2.0   0 1.0|   0     0 |           | 18  295    0   34    0
Apr 27 05:46:17 ubuntu dstat.sh[66884]: 27-04 05:46:17|  7   4  89   0   0|5113M  311M  184M 2205M|3137B  126B|   0    16k|   0  3.00 |2194  5467 |0.68 1.23 1.01|  0   0  36|   0     0 |           | 18  295    0   35    0
Apr 27 05:46:18 ubuntu dstat.sh[66884]: 27-04 05:46:18|  1   0  97   0   0|5113M  311M  184M 2205M|2989B  139B|   0  4081B|   0  1.00 | 836  1281 |0.68 1.23 1.01|  0   0   0|   0     0 |           | 18  295    0   34    0
Apr 27 05:46:19 ubuntu dstat.sh[66884]: 27-04 05:46:19|  1   1  97   0   0|5113M  311M  184M 2205M|2831B    0 |   0     0 |   0     0 | 895  1271 |0.62 1.21 1.00|1.0   0   0|   0     0 |           | 18  295    0   34    0
Apr 27 05:46:20 ubuntu dstat.sh[66884]: 27-04 05:46:20|  1   1  98   0   0|5113M  311M  184M 2205M|2700B   42B|   0   184k|   0  1.00 | 770  1170 |0.62 1.21 1.00|  0   0   0|   0     0 |           | 18  295    0   34    0
Apr 27 05:46:21 ubuntu dstat.sh[66884]: 27-04 05:46:21|  2   1  97   0   0|5108M  315M  184M 2205M|2820B    0 |   0   136k|   0  17.0 |1162  1743 |0.62 1.21 1.00|  0   0   0|   0     0 |           | 18  295    0   34    0
Apr 27 05:46:22 ubuntu dstat.sh[66884]: 27-04 05:46:22|  2   1  96   0   0|5104M  319M  184M 2205M|3017B   90B|   0   344k|   0  36.0 |1266  1866 |0.62 1.21 1.00|  0   0   0|   0     0 |           | 18  295    0   34    0
Apr 27 05:46:23 ubuntu dstat.sh[66884]: 27-04 05:46:23|  2   1  97   0   0|5101M  323M  184M 2205M|2459B    0 |   0    52k|   0  6.00 | 974  1394 |0.62 1.21 1.00|  0   0   0|   0     0 |           | 18  295    0   34    0
Apr 27 05:46:24 ubuntu dstat.sh[66884]: 27-04 05:46:24|  1   0  97   0   0|5098M  325M  184M 2205M|2044B    0 |   0  4104B|   0  1.00 | 978  1348 |0.57 1.19 0.99|  0   0 1.0|   0     0 |           | 18  295    0   34    0
Apr 27 05:46:25 ubuntu dstat.sh[66884]: 27-04 05:46:25|  1   0  97   0   0|5096M  328M  184M 2205M|1737B    0 |   0   280k|   0  21.0 | 908  1381 |0.57 1.19 0.99|  0   0   0|   0     0 |           | 18  295    0   34    0
Apr 27 05:46:26 ubuntu dstat.sh[66884]: 27-04 05:46:26|  1   0  97   0   0|5092M  331M  184M 2205M|2340B  140B|   0    32k|   0  3.00 | 956  1340 |0.57 1.19 0.99|  0   0   0|   0     0 |           | 18  295    0   34    0
Apr 27 05:46:27 ubuntu dstat.sh[66884]: 27-04 05:46:27|  1   1  97   0   0|5089M  334M  184M 2205M|2117B    0 |   0    88k|   0  12.0 |1138  1710 |0.57 1.19 0.99|  0   0   0|   0     0 |           | 18  295    0   34    0
Apr 27 05:46:28 ubuntu dstat.sh[66884]: 27-04 05:46:28|  2   1  97   0   0|5088M  336M  184M 2205M|2407B    0 |   0   261k|   0  24.1 |1140  1720 |0.57 1.19 0.99|1.0   0 1.0|   0     0 |           | 18  295    0   34    0
Apr 27 05:46:29 ubuntu dstat.sh[66884]: 27-04 05:46:29|  1   2  94   1   0|5087M  337M  184M 2205M|2405B  132B|   0  3379k|   0   275 |1446  2140 |0.61 1.19 0.99|  0   0 5.0|   0     0 |           | 18  295    0   34    0
Apr 27 05:46:30 ubuntu dstat.sh[66884]: 27-04 05:46:30|  1   1  98   0   0|5085M  338M  184M 2205M|2820B    0 |   0  4096B|   0  1.00 | 900  1310 |0.61 1.19 0.99|  0   0   0|   0     0 |           | 18  295    0   34    0
Apr 27 05:46:31 ubuntu dstat.sh[66884]: 27-04 05:46:31|  2   1  97   0   0|5084M  339M  184M 2205M|2761B    0 |   0    96k|   0  12.0 |1159  1723 |0.61 1.19 0.99|  0   0   0|   0     0 |           | 18  295    0   34    0
Apr 27 05:46:32 ubuntu dstat.sh[66884]: 27-04 05:46:32|  1   1  96   0   0|5083M  340M  184M 2205M|3197B   90B|   0   416k|   0  37.0 |1252  1903 |0.61 1.19 0.99|  0   0   0|   0     0 |           | 18  295    0   34    0
Apr 27 05:46:33 ubuntu dstat.sh[66884]: 27-04 05:46:33|  1   0  97   0   0|5082M  341M  184M 2205M|2820B    0 |   0     0 |   0     0 | 835  1270 |0.61 1.19 0.99|  0   0   0|   0     0 |           | 18  295    0   34    0
Apr 27 05:46:34 ubuntu dstat.sh[66884]: 27-04 05:46:34|  1   1  98   0   0|5082M  341M  184M 2205M|2760B    0 |   0     0 |   0     0 | 968  1404 |0.56 1.17 0.99|  0   0 1.0|   0     0 |           | 18  295    0   29    0
Apr 27 05:46:35 ubuntu dstat.sh[66884]: 27-04 05:46:35|  1   1  97   0   0|5082M  341M  184M 2205M|2340B   42B|   0   284k|   0  21.0 | 956  1414 |0.56 1.17 0.99|  0   0   0|   0     0 |           | 18  295    0   29    0
Apr 27 05:46:36 ubuntu dstat.sh[66884]: 27-04 05:46:36|  1   1  98   0   0|5082M  341M  184M 2205M|2700B    0 |   0  8193B|   0  2.00 | 905  1308 |0.56 1.17 0.99|  0   0   0|   0     0 |           | 18  295    0   29    0
Apr 27 05:46:37 ubuntu dstat.sh[66884]: 27-04 05:46:37|  1   0  97   0   0|5082M  341M  184M 2205M|4036B    0 |   0    64k|   0  6.00 | 937  1328 |0.56 1.17 0.99|  0   0   0|   0     0 |           | 18  295    0   29    0
Apr 27 05:46:38 ubuntu dstat.sh[66884]: 27-04 05:46:38|  1   0  97   0   0|5083M  341M  184M 2205M|3175B    0 |   0    48k|   0  5.99 | 898  1326 |0.56 1.17 0.99|2.0   0   0|   0     0 |           | 18  295    0   21    0
Apr 27 05:46:39 ubuntu dstat.sh[66884]: 27-04 05:46:39|  1   1  97   0   0|5083M  341M  184M 2205M|3546B    0 |   0   601k|   0  51.1 | 927  1346 |0.51 1.15 0.98|  0   0   0|   0     0 |           | 18  295    0   21    0
Apr 27 05:46:40 ubuntu dstat.sh[66884]: 27-04 05:46:40|  2   0  97   0   0|5083M  341M  184M 2205M|2459B    0 |   0     0 |   0     0 | 953  1379 |0.51 1.15 0.98|  0   0 1.0|   0     0 |           | 18  295    0   21    0
Apr 27 05:46:41 ubuntu dstat.sh[66884]: 27-04 05:46:41|  5   3  90   0   0|5122M  302M  184M 2205M|2940B  140B|   0   148k|   0  19.0 |1785  2252 |0.51 1.15 0.98|  0   0 2.0|   0     0 |           | 18  295    0   21    0
Apr 27 05:46:42 ubuntu dstat.sh[66884]: 27-04 05:46:42|  3   2  94   0   0|5122M  302M  184M 2205M|2911B  185B|4110B  209k|1.00  32.1 |1840  2329 |0.51 1.15 0.98|1.0   0  41|   0     0 |           | 18  295    0   21    0
Apr 27 05:46:43 ubuntu dstat.sh[66884]: 27-04 05:46:43| 14  13  71   0   0|5153M  270M  184M 2205M|2338B    0 |  20k  204k|1.00  20.0 |4695  4194 |0.51 1.15 0.98|1.0   0 270|   0     0 |           | 18  295    0   10    0
Apr 27 05:46:44 ubuntu dstat.sh[66884]: 27-04 05:46:44| 19   4  75   0   0|5187M  236M  184M 2205M|8084B 5702B|   0  4439k|   0   566 |2531  2086 |0.55 1.15 0.98|1.0   0 1.0|   0     0 |           | 18  296    0   10    0
