Feb 20 16:33:33 ubuntu systemd[1]: Started devstack@dstat.service - Devstack devstack@dstat.service.
Feb 20 16:33:33 ubuntu dstat.sh[59570]: ----system---- ----total-usage---- ------memory-usage----- -net/total- -dsk/total- --io/total- ---system-- ---load-avg--- ---procs--- ---paging-- ---total--- ------tcp-sockets-------
Feb 20 16:33:33 ubuntu dstat.sh[59570]:      time     |usr sys idl wai stl| used  free  buf   cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out | used  free|lis  act  syn  tim  clo
Feb 20 16:40:29 ubuntu dstat.sh[59570]: 20-02 16:40:29|  9  22  68   0   0|5053M  261M  167M 2328M|2608B  324B|   0  2540k|   0   399 |6076  4857 |1.76 1.76 1.13|4.0   0 428|   0     0 |           | 18  308    1   25    0
Feb 20 16:40:30 ubuntu dstat.sh[59570]: 20-02 16:40:30|  9  21  67   0   0|5051M  264M  167M 2328M|3363B  486B|   0   180k|   0  15.0 |6038  4879 |1.76 1.76 1.13|1.0   0 410|   0     0 |           | 18  308    1   25    0
Feb 20 16:40:31 ubuntu dstat.sh[59570]: 20-02 16:40:31|  9  23  67   0   0|5051M  264M  167M 2328M|2341B   42B|   0    32k|   0  8.00 |5917  4656 |1.86 1.78 1.14|1.0   0 380|   0     0 |           | 18  308    1   25    0
Feb 20 16:40:32 ubuntu dstat.sh[59570]: 20-02 16:40:32|  9  21  68   0   0|5051M  264M  167M 2328M|3394B  539B|   0   168k|   0  15.0 |6473  5583 |1.86 1.78 1.14|1.0   0 498|   0     0 |           | 18  308    1   25    0
Feb 20 16:40:33 ubuntu dstat.sh[59570]: 20-02 16:40:33| 19   9  71   0   0|5070M  346M  167M 2238M|3737B  540B|  80k 3421k|13.0  49.0 |3013  3044 |1.86 1.78 1.14|1.0   0  52|   0     0 |           | 18  308    1   25    0
Feb 20 16:40:34 ubuntu dstat.sh[59570]: 20-02 16:40:34| 24   3  71   0   0|5086M  326M  167M 2242M|3787B  486B|  12k 4269k|2.00   134 |2672  2403 |1.86 1.78 1.14|1.0   0  16|   0     0 |           | 18  308    1   25    0
Feb 20 16:40:35 ubuntu dstat.sh[59570]: 20-02 16:40:35| 14   2  82   1   0|5094M  317M  167M 2243M|  21k   11k| 716k 1199k|47.0  44.0 |2026  2032 |1.86 1.78 1.14|1.0   0 1.0|   0     0 |           | 18  309    1   24    0
Feb 20 16:40:36 ubuntu dstat.sh[59570]: 20-02 16:40:36| 15   2  81   1   0|5102M  308M  167M 2244M|  23k   13k| 573k 1683k|54.1  67.1 |2161  2305 |1.79 1.76 1.14|  0   0   0|   0     0 |           | 18  309    1   24    0
Feb 20 16:40:37 ubuntu dstat.sh[59570]: 20-02 16:40:37| 18   1  78   1   0|5124M  285M  167M 2245M|  17k 9637B|1202k 1190k|63.9  51.9 |2258  2393 |1.79 1.76 1.14|  0   0 1.0|   0     0 |           | 18  309    1   24    0
Feb 20 16:40:38 ubuntu dstat.sh[59570]: 20-02 16:40:38| 18   2  78   1   0|5146M  262M  167M 2247M|  18k   10k| 900k 1589k|57.0  72.0 |2381  2599 |1.79 1.76 1.14|  0   0 1.0|   0     0 |           | 18  309    1   24    0
Feb 20 16:40:39 ubuntu dstat.sh[59570]: 20-02 16:40:39| 19   2  76   1   0|5155M  220M  167M 2279M|  12k 6097B|  15M 1746k| 189  57.8 |2430  2338 |1.79 1.76 1.14|2.0   0 1.0|   0     0 |           | 18  309    1   24    0
Feb 20 16:40:40 ubuntu dstat.sh[59570]: 20-02 16:40:40| 23   4  72   1   0|5170M  187M  167M 2297M|3090B  658B|   0  2408k|   0  58.2 |2470  2394 |1.79 1.76 1.14|1.0   0   0|   0     0 |           | 18  309    1   24    0
Feb 20 16:40:41 ubuntu dstat.sh[59570]: 20-02 16:40:41| 24   3  72   0   0|5192M  152M  167M 2310M|2522B  559B|   0   835k|   0  25.0 |2385  2229 |1.73 1.75 1.14|2.0   0   0|   0     0 |           | 18  309    1   24    0
Feb 20 16:40:42 ubuntu dstat.sh[59570]: 20-02 16:40:42| 23   3  72   1   0|5178M  144M  167M 2332M|2640B  236B|   0  2537k|   0   115 |2571  2629 |1.73 1.75 1.14|1.0   0   0|   0     0 |           | 18  309    1   24    0
Feb 20 16:40:43 ubuntu dstat.sh[59570]: 20-02 16:40:43| 24   3  72   1   0|5170M  125M  167M 2358M|2853B  378B|  16k 3119k|1.00   126 |2860  3158 |1.73 1.75 1.14|1.0   0   0|   0     0 |           | 18  309    1   23    0
Feb 20 16:40:44 ubuntu dstat.sh[59570]: 20-02 16:40:44| 25   4  70   0   0|5168M  164M  167M 2321M|3325B  787B|   0    16M|   0   144 |2967  2808 |1.73 1.75 1.14|2.0   0 2.0|   0     0 |           | 18  308    1   23    0
Feb 20 16:40:45 ubuntu dstat.sh[59570]: 20-02 16:40:45| 23   4  71   0   0|5144M  188M  167M 2321M|2963B  541B|   0  1337k|   0   182 |2736  2482 |1.73 1.75 1.14|1.0   0  20|   0     0 |           | 18  308    1   23    0
Feb 20 16:40:46 ubuntu dstat.sh[59570]: 20-02 16:40:46| 19   3  76   0   0|5148M  178M  167M 2326M|8769B 2764B|   0  1195k|   0  13.0 |2194  1941 |1.67 1.74 1.14|3.0   0  17|   0     0 |           | 18  308    1   23    0
Feb 20 16:40:47 ubuntu dstat.sh[59570]: 20-02 16:40:47| 31   8  60   1   0|5190M  136M  167M 2327M|9597B 3407B| 372k  540k|4.00  12.0 |3013  2279 |1.67 1.74 1.14|5.0   0  24|   0     0 |           | 18  309    1   23    0
Feb 20 16:40:48 ubuntu dstat.sh[59570]: 20-02 16:40:48| 37  11  51   0   0|5193M  126M  167M 2332M|2941B  788B| 768k  952k|6.00  18.0 |  12k   20k|1.67 1.74 1.14|3.0   0  20|   0     0 |           | 18  308    1   23    0
Feb 20 16:40:49 ubuntu dstat.sh[59570]: 20-02 16:40:49| 23   7  69   0   0|5170M  149M  167M 2332M|2631B  541B|   0   168k|   0  2.00 |9291    17k|1.67 1.74 1.14|2.0   0  17|   0     0 |           | 18  308    1   23    0
Feb 20 16:40:50 ubuntu dstat.sh[59570]: 20-02 16:40:50| 22   6  72   0   0|5093M  238M  167M 2321M|3219B  486B|   0  1691k|   0  15.0 |2511  2073 |1.67 1.74 1.14|1.0   0  13|   0     0 |           | 18  308    1   23    0
Feb 20 16:40:51 ubuntu dstat.sh[59570]: 20-02 16:40:51| 24   5  68   0   0|5118M  213M  167M 2321M|2690B  634B|   0    16k|   0  2.00 |  10k   19k|1.61 1.73 1.14|1.0   0  48|   0     0 |           | 18  308    1   23    0
Feb 20 16:40:52 ubuntu dstat.sh[59570]: 20-02 16:40:52| 19   4  76   0   0|5140M  191M  167M 2321M|8067B 2593B|   0   980k|   0  15.0 |2613  2431 |1.61 1.73 1.14|1.0   0  34|   0     0 |           | 18  309    1   23    0
Feb 20 16:40:53 ubuntu dstat.sh[59570]: 20-02 16:40:53| 25   4  70   0   0|5128M  197M  167M 2327M|3543B  714B|   0  1985k|   0  75.0 |3008  3191 |1.61 1.73 1.14|1.0   0 4.0|   0     0 |           | 18  308    1   23    0
Feb 20 16:40:54 ubuntu dstat.sh[59570]: 20-02 16:40:54| 19   3  76   0   0|5139M  181M  167M 2332M|  10k 3591B|   0  1271k|   0  41.0 |2436  2337 |1.61 1.73 1.14|1.0   0  18|   0     0 |           | 18  308    1   23    0
Feb 20 16:40:55 ubuntu dstat.sh[59570]: 20-02 16:40:55| 23   7  68   0   0|5139M  180M  167M 2332M|3855B  540B|   0   644k|   0  29.0 |8798    17k|1.61 1.73 1.14|1.0   0  18|   0     0 |           | 18  308    1   23    0
Feb 20 16:40:56 ubuntu dstat.sh[59570]: 20-02 16:40:56| 22   7  68   0   0|5122M  197M  167M 2332M|3232B  539B|   0  1227k|   0   159 |  10k   19k|1.57 1.71 1.14|1.0   0  15|   0     0 |           | 18  308    1   19    0
Feb 20 16:40:57 ubuntu dstat.sh[59570]: 20-02 16:40:57| 25   6  67   0   0|5124M  207M  167M 2321M|3322B  560B|   0   276k|   0  12.0 |3946  4824 |1.57 1.71 1.14|1.0   0  23|   0     0 |           | 18  308    1   19    0
Feb 20 16:40:58 ubuntu dstat.sh[59570]: 20-02 16:40:58| 24   6  68   0   0|5117M  214M  167M 2321M|3320B  540B|   0  8193B|   0  2.00 |3846  3495 |1.57 1.71 1.14|1.0   0  94|   0     0 |           | 18  308    1   21    0
Feb 20 16:40:59 ubuntu dstat.sh[59570]: 20-02 16:40:59| 24   4  70   0   0|5104M  216M  167M 2331M|4746B  486B|   0  1480k|   0  23.0 |2780  2523 |1.57 1.71 1.14|1.0   0 3.0|   0     0 |           | 18  308    1   21    0
Feb 20 16:41:00 ubuntu dstat.sh[59570]: 20-02 16:41:00| 18   2  79   0   0|5120M  199M  167M 2332M|  15k 6493B| 528k 1136k|25.0  26.0 |2251  2038 |1.57 1.71 1.14|1.0   0  16|   0     0 |           | 18  309    1   19    0
Feb 20 16:41:01 ubuntu dstat.sh[59570]: 20-02 16:41:01| 14   1  83   1   0|5120M  198M  167M 2333M|  51k   15k|   0  1547k|   0  61.0 |1970  2040 |1.52 1.70 1.14|  0   0   0|   0     0 |           | 18  310    1   19    0
Feb 20 16:41:02 ubuntu dstat.sh[59570]: 20-02 16:41:02| 13   2  82   1   0|5145M  173M  167M 2333M| 131k   13k|   0  1831k|   0  72.0 |2107  2165 |1.52 1.70 1.14|2.0   0   0|   0     0 |           | 18  310    1   19    0
Feb 20 16:41:03 ubuntu dstat.sh[59570]: 20-02 16:41:03| 20   1  77   1   0|5146M  172M  167M 2333M|  17k 9788B|  16k 1509k|1.00  83.1 |2310  2499 |1.52 1.70 1.14|2.0   0   0|   0     0 |           | 18  310    1   19    0
Feb 20 16:41:04 ubuntu dstat.sh[59570]: 20-02 16:41:04| 18   3  78   1   0|5157M  160M  167M 2334M| 305k   19k|   0    20M|   0   541 |2946  2739 |1.52 1.70 1.14|  0   0   0|   0     0 |           | 18  310    1   15    0
Feb 20 16:41:05 ubuntu dstat.sh[59570]: 20-02 16:41:05| 11   2  83   1   0|5125M  192M  168M 2334M| 109k   20k| 124k 3145k|8.00   137 |2361  2623 |1.52 1.70 1.14|1.0   0 1.0|   0     0 |           | 18  310    1   15    0
Feb 20 16:41:06 ubuntu dstat.sh[59570]: 20-02 16:41:06| 15   2  80   0   0|5132M  172M  168M 2347M|1777k   37k|1382k 3255k|18.0   190 |3642  2671 |1.40 1.67 1.13|1.0   0 2.0|   0     0 |           | 18  310    1   15    0
Feb 20 16:41:07 ubuntu dstat.sh[59570]: 20-02 16:41:07| 11   5  81   1   0|5140M  124M  168M 2386M|  16M  251k| 164k   17M|4.00   111 |  20k   11k|1.40 1.67 1.13|1.0   0 4.0|   0     0 |           | 18  310    1   15    0
Feb 20 16:41:08 ubuntu dstat.sh[59570]: 20-02 16:41:08| 27   8  63   2   0|5146M  149M  171M 2351M|3128B  486B|   0  5336k|   0   126 |3882    12k|1.40 1.67 1.13|1.0   0  38|   0     0 |           | 18  310    1   12    0
Feb 20 16:41:09 ubuntu dstat.sh[59570]: 20-02 16:41:09| 23   3  71   0   0|5149M  124M  172M 2371M|3015B  539B|   0  1665k|   0  45.9 |2485  2328 |1.40 1.67 1.13|1.0   0   0|   0     0 |           | 18  310    1   12    0
Feb 20 16:41:10 ubuntu dstat.sh[59570]: 20-02 16:41:10| 25   3  70   0   0|5169M  127M  172M 2348M|3417B  485B|   0  3642k|   0  28.9 |2603  2173 |1.40 1.67 1.13|1.0   0 6.0|   0     0 |           | 18  310    1   12    0
Feb 20 16:41:11 ubuntu dstat.sh[59570]: 20-02 16:41:11| 23   4  71   1   0|5149M  140M  173M 2353M|3391B  542B|   0  2464k|   0  96.3 |2612  2449 |1.37 1.66 1.13|1.0   0   0|   0     0 |           | 18  310    1   12    0
Feb 20 16:41:12 ubuntu dstat.sh[59570]: 20-02 16:41:12| 23   6  69   1   0|5149M  134M  174M 2358M|3682B  486B|   0    86M|   0   509 |3459  3195 |1.37 1.66 1.13|1.0   0   0|   0     0 |           | 18  310    1    9    0
Feb 20 16:41:13 ubuntu dstat.sh[59570]: 20-02 16:41:13| 25   3  71   0   0|5163M  127M  175M 2349M|3619B  614B|  32k 2307k|1.00  62.0 |2766  2761 |1.37 1.66 1.13|1.0   0   0|   0     0 |           | 18  310    1    9    0
Feb 20 16:41:14 ubuntu dstat.sh[59570]: 20-02 16:41:14| 25   3  71   1   0|5159M  132M  176M 2346M|4224B  541B|   0  3051k|   0   110 |2862  2966 |1.37 1.66 1.13|1.0   0   0|   0     0 |           | 18  310    1    9    0
Feb 20 16:41:15 ubuntu dstat.sh[59570]: 20-02 16:41:15| 19   2  76   1   0|5152M  161M  177M 2323M|  10k 3184B|   0  2004k|   0  74.7 |2390  2422 |1.37 1.66 1.13|4.0   0 1.0|   0     0 |           | 18  308    1    9    0
Feb 20 16:41:16 ubuntu dstat.sh[59570]: 20-02 16:41:16| 24   4  71   0   0|5091M  222M  177M 2323M|3374B  487B|   0   469k|   0  6.01 |2427  2010 |1.34 1.65 1.13|2.0   0  19|   0     0 |           | 18  308    1    7    0
Feb 20 16:41:17 ubuntu dstat.sh[59570]: 20-02 16:41:17| 20   3  75   0   0|5096M  212M  177M 2328M|9179B 2888B|   0  4283k|   0   244 |2762  2890 |1.34 1.65 1.13|1.0   0  17|   0     0 |           | 18  308    1    7    0
Feb 20 16:41:18 ubuntu dstat.sh[59570]: 20-02 16:41:18| 19   7  73   1   0|5123M  185M  177M 2328M|9700B 3488B|   0   126M|   0  1280 |4529  4869 |1.34 1.65 1.13|1.0   0  18|   0     0 |           | 18  309    1    7    0
Feb 20 16:41:19 ubuntu dstat.sh[59570]: 20-02 16:41:19| 23   5  69   0   0|5107M  194M  177M 2333M|3175B  712B|   0   918k|   0  16.0 |  10k   19k|1.34 1.65 1.13|1.0   0  14|   0     0 |           | 18  308    1    7    0
Feb 20 16:41:20 ubuntu dstat.sh[59570]: 20-02 16:41:20| 24   7  68   0   0|5102M  199M  177M 2334M|3374B  529B|   0  2426k|   0  17.0 |  10k   18k|1.34 1.65 1.13|1.0   0  10|   0     0 |           | 18  308    1    5    0
Feb 20 16:41:21 ubuntu dstat.sh[59570]: 20-02 16:41:21| 20   7  72   0   0|5103M  198M  177M 2334M|3020B  540B|   0   416k|   0  12.0 |2502  2071 |1.31 1.64 1.13|1.0   0  10|   0     0 |           | 18  308    1    5    0
Feb 20 16:41:22 ubuntu dstat.sh[59570]: 20-02 16:41:22| 22   5  72   0   0|5085M  227M  177M 2323M|3233B  484B| 327k 1024k|8.97  27.9 |2594  2499 |1.31 1.64 1.13|1.0   0 7.0|   0     0 |           | 18  308    1    5    0
Feb 20 16:41:23 ubuntu dstat.sh[59570]: 20-02 16:41:23| 23   4  70   2   0|5097M  211M  177M 2327M|3384B  541B|1498k 3112k| 193  82.1 |3958  4950 |1.31 1.64 1.13|1.0   0 1.0|   0     0 |           | 18  309    1    7    0
Feb 20 16:41:24 ubuntu dstat.sh[59570]: 20-02 16:41:24| 26   6  65   1   0|5097M  210M  177M 2328M|2787B  541B| 802k 2446k|49.1   309 |8056    12k|1.31 1.64 1.13|1.0   0 1.0|   0     0 |           | 18  310    1   10    0
Feb 20 16:41:25 ubuntu dstat.sh[59570]: 20-02 16:41:25| 10  20  67   1   0|5044M  263M  177M 2328M|2826B  486B| 132k 1376k|2.00  84.0 |5593  4670 |1.31 1.64 1.13|1.0   0 310|   0     0 |           | 18  310    1   10    0
Feb 20 16:41:26 ubuntu dstat.sh[59570]: 20-02 16:41:26| 13  12  70   3   0|5033M  270M  177M 2332M|2655B  539B|3877k  347k| 572  20.0 |4553  4350 |1.28 1.63 1.13|  0 1.0 140|   0     0 |           | 18  310    1   12    0
Feb 20 16:41:27 ubuntu dstat.sh[59570]: 20-02 16:41:27|  9   5  72  14   0|5031M  233M  177M 2371M|3220B  540B|  39M 5248k|3047   431 |5391  8621 |1.28 1.63 1.13|1.0   0   0|   0     0 |           | 18  310    1   12    0
Feb 20 16:41:28 ubuntu dstat.sh[59570]: 20-02 16:41:28|  5   2  91   0   0|5033M  231M  177M 2371M|6857B 2157B|   0  1037k|   0  21.9 |1695  2166 |1.28 1.63 1.13|1.0   0 6.0|   0     0 |           | 18  311    1   12    0
Feb 20 16:41:29 ubuntu dstat.sh[59570]: 20-02 16:41:29|  2   1  95   0   0|5033M  231M  177M 2371M|  40k 3466B| 184k  120k|5.00  6.00 |1240  1734 |1.28 1.63 1.13|  0   0   0|   0     0 |           | 18  311    1   12    0
Feb 20 16:41:30 ubuntu dstat.sh[59570]: 20-02 16:41:30| 22   7  71   0   0|5019M  244M  177M 2372M| 360k 5883B| 385k  497k|18.0  9.02 |3008  2555 |1.28 1.63 1.13|3.0   0  33|   0     0 |           | 18  306    1   14    0
Feb 20 16:41:31 ubuntu dstat.sh[59570]: 20-02 16:41:31| 75  12  12   0   0|4525M  738M  177M 2372M|3555B  539B| 168k  495k|3.99  19.0 |4876  3152 |1.42 1.65 1.14|5.0   0  12|   0     0 |           | 18  267    1   18    0
Feb 20 16:41:32 ubuntu dstat.sh[59570]: 20-02 16:41:32| 87  14   0   0   0|4760M  502M  177M 2372M|3751B  539B|   0    44k|   0  3.99 |5132  2844 |1.42 1.65 1.14|7.0   0 2.0|   0     0 |           | 18  269    1   18    0
Feb 20 16:41:33 ubuntu dstat.sh[59570]: 20-02 16:41:33| 89  10   1   0   0|4904M  357M  177M 2373M|3326B  271B| 193k  651k|9.04  31.2 |5900  6280 |1.42 1.65 1.14|4.0   0 6.0|   0     0 |           | 18  273    1   20    0
Feb 20 16:41:34 ubuntu dstat.sh[59570]: 20-02 16:41:34| 59   7  32   0   0|4947M  313M  177M 2375M|3818B  215B| 116k  738k|7.98  83.8 |7207    13k|1.42 1.65 1.14|  0   0 1.0|   0     0 |           | 18  275    1   27    0
Feb 20 16:41:35 ubuntu dstat.sh[59570]: 20-02 16:41:35|  2   1  96   0   0|4940M  320M  177M 2375M|4055B  486B|   0   260k|   0  17.0 |1328  2026 |1.42 1.65 1.14|  0   0   0|   0     0 |           | 18  275    1   27    0
Feb 20 16:41:36 ubuntu dstat.sh[59570]: 20-02 16:41:36|  2   1  96   0   0|4932M  328M  177M 2375M|2901B  540B|   0   140k|   0  11.0 |1143  1575 |1.31 1.62 1.13|  0   0 1.0|   0     0 |           | 18  275    1   27    0
Feb 20 16:41:37 ubuntu dstat.sh[59570]: 20-02 16:41:37|  2   1  96   0   0|4924M  336M  177M 2375M|3141B  560B|   0   456k|   0  35.0 |1332  2053 |1.31 1.62 1.13|  0   0 1.0|   0     0 |           | 18  275    1   27    0
Feb 20 16:41:38 ubuntu dstat.sh[59570]: 20-02 16:41:38|  2   0  96   0   0|4916M  344M  177M 2375M|3197B  613B|   0   324k|   0  30.0 |1311  2026 |1.31 1.62 1.13|  0   0 1.0|   0     0 |           | 18  275    1   27    0
Feb 20 16:41:39 ubuntu dstat.sh[59570]: 20-02 16:41:39|  1   1  97   0   0|4909M  351M  177M 2375M|3085B  615B|   0  4102B|   0  1.00 | 954  1457 |1.31 1.62 1.13|  0   0   0|   0     0 |           | 18  275    1   27    0
Feb 20 16:41:40 ubuntu dstat.sh[59570]: 20-02 16:41:40|  1   0  97   0   0|4903M  357M  177M 2375M|3244B  560B|   0    84k|   0  6.00 |1039  1500 |1.31 1.62 1.13|  0   0   0|   0     0 |           | 18  275    1   27    0
Feb 20 16:41:41 ubuntu dstat.sh[59570]: 20-02 16:41:41|  2   1  96   0   0|4897M  363M  177M 2375M|3018B  614B|   0    68k|   0  5.00 |1042  1528 |1.20 1.60 1.12|  0   0   0|   0     0 |           | 18  275    1   27    0
Feb 20 16:41:42 ubuntu dstat.sh[59570]: 20-02 16:41:42|  2   1  97   0   0|4893M  367M  177M 2375M|3398B  614B|   0  4098B|   0  1.00 |1071  1510 |1.20 1.60 1.12|  0   0   0|   0     0 |           | 18  275    1   27    0
Feb 20 16:41:43 ubuntu dstat.sh[59570]: 20-02 16:41:43|  2   1  97   0   0|4882M  378M  177M 2375M|2887B  486B|   0  8036k|   0   977 |1432  1530 |1.20 1.60 1.12|  0   0   0|   0     0 |           | 18  275    1   27    0
Feb 20 16:41:44 ubuntu dstat.sh[59570]: 20-02 16:41:44|  2   2  94   0   0|4878M  382M  177M 2375M|3077B  613B|   0    34M|   0   308 |1898  2532 |1.20 1.60 1.12|  0   0 2.0|   0     0 |           | 18  275    1   27    0
Feb 20 16:41:45 ubuntu dstat.sh[59570]: 20-02 16:41:45|  1   1  96   0   0|4875M  385M  177M 2375M|3545B  486B|   0  1388k|   0  32.0 |1202  1795 |1.20 1.60 1.12|  0   0   0|   0     0 |           | 18  275    1   27    0
Feb 20 16:41:46 ubuntu dstat.sh[59570]: 20-02 16:41:46|  2   1  97   0   0|4873M  387M  177M 2375M|2602B  540B|   0    32k|   0  4.00 |1003  1499 |1.11 1.57 1.12|  0   0 1.0|   0     0 |           | 18  275    1   27    0
Feb 20 16:41:47 ubuntu dstat.sh[59570]: 20-02 16:41:47|  1   1  97   0   0|4870M  390M  177M 2375M|2724B  486B|   0    48k|   0  6.00 |1102  1552 |1.11 1.57 1.12|  0   0   0|   0     0 |           | 18  275    1   27    0
Feb 20 16:41:48 ubuntu dstat.sh[59570]: 20-02 16:41:48|  2   0  97   0   0|4868M  392M  177M 2375M|3019B  614B|   0    52k|   0  6.00 |1057  1503 |1.11 1.57 1.12|  0   0   0|   0     0 |           | 18  275    1   27    0
Feb 20 16:41:49 ubuntu dstat.sh[59570]: 20-02 16:41:49|  1   2  96   0   0|4866M  394M  177M 2375M|2634B  216B|   0    32M|   0   370 |1440  1839 |1.11 1.57 1.12|  0   0   0|   0     0 |           | 18  275    1   27    0
Feb 20 16:41:50 ubuntu dstat.sh[59570]: 20-02 16:41:50|  1   1  97   0   0|4864M  395M  177M 2375M|2774B  270B|   0  4102B|   0  1.00 |1020  1436 |1.11 1.57 1.12|  0   0   0|   0     0 |           | 18  275    1   27    0
Feb 20 16:41:51 ubuntu dstat.sh[59570]: 20-02 16:41:51|  2   0  97   0   0|4864M  396M  177M 2375M|2780B  540B|   0   484k|   0  3.00 | 993  1482 |1.02 1.54 1.11|  0   0   0|   0     0 |           | 18  275    1   27    0
Feb 20 16:41:52 ubuntu dstat.sh[59570]: 20-02 16:41:52| 10  21  67   0   0|4873M  387M  177M 2375M|3464B  635B| 180k  124k|9.01  12.0 |5840  4768 |1.02 1.54 1.11|1.0   0 386|   0     0 |           | 18  275    1   27    0
Feb 20 16:41:53 ubuntu dstat.sh[59570]: 20-02 16:41:53|  8  20  69   0   0|4879M  381M  177M 2375M|3429B  486B|   0   336k|   0  29.0 |5802  4916 |1.02 1.54 1.11|2.0   0 338|   0     0 |           | 18  275    1   27    0
Feb 20 16:41:54 ubuntu dstat.sh[59570]: 20-02 16:41:54|  9  20  67   0   0|4876M  384M  177M 2376M|3739B  540B|  16k 3119k|1.00  55.0 |6097  5235 |1.02 1.54 1.11|1.0   0 348|   0     0 |           | 18  275    1   27    0
Feb 20 16:41:55 ubuntu dstat.sh[59570]: 20-02 16:41:55|  8  21  67   1   0|4880M  379M  177M 2376M|2840B  540B|   0  3931k|   0   181 |6336  5640 |1.02 1.54 1.11|1.0   0 391|   0     0 |           | 18  275    1   27    0
Feb 20 16:41:56 ubuntu dstat.sh[59570]: 20-02 16:41:56|  9  21  67   0   0|4874M  385M  177M 2376M|3179B  485B|4087B   40k|1.00  4.99 |6389  5554 |0.94 1.52 1.11|1.0   0 501|   0     0 |           | 18  275    1   27    0
Feb 20 16:41:57 ubuntu dstat.sh[59570]: 20-02 16:41:57| 12  18  68   0   0|4902M  358M  177M 2376M|2330B  182B| 289k    0 |38.1     0 |4771  3629 |0.94 1.52 1.11|1.0   0 233|   0     0 |           | 18  275    1   27    0
Feb 20 16:41:58 ubuntu dstat.sh[59570]: 20-02 16:41:58| 14   4  82   0   0|4902M  357M  177M 2376M|3357B 1105B|  24k    0 |2.99     0 |2523  2406 |0.94 1.52 1.11|3.0   0  27|   0     0 |           | 18  276    1   27    0
Feb 20 16:41:59 ubuntu dstat.sh[59570]: 20-02 16:41:59|  3   1  95   0   0|4902M  357M  177M 2376M|  88k 3189B|   0   152k|   0  5.00 |1397  1761 |0.94 1.52 1.11|  0   0   0|   0     0 |           | 18  276    1   27    0
Feb 20 16:42:00 ubuntu dstat.sh[59570]: 20-02 16:42:00|  6   3  90   0   0|4903M  356M  177M 2376M| 282k 7225B|   0  4107B|   0  1.00 |3735  5185 |0.94 1.52 1.11|  0   0 1.0|   0     0 |           | 18  276    1   27    0
Feb 20 16:42:01 ubuntu dstat.sh[59570]: 20-02 16:42:01|  5   2  91   0   0|4902M  356M  177M 2377M| 481k   12k|   0   192k|   0  11.0 |2318  2411 |0.86 1.49 1.10|  0   0   0|   0     0 |           | 18  276    1   27    0
Feb 20 16:42:02 ubuntu dstat.sh[59570]: 20-02 16:42:02|  3   1  94   0   0|4901M  356M  177M 2377M| 653k   16k|   0    88k|   0  9.99 |2112  2297 |0.86 1.49 1.10|  0   0   0|   0     0 |           | 18  276    1   27    0
Feb 20 16:42:03 ubuntu dstat.sh[59570]: 20-02 16:42:03|  3   1  94   0   0|4901M  356M  177M 2378M| 663k   19k|   0  3203k|   0   227 |1980  2060 |0.86 1.49 1.10|  0   0   0|   0     0 |           | 18  276    1   27    0
Feb 20 16:42:04 ubuntu dstat.sh[59570]: 20-02 16:42:04|  3   1  95   0   0|4901M  356M  177M 2378M|  48k 1344B|   0  1540k|   0  42.0 |1494  2145 |0.86 1.49 1.10|  0   0   0|   0     0 |           | 18  276    1   27    0
Feb 20 16:42:05 ubuntu dstat.sh[59570]: 20-02 16:42:05|  2   1  96   0   0|4900M  356M  177M 2378M| 219k 5360B|   0   440k|   0  29.0 |1485  1971 |0.86 1.49 1.10|  0   0   0|   0     0 |           | 18  276    1   27    0
Feb 20 16:42:06 ubuntu dstat.sh[59570]: 20-02 16:42:06|  2   1  95   0   0|4900M  356M  177M 2379M| 415k 9858B|   0    40k|   0  5.00 |1456  1809 |0.79 1.47 1.09|  0   0 1.0|   0     0 |           | 18  276    1   27    0
Feb 20 16:42:07 ubuntu dstat.sh[59570]: 20-02 16:42:07|  2   1  95   0   0|4900M  356M  177M 2379M| 586k   14k|   0  1311k|   0  13.0 |1756  2294 |0.79 1.47 1.09|2.0   0 1.0|   0     0 |           | 18  276    1   27    0
Feb 20 16:42:08 ubuntu dstat.sh[59570]: 20-02 16:42:08|  3   1  95   0   0|4900M  356M  177M 2379M| 135k 2458B|4093B  508k|1.00  33.0 |1389  1996 |0.79 1.47 1.09|2.0   0 3.0|   0     0 |           | 18  276    1   27    0
Feb 20 16:42:09 ubuntu dstat.sh[59570]: 20-02 16:42:09|  7   4  87   0   0|4909M  347M  177M 2379M|  51k 1716B|   0   144k|   0  6.98 |2301  6966 |0.79 1.47 1.09|  0   0  34|   0     0 |           | 18  276    1   27    0
Feb 20 16:42:10 ubuntu dstat.sh[59570]: 20-02 16:42:10|  3   2  95   0   0|4909M  347M  177M 2379M| 225k 1810B|   0   225k|   0  3.01 |1251  1551 |0.79 1.47 1.09|  0   0 6.0|   0     0 |           | 18  276    1   27    0
Feb 20 16:42:11 ubuntu dstat.sh[59570]: 20-02 16:42:11|  2   1  95   0   0|4908M  347M  177M 2380M| 333k 2521B|   0   460k|   0  8.00 |1134  1512 |0.73 1.44 1.09|  0   0   0|   0     0 |           | 18  276    1   27    0
