May 20 08:20:29 ubuntu systemd[1]: Started devstack@dstat.service - Devstack devstack@dstat.service.
May 20 08:20:29 ubuntu dstat.sh[64862]: ----system---- ----total-usage---- ------memory-usage----- -net/total- -dsk/total- --io/total- ---system-- ---load-avg--- ---procs--- ---paging-- ---total--- ------tcp-sockets-------
May 20 08:20:29 ubuntu dstat.sh[64862]:      time     |usr sys idl wai stl| used  free  buf   cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out | used  free|lis  act  syn  tim  clo
May 20 08:31:23 ubuntu dstat.sh[64862]: 20-05 08:31:23|  1   0  97   0   0|5174M  191M  187M 2260M|2281B    0 |   0    32k|   0  4.00 | 915  1319 |0.40 1.07 0.95|  0   0   0|   0     0 |           | 18  274    0   14    0
May 20 08:31:24 ubuntu dstat.sh[64862]: 20-05 08:31:24|  3   3  93   0   0|5174M  191M  187M 2260M|2100B    0 |   0   588k|   0  59.0 |1882  2611 |0.40 1.07 0.95|  0   0  19|   0     0 |           | 18  274    0   14    0
May 20 08:31:25 ubuntu dstat.sh[64862]: 20-05 08:31:25|  1   0  97   0   0|5174M  191M  187M 2260M|2606B    0 |   0     0 |   0     0 | 840  1246 |0.40 1.07 0.95|  0   0   0|   0     0 |           | 18  274    0   14    0
May 20 08:31:26 ubuntu dstat.sh[64862]: 20-05 08:31:26|  1   1  96   0   0|5167M  199M  187M 2260M|1686B   66B|   0     0 |   0     0 | 891  1309 |0.36 1.06 0.95|  0   0   0|   0     0 |           | 18  274    0   14    0
May 20 08:31:27 ubuntu dstat.sh[64862]: 20-05 08:31:27|  3   1  95   0   0|5167M  198M  187M 2260M|7764B 1372B|   0   287k|   0  23.9 |1162  1552 |0.36 1.06 0.95|1.0   0   0|   0     0 |           | 18  274    0   14    0
May 20 08:31:28 ubuntu dstat.sh[64862]: 20-05 08:31:28|  2   1  96   0   0|5167M  198M  187M 2260M|2107B    0 |   0   887k|   0   182 |1155  1468 |0.36 1.06 0.95|  0   0   0|   0     0 |           | 18  274    0   14    0
May 20 08:31:29 ubuntu dstat.sh[64862]: 20-05 08:31:29|  2   0  96   0   0|5167M  198M  187M 2260M|2340B    0 |   0    72k|   0  9.00 |1047  1635 |0.36 1.06 0.95|  0   0   0|   0     0 |           | 18  274    0   14    0
May 20 08:31:30 ubuntu dstat.sh[64862]: 20-05 08:31:30|  1   1  97   0   0|5167M  198M  187M 2260M|3139B    0 |   0   180k|   0  12.0 | 860  1301 |0.36 1.06 0.95|  0   0   0|   0     0 |           | 18  274    0   14    0
May 20 08:31:31 ubuntu dstat.sh[64862]: 20-05 08:31:31|  1   0  97   0   0|5167M  198M  187M 2260M|3059B    0 |   0    32k|   0  4.00 | 874  1278 |0.33 1.04 0.94|  0   0   0|   0     0 |           | 18  274    0   14    0
May 20 08:31:32 ubuntu dstat.sh[64862]: 20-05 08:31:32|  1   1  97   0   0|5167M  198M  187M 2260M|2920B    0 |   0    88k|   0  12.0 |1123  1676 |0.33 1.04 0.94|  0   0   0|   0     0 |           | 18  274    0   14    0
May 20 08:31:33 ubuntu dstat.sh[64862]: 20-05 08:31:33|  2   1  96   0   0|5167M  198M  187M 2260M|2699B    0 |   0   256k|   0  24.0 |1154  1783 |0.33 1.04 0.94|1.0   0   0|   0     0 |           | 18  274    0   14    0
May 20 08:31:34 ubuntu dstat.sh[64862]: 20-05 08:31:34|  2   1  95   1   0|5167M  198M  187M 2260M|2821B    0 |   0   368k|   0  54.0 |1608  2519 |0.33 1.04 0.94|  0   0 1.0|   0     0 |           | 18  274    0   14    0
May 20 08:31:35 ubuntu dstat.sh[64862]: 20-05 08:31:35|  1   1  97   0   0|5167M  198M  187M 2260M|3630B   94B|   0  2723k|   0   164 |1261  2070 |0.33 1.04 0.94|  0   0   0|   0     0 |           | 18  274    0   14    0
May 20 08:31:36 ubuntu dstat.sh[64862]: 20-05 08:31:36|  1   1  97   0   0|5167M  198M  187M 2260M|3433B  132B|   0  4097B|   0  1.00 | 945  1345 |0.31 1.02 0.93|  0   0   0|   0     0 |           | 18  274    0   14    0
May 20 08:31:37 ubuntu dstat.sh[64862]: 20-05 08:31:37|  1   0  97   0   0|5167M  198M  187M 2260M|3246B   66B|   0    72k|   0  6.00 | 926  1306 |0.31 1.02 0.93|  0   0   0|   0     0 |           | 18  274    0   14    0
May 20 08:31:38 ubuntu dstat.sh[64862]: 20-05 08:31:38|  1   0  97   0   0|5167M  198M  187M 2260M|2880B    0 |   0    32k|   0  4.00 | 895  1310 |0.31 1.02 0.93|  0   0   0|   0     0 |           | 18  274    0   14    0
May 20 08:31:39 ubuntu dstat.sh[64862]: 20-05 08:31:39|  2   1  96   0   0|5167M  198M  187M 2260M|2520B    0 |   0   148k|   0  18.0 |1130  1718 |0.31 1.02 0.93|  0   0   0|   0     0 |           | 18  274    0   14    0
May 20 08:31:40 ubuntu dstat.sh[64862]: 20-05 08:31:40|  1   0  96   0   0|5167M  198M  187M 2260M|2897B   42B|   0   256k|   0  23.0 |1108  1712 |0.31 1.02 0.93|  0   0   0|   0     0 |           | 18  274    0   14    0
May 20 08:31:41 ubuntu dstat.sh[64862]: 20-05 08:31:41|  2   1  97   0   0|5167M  198M  187M 2260M|3301B   42B|   0     0 |   0     0 |1007  1367 |0.28 1.00 0.93|  0   0   0|   0     0 |           | 18  274    0   14    0
May 20 08:31:42 ubuntu dstat.sh[64862]: 20-05 08:31:42|  1   0  97   0   0|5167M  198M  187M 2260M|2939B    0 |   0   192k|   0  28.0 | 922  1341 |0.28 1.00 0.93|  0   0   0|   0     0 |           | 18  274    0   14    0
May 20 08:31:43 ubuntu dstat.sh[64862]: 20-05 08:31:43|  2   1  97   0   0|5167M  198M  187M 2260M|3067B   66B|   0   240k|   0  21.0 | 995  1418 |0.28 1.00 0.93|  0   0   0|   0     0 |           | 18  274    0   14    0
May 20 08:31:44 ubuntu dstat.sh[64862]: 20-05 08:31:44| 12   5  80   0   0|5191M  174M  187M 2260M|9167B 6247B|  32k 1200k|2.00   191 |2815  3162 |0.28 1.00 0.93|  0   0  39|   0     0 |           | 18  275    0   14    0
May 20 08:31:45 ubuntu dstat.sh[64862]: 20-05 08:31:45| 15   2  83   0   0|5199M  166M  187M 2261M|6404B 1760B|4097B   40k|1.00  3.00 |2427  3289 |0.28 1.00 0.93|  0   0 2.0|   0     0 |           | 18  281    0   15    0
May 20 08:31:46 ubuntu dstat.sh[64862]: 20-05 08:31:46|  9  17  72   0   0|5188M  177M  187M 2261M|6214B 2926B|   0     0 |   0     0 |5109  3898 |0.34 1.00 0.93|2.0   0 288|   0     0 |           | 18  280    0   16    0
May 20 08:31:47 ubuntu dstat.sh[64862]: 20-05 08:31:47|  6  15  76   0   0|5177M  188M  187M 2261M|  14k 1156B|   0   184k|   0  17.0 |4553  3752 |0.34 1.00 0.93|1.0   0 210|   0     0 |           | 18  280    0   16    0
May 20 08:31:48 ubuntu dstat.sh[64862]: 20-05 08:31:48| 23   5  71   0   0|5241M  124M  187M 2261M|2340B    0 |  72k  884k|4.00  43.0 |2586  2559 |0.34 1.00 0.93|1.0   0 3.0|   0     0 |           | 18  280    0   16    0
May 20 08:31:49 ubuntu dstat.sh[64862]: 20-05 08:31:49| 23   5  71   1   0|5276M  131M  186M 2219M|3084B  349B| 554k  241k|59.2  23.1 |2481  2366 |0.34 1.00 0.93|4.0   0   0|   0     0 |           | 18  278    0   16    2
May 20 08:31:50 ubuntu dstat.sh[64862]: 20-05 08:31:50| 21   4  71   2   0|5242M  241M  186M 2147M|2526B    0 |2509k  554k| 257  15.9 |2454  2375 |0.34 1.00 0.93|1.0   0 3.0|   0     0 |           | 18  278    0   16    2
May 20 08:31:51 ubuntu dstat.sh[64862]: 20-05 08:31:51| 23   5  71   0   0|5303M  179M  186M 2147M|2702B    0 |  76k    0 |2.00     0 |2721  2918 |0.39 1.00 0.93|1.0   0   0|   0     0 |           | 18  279    0   14    2
May 20 08:31:52 ubuntu dstat.sh[64862]: 20-05 08:31:52| 24   4  69   1   0|5296M  186M  186M 2147M|2523B   66B|  12k 2182k|1.00   160 |6785  9795 |0.39 1.00 0.93|1.0   0   0|   0     0 |           | 18  282    0   16    2
May 20 08:31:53 ubuntu dstat.sh[64862]: 20-05 08:31:53| 25   4  70   1   0|5301M  180M  186M 2149M|5423B  951B|1048k 1385k|69.0   189 |4454  6094 |0.39 1.00 0.93|  0   0 1.0|   0     0 |           | 18  285    0   18    2
May 20 08:31:54 ubuntu dstat.sh[64862]: 20-05 08:31:54|  8   2  87   1   0|5301M  179M  186M 2149M|4452B    0 | 176k 4030k|10.0   574 |2819  4286 |0.39 1.00 0.93|2.0   0 1.0|   0     0 |           | 18  287    0   18    2
May 20 08:31:55 ubuntu dstat.sh[64862]: 20-05 08:31:55|  4   1  93   0   0|5302M  178M  186M 2149M|5671B  885B|  16k 1013k|1.00  56.8 |1696  2530 |0.39 1.00 0.93|  0   0   0|   0     0 |           | 18  285    0    7    2
May 20 08:31:56 ubuntu dstat.sh[64862]: 20-05 08:31:56|  8   2  89   0   0|5304M  177M  186M 2149M|4396B  463B|  16k  884k|1.00  91.0 |2403  3353 |0.36 0.99 0.92|3.0   0 1.0|   0     0 |           | 18  285    0    8    2
May 20 08:31:57 ubuntu dstat.sh[64862]: 20-05 08:31:57|  9   3  86   1   0|5302M  178M  186M 2149M|6381B 1227B|  64k  768k|4.00  96.0 |3047  4219 |0.36 0.99 0.92|2.0   0 3.0|   0     0 |           | 18  285    0    8    2
May 20 08:31:58 ubuntu dstat.sh[64862]: 20-05 08:31:58| 28   8  62   1   0|5306M  174M  186M 2150M|6768B  612B| 220k 1993k|15.0   242 |8130    17k|0.36 0.99 0.92|1.0   0  39|   0     0 |           | 18  288    0   14    2
May 20 08:31:59 ubuntu dstat.sh[64862]: 20-05 08:31:59| 24   5  66   2   0|5307M  173M  186M 2150M|3133B    0 |  12k 7498k|1.00   541 |8607    14k|0.36 0.99 0.92|1.0   0   0|   0     0 |           | 18  289    0   13    2
May 20 08:32:00 ubuntu dstat.sh[64862]: 20-05 08:32:00| 11   3  83   1   0|5319M  160M  186M 2150M|4534B  943B|  32k 2294k|2.00   233 |3731  5562 |0.36 0.99 0.92|  0   0   0|   0     0 |           | 18  287    0   14    2
May 20 08:32:01 ubuntu dstat.sh[64862]: 20-05 08:32:01|  9   1  88   0   0|5319M  160M  186M 2150M|4332B  808B|   0   938k|   0   101 |2618  3555 |0.41 0.99 0.93|  0   0   0|   0     0 |           | 18  287    0   14    2
May 20 08:32:02 ubuntu dstat.sh[64862]: 20-05 08:32:02| 12   3  82   1   0|5319M  160M  186M 2150M|7776B  970B|4122B 1529k|1.01   192 |4788  7412 |0.41 0.99 0.93|2.0   0   0|   0     0 |           | 18  288    0   14    2
May 20 08:32:03 ubuntu dstat.sh[64862]: 20-05 08:32:03| 24   5  67   2   0|5319M  160M  186M 2151M|4378B   66B|   0  8867k|   0   657 |9033    14k|0.41 0.99 0.93|1.0   0   0|   0     0 |           | 18  288    0   14    2
May 20 08:32:04 ubuntu dstat.sh[64862]: 20-05 08:32:04| 11   3  82   1   0|5317M  161M  186M 2151M|5042B  939B|   0  2188k|   0   242 |4527  6933 |0.41 0.99 0.93|  0   0 2.0|   0     0 |           | 18  291    0   16    2
May 20 08:32:05 ubuntu dstat.sh[64862]: 20-05 08:32:05| 12   3  83   1   0|5317M  161M  186M 2151M|5207B  944B|   0  1307k|   0   160 |3599  5309 |0.41 0.99 0.93|1.0   0   0|   0     0 |           | 18  289    0   21    2
May 20 08:32:06 ubuntu dstat.sh[64862]: 20-05 08:32:06| 11   3  83   1   0|5318M  161M  186M 2151M|  10k 2250B|   0  1662k|   0   165 |3367  4706 |0.38 0.97 0.92|  0   0 6.0|   0     0 |           | 18  287    0   24    2
May 20 08:32:07 ubuntu dstat.sh[64862]: 20-05 08:32:07|  7   2  90   1   0|5317M  161M  186M 2151M|4417B   66B| 148k  780k|8.00  64.0 |2072  2748 |0.38 0.97 0.92|  0   0   0|   0     0 |           | 18  289    0   24    2
May 20 08:32:08 ubuntu dstat.sh[64862]: 20-05 08:32:08| 13   2  83   0   0|5317M  160M  186M 2152M|4219B  810B|   0  1175k|   0   114 |3382  4430 |0.38 0.97 0.92|  0   0   0|   0     0 |           | 18  287    0   24    2
May 20 08:32:09 ubuntu dstat.sh[64862]: 20-05 08:32:09|  7   1  90   1   0|5311M  167M  186M 2152M|9668B 1840B|   0  6740k|   0   842 |2741  3835 |0.38 0.97 0.92|  0   0 2.0|   0     0 |           | 18  289    0   25    2
May 20 08:32:10 ubuntu dstat.sh[64862]: 20-05 08:32:10|  6   1  91   1   0|5311M  167M  186M 2152M|  10k 1841B|   0  1208k|   0   122 |2462  3753 |0.38 0.97 0.92|  0   0   0|   0     0 |           | 18  289    0   26    2
May 20 08:32:11 ubuntu dstat.sh[64862]: 20-05 08:32:11| 11   3  84   1   0|5311M  167M  186M 2152M|7846B 1030B|   0  1028k|   0   107 |3956  5783 |0.35 0.95 0.91|2.0   0   0|   0     0 |           | 18  290    0   26    2
May 20 08:32:12 ubuntu dstat.sh[64862]: 20-05 08:32:12| 25   6  64   3   0|5311M  166M  186M 2152M|2046B    0 |   0  7855k|   0   628 |8523    13k|0.35 0.95 0.91|2.0   0   0|   0     0 |           | 18  290    0   26    2
May 20 08:32:13 ubuntu dstat.sh[64862]: 20-05 08:32:13| 24   5  67   2   0|5305M  172M  186M 2152M|2273B    0 |   0  4136k|   0   433 |7598    11k|0.35 0.95 0.91|1.0   0   0|   0     0 |           | 18  290    0   27    2
May 20 08:32:14 ubuntu dstat.sh[64862]: 20-05 08:32:14| 25   5  66   2   0|5307M  170M  186M 2153M|2226B    0 |   0  2704k|   0   273 |8479    13k|0.35 0.95 0.91|1.0   0 1.0|   0     0 |           | 18  290    0   30    2
May 20 08:32:15 ubuntu dstat.sh[64862]: 20-05 08:32:15|  7   2  89   0   0|5308M  169M  186M 2153M|2827B    0 |   0   698k|   0  51.8 |2601  3642 |0.35 0.95 0.91|  0   0 2.0|   0     0 |           | 18  291    0   30    2
May 20 08:32:16 ubuntu dstat.sh[64862]: 20-05 08:32:16|  4   1  93   0   0|5308M  168M  186M 2153M|2628B    0 |   0   522k|   0  28.9 |1491  1884 |0.32 0.94 0.91|  0   0   0|   0     0 |           | 18  291    0   30    2
May 20 08:32:17 ubuntu dstat.sh[64862]: 20-05 08:32:17|  8   2  89   1   0|5307M  170M  186M 2153M|3255B    0 |   0   751k|   0  84.4 |2848  4121 |0.32 0.94 0.91|2.0   0   0|   0     0 |           | 18  291    0   30    2
May 20 08:32:18 ubuntu dstat.sh[64862]: 20-05 08:32:18| 25   6  65   2   0|5307M  169M  186M 2153M|3660B    0 |   0  2988k|   0   405 |8334    13k|0.32 0.94 0.91|2.0   0   0|   0     0 |           | 18  293    0   30    2
May 20 08:32:19 ubuntu dstat.sh[64862]: 20-05 08:32:19| 24   4  68   1   0|5308M  168M  186M 2153M|3494B    0 |   0  1787k|   0   189 |7457    11k|0.32 0.94 0.91|2.0   0   0|   0     0 |           | 18  293    0   30    2
May 20 08:32:20 ubuntu dstat.sh[64862]: 20-05 08:32:20| 27   5  62   2   0|5318M  158M  186M 2154M|3912B  896B| 271k 8737k|14.9   644 |7105    11k|0.32 0.94 0.91|  0   0 2.0|   0     0 |           | 18  292    0   34    2
May 20 08:32:21 ubuntu dstat.sh[64862]: 20-05 08:32:21|  5   1  92   0   0|5317M  159M  186M 2154M|4565B   66B|   0  2322k|   0  76.9 |1824  2602 |0.30 0.92 0.90|1.0   0   0|   0     0 |           | 18  293    0   35    2
May 20 08:32:22 ubuntu dstat.sh[64862]: 20-05 08:32:22|  7   2  90   1   0|5321M  154M  186M 2154M|4534B  870B|  64k  941k|4.00   124 |2327  3579 |0.30 0.92 0.90|  0   0   0|   0     0 |           | 18  292    0   35    2
May 20 08:32:23 ubuntu dstat.sh[64862]: 20-05 08:32:23| 10   3  85   1   0|5322M  153M  186M 2154M|3421B    0 |   0  5494k|   0   114 |2942  4083 |0.30 0.92 0.90|3.0 1.0   0|   0     0 |           | 18  293    0   35    2
May 20 08:32:24 ubuntu dstat.sh[64862]: 20-05 08:32:24|  7   1  89   1   0|5323M  153M  186M 2154M|5075B  782B|   0  1055k|   0   112 |2646  3947 |0.30 0.92 0.90|  0   0 1.0|   0     0 |           | 18  292    0   38    2
May 20 08:32:25 ubuntu dstat.sh[64862]: 20-05 08:32:25| 11   3  84   1   0|5327M  148M  186M 2154M|3986B  808B|   0  6820k|   0   884 |3491  4634 |0.30 0.92 0.90|  0   0   0|   0     0 |           | 18  292    0   44    2
May 20 08:32:26 ubuntu dstat.sh[64862]: 20-05 08:32:26|  8   2  88   1   0|5327M  148M  186M 2154M|  10k 1564B|   0  1172k|   0   127 |2905  4102 |0.35 0.92 0.90|  0   0   0|   0     0 |           | 18  292    0   47    2
May 20 08:32:27 ubuntu dstat.sh[64862]: 20-05 08:32:27|  9   2  87   1   0|5328M  147M  186M 2154M|9741B 1842B|   0   825k|   0  76.1 |2550  3305 |0.35 0.92 0.90|  0 1.0   0|   0     0 |           | 18  292    0   49    2
May 20 08:32:28 ubuntu dstat.sh[64862]: 20-05 08:32:28| 10   3  82   2   0|5328M  146M  186M 2155M|8264B 1515B|  16k 6301k|1.00   489 |3961  6406 |0.35 0.92 0.90|3.0   0   0|   0     0 |           | 18  292    0   49    2
May 20 08:32:29 ubuntu dstat.sh[64862]: 20-05 08:32:29|  4   1  92   0   0|5329M  145M  186M 2155M|2878B    0 |   0   632k|   0  57.0 |1962  2928 |0.35 0.92 0.90|  0   0   0|   0     0 |           | 18  292    0   49    2
May 20 08:32:30 ubuntu dstat.sh[64862]: 20-05 08:32:30| 12   3  84   1   0|5330M  145M  186M 2155M|4059B  968B|   0  1401k|   0   197 |3640  5419 |0.35 0.92 0.90|  0   0   0|   0     0 |           | 18  292    0   52    2
May 20 08:32:31 ubuntu dstat.sh[64862]: 20-05 08:32:31| 10   2  85   1   0|5340M  134M  186M 2155M|4220B  966B|   0  1380k|   0   157 |3236  4930 |0.40 0.93 0.91|  0   0   0|   0     0 |           | 18  292    0   59    2
May 20 08:32:32 ubuntu dstat.sh[64862]: 20-05 08:32:32|  7   2  90   1   0|5340M  134M  186M 2155M|2801B    0 |   0   772k|   0  67.0 |2131  2875 |0.40 0.93 0.91|  0   0   0|   0     0 |           | 18  292    0   60    2
May 20 08:32:33 ubuntu dstat.sh[64862]: 20-05 08:32:33|  5   2  92   0   0|5341M  133M  186M 2155M|2760B    0 |   0   784k|   0  77.0 |1934  2713 |0.40 0.93 0.91|  0   0   0|   0     0 |           | 18  292    0   60    2
May 20 08:32:34 ubuntu dstat.sh[64862]: 20-05 08:32:34|  5   1  91   1   0|5341M  133M  186M 2155M|2833B    0 |   0   900k|   0  93.4 |2249  3331 |0.40 0.93 0.91|1.0 1.0 1.0|   0     0 |           | 18  292    0   60    2
May 20 08:32:35 ubuntu dstat.sh[64862]: 20-05 08:32:35|  2   1  96   0   0|5341M  133M  186M 2155M|3846B   94B|   0   681k|   0  45.8 |1264  1897 |0.40 0.93 0.91|3.0   0   0|   0     0 |           | 18  293    0   60    2
May 20 08:32:36 ubuntu dstat.sh[64862]: 20-05 08:32:36|  4   1  93   0   0|5341M  133M  186M 2155M|4496B    0 |   0   827k|   0  70.9 |1824  2643 |0.37 0.91 0.90|  0   0   0|   0     0 |           | 18  292    0   60    2
May 20 08:32:37 ubuntu dstat.sh[64862]: 20-05 08:32:37| 11   2  85   1   0|5343M  131M  186M 2155M|6355B 1774B|   0  1224k|   0   169 |3229  4657 |0.37 0.91 0.90|  0   0   0|   0     0 |           | 18  292    0   62    2
May 20 08:32:38 ubuntu dstat.sh[64862]: 20-05 08:32:38| 11   2  84   1   0|5343M  131M  186M 2155M|5558B  917B|   0  1617k|   0   193 |3526  5129 |0.37 0.91 0.90|  0   0   0|   0     0 |           | 18  292    0   65    2
May 20 08:32:39 ubuntu dstat.sh[64862]: 20-05 08:32:39|  9   2  87   1   0|5343M  131M  186M 2155M|3399B  401B|   0  1042k|   0  92.9 |2398  3302 |0.37 0.91 0.90|  0   0   0|   0     0 |           | 18  292    0   69    2
May 20 08:32:40 ubuntu dstat.sh[64862]: 20-05 08:32:40| 11   3  83   2   0|5344M  130M  186M 2156M|5563B  875B|  32k 8206k|1.00   609 |4406  7064 |0.37 0.91 0.90|4.0 1.0   0|   0     0 |           | 18  293    0   69    2
May 20 08:32:41 ubuntu dstat.sh[64862]: 20-05 08:32:41|  8   2  88   1   0|5344M  130M  186M 2156M|9536B 1115B|   0   909k|   0   104 |2756  3953 |0.34 0.89 0.90|  0   0   0|   0     0 |           | 18  292    0   69    2
May 20 08:32:42 ubuntu dstat.sh[64862]: 20-05 08:32:42| 10   2  84   1   0|5345M  129M  186M 2156M|4770B  966B|  16k 1460k|1.00   186 |3483  5016 |0.34 0.89 0.90|  0   0   0|   0     0 |           | 18  292    0   73    2
May 20 08:32:43 ubuntu dstat.sh[64862]: 20-05 08:32:43|  7   1  89   1   0|5345M  128M  186M 2156M|4537B  935B|   0  1036k|   0   129 |2766  4034 |0.34 0.89 0.90|  0   0   0|   0     0 |           | 18  292    0   74    2
May 20 08:32:44 ubuntu dstat.sh[64862]: 20-05 08:32:44|  8   2  86   1   0|5345M  128M  186M 2156M|4322B  462B|   0  1655k|   0   206 |3481  5054 |0.34 0.89 0.90|  0   0 1.0|   0     0 |           | 18  292    0   75    2
May 20 08:32:45 ubuntu dstat.sh[64862]: 20-05 08:32:45|  6   1  92   1   0|5346M  127M  186M 2156M|2311B    0 |   0   720k|   0  56.3 |1948  2751 |0.34 0.89 0.90|5.0   0   0|   0     0 |           | 18  293    0   77    2
May 20 08:32:46 ubuntu dstat.sh[64862]: 20-05 08:32:46|  5   1  92   0   0|5344M  129M  186M 2156M|9173B 1835B|   0  5604k|   0   745 |2409  3110 |0.31 0.88 0.89|  0   0   0|   0     0 |           | 18  292    0   77    2
May 20 08:32:47 ubuntu dstat.sh[64862]: 20-05 08:32:47| 24   6  66   2   0|5343M  129M  186M 2157M|1924B    0 |   0  3556k|   0   359 |8087    13k|0.31 0.88 0.89|2.0   0   0|   0     0 |           | 18  293    0   77    2
May 20 08:32:48 ubuntu dstat.sh[64862]: 20-05 08:32:48| 24   5  66   2   0|5345M  128M  186M 2157M|2037B    0 |  64k 8243k|2.00   594 |8801    14k|0.31 0.88 0.89|5.0   0   0|   0     0 |           | 18  293    0   76    2
May 20 08:32:49 ubuntu dstat.sh[64862]: 20-05 08:32:49| 15   3  79   1   0|5345M  127M  186M 2157M|2038B    0 |   0  3440k|   0   281 |5423  8146 |0.31 0.88 0.89|1.0   0   0|   0     0 |           | 18  292    0   77    2
May 20 08:32:50 ubuntu dstat.sh[64862]: 20-05 08:32:50| 10   3  85   1   0|5346M  126M  186M 2157M|3772B  974B|  16k 2068k|1.00   197 |3216  4801 |0.31 0.88 0.89|1.0 1.0 1.0|   0     0 |           | 18  292    0   82    2
May 20 08:32:51 ubuntu dstat.sh[64862]: 20-05 08:32:51|  7   1  89   1   0|5346M  126M  186M 2157M|3538B  823B|   0  1538k|   0   174 |2584  4064 |0.29 0.86 0.89|  0   0   0|   0     0 |           | 18  292    0   83    2
May 20 08:32:52 ubuntu dstat.sh[64862]: 20-05 08:32:52|  3   1  94   1   0|5346M  126M  186M 2157M|3934B   66B|   0  1052k|   0  83.3 |1647  2553 |0.29 0.86 0.89|3.0   0   0|   0     0 |           | 18  292    0   81    2
May 20 08:32:53 ubuntu dstat.sh[64862]: 20-05 08:32:53| 12   2  83   1   0|5346M  125M  186M 2158M|4610B  460B|  16k 1826k|0.99   198 |3889  5707 |0.29 0.86 0.89|  0   0   0|   0     0 |           | 18  292    0   84    2
May 20 08:32:54 ubuntu dstat.sh[64862]: 20-05 08:32:54| 10   2  85   1   0|5347M  124M  186M 2158M|9503B 1777B|   0  2075k|   0   209 |3686  5508 |0.29 0.86 0.89|  0   0 1.0|   0     0 |           | 18  292    0   87    2
May 20 08:32:55 ubuntu dstat.sh[64862]: 20-05 08:32:55| 12   3  81   2   0|5347M  124M  186M 2158M|6135B   66B|   0  6430k|   0   448 |4899  7589 |0.29 0.86 0.89|1.0   0   0|   0     0 |           | 18  293    0   87    2
May 20 08:32:56 ubuntu dstat.sh[64862]: 20-05 08:32:56| 26   5  65   3   0|5348M  124M  186M 2158M|3738B    0 |   0  4329k|   0   477 |8127    12k|0.27 0.85 0.88|5.0   0   0|   0     0 |           | 18  293    0   84    2
May 20 08:32:57 ubuntu dstat.sh[64862]: 20-05 08:32:57| 24   4  67   1   0|5349M  122M  186M 2158M|3349B    0 |   0  2340k|   0   178 |7461    11k|0.27 0.85 0.88|1.0   0 1.0|   0     0 |           | 18  293    0   84    2
May 20 08:32:58 ubuntu dstat.sh[64862]: 20-05 08:32:58| 29  10  57   2   0|5372M  157M  185M 2102M|2587B    0 |4107B 3505k|1.00   423 |9375    24k|0.27 0.85 0.88|1.0   0  39|   0     0 |           | 18  293    0   88    2
May 20 08:32:59 ubuntu dstat.sh[64862]: 20-05 08:32:59| 27   5  65   2   0|5368M  160M  185M 2103M|2810B    0 |   0  3993k|   0   359 |8097    12k|0.27 0.85 0.88|1.0   0 3.0|   0     0 |           | 18  293    0   90    2
May 20 08:33:00 ubuntu dstat.sh[64862]: 20-05 08:33:00| 24   5  67   2   0|5368M  160M  185M 2103M|4818B    0 |   0  7349k|   0   535 |8473    13k|0.27 0.85 0.88|1.0   0   0|   0     0 |           | 18  294    0   84    2
May 20 08:33:01 ubuntu dstat.sh[64862]: 20-05 08:33:01| 24   5  66   3   0|5364M  164M  185M 2103M|3790B    0 |   0    11M|   0  1302 |8955    14k|0.32 0.85 0.88|1.0   0   0|   0     0 |           | 18  293    0   84    2
May 20 08:33:02 ubuntu dstat.sh[64862]: 20-05 08:33:02| 24   5  68   2   0|5365M  163M  185M 2103M|3059B   66B|   0  3185k|   0   291 |8004    12k|0.32 0.85 0.88|  0 1.0   0|   0     0 |           | 18  292    0   85    2
May 20 08:33:03 ubuntu dstat.sh[64862]: 20-05 08:33:03|  3   1  94   1   0|5365M  163M  185M 2103M|3471B    0 |   0  1883k|   0   122 |1827  2783 |0.32 0.85 0.88|2.0   0   0|   0     0 |           | 18  292    0   85    2
May 20 08:33:04 ubuntu dstat.sh[64862]: 20-05 08:33:04|  6   2  90   1   0|5365M  162M  185M 2104M|2764B    0 |   0  1775k|   0   165 |2711  4225 |0.32 0.85 0.88|  0   0 1.0|   0     0 |           | 18  292    0   86    2
May 20 08:33:05 ubuntu dstat.sh[64862]: 20-05 08:33:05| 11   2  84   1   0|5366M  161M  185M 2104M|4119B  959B|   0  1781k|   0   206 |3405  5222 |0.32 0.85 0.88|  0   0   0|   0     0 |           | 18  292    0   87    2
May 20 08:33:06 ubuntu dstat.sh[64862]: 20-05 08:33:06| 13   3  83   1   0|5368M  159M  185M 2104M|  13k 3587B|   0  1447k|   0   134 |3399  4458 |0.38 0.86 0.88|2.0   0 6.0|   0     0 |           | 18  293    0   92    2
May 20 08:33:07 ubuntu dstat.sh[64862]: 20-05 08:33:07|  7   2  87   2   0|5368M  159M  185M 2104M|7944B 1649B|   0  7362k|   0   484 |3296  5292 |0.38 0.86 0.88|  0   0   0|   0     0 |           | 18  293    0   92    2
May 20 08:33:08 ubuntu dstat.sh[64862]: 20-05 08:33:08|  6   1  91   0   0|5368M  159M  185M 2104M|8598B 1033B|   0   574k|   0  35.1 |1935  2322 |0.38 0.86 0.88|1.0   0   0|   0     0 |           | 18  294    0   92    2
