Sep 02 04:44:58 jammy-provider-cloud-0000007554 systemd[1]: Started Devstack devstack@dstat.service.
Sep 02 04:44:58 jammy-provider-cloud-0000007554 dstat.sh[58646]: ----system---- ----total-usage---- ------memory-usage----- -net/total- -dsk/total- --io/total- ---system-- ---load-avg--- ---procs--- ---paging-- ----swap--- ------tcp-sockets-------
Sep 02 04:44:58 jammy-provider-cloud-0000007554 dstat.sh[58646]:      time     |usr sys idl wai stl| used  free  buf   cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out | used  free|lis  act  syn  tim  clo
Sep 02 04:53:17 jammy-provider-cloud-0000007554 dstat.sh[58646]: 02-09 04:53:17| 23   1  76   1   0|4455M  120M  177M 3010M| 917k   12k|   0  2277k|   0  45.0 |1717  2364 |1.07 1.38 0.99|1.0   0 3.0|   0     0 |   0     0 | 18  301    6   12    0
Sep 02 04:53:18 jammy-provider-cloud-0000007554 dstat.sh[58646]: 02-09 04:53:18| 26   3  71   0   0|4476M  131M  177M 2978M|  29k 2596B| 505k 1351k|5.01  75.2 |1648  2445 |1.07 1.38 0.99|1.0   0 1.0|   0     0 |   0     0 | 18  301    6   12    0
Sep 02 04:53:19 jammy-provider-cloud-0000007554 dstat.sh[58646]: 02-09 04:53:19| 25   2  71   0   0|4471M  136M  177M 2978M|6232B 1764B|   0   363k|   0  14.0 |5019    10k|1.07 1.38 0.99|2.0   0 5.0|   0     0 |   0     0 | 18  301    6   12    0
Sep 02 04:53:20 jammy-provider-cloud-0000007554 dstat.sh[58646]: 02-09 04:53:20| 27   2  69   0   0|4479M  128M  177M 2978M|5793B 1826B|   0  4064k|   0  92.8 |6453    14k|1.07 1.37 0.99|1.0   0 1.0|   0     0 |   0     0 | 18  301    6   12    0
Sep 02 04:53:21 jammy-provider-cloud-0000007554 dstat.sh[58646]: 02-09 04:53:21| 20   6  71   4   0|4472M  133M  178M 2977M|5526B 1555B|7102k 1319k| 615  9.02 |3438  6086 |1.07 1.37 0.99|1.0   0 4.0|   0     0 |   0     0 | 18  301    6   12    0
Sep 02 04:53:22 jammy-provider-cloud-0000007554 dstat.sh[58646]: 02-09 04:53:22| 25   7  67   1   0|4486M  143M  179M 2953M|7134B 1700B| 718k  217k| 174  4.01 |  17k   34k|1.07 1.37 0.99|1.0   0 7.0|   0     0 |   0     0 | 18  301    6   12    0
Sep 02 04:53:23 jammy-provider-cloud-0000007554 dstat.sh[58646]: 02-09 04:53:23| 24   9  64   0   0|4503M  131M  180M 2944M|8517B 1616B|  20k 3213k|2.99  32.9 |  24k   50k|1.07 1.37 0.99|1.0   0 1.0|   0     0 |   0     0 | 18  301    6   12    0
Sep 02 04:53:24 jammy-provider-cloud-0000007554 dstat.sh[58646]: 02-09 04:53:24| 24   3  71   0   0|4466M  194M  180M 2920M|6924B 1717B|  20k  485k|3.01  4.01 |2888  4830 |1.07 1.37 0.99|1.0   0   0|   0     0 |   0     0 | 18  301    6   12    0
Sep 02 04:53:25 jammy-provider-cloud-0000007554 dstat.sh[58646]: 02-09 04:53:25| 25   3  70   0   0|4491M  169M  180M 2921M|6609B 1615B|   0   957k|   0  41.9 |1776  2626 |1.06 1.37 0.99|2.0   0 1.0|   0     0 |   0     0 | 18  301    6   12    0
Sep 02 04:53:26 jammy-provider-cloud-0000007554 dstat.sh[58646]: 02-09 04:53:26| 26   2  72   0   0|4489M  172M  180M 2920M|7534B 1781B|4098B 1709k|1.00  18.0 |1465  2001 |1.06 1.37 0.99|1.0   0 3.0|   0     0 |   0     0 | 18  301    6   12    0
Sep 02 04:53:27 jammy-provider-cloud-0000007554 dstat.sh[58646]: 02-09 04:53:27| 27   1  72   0   0|4476M  184M  180M 2921M|5576B 1694B|   0   104k|   0  8.00 |1359  1887 |1.06 1.37 0.99|2.0   0   0|   0     0 |   0     0 | 18  301    6   12    0
Sep 02 04:53:28 jammy-provider-cloud-0000007554 dstat.sh[58646]: 02-09 04:53:28| 24   2  71   1   0|4483M  163M  180M 2933M|5145B 1626B|   0  1784k|   0  69.0 |1556  2414 |1.06 1.37 0.99|1.0   0   0|   0     0 |   0     0 | 18  301    6   12    0
Sep 02 04:53:29 jammy-provider-cloud-0000007554 dstat.sh[58646]: 02-09 04:53:29| 23   3  73   1   0|4485M  142M  180M 2951M|5901B 1625B|   0  2689k|   0   119 |1458  2597 |1.06 1.37 0.99|  0 1.0   0|   0     0 |   0     0 | 18  301    6   12    0
Sep 02 04:53:30 jammy-provider-cloud-0000007554 dstat.sh[58646]: 02-09 04:53:30| 24   3  71   0   0|4485M  123M  181M 2967M|7936B 1688B|   0   925k|   0  34.9 |1419  2141 |1.06 1.36 0.99|1.0   0   0|   0     0 |   0     0 | 18  301    6   12    0
Sep 02 04:53:31 jammy-provider-cloud-0000007554 dstat.sh[58646]: 02-09 04:53:31| 23   4  71   1   0|4462M  122M  182M 2987M|7480B 1620B|   0    21M|   0   346 |1925  2935 |1.06 1.36 0.99|1.0   0   0|   0     0 |   0     0 | 18  301    6   12    0
Sep 02 04:53:32 jammy-provider-cloud-0000007554 dstat.sh[58646]: 02-09 04:53:32| 27   3  70   1   0|4463M  125M  182M 2982M|7846B 1626B|   0  1221k|   0  36.1 |2255  3812 |1.06 1.36 0.99|2.0   0   0|   0     0 |   0     0 | 18  301    6   12    0
Sep 02 04:53:33 jammy-provider-cloud-0000007554 dstat.sh[58646]: 02-09 04:53:33| 24   5  69   1   0|4465M  129M  187M 2967M|8512B 1614B|   0    28M|   0   240 |2085  2985 |1.06 1.36 0.99|2.0   0   0|   0     0 |   0     0 | 18  301    6   10    0
Sep 02 04:53:34 jammy-provider-cloud-0000007554 dstat.sh[58646]: 02-09 04:53:34| 28   4  66   0   0|4482M  131M  188M 2945M|5582B 1620B|  48k 3148k|12.0  84.0 |1847  2994 |1.06 1.36 0.99|3.0   0 2.0|   0     0 |   0     0 | 18  301    6   12    0
Sep 02 04:53:35 jammy-provider-cloud-0000007554 dstat.sh[58646]: 02-09 04:53:35| 45  15  40   1   0|4476M  128M  189M 2953M|7735B 1612B| 843k 3593k|17.1   111 |3247  5310 |1.13 1.37 1.00|3.0   0 9.0|   0     0 |   0     0 | 18  301    6   12    0
Sep 02 04:53:36 jammy-provider-cloud-0000007554 dstat.sh[58646]: 02-09 04:53:36| 30   8  60   1   0|4471M  125M  190M 2957M|5281B 1706B| 267k  172M|4.98   875 |3887  6007 |1.13 1.37 1.00|1.0   0 3.0|   0     0 |   0     0 | 18  301    6   12    0
Sep 02 04:53:37 jammy-provider-cloud-0000007554 dstat.sh[58646]: 02-09 04:53:37| 23   6  69   3   0|4466M  119M  192M 2964M|6463B 1627B|8227B  161M|2.01   677 |2519  3761 |1.13 1.37 1.00|1.0   0   0|   0     0 |   0     0 | 18  301    6   12    0
Sep 02 04:53:38 jammy-provider-cloud-0000007554 dstat.sh[58646]: 02-09 04:53:38| 23   4  71   0   0|4467M  132M  193M 2948M|4740B 1620B|   0  2293k|   0  25.0 |1408  2217 |1.13 1.37 1.00|1.0   0   0|   0     0 |   0     0 | 18  301    6   12    0
Sep 02 04:53:39 jammy-provider-cloud-0000007554 dstat.sh[58646]: 02-09 04:53:39| 24   3  72   0   0|4492M  127M  194M 2928M|4920B 1620B|   0   384k|   0  4.00 |1351  2059 |1.13 1.37 1.00|1.0   0   0|   0     0 |   0     0 | 18  301    6   12    0
Sep 02 04:53:40 jammy-provider-cloud-0000007554 dstat.sh[58646]: 02-09 04:53:40| 25   2  72   0   0|4490M  121M  194M 2935M|  14k 1620B|   0     0 |   0     0 |1441  2044 |1.12 1.36 1.00|1.0   0   0|   0     0 |   0     0 | 18  301    6   12    0
Sep 02 04:53:41 jammy-provider-cloud-0000007554 dstat.sh[58646]: 02-09 04:53:41| 25   3  71   0   0|4368M  310M  194M 2868M|5509B 1961B|  36k 1901k|5.98  15.9 |1361  2006 |1.12 1.36 1.00|1.0   0 2.0|   0     0 |   0     0 | 18  299    6   12    0
Sep 02 04:53:42 jammy-provider-cloud-0000007554 dstat.sh[58646]: 02-09 04:53:42| 26   4  69   0   0|4390M  289M  194M 2868M|8838B 1583B|   0     0 |   0     0 |  12k   24k|1.12 1.36 1.00|1.0   0 5.0|   0     0 |   0     0 | 18  299    6   12    0
Sep 02 04:53:43 jammy-provider-cloud-0000007554 dstat.sh[58646]: 02-09 04:53:43| 30   4  64   0   0|4400M  278M  194M 2868M|5802B 1640B|   0  1584k|   0  29.0 |  21k   44k|1.12 1.36 1.00|3.0   0 4.0|   0     0 |   0     0 | 18  299    6   12    0
Sep 02 04:53:44 jammy-provider-cloud-0000007554 dstat.sh[58646]: 02-09 04:53:44| 26   5  66   0   0|4418M  260M  194M 2868M|6419B 1694B|   0   216k|   0  18.0 |  16k   33k|1.12 1.36 1.00|3.0   0 5.0|   0     0 |   0     0 | 18  299    6   12    0
Sep 02 04:53:45 jammy-provider-cloud-0000007554 dstat.sh[58646]: 02-09 04:53:45| 30   7  63   0   0|4365M  313M  194M 2869M| 278k 5982B| 417k 1269k|12.0  93.3 |2603  4877 |1.11 1.36 1.00|6.0 1.0  25|   0     0 |   0     0 | 18  295    6   14    0
Sep 02 04:53:46 jammy-provider-cloud-0000007554 dstat.sh[58646]: 02-09 04:53:46| 45   7  48   0   0|4159M  519M  194M 2869M|5626B 1620B| 468k  240k|15.0  39.0 |1707  2383 |1.11 1.36 1.00|3.0   0 6.0|   0     0 |   0     0 | 18  285    6   16    0
Sep 02 04:53:47 jammy-provider-cloud-0000007554 dstat.sh[58646]: 02-09 04:53:47| 65  10  24   0   0|4260M  417M  194M 2869M|7585B 1615B| 159k    0 |27.9     0 |1680  1973 |1.11 1.36 1.00|3.0   0   0|   0     0 |   0     0 | 18  285    6   16    0
Sep 02 04:53:48 jammy-provider-cloud-0000007554 dstat.sh[58646]: 02-09 04:53:48| 66  11  23   1   0|4339M  336M  194M 2871M|5963B 1620B| 396k  436k|23.0  12.0 |3258  6764 |1.11 1.36 1.00|4.0   0 4.0|   0     0 |   0     0 | 18  285    6   17    0
Sep 02 04:53:49 jammy-provider-cloud-0000007554 dstat.sh[58646]: 02-09 04:53:49| 40   6  53   0   0|4259M  416M  194M 2871M|8140B 1662B|   0    72k|   0  8.00 |1733  3407 |1.11 1.36 1.00|3.0   0 2.0|   0     0 |   0     0 | 18  279    6   17    0
Sep 02 04:53:50 jammy-provider-cloud-0000007554 dstat.sh[58646]: 02-09 04:53:50| 61   8  31   0   0|4141M  534M  194M 2871M|7906B 1517B|  80k  181k|8.02  17.1 |1931  2620 |1.34 1.40 1.02|3.0   0 4.0|   0     0 |   0     0 | 18  258    6   16    0
Sep 02 04:53:51 jammy-provider-cloud-0000007554 dstat.sh[58646]: 02-09 04:53:51| 67  10  24   0   0|4285M  388M  194M 2873M|7886B 1640B| 564k  816k|49.0  24.0 |4050    11k|1.34 1.40 1.02|2.0   0 4.0|   0     0 |   0     0 | 18  262    6   19    0
Sep 02 04:53:52 jammy-provider-cloud-0000007554 dstat.sh[58646]: 02-09 04:53:52| 33   8  58   0   0|4368M  302M  194M 2876M|  95k   47k| 630k  566k|58.8  54.8 |7489    18k|1.34 1.40 1.02|  0   0 3.0|   0     0 |   0     0 | 18  272    6   27    0
Sep 02 04:53:53 jammy-provider-cloud-0000007554 dstat.sh[58646]: 02-09 04:53:53| 16   2  80   0   0|4394M  276M  194M 2876M| 120k   53k|   0    10M|   0   924 |3413  5733 |1.34 1.40 1.02|  0   0 2.0|   0     0 |   0     0 | 18  280    6   27    0
Sep 02 04:53:54 jammy-provider-cloud-0000007554 dstat.sh[58646]: 02-09 04:53:54|  3   1  95   0   0|4394M  276M  194M 2876M|6445B 1619B|   0   112k|   0  9.00 |1183  1958 |1.34 1.40 1.02|  0   0   0|   0     0 |   0     0 | 18  280    6   27    0
Sep 02 04:53:55 jammy-provider-cloud-0000007554 dstat.sh[58646]: 02-09 04:53:55|  3   1  94   0   0|4394M  276M  194M 2876M|8527B 1620B|   0   192k|   0  21.0 |1388  2335 |1.23 1.38 1.01|  0   0   0|   0     0 |   0     0 | 18  280    6   27    0
Sep 02 04:53:56 jammy-provider-cloud-0000007554 dstat.sh[58646]: 02-09 04:53:56|  1   1  96   0   0|4395M  275M  194M 2876M|6178B 1621B|   0   308k|   0  9.00 |1132  1937 |1.23 1.38 1.01|1.0   0 2.0|   0     0 |   0     0 | 18  280    6   27    0
Sep 02 04:53:57 jammy-provider-cloud-0000007554 dstat.sh[58646]: 02-09 04:53:57|  2   1  96   0   0|4395M  275M  194M 2876M|6340B 1512B|   0   728k|   0  31.0 |1156  1957 |1.23 1.38 1.01|1.0   0   0|   0     0 |   0     0 | 18  280    6   27    0
Sep 02 04:53:58 jammy-provider-cloud-0000007554 dstat.sh[58646]: 02-09 04:53:58|  2   0  96   0   0|4395M  275M  194M 2876M|7482B 1615B|   0  1555k|   0   104 |1198  1996 |1.23 1.38 1.01|  0   0   0|   0     0 |   0     0 | 18  280    6   27    0
Sep 02 04:53:59 jammy-provider-cloud-0000007554 dstat.sh[58646]: 02-09 04:53:59|  7   4  88   0   0|4395M  275M  194M 2876M|5180B 1646B|   0    32k|   0  4.01 |1801  4094 |1.23 1.38 1.01|  0   0  34|   0     0 |   0     0 | 18  280    6   28    0
Sep 02 04:54:00 jammy-provider-cloud-0000007554 dstat.sh[58646]: 02-09 04:54:00|  2   1  96   0   0|4395M  275M  194M 2876M|7446B 1620B|   0     0 |   0     0 |1068  1724 |1.14 1.36 1.00|  0   0   0|   0     0 |   0     0 | 18  280    5   27    0
Sep 02 04:54:01 jammy-provider-cloud-0000007554 dstat.sh[58646]: 02-09 04:54:01|  2   1  96   0   0|4395M  275M  194M 2876M|5403B 1621B|   0  8198B|   0  2.00 |1043  1765 |1.14 1.36 1.00|  0   0   0|   0     0 |   0     0 | 18  280    5   27    0
Sep 02 04:54:02 jammy-provider-cloud-0000007554 dstat.sh[58646]: 02-09 04:54:02|  2   0  96   0   0|4395M  275M  194M 2876M|9939B 1620B|   0     0 |   0     0 |1092  1776 |1.14 1.36 1.00|  0   0   0|   0     0 |   0     0 | 18  280    5   27    0
Sep 02 04:54:03 jammy-provider-cloud-0000007554 dstat.sh[58646]: 02-09 04:54:03|  3   0  94   0   0|4395M  275M  194M 2876M|8039B 1565B|   0   352k|   0  37.0 |1349  2360 |1.14 1.36 1.00|  0   0   0|   0     0 |   0     0 | 18  280    5   27    0
Sep 02 04:54:04 jammy-provider-cloud-0000007554 dstat.sh[58646]: 02-09 04:54:04|  2   1  96   0   0|4395M  275M  194M 2876M|7837B 1566B|   0    32k|   0  3.00 |1085  1798 |1.14 1.36 1.00|  0   0   0|   0     0 |   0     0 | 18  280    5   27    0
Sep 02 04:54:05 jammy-provider-cloud-0000007554 dstat.sh[58646]: 02-09 04:54:05|  6   2  91   0   0|4395M  275M  194M 2876M|5398B 1621B|   0   608k|   0  63.0 |1638  2790 |1.04 1.33 1.00|1.0   0   0|   0     0 |   0     0 | 18  278    5   27    0
Sep 02 04:54:06 jammy-provider-cloud-0000007554 dstat.sh[58646]: 02-09 04:54:06|  2   1  96   0   0|4396M  274M  194M 2876M|4948B 1565B|   0    32k|   0  4.00 |1096  1839 |1.04 1.33 1.00|  0   0 2.0|   0     0 |   0     0 | 18  278    5   27    0
Sep 02 04:54:07 jammy-provider-cloud-0000007554 dstat.sh[58646]: 02-09 04:54:07|  2   1  96   0   0|4396M  274M  194M 2876M|6291B 1621B|   0  4099B|   0  1.00 |1004  1739 |1.04 1.33 1.00|  0   0   0|   0     0 |   0     0 | 18  278    5   27    0
Sep 02 04:54:08 jammy-provider-cloud-0000007554 dstat.sh[58646]: 02-09 04:54:08|  2   1  94   0   0|4399M  271M  194M 2876M|6751B 1693B|   0    43M|   0   345 |1464  2123 |1.04 1.33 1.00|  0   0   0|   0     0 |   0     0 | 18  278    5   27    0
Sep 02 04:54:09 jammy-provider-cloud-0000007554 dstat.sh[58646]: 02-09 04:54:09|  2   1  97   0   0|4399M  271M  194M 2876M|5554B 1694B|  28k    0 |7.00     0 | 995  1734 |1.04 1.33 1.00|1.0   0   0|   0     0 |   0     0 | 18  278    5   27    0
Sep 02 04:54:10 jammy-provider-cloud-0000007554 dstat.sh[58646]: 02-09 04:54:10|  5   8  87   0   0|4407M  263M  194M 2876M|6840B 1624B|  16k    0 |3.01     0 |1879  2943 |0.96 1.31 0.99|1.0   0 162|   0     0 |   0     0 | 18  278    5   27    0
Sep 02 04:54:11 jammy-provider-cloud-0000007554 dstat.sh[58646]: 02-09 04:54:11| 10  19  71   0   0|4417M  253M  194M 2876M|9297B 1586B|   0     0 |   0     0 |3599  6255 |0.96 1.31 0.99|1.0   0 493|   0     0 |   0     0 | 18  278    5   27    0
Sep 02 04:54:12 jammy-provider-cloud-0000007554 dstat.sh[58646]: 02-09 04:54:12|  9  20  70   0   0|4423M  247M  194M 2876M|5964B 1617B|   0   659k|   0  2.00 |3226  5534 |0.96 1.31 0.99|1.0   0 397|   0     0 |   0     0 | 18  278    5   27    0
Sep 02 04:54:13 jammy-provider-cloud-0000007554 dstat.sh[58646]: 02-09 04:54:13| 10  22  67   1   0|4424M  245M  194M 2877M|5838B 1570B|1003k   20M|20.1  90.3 |3992  6864 |0.96 1.31 0.99|1.0   0 489|   0     0 |   0     0 | 18  278    5   27    0
Sep 02 04:54:14 jammy-provider-cloud-0000007554 dstat.sh[58646]: 02-09 04:54:14| 10  18  69   0   0|4426M  243M  194M 2877M|6937B 1618B|  20k   44k|1.00  4.99 |3363  5828 |0.96 1.31 0.99|1.0   0 432|   0     0 |   0     0 | 18  278    5   27    0
Sep 02 04:54:15 jammy-provider-cloud-0000007554 dstat.sh[58646]: 02-09 04:54:15| 16   6  77   0   0|4443M  225M  194M 2878M|8593B 1784B| 982k  415k|15.0  36.9 |3057  5155 |0.96 1.30 0.99|  0   0  91|   0     0 |   0     0 | 18  278    5   27    0
Sep 02 04:54:16 jammy-provider-cloud-0000007554 dstat.sh[58646]: 02-09 04:54:16|  3   2  95   0   0|4442M  226M  194M 2878M|5700B 1623B|   0  1174k|   0  71.1 |1291  2269 |0.96 1.30 0.99|2.0   0 2.0|   0     0 |   0     0 | 18  278    5   27    0
Sep 02 04:54:17 jammy-provider-cloud-0000007554 dstat.sh[58646]: 02-09 04:54:17|  2   1  96   0   0|4442M  226M  194M 2878M|8295B 1843B|   0  1070k|   0  63.9 |1219  2124 |0.96 1.30 0.99|  0   0   0|   0     0 |   0     0 | 18  278    6   27    0
Sep 02 04:54:18 jammy-provider-cloud-0000007554 dstat.sh[58646]: 02-09 04:54:18|  2   1  96   0   0|4442M  226M  194M 2878M|6301B 1680B|   0   552k|   0  10.0 |1076  1788 |0.96 1.30 0.99|  0   0   0|   0     0 |   0     0 | 18  278    6   27    0
Sep 02 04:54:19 jammy-provider-cloud-0000007554 dstat.sh[58646]: 02-09 04:54:19|  3   1  96   0   0|4442M  226M  194M 2878M|  15k 2400B|   0  4096B|   0  1.00 |1016  1690 |0.96 1.30 0.99|  0   0   0|   0     0 |   0     0 | 18  279    6   27    0
Sep 02 04:54:20 jammy-provider-cloud-0000007554 dstat.sh[58646]: 02-09 04:54:20|  2   1  95   0   0|4442M  225M  194M 2879M| 460k   13k|   0    12k|   0  2.00 |1524  2005 |0.89 1.28 0.99|1.0   0   0|   0     0 |   0     0 | 18  279    6   27    0
Sep 02 04:54:21 jammy-provider-cloud-0000007554 dstat.sh[58646]: 02-09 04:54:21|  3   1  92   0   0|4443M  223M  194M 2880M|1442k   35k|   0  1844k|   0  2.00 |2331  2631 |0.89 1.28 0.99|3.0   0   0|   0     0 |   0     0 | 18  279    6   27    0
Sep 02 04:54:22 jammy-provider-cloud-0000007554 dstat.sh[58646]: 02-09 04:54:22|  2   1  96   0   0|4443M  222M  194M 2880M| 224k 6634B|   0    16k|   0  1.00 |1218  1832 |0.89 1.28 0.99|  0   0   0|   0     0 |   0     0 | 18  279    6   27    0
Sep 02 04:54:23 jammy-provider-cloud-0000007554 dstat.sh[58646]: 02-09 04:54:23|  4   2  92   0   0|4444M  221M  194M 2881M| 960k   23k|   0  1705k|   0  43.0 |2298  3129 |0.89 1.28 0.99|  0   0   0|   0     0 |   0     0 | 18  279    6   27    0
Sep 02 04:54:24 jammy-provider-cloud-0000007554 dstat.sh[58646]: 02-09 04:54:24|  4   1  93   0   0|4443M  221M  194M 2882M| 327k 7697B|   0   420k|   0  9.99 |1486  2286 |0.89 1.28 0.99|  0   0   0|   0     0 |   0     0 | 18  279    6   27    0
Sep 02 04:54:25 jammy-provider-cloud-0000007554 dstat.sh[58646]: 02-09 04:54:25|  4   1  93   0   0|4443M  221M  194M 2882M| 478k 8647B|  32k  692k|2.00  23.0 |1809  2778 |0.81 1.26 0.98|  0   0   0|   0     0 |   0     0 | 18  279    6   27    0
Sep 02 04:54:26 jammy-provider-cloud-0000007554 dstat.sh[58646]: 02-09 04:54:26| 12   9  78   1   0|4466M  185M  194M 2894M| 194k 4546B| 572k   14M|63.0   157 |4270  7838 |0.81 1.26 0.98|1.0   0  52|   0     0 |   0     0 | 18  278    6   28    0
Sep 02 04:54:27 jammy-provider-cloud-0000007554 dstat.sh[58646]: 02-09 04:54:27| 11  14  69   5   0|4452M  187M  195M 2906M|8112B 1620B|   0    22M|   0  2018 |7772    14k|0.81 1.26 0.98|1.0   0 147|   0     0 |   0     0 | 18  278    6   28    0
Sep 02 04:54:28 jammy-provider-cloud-0000007554 dstat.sh[58646]: 02-09 04:54:28| 25   7  67   1   0|4454M  184M  195M 2906M|8514B 1720B|   0  1425k|   0  79.3 |2382  3342 |0.81 1.26 0.98|2.0   0  55|   0     0 |   0     0 | 18  278    6   28    0
Sep 02 04:54:29 jammy-provider-cloud-0000007554 dstat.sh[58646]: 02-09 04:54:29| 24   8  65   1   0|4461M  176M  195M 2907M|6093B 1561B|   0  2543k|   0   252 |3204  5386 |0.81 1.26 0.98|1.0   0  63|   0     0 |   0     0 | 18  278    6   28    0
Sep 02 04:54:30 jammy-provider-cloud-0000007554 dstat.sh[58646]: 02-09 04:54:30| 25   7  66   1   0|4456M  179M  195M 2909M|8712B 1624B|   0  1395k|   0  60.1 |2686  3932 |0.75 1.24 0.98|1.0   0  51|   0     0 |   0     0 | 18  278    6   28    0
Sep 02 04:54:31 jammy-provider-cloud-0000007554 dstat.sh[58646]: 02-09 04:54:31| 17   9  72   1   0|4458M  148M  195M 2937M|6953B 1618B|1890k 4399k| 457   106 |2443  3453 |0.75 1.24 0.98|1.0   0  26|   0     0 |   0     0 | 18  278    6   28    0
Sep 02 04:54:32 jammy-provider-cloud-0000007554 dstat.sh[58646]: 02-09 04:54:32| 21   6  72   0   0|4460M  144M  195M 2937M|6916B 1512B|  12k   20k|1.00  1.00 |1614  2292 |0.75 1.24 0.98|1.0   0  18|   0     0 |   0     0 | 18  278    6   28    0
Sep 02 04:54:33 jammy-provider-cloud-0000007554 dstat.sh[58646]: 02-09 04:54:33| 16  14  69   0   0|4463M  140M  195M 2938M|6005B 1772B| 393k  481k|9.02  39.1 |3860  7171 |0.75 1.24 0.98|2.0   0  96|   0     0 |   0     0 | 18  278    6   28    0
Sep 02 04:54:34 jammy-provider-cloud-0000007554 dstat.sh[58646]: 02-09 04:54:34| 21  11  67   0   0|4341M  260M  195M 2940M|7960B 2159B|2453k  112k| 106  2.00 |5894  7846 |0.75 1.24 0.98|3.0   0  54|   0     0 |   0     0 | 18  270    6   32    0
Sep 02 04:54:35 jammy-provider-cloud-0000007554 dstat.sh[58646]: 02-09 04:54:35| 35   3  61   0   0|4221M  379M  195M 2940M|4661B 1250B|  76k  743k|6.95  55.6 |2047  3070 |0.77 1.24 0.98|4.0   0 2.0|   0     0 |   0     0 | 18  270    6   30    0
Sep 02 04:54:36 jammy-provider-cloud-0000007554 dstat.sh[58646]: 02-09 04:54:36| 25   6  68   0   0|4274M  326M  195M 2941M|7863B 1724B|  68k   52k|17.1  4.02 |2633  4337 |0.77 1.24 0.98|3.0   0 6.0|   0     0 |   0     0 | 18  278    6   34    0
Sep 02 04:54:37 jammy-provider-cloud-0000007554 dstat.sh[58646]: 02-09 04:54:37| 17   7  75   1   0|4152M  441M  195M 2948M|6066B 1558B|6857k  163k| 121  2.98 |1715  2512 |0.77 1.24 0.98|1.0   0 1.0|   0     0 |   0     0 | 18  270    6   38    0
Sep 02 04:54:38 jammy-provider-cloud-0000007554 dstat.sh[58646]: 02-09 04:54:38|  3   1  95   0   0|4152M  441M  195M 2948M|6157B 1622B|   0    36k|   0  1.00 |1037  1747 |0.77 1.24 0.98|  0   0   0|   0     0 |   0     0 | 18  270    6   38    0
Sep 02 04:54:39 jammy-provider-cloud-0000007554 dstat.sh[58646]: 02-09 04:54:39|  2   1  97   0   0|4152M  441M  195M 2948M|7416B 1582B|4096B 8192B|1.00  2.00 |1013  1717 |0.77 1.24 0.98|  0   0   0|   0     0 |   0     0 | 18  270    6   38    0
Sep 02 04:54:40 jammy-provider-cloud-0000007554 dstat.sh[58646]: 02-09 04:54:40|  2   1  95   0   0|4151M  442M  195M 2948M|5613B 1736B|   0  4255k|   0   491 |1271  1908 |0.71 1.21 0.97|  0   0   0|   0     0 |   0     0 | 18  270    6   38    0
Sep 02 04:54:41 jammy-provider-cloud-0000007554 dstat.sh[58646]: 02-09 04:54:41|  2   0  96   0   0|4151M  442M  195M 2948M|5590B 1620B|   0   428k|   0  4.00 | 975  1720 |0.71 1.21 0.97|  0   0   0|   0     0 |   0     0 | 18  270    6   38    0
Sep 02 04:54:42 jammy-provider-cloud-0000007554 dstat.sh[58646]: 02-09 04:54:42|  1   0  96   0   0|4151M  442M  195M 2948M|5559B 1618B|   0     0 |   0     0 | 976  1701 |0.71 1.21 0.97|  0   0   0|   0     0 |   0     0 | 18  270    6   38    0
Sep 02 04:54:43 jammy-provider-cloud-0000007554 dstat.sh[58646]: 02-09 04:54:43|  3   1  94   0   0|4151M  442M  195M 2948M|4799B 1622B|   0   388k|   0  40.0 |1314  2272 |0.71 1.21 0.97|  0   0   0|   0     0 |   0     0 | 18  270    6   38    0
Sep 02 04:54:44 jammy-provider-cloud-0000007554 dstat.sh[58646]: 02-09 04:54:44|  2   1  96   0   0|4152M  441M  195M 2948M|6179B 1656B|   0  3956k|   0   300 |1178  1814 |0.71 1.21 0.97|  0   0   0|   0     0 |   0     0 | 18  270    6   38    0
Sep 02 04:54:45 jammy-provider-cloud-0000007554 dstat.sh[58646]: 02-09 04:54:45|  3   1  94   0   0|4152M  441M  195M 2948M|9300B 1513B|   0   400k|   0  44.0 |1379  2349 |0.65 1.19 0.97|  0   0   0|   0     0 |   0     0 | 18  270    6   38    0
Sep 02 04:54:46 jammy-provider-cloud-0000007554 dstat.sh[58646]: 02-09 04:54:46|  2   0  97   0   0|4152M  441M  195M 2948M|6121B 1620B|   0    32k|   0  4.00 |1105  1832 |0.65 1.19 0.97|  0   0 2.0|   0     0 |   0     0 | 18  270    6   38    0
Sep 02 04:54:47 jammy-provider-cloud-0000007554 dstat.sh[58646]: 02-09 04:54:47|  4   6  87   1   0|4129M  441M  195M 2970M|4858B 1689B|  20M  416k| 225  15.0 |2264  3736 |0.65 1.19 0.97|1.0   0  35|   0     0 |   0     0 | 18  270    0   34    0
Sep 02 04:54:48 jammy-provider-cloud-0000007554 dstat.sh[58646]: 02-09 04:54:48| 26   5  70   0   0|4161M  409M  195M 2971M|5886B 1889B| 232k  400k|23.0  10.0 |2348  3240 |0.65 1.19 0.97|1.0   0  52|   0     0 |   0     0 | 18  270    1   34    0
