Sep 02 06:31:44 jammy-provider-cloud-0000007556 systemd[1]: Started Devstack devstack@dstat.service.
Sep 02 06:31:44 jammy-provider-cloud-0000007556 dstat.sh[58839]: ----system---- ----total-usage---- ------memory-usage----- -net/total- -dsk/total- --io/total- ---system-- ---load-avg--- ---procs--- ---paging-- ----swap--- ------tcp-sockets-------
Sep 02 06:31:44 jammy-provider-cloud-0000007556 dstat.sh[58839]:      time     |usr sys idl wai stl| used  free  buf   cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out | used  free|lis  act  syn  tim  clo
Sep 02 06:34:46 jammy-provider-cloud-0000007556 dstat.sh[58839]: 02-09 06:34:46| 12   4  84   0   0|1660M  971M  171M 4938M|9770B 2387B|   0   208k|   0  11.0 |1134  1648 |1.93 1.46 0.78|1.0   0  64|   0     0 |   0     0 | 10   49    4   29    0
Sep 02 06:34:47 jammy-provider-cloud-0000007556 dstat.sh[58839]: 02-09 06:34:47|  2   1  97   0   0|1660M  971M  171M 4938M| 139k 5006B|   0  2180k|   0  96.0 |1007  1444 |1.93 1.46 0.78|1.0   0   0|   0     0 |   0     0 | 10   49    4   29    0
Sep 02 06:34:48 jammy-provider-cloud-0000007556 dstat.sh[58839]: 02-09 06:34:48| 14   8  77   1   0|1670M  959M  171M 4939M|  52k 3145B|4105B 4967k|1.00   332 |2197  3564 |2.01 1.48 0.80|1.0   0  61|   0     0 |   0     0 | 10   48    4   30    0
Sep 02 06:34:49 jammy-provider-cloud-0000007556 dstat.sh[58839]: 02-09 06:34:49| 16  10  73   2   0|1692M  887M  171M 4987M|7851B 1620B|   0  4576k|   0   131 |2010  2937 |2.01 1.48 0.80|1.0   0  41|   0     0 |   0     0 | 10   48    4   30    0
Sep 02 06:34:50 jammy-provider-cloud-0000007556 dstat.sh[58839]: 02-09 06:34:50| 15  10  73   0   0|1692M  888M  171M 4987M|8074B 1617B|   0     0 |   0     0 |1785  1957 |2.01 1.48 0.80|2.0   0  83|   0     0 |   0     0 | 10   48    4   30    0
Sep 02 06:34:51 jammy-provider-cloud-0000007556 dstat.sh[58839]: 02-09 06:34:51| 23   3  73   0   0|1717M  863M  171M 4987M|6677B 1708B|   0     0 |   0     0 |1051  1158 |2.01 1.48 0.80|1.0   0  13|   0     0 |   0     0 | 10   48    4   30    0
Sep 02 06:34:52 jammy-provider-cloud-0000007556 dstat.sh[58839]: 02-09 06:34:52| 19   6  74   0   0|1655M  973M  172M 4939M|6145B 1617B| 160k   20k|9.98  3.00 |1579  1979 |2.01 1.48 0.80|1.0   0  92|   0     0 |   0     0 | 10   48    4   30    0
Sep 02 06:34:53 jammy-provider-cloud-0000007556 dstat.sh[58839]: 02-09 06:34:53| 17  15  66   0   0|1650M  977M  172M 4939M|5683B 1623B|   0  4104B|   0  1.00 |3728    11k|2.01 1.49 0.80|1.0   0 293|   0     0 |   0     0 | 10   48    4   30    0
Sep 02 06:34:54 jammy-provider-cloud-0000007556 dstat.sh[58839]: 02-09 06:34:54|  0   0  99   0   0|1650M  977M  172M 4939M|6352B 1690B|   0   259k|   0  2.00 | 633   995 |2.01 1.49 0.80|  0   0 9.0|   0     0 |   0     0 | 10   48    4   30    0
Sep 02 06:34:55 jammy-provider-cloud-0000007556 dstat.sh[58839]: 02-09 06:34:55|  0   0  98   0   0|1650M  977M  172M 4939M|4431B 1458B|   0  4096B|   0  1.00 | 581   919 |2.01 1.49 0.80|1.0   0 3.0|   0     0 |   0     0 | 10   48    4   30    0
Sep 02 06:34:56 jammy-provider-cloud-0000007556 dstat.sh[58839]: 02-09 06:34:56|  0   0  98   0   0|1650M  977M  172M 4939M|5431B 1619B|   0     0 |   0     0 | 604   867 |2.01 1.49 0.80|1.0   0 3.0|   0     0 |   0     0 | 10   48    4   30    0
Sep 02 06:34:57 jammy-provider-cloud-0000007556 dstat.sh[58839]: 02-09 06:34:57|  0   1  98   0   0|1650M  977M  172M 4939M|5493B 1620B|   0  2663k|   0  15.0 | 763  1282 |2.01 1.49 0.80|1.0   0 1.0|   0     0 |   0     0 | 10   48    4   30    0
Sep 02 06:34:58 jammy-provider-cloud-0000007556 dstat.sh[58839]: 02-09 06:34:58| 12  13  74   0   0|1619M 1009M  172M 4940M|4434B 1624B|   0   365k|   0  23.1 |3358  8647 |1.93 1.48 0.80|1.0   0 184|   0     0 |   0     0 | 10   48    4   30    0
Sep 02 06:34:59 jammy-provider-cloud-0000007556 dstat.sh[58839]: 02-09 06:34:59| 13  15  70   0   0|1647M  981M  172M 4939M|6450B 1616B|   0  4087B|   0  1.00 |3809  7276 |1.93 1.48 0.80|1.0   0 331|   0     0 |   0     0 | 11   48    4   30    0
Sep 02 06:35:00 jammy-provider-cloud-0000007556 dstat.sh[58839]: 02-09 06:35:00| 18  17  65   0   0|1647M  981M  172M 4939M|5213B 1734B|   0  4105B|   0  1.00 |5197  9087 |1.93 1.48 0.80|1.0   0 264|   0     0 |   0     0 | 11   48    4   30    0
Sep 02 06:35:01 jammy-provider-cloud-0000007556 dstat.sh[58839]: 02-09 06:35:01|  4   5  88   1   0|1648M  979M  172M 4940M|6657B 1511B|   0  6737k|   0   310 |1907  3399 |1.93 1.48 0.80|1.0   0 127|   0     0 |   0     0 | 11   48    4   30    0
Sep 02 06:35:02 jammy-provider-cloud-0000007556 dstat.sh[58839]: 02-09 06:35:02| 18  15  67   0   0|1653M  974M  172M 4940M|6280B 1695B|   0  4501k|   0   229 |5316  9591 |1.93 1.48 0.80|1.0   0 254|   0     0 |   0     0 | 13   50    4   31    0
Sep 02 06:35:03 jammy-provider-cloud-0000007556 dstat.sh[58839]: 02-09 06:35:03| 11  19  70   0   0|1652M  975M  172M 4940M|8034B 1640B|   0    64k|   0  15.0 |3242  5716 |1.86 1.48 0.81|1.0   0 529|   0     0 |   0     0 | 13   50    4   25    0
Sep 02 06:35:04 jammy-provider-cloud-0000007556 dstat.sh[58839]: 02-09 06:35:04| 28  18  53   0   0|1671M  956M  172M 4940M|7565B 1693B|   0    32k|   0  6.00 |6337    13k|1.86 1.48 0.81|2.0   0 317|   0     0 |   0     0 | 13   50    4   26    0
Sep 02 06:35:05 jammy-provider-cloud-0000007556 dstat.sh[58839]: 02-09 06:35:05| 37  14  48   0   0|1743M  884M  172M 4940M|4644B 1700B|   0    48k|   0  3.99 |4109  8711 |1.86 1.48 0.81|2.0   0 250|   0     0 |   0     0 | 13   50    4   26    0
Sep 02 06:35:06 jammy-provider-cloud-0000007556 dstat.sh[58839]: 02-09 06:35:06| 25   5  69   0   0|1812M  814M  172M 4941M|5422B 1623B|  32k  565k|2.00  6.01 |1694  2720 |1.86 1.48 0.81|3.0   0  10|   0     0 |   0     0 | 13   58    4   28    0
Sep 02 06:35:07 jammy-provider-cloud-0000007556 dstat.sh[58839]: 02-09 06:35:07| 23   4  72   0   0|1862M  764M  172M 4941M|5271B 1692B|   0   116k|   0  11.0 |1173  1654 |1.86 1.48 0.81|3.0   0 6.0|   0     0 |   0     0 | 13   58    4   28    0
Sep 02 06:35:08 jammy-provider-cloud-0000007556 dstat.sh[58839]: 02-09 06:35:08|  8   2  90   0   0|1878M  747M  172M 4942M|5684B 1621B|   0   456k|   0  24.0 |1418  3058 |1.71 1.45 0.80|2.0   0 2.0|   0     0 |   0     0 | 13   58    4   28    0
Sep 02 06:35:09 jammy-provider-cloud-0000007556 dstat.sh[58839]: 02-09 06:35:09|  2   2  96   0   0|1856M  769M  172M 4942M|6555B 1555B|   0  1001k|   0  3.00 | 857  1310 |1.71 1.45 0.80|2.0   0  25|   0     0 |   0     0 | 13   58    4   28    0
Sep 02 06:35:10 jammy-provider-cloud-0000007556 dstat.sh[58839]: 02-09 06:35:10| 18  13  68   0   0|1870M  755M  172M 4942M|5594B 1806B|   0     0 |   0     0 |3829  9392 |1.71 1.45 0.80|1.0   0 195|   0     0 |   0     0 | 13   56    4   22    0
Sep 02 06:35:11 jammy-provider-cloud-0000007556 dstat.sh[58839]: 02-09 06:35:11| 15  14  70   0   0|1875M  749M  172M 4942M|5345B 1690B|   0    36k|   0  7.98 |3374  8775 |1.71 1.45 0.80|2.0   0 259|   0     0 |   0     0 | 13   56    4   22    0
Sep 02 06:35:12 jammy-provider-cloud-0000007556 dstat.sh[58839]: 02-09 06:35:12| 20  19  58   0   0|1877M  747M  172M 4942M|6231B 1846B|   0  2352k|   0   171 |5340    10k|1.71 1.45 0.80|1.0   0 374|   0     0 |   0     0 | 13   50    5   19    0
Sep 02 06:35:13 jammy-provider-cloud-0000007556 dstat.sh[58839]: 02-09 06:35:13| 18   9  71   0   0|1884M  741M  172M 4942M|6550B 1788B|   0  8192B|   0  2.00 |3557  7770 |1.57 1.43 0.80|1.0   0 125|   0     0 |   0     0 | 13   58    5   19    0
Sep 02 06:35:14 jammy-provider-cloud-0000007556 dstat.sh[58839]: 02-09 06:35:14| 26  16  57   0   0|1696M  928M  172M 4942M|6519B 1622B|   0   276k|   0  3.00 |2524  4346 |1.57 1.43 0.80|3.0   0 401|   0     0 |   0     0 | 13   50    5   21    0
Sep 02 06:35:15 jammy-provider-cloud-0000007556 dstat.sh[58839]: 02-09 06:35:15| 32  22  45   0   0|1758M  866M  172M 4942M|  10k 1737B|   0    32k|   0  8.01 |3387  7557 |1.57 1.43 0.80|3.0   0 528|   0     0 |   0     0 | 13   50    5   21    0
Sep 02 06:35:16 jammy-provider-cloud-0000007556 dstat.sh[58839]: 02-09 06:35:16| 47  16  37   0   0|1849M  774M  172M 4943M|7906B 1513B|   0    44k|   0  11.0 |3600    12k|1.57 1.43 0.80|3.0   0 218|   0     0 |   0     0 | 13   58    5   24    0
Sep 02 06:35:17 jammy-provider-cloud-0000007556 dstat.sh[58839]: 02-09 06:35:17| 44   6  50   0   0|1975M  648M  172M 4943M|8018B 1620B|   0  1680k|   0   218 |1451  3475 |1.57 1.43 0.80|2.0   0 4.0|   0     0 |   0     0 | 13   58    5   24    0
Sep 02 06:35:18 jammy-provider-cloud-0000007556 dstat.sh[58839]: 02-09 06:35:18| 23   4  73   0   0|2016M  605M  172M 4945M|6977B 1566B| 140k 8191B|35.0  2.00 |1086  1871 |1.52 1.42 0.80|2.0   0 5.0|   0     0 |   0     0 | 13   60    5   22    0
Sep 02 06:35:19 jammy-provider-cloud-0000007556 dstat.sh[58839]: 02-09 06:35:19| 24   5  62   8   0|2022M  585M  172M 4959M|5624B 1768B|   0    30M|   0  2882 |  12k   26k|1.52 1.42 0.80|3.0   0 4.0|   0     0 |   0     0 | 13   60    5   22    0
Sep 02 06:35:20 jammy-provider-cloud-0000007556 dstat.sh[58839]: 02-09 06:35:20| 36  15  45   4   0|2168M  431M  172M 4967M|6329B 1710B|   0    13M|   0  1486 |9991    28k|1.52 1.42 0.80|4.0   0  97|   0     0 |   0     0 | 14   83    5   33    0
Sep 02 06:35:21 jammy-provider-cloud-0000007556 dstat.sh[58839]: 02-09 06:35:21| 15  20  64   0   0|2196M  401M  172M 4967M|6079B 1619B|   0  3590k|   0   205 |4182  7634 |1.52 1.42 0.80|2.0   0 495|   0     0 |   0     0 | 14   85    5   33    0
Sep 02 06:35:22 jammy-provider-cloud-0000007556 dstat.sh[58839]: 02-09 06:35:22| 13  19  66   1   0|2200M  398M  172M 4968M|5732B 1621B|   0    51M|   0   103 |4399  9747 |1.52 1.42 0.80|2.0   0 279|   0     0 |   0     0 | 14   85    5   32    0
Sep 02 06:35:23 jammy-provider-cloud-0000007556 dstat.sh[58839]: 02-09 06:35:23| 41  10  49   0   0|2304M  293M  172M 4968M|6450B 1616B|   0    11M|   0   659 |3098  4728 |1.56 1.43 0.81|3.0   0 128|   0     0 |   0     0 | 14   86    5   32    0
Sep 02 06:35:24 jammy-provider-cloud-0000007556 dstat.sh[58839]: 02-09 06:35:24| 31  11  57   0   0|2358M  239M  172M 4968M|6236B 1511B|   0  1882k|   0  40.0 |2767  4235 |1.56 1.43 0.81|1.0   0 152|   0     0 |   0     0 | 14   89    5   33    0
Sep 02 06:35:25 jammy-provider-cloud-0000007556 dstat.sh[58839]: 02-09 06:35:25|  9  20  72   0   0|2359M  238M  172M 4968M|5512B 1623B|   0   730k|   0  50.1 |2818  4234 |1.56 1.43 0.81|2.0   0 335|   0     0 |   0     0 | 14   89    5   33    0
Sep 02 06:35:26 jammy-provider-cloud-0000007556 dstat.sh[58839]: 02-09 06:35:26|  9  20  70   0   0|2373M  224M  172M 4969M|8104B 1566B|   0    76k|   0  6.00 |2751  4062 |1.56 1.43 0.81|1.0   0 344|   0     0 |   0     0 | 14   91    5   27    0
Sep 02 06:35:27 jammy-provider-cloud-0000007556 dstat.sh[58839]: 02-09 06:35:27| 16  10  72   0   0|2409M  188M  172M 4969M|7836B 1691B|   0    40k|   0  3.99 |1816  2483 |1.56 1.43 0.81|2.0   0 163|   0     0 |   0     0 | 14   91    5   27    0
Sep 02 06:35:28 jammy-provider-cloud-0000007556 dstat.sh[58839]: 02-09 06:35:28| 22   4  73   0   0|2380M  216M  172M 4969M|5374B 1697B|   0   605k|   0  16.0 |1880  3234 |1.52 1.42 0.81|1.0   0  55|   0     0 |   0     0 | 14   93    5   28    0
Sep 02 06:35:29 jammy-provider-cloud-0000007556 dstat.sh[58839]: 02-09 06:35:29| 23   4  73   0   0|2440M  156M  172M 4969M|6392B 1621B|   0   248k|   0  20.0 |1772  2982 |1.52 1.42 0.81|1.0   0 8.0|   0     0 |   0     0 | 14   97    5   29    0
Sep 02 06:35:30 jammy-provider-cloud-0000007556 dstat.sh[58839]: 02-09 06:35:30| 28   5  66   1   0|2476M  120M  172M 4969M|7535B 1709B|   0  1731k|   0   239 |4290  7969 |1.52 1.42 0.81|2.0   0 6.0|   0     0 |   0     0 | 14  106    5   31    0
Sep 02 06:35:31 jammy-provider-cloud-0000007556 dstat.sh[58839]: 02-09 06:35:31| 30   6  63   0   0|2462M  138M  172M 4965M|9632B 1583B|  16k 1030k|2.00  62.9 |1937  3176 |1.52 1.42 0.81|2.0   0 111|   0     0 |   0     0 | 14  106    5   31    0
Sep 02 06:35:32 jammy-provider-cloud-0000007556 dstat.sh[58839]: 02-09 06:35:32| 28   4  68   1   0|2483M  130M  172M 4953M|5383B 1695B|  44k 6984k|4.00   693 |3445  5870 |1.52 1.42 0.81|4.0   0 5.0|   0     0 |   0     0 | 14  106    5   32    0
Sep 02 06:35:33 jammy-provider-cloud-0000007556 dstat.sh[58839]: 02-09 06:35:33| 42   9  48   0   0|2517M  128M  171M 4922M|6157B 1624B| 457k 1062k|19.0  61.1 |1942  2610 |1.56 1.43 0.81|2.0   0  97|   0     0 |   0     0 | 14  106    5   32    0
Sep 02 06:35:34 jammy-provider-cloud-0000007556 dstat.sh[58839]: 02-09 06:35:34| 28   7  65   0   0|2516M  147M  170M 4906M|7817B 1636B|1440k  431k|29.9  30.9 |1724  2247 |1.56 1.43 0.81|2.0   0  57|   0     0 |   0     0 | 14  110    5   33    0
Sep 02 06:35:35 jammy-provider-cloud-0000007556 dstat.sh[58839]: 02-09 06:35:35| 22   5  73   0   0|2500M  163M  170M 4906M|6341B 1693B|   0   288k|   0  18.0 |1469  1993 |1.56 1.43 0.81|1.0   0  51|   0     0 |   0     0 | 14  110    5   34    0
Sep 02 06:35:36 jammy-provider-cloud-0000007556 dstat.sh[58839]: 02-09 06:35:36| 23   4  72   1   0|2537M  134M  170M 4898M|5878B 1624B|   0  1572k|   0  97.2 |1363  2165 |1.56 1.43 0.81|1.0   0 1.0|   0     0 |   0     0 | 14  114    5   35    0
Sep 02 06:35:37 jammy-provider-cloud-0000007556 dstat.sh[58839]: 02-09 06:35:37| 22   7  71   0   0|2540M  130M  170M 4898M|5312B 1616B| 164k  615k|4.99  74.8 |2153  3456 |1.56 1.43 0.81|2.0   0  82|   0     0 |   0     0 | 14  112    5   36    0
Sep 02 06:35:38 jammy-provider-cloud-0000007556 dstat.sh[58839]: 02-09 06:35:38| 22   5  73   0   0|2511M  175M  169M 4883M|4855B 1588B|  96k 1386k|5.01   212 |1544  2015 |1.51 1.42 0.82|1.0   0  55|   0     0 |   0     0 | 14  112    5   37    0
Sep 02 06:35:39 jammy-provider-cloud-0000007556 dstat.sh[58839]: 02-09 06:35:39| 22   4  73   0   0|2564M  122M  169M 4883M|5328B 1620B|4095B  768k|1.00  48.0 |1173  1622 |1.51 1.42 0.82|2.0   0   0|   0     0 |   0     0 | 14  112    5   37    0
Sep 02 06:35:40 jammy-provider-cloud-0000007556 dstat.sh[58839]: 02-09 06:35:40| 25   6  65   1   0|2530M  171M  169M 4868M|5450B 1752B| 744k 1672k| 129   244 |4078  8270 |1.51 1.42 0.82|1.0   0  43|   0     0 |   0     0 | 14  113    5   39    0
Sep 02 06:35:41 jammy-provider-cloud-0000007556 dstat.sh[58839]: 02-09 06:35:41| 22   5  71   1   0|2575M  126M  169M 4869M|8640B 1619B|  92k 4542k|5.00   292 |1884  3034 |1.51 1.42 0.82|1.0   0  12|   0     0 |   0     0 | 14  115    5   39    0
Sep 02 06:35:42 jammy-provider-cloud-0000007556 dstat.sh[58839]: 02-09 06:35:42| 29   2  68   0   0|2582M  119M  169M 4869M|6879B 1565B| 128k 1479k|3.00   116 |2956  5455 |1.51 1.42 0.82|2.0   0   0|   0     0 |   0     0 | 14  117    5   39    0
Sep 02 06:35:43 jammy-provider-cloud-0000007556 dstat.sh[58839]: 02-09 06:35:43| 29   6  64   0   0|2580M  135M  169M 4854M|  12k 1695B| 264k 2725k|21.0   331 |2484  3851 |1.47 1.42 0.82|1.0   0  72|   0     0 |   0     0 | 14  117    5   40    0
Sep 02 06:35:44 jammy-provider-cloud-0000007556 dstat.sh[58839]: 02-09 06:35:44| 21   8  70   1   0|2541M  174M  169M 4854M|7916B 1622B|   0   941k|   0   111 |2870  4840 |1.47 1.42 0.82|2.0   0 105|   0     0 |   0     0 | 14  117    5   41    0
Sep 02 06:35:45 jammy-provider-cloud-0000007556 dstat.sh[58839]: 02-09 06:35:45| 22   5  73   0   0|2600M  116M  169M 4854M|9087B 1510B|   0   519k|   0  31.0 |1377  1859 |1.47 1.42 0.82|2.0   0  42|   0     0 |   0     0 | 14  117    5   41    0
Sep 02 06:35:46 jammy-provider-cloud-0000007556 dstat.sh[58839]: 02-09 06:35:46| 26   3  70   0   0|2600M  130M  169M 4840M|8042B 1736B|   0   952k|   0   101 |2542  5105 |1.47 1.42 0.82|1.0   0   0|   0     0 |   0     0 | 14  119    5   41    0
Sep 02 06:35:47 jammy-provider-cloud-0000007556 dstat.sh[58839]: 02-09 06:35:47| 34  16  49   1   0|2566M  161M  169M 4843M|8947B 1752B|3224k 1684k|94.0   152 |4774  9330 |1.47 1.42 0.82|2.0   0 289|   0     0 |   0     0 | 14  117    5   42    0
Sep 02 06:35:48 jammy-provider-cloud-0000007556 dstat.sh[58839]: 02-09 06:35:48| 30   3  66   0   0|2607M  135M  169M 4828M|5767B 1795B|  68k 1191k|5.00  76.9 |1958  3297 |1.35 1.39 0.81|1.0   0   0|   0     0 |   0     0 | 14  117    5   43    0
Sep 02 06:35:49 jammy-provider-cloud-0000007556 dstat.sh[58839]: 02-09 06:35:49| 10  18  71   0   0|2572M  170M  169M 4828M|6535B 1873B|  84k  517k|10.0  29.0 |2404  3472 |1.35 1.39 0.81|1.0   0 254|   0     0 |   0     0 | 14  117    5   42    0
Sep 02 06:35:50 jammy-provider-cloud-0000007556 dstat.sh[58839]: 02-09 06:35:50| 12  18  70   0   0|2570M  172M  169M 4828M|7552B 1567B|  12k  645k|2.00  48.0 |2856  4421 |1.35 1.39 0.81|2.0   0 299|   0     0 |   0     0 | 14  117    5   42    0
Sep 02 06:35:51 jammy-provider-cloud-0000007556 dstat.sh[58839]: 02-09 06:35:51| 20  16  62   1   0|2580M  162M  169M 4829M|6060B 1730B| 340k 2613k|13.0   162 |5767    11k|1.35 1.39 0.81|3.0   0 198|   0     0 |   0     0 | 14  117    5   42    0
Sep 02 06:35:52 jammy-provider-cloud-0000007556 dstat.sh[58839]: 02-09 06:35:52| 30  22  46   0   0|2622M  126M  169M 4822M|6571B 1511B|  48k  240k|7.00  21.0 |3950  7069 |1.35 1.39 0.81|3.0   0 560|   0     0 |   0     0 | 14  117    5   42    0
Sep 02 06:35:53 jammy-provider-cloud-0000007556 dstat.sh[58839]: 02-09 06:35:53| 40  19  40   0   0|2668M  127M  169M 4777M|6020B 1767B| 845k 3757k|46.1   356 |6787    12k|1.40 1.40 0.82|6.0   0 260|   0     0 |   0     0 | 16  123    5   42    0
Sep 02 06:35:54 jammy-provider-cloud-0000007556 dstat.sh[58839]: 02-09 06:35:54| 55  28  15   0   0|2810M  124M  169M 4640M|8172B 1692B| 160k 9013k|21.0   589 |5857    14k|1.40 1.40 0.82|5.0   0 627|   0     0 |   0     0 | 16  129    5   42    0
Sep 02 06:35:55 jammy-provider-cloud-0000007556 dstat.sh[58839]: 02-09 06:35:55| 60  23  17   0   0|2914M  133M  169M 4529M|5707B 1620B|5593k 1304k| 261   205 |6016    15k|1.40 1.40 0.82|6.0   0 289|   0     0 |   0     0 | 16  129    5   42    0
Sep 02 06:35:56 jammy-provider-cloud-0000007556 dstat.sh[58839]: 02-09 06:35:56| 49  23  27   0   0|3007M  130M  169M 4442M|7124B 1780B|  28k 5705k|3.00   417 |4757    12k|1.40 1.40 0.82|3.0   0 572|   0     0 |   0     0 | 16  145    5   42    0
Sep 02 06:35:57 jammy-provider-cloud-0000007556 dstat.sh[58839]: 02-09 06:35:57| 23  20  55   0   0|3042M  122M  169M 4415M|5492B 1618B| 943k 1630k| 140   209 |3450  5336 |1.40 1.40 0.82|1.0   0 348|   0     0 |   0     0 | 17  145    5   42    0
Sep 02 06:35:58 jammy-provider-cloud-0000007556 dstat.sh[58839]: 02-09 06:35:58| 20  17  62   0   0|3052M  135M  169M 4392M|5757B 1566B|1344k 2295k|56.0   387 |5702  9281 |1.37 1.40 0.82|2.0   0 181|   0     0 |   0     0 | 17  149    5   42    0
Sep 02 06:35:59 jammy-provider-cloud-0000007556 dstat.sh[58839]: 02-09 06:35:59| 31  22  46   0   0|3110M  129M  169M 4342M|5334B 1514B|  32k  613k|7.01  84.1 |3409  5909 |1.37 1.40 0.82|2.0   0 467|   0     0 |   0     0 | 17  149    5   42    0
Sep 02 06:36:00 jammy-provider-cloud-0000007556 dstat.sh[58839]: 02-09 06:36:00| 41  22  36   0   0|3212M  125M  169M 4246M|5141B 1694B|  24k  500k|5.00  45.0 |6797    15k|1.37 1.40 0.82|4.0   0 293|   0     0 |   0     0 | 17  161    5   42    0
Sep 02 06:36:01 jammy-provider-cloud-0000007556 dstat.sh[58839]: 02-09 06:36:01| 34  23  43   0   0|3274M  130M  169M 4181M|5828B 1800B| 252k 5053k|9.00   406 |4147  7462 |1.37 1.40 0.82|2.0   0 601|   0     0 |   0     0 | 17  161    5   42    0
Sep 02 06:36:02 jammy-provider-cloud-0000007556 dstat.sh[58839]: 02-09 06:36:02| 30  22  46   0   0|3350M  126M  169M 4110M|5488B 1619B|8187B  708k|2.00  74.9 |4868    11k|1.37 1.40 0.82|1.0   0 502|   0     0 |   0     0 | 17  167    5   42    0
Sep 02 06:36:03 jammy-provider-cloud-0000007556 dstat.sh[58839]: 02-09 06:36:03| 10  22  67   0   0|3348M  130M  169M 4108M|5173B 1693B|   0   480k|   0  33.0 |3080  4975 |1.26 1.37 0.82|2.0   0 325|   0     0 |   0     0 | 17  171    5   41    0
Sep 02 06:36:04 jammy-provider-cloud-0000007556 dstat.sh[58839]: 02-09 06:36:04| 29  16  52   0   0|3390M  129M  169M 4068M|6576B 1622B| 140k  344k|3.00  24.0 |5087    14k|1.26 1.37 0.82|2.0   0 234|   0     0 |   0     0 | 17  173    5   42    0
Sep 02 06:36:05 jammy-provider-cloud-0000007556 dstat.sh[58839]: 02-09 06:36:05| 44   9  46   0   0|3506M  133M  169M 3950M|4957B 1615B|  52k 4757k|6.98   383 |1860  2351 |1.26 1.37 0.82|4.0   0 1.0|   0     0 |   0     0 | 17  173    5   41    0
Sep 02 06:36:06 jammy-provider-cloud-0000007556 dstat.sh[58839]: 02-09 06:36:06| 43   7  49   0   0|3592M  134M  169M 3865M|6785B 1565B|1328k  220k|34.0  15.0 |1741  2591 |1.26 1.37 0.82|3.0 1.0 5.0|   0     0 |   0     0 | 17  178    5   41    0
Sep 02 06:36:07 jammy-provider-cloud-0000007556 dstat.sh[58839]: 02-09 06:36:07| 27  20  51   0   0|3548M  178M  169M 3865M|6024B 1517B|  28k  349k|6.02  22.1 |3590  6034 |1.26 1.37 0.82|3.0   0 489|   0     0 |   0     0 | 17  177    5   37    0
Sep 02 06:36:08 jammy-provider-cloud-0000007556 dstat.sh[58839]: 02-09 06:36:08| 40  25  35   0   0|3539M  184M  169M 3869M|5965B 1728B|1549k  474k|40.8  35.8 |5891    15k|1.40 1.40 0.83|2.0   0 490|   0     0 |   0     0 | 17  189    5   37    0
Sep 02 06:36:09 jammy-provider-cloud-0000007556 dstat.sh[58839]: 02-09 06:36:09| 61  20  18   0   0|3649M  130M  169M 3813M|8024B 1702B| 334k 9155k|9.04   501 |4733  8624 |1.40 1.40 0.83|4.0   0 204|   0     0 |   0     0 | 17  205    5   37    0
Sep 02 06:36:10 jammy-provider-cloud-0000007556 dstat.sh[58839]: 02-09 06:36:10| 77  19   3   0   0|3736M  140M  169M 3718M|5333B 1620B| 468k 1040k|6.00  61.0 |2964  5898 |1.40 1.40 0.83|5.0   0  68|   0     0 |   0     0 | 17  214    5   37    0
Sep 02 06:36:11 jammy-provider-cloud-0000007556 dstat.sh[58839]: 02-09 06:36:11| 73  18   9   0   0|3785M  129M  169M 3682M|6385B 1730B| 116k 1392k|6.00  55.0 |3555    11k|1.40 1.40 0.83|5.0   0  49|   0     0 |   0     0 | 17  214    5   46    0
Sep 02 06:36:12 jammy-provider-cloud-0000007556 dstat.sh[58839]: 02-09 06:36:12| 47  28  24   0   0|3779M  175M  169M 3642M|7813B 1620B|  12k  988k|1.00  54.0 |5414    12k|1.40 1.40 0.83|3.0   0 430|   0     0 |   0     0 | 17  215    5   47    0
Sep 02 06:36:13 jammy-provider-cloud-0000007556 dstat.sh[58839]: 02-09 06:36:13| 51  27  22   0   0|3814M  131M  169M 3651M|5793B 1544B| 569k  645k|5.97  44.8 |  11k   26k|1.53 1.43 0.84|2.0   0 292|   0     0 |   0     0 | 17  215    5   48    0
Sep 02 06:36:14 jammy-provider-cloud-0000007556 dstat.sh[58839]: 02-09 06:36:14| 50  23  27   0   0|3845M  126M  169M 3624M|6332B 1669B|4113B   25M|1.00   662 |3833  7601 |1.53 1.43 0.84|3.0   0 349|   0     0 |   0     0 | 17  216    5   48    0
Sep 02 06:36:15 jammy-provider-cloud-0000007556 dstat.sh[58839]: 02-09 06:36:15| 57  22  21   0   0|3886M  125M  169M 3584M|8666B 1616B|  84k 3097k|2.00   498 |5855    12k|1.53 1.43 0.84| 21   0 350|   0     0 |   0     0 | 17  219    5   44    0
Sep 02 06:36:16 jammy-provider-cloud-0000007556 dstat.sh[58839]: 02-09 06:36:16| 61  23  16   0   0|3933M  125M  169M 3539M|9693B 1626B| 185k  638k|24.1  36.1 |5156    15k|1.53 1.43 0.84|3.0   0 412|   0     0 |   0     0 | 17  223    5   46    0
Sep 02 06:36:17 jammy-provider-cloud-0000007556 dstat.sh[58839]: 02-09 06:36:17| 59  21  20   0   0|3955M  184M  169M 3459M|9775B 1695B|   0  1037k|   0  81.1 |6098    13k|1.53 1.43 0.84|3.0   0 303|   0     0 |   0     0 | 17  225    5   44    0
