May 20 15:07:01 ubuntu systemd[1]: Started devstack@dstat.service - Devstack devstack@dstat.service.
May 20 15:07:01 ubuntu dstat.sh[64874]: ----system---- ----total-usage---- ------memory-usage----- -net/total- -dsk/total- --io/total- ---system-- ---load-avg--- ---procs--- ---paging-- ---total--- ------tcp-sockets-------
May 20 15:07:01 ubuntu dstat.sh[64874]:      time     |usr sys idl wai stl| used  free  buf   cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out | used  free|lis  act  syn  tim  clo
May 20 15:17:37 ubuntu dstat.sh[64874]: 20-05 15:17:37|  2   1  97   0   0|5183M  205M  189M 2237M|5709B 1662B|   0   104k|   0  15.0 |1152  1726 |0.65 1.21 1.04|  0   0   0|   0     0 |           | 18  276    0   18    0
May 20 15:17:38 ubuntu dstat.sh[64874]: 20-05 15:17:38|  2   1  98   0   0|5184M  205M  189M 2237M|4999B 1458B|   0  4097B|   0  1.00 | 973  1366 |0.65 1.21 1.04|  0   0   0|   0     0 |           | 18  276    0   18    0
May 20 15:17:39 ubuntu dstat.sh[64874]: 20-05 15:17:39|  1   0  96   0   0|5183M  205M  189M 2237M|5099B 1620B|   0  1732k|   0  98.0 |1115  1694 |0.65 1.21 1.04|  0   0   0|   0     0 |           | 18  276    0   18    0
May 20 15:17:40 ubuntu dstat.sh[64874]: 20-05 15:17:40|  2   1  97   0   0|5182M  207M  189M 2237M|4629B 1623B|   0   216k|   0  21.0 |1182  1642 |0.65 1.21 1.04|  0   0   0|   0     0 |           | 18  276    0   18    0
May 20 15:17:41 ubuntu dstat.sh[64874]: 20-05 15:17:41|  1   0  97   0   0|5180M  208M  189M 2237M|4807B 1617B|   0    32k|   0  3.99 | 963  1346 |0.60 1.19 1.03|  0   0 1.0|   0     0 |           | 18  276    0   18    0
May 20 15:17:42 ubuntu dstat.sh[64874]: 20-05 15:17:42|  1   1  97   0   0|5179M  209M  189M 2237M|4630B 1455B|   0     0 |   0     0 | 924  1328 |0.60 1.19 1.03|  0   0   0|   0     0 |           | 18  276    0   18    0
May 20 15:17:43 ubuntu dstat.sh[64874]: 20-05 15:17:43|  2   1  96   0   0|5178M  210M  189M 2237M|5529B 1623B|  16k  533k|1.00  45.1 |1380  2070 |0.60 1.19 1.03|  0   0 1.0|   0     0 |           | 18  276    0   18    0
May 20 15:17:44 ubuntu dstat.sh[64874]: 20-05 15:17:44|  3   1  96   1   0|5178M  211M  189M 2237M|5161B 1662B|   0   172k|   0  27.0 |1459  2230 |0.60 1.19 1.03|  0   0   0|   0     0 |           | 18  276    0   18    0
May 20 15:17:45 ubuntu dstat.sh[64874]: 20-05 15:17:45|  2   0  96   0   0|5178M  211M  189M 2237M|4613B 1618B|   0   224k|   0  25.0 |1281  1879 |0.60 1.19 1.03|  0   0   0|   0     0 |           | 18  276    0   18    0
May 20 15:17:46 ubuntu dstat.sh[64874]: 20-05 15:17:46|  2   1  97   0   0|5178M  210M  189M 2237M|4302B 1460B|   0   156k|   0  14.0 |1053  1437 |0.55 1.17 1.02|  0   0   0|   0     0 |           | 18  276    0   18    0
May 20 15:17:47 ubuntu dstat.sh[64874]: 20-05 15:17:47|  1   0  96   0   0|5178M  210M  189M 2237M|4439B 1661B|   0   476k|   0  41.0 |1089  1474 |0.55 1.17 1.02|  0   0   0|   0     0 |           | 18  276    0   18    0
May 20 15:17:48 ubuntu dstat.sh[64874]: 20-05 15:17:48|  1   1  98   0   0|5178M  210M  189M 2237M|4333B 1752B|   0    32k|   0  5.00 | 964  1311 |0.55 1.17 1.02|  0   0   0|   0     0 |           | 18  276    0   18    0
May 20 15:17:49 ubuntu dstat.sh[64874]: 20-05 15:17:49|  1   0  98   0   0|5178M  210M  189M 2237M|4337B 1458B|   0     0 |   0     0 | 955  1280 |0.55 1.17 1.02|  0   0   0|   0     0 |           | 18  276    0   18    0
May 20 15:17:50 ubuntu dstat.sh[64874]: 20-05 15:17:50|  2   0  97   0   0|5178M  210M  189M 2237M|4805B 1686B|   0     0 |   0     0 | 969  1317 |0.55 1.17 1.02|  0   0   0|   0     0 |           | 18  276    0   18    0
May 20 15:17:51 ubuntu dstat.sh[64874]: 20-05 15:17:51|  2   1  97   0   0|5178M  211M  189M 2237M|4945B 1687B|   0   244k|   0  23.0 |1327  1856 |0.51 1.15 1.02|1.0   0 1.0|   0     0 |           | 18  276    0   18    0
May 20 15:17:52 ubuntu dstat.sh[64874]: 20-05 15:17:52|  1   1  97   0   0|5178M  211M  189M 2237M|5218B 1619B|   0    88k|   0  13.0 |1194  1736 |0.51 1.15 1.02|  0   0   0|   0     0 |           | 18  276    0   18    0
May 20 15:17:53 ubuntu dstat.sh[64874]: 20-05 15:17:53|  2   1  97   0   0|5178M  211M  189M 2237M|4818B 1500B|   0   236k|   0  28.0 |1332  1947 |0.51 1.15 1.02|2.0   0   0|   0     0 |           | 18  276    0   18    0
May 20 15:17:54 ubuntu dstat.sh[64874]: 20-05 15:17:54|  1   1  96   0   0|5178M  211M  189M 2237M|5522B 1621B|   0   184k|   0  27.0 |1482  2311 |0.51 1.15 1.02|  0   0   0|   0     0 |           | 18  276    0   18    0
May 20 15:17:55 ubuntu dstat.sh[64874]: 20-05 15:17:55|  2   0  96   0   0|5178M  211M  189M 2237M|6119B 1620B|   0    80k|   0  12.0 |1254  1807 |0.51 1.15 1.02|  0   0   0|   0     0 |           | 18  276    0   18    0
May 20 15:17:56 ubuntu dstat.sh[64874]: 20-05 15:17:56|  2   0  98   0   0|5178M  211M  189M 2237M|6680B 1621B|   0     0 |   0     0 | 947  1258 |0.46 1.13 1.01|  0   0   0|   0     0 |           | 18  276    0   18    0
May 20 15:17:57 ubuntu dstat.sh[64874]: 20-05 15:17:57|  1   1  97   0   0|5178M  211M  189M 2237M|5578B 1619B|   0   776k|   0  46.0 | 979  1440 |0.46 1.13 1.01|  0   0   0|   0     0 |           | 18  276    0   18    0
May 20 15:17:58 ubuntu dstat.sh[64874]: 20-05 15:17:58|  1   0  98   0   0|5178M  211M  189M 2237M|4414B 1295B|   0    32k|   0  5.00 | 969  1326 |0.46 1.13 1.01|  0   0   0|   0     0 |           | 18  276    0   18    0
May 20 15:17:59 ubuntu dstat.sh[64874]: 20-05 15:17:59|  2   1  96   0   0|5178M  211M  189M 2237M|8391B 1316B|   0     0 |   0     0 |1061  1434 |0.46 1.13 1.01|1.0   0   0|   0     0 |           | 18  276    0   18    0
May 20 15:18:00 ubuntu dstat.sh[64874]: 20-05 15:18:00|  2   0  97   0   0|5178M  211M  189M 2237M|2454B   66B|   0     0 |   0     0 | 942  1359 |0.46 1.13 1.01|  0   0   0|   0     0 |           | 18  276    0   16    0
May 20 15:18:01 ubuntu dstat.sh[64874]: 20-05 15:18:01|  1   0  97   0   0|5178M  211M  189M 2237M|3178B  162B|   0    52k|   0  7.00 |1025  1452 |0.43 1.11 1.01|  0   0 1.0|   0     0 |           | 18  276    0   16    0
May 20 15:18:02 ubuntu dstat.sh[64874]: 20-05 15:18:02|  2   1  97   0   0|5178M  211M  189M 2237M|3931B  810B|   0    48k|   0  6.00 |1014  1409 |0.43 1.11 1.01|  0   0 2.0|   0     0 |           | 18  276    0   16    0
May 20 15:18:03 ubuntu dstat.sh[64874]: 20-05 15:18:03|  2   1  95   0   0|5180M  208M  189M 2237M|3011B  132B|   0   156k|   0  22.0 |1466  2040 |0.43 1.11 1.01|  0   0 6.0|   0     0 |           | 18  276    0   16    0
May 20 15:18:04 ubuntu dstat.sh[64874]: 20-05 15:18:04|  3   1  95   0   0|5180M  208M  189M 2237M|3187B  347B|   0   312k|   0  39.0 |1582  2303 |0.43 1.11 1.01|  0   0   0|   0     0 |           | 18  276    0   14    0
May 20 15:18:05 ubuntu dstat.sh[64874]: 20-05 15:18:05|  3   2  93   0   0|5175M  213M  189M 2237M|8992B 1191B|   0  1595k|   0   298 |1883  2243 |0.43 1.11 1.01|1.0   0  18|   0     0 |           | 18  276    0   14    0
May 20 15:18:06 ubuntu dstat.sh[64874]: 20-05 15:18:06|  2   1  97   0   0|5175M  213M  189M 2237M|3513B   54B|   0   348k|   0  52.0 |1167  1739 |0.39 1.09 1.00|  0   0   0|   0     0 |           | 18  276    0   14    0
May 20 15:18:07 ubuntu dstat.sh[64874]: 20-05 15:18:07|  2   1  97   1   0|5175M  213M  189M 2237M|3124B    0 |   0   200k|   0  23.0 |1178  1829 |0.39 1.09 1.00|1.0   0   0|   0     0 |           | 18  276    0   14    0
May 20 15:18:08 ubuntu dstat.sh[64874]: 20-05 15:18:08|  1   0  97   0   0|5175M  213M  189M 2237M|3319B  324B|   0  8180B|   0  2.00 | 951  1323 |0.39 1.09 1.00|  0   0   0|   0     0 |           | 18  276    0   14    0
May 20 15:18:09 ubuntu dstat.sh[64874]: 20-05 15:18:09|  1   1  97   0   0|5175M  213M  189M 2237M|4689B 1328B|   0   720k|   0  43.0 |1076  1502 |0.39 1.09 1.00|  0   0   0|   0     0 |           | 18  276    0   14    0
May 20 15:18:10 ubuntu dstat.sh[64874]: 20-05 15:18:10|  1   0  97   0   0|5175M  213M  189M 2237M|4232B 1512B|   0   188k|   0  30.0 | 944  1343 |0.39 1.09 1.00|  0   0   0|   0     0 |           | 18  276    0   14    0
May 20 15:18:11 ubuntu dstat.sh[64874]: 20-05 15:18:11|  1   1  96   1   0|5175M  213M  189M 2237M|5164B 1566B|   0  3280k|   0   145 |1351  2048 |0.36 1.07 0.99|  0   0 1.0|   0     0 |           | 18  276    0   14    0
May 20 15:18:12 ubuntu dstat.sh[64874]: 20-05 15:18:12|  1   1  97   0   0|5175M  213M  189M 2237M|5101B 1620B|   0    48k|   0  7.00 | 911  1251 |0.36 1.07 0.99|  0   0   0|   0     0 |           | 18  276    0   14    0
May 20 15:18:13 ubuntu dstat.sh[64874]: 20-05 15:18:13|  1   1  96   0   0|5175M  213M  189M 2237M|4918B 1619B|   0   100k|   0  13.0 |1126  1596 |0.36 1.07 0.99|  0   0   0|   0     0 |           | 18  276    0   14    0
May 20 15:18:14 ubuntu dstat.sh[64874]: 20-05 15:18:14|  2   1  96   0   0|5175M  213M  189M 2237M|5221B 1662B|   0   388k|   0  42.0 |1410  2147 |0.36 1.07 0.99|  0   0   0|   0     0 |           | 18  276    0   14    0
May 20 15:18:15 ubuntu dstat.sh[64874]: 20-05 15:18:15|  3   1  96   0   0|5175M  213M  189M 2237M|4867B 1686B|   0   464k|   0  45.0 |1501  2330 |0.36 1.07 0.99|  0   0   0|   0     0 |           | 18  276    0   14    0
May 20 15:18:16 ubuntu dstat.sh[64874]: 20-05 15:18:16|  1   0  97   0   0|5175M  213M  189M 2237M|5659B 1713B|   0    52k|   0  7.00 |1056  1410 |0.33 1.05 0.99|  0   0   0|   0     0 |           | 18  276    0   14    0
May 20 15:18:17 ubuntu dstat.sh[64874]: 20-05 15:18:17|  1   1  97   0   0|5175M  213M  189M 2237M|4878B 1458B|   0   180k|   0  14.0 | 991  1370 |0.33 1.05 0.99|  0   0   0|   0     0 |           | 18  276    0   14    0
May 20 15:18:18 ubuntu dstat.sh[64874]: 20-05 15:18:18|  2   1  98   0   0|5175M  213M  189M 2237M|2917B  456B|   0    32k|   0  4.00 | 937  1285 |0.33 1.05 0.99|  0   0   0|   0     0 |           | 18  276    0   14    0
May 20 15:18:19 ubuntu dstat.sh[64874]: 20-05 15:18:19|  1   1  98   0   0|5175M  213M  189M 2237M|2340B    0 |   0     0 |   0     0 | 861  1245 |0.33 1.05 0.99|  0   0   0|   0     0 |           | 18  276    0   14    0
May 20 15:18:20 ubuntu dstat.sh[64874]: 20-05 15:18:20|  2   1  97   0   0|5175M  213M  189M 2237M|2286B   66B|   0     0 |   0     0 | 853  1276 |0.33 1.05 0.99|  0   0   0|   0     0 |           | 18  276    0   14    0
May 20 15:18:21 ubuntu dstat.sh[64874]: 20-05 15:18:21|  1   1  96   0   0|5175M  213M  189M 2237M|4150B 1134B|   0   264k|   0  23.0 |1219  1792 |0.30 1.04 0.98|  0   0 1.0|   0     0 |           | 18  276    0   14    0
May 20 15:18:22 ubuntu dstat.sh[64874]: 20-05 15:18:22|  2   1  97   0   0|5175M  213M  189M 2237M|3732B  972B|   0    88k|   0  13.0 |1104  1651 |0.30 1.04 0.98|  0   0   0|   0     0 |           | 18  276    0   14    0
May 20 15:18:23 ubuntu dstat.sh[64874]: 20-05 15:18:23|  2   1  96   0   0|5175M  213M  189M 2237M|2281B    0 |   0   152k|   0  21.0 |1250  1859 |0.30 1.04 0.98|  0   0 1.0|   0     0 |           | 18  276    0   14    0
May 20 15:18:24 ubuntu dstat.sh[64874]: 20-05 15:18:24|  2   0  95   1   0|5175M  213M  189M 2237M|2399B    0 |   0   636k|   0  58.0 |1458  2265 |0.30 1.04 0.98|  0   0   0|   0     0 |           | 18  276    0   14    0
May 20 15:18:25 ubuntu dstat.sh[64874]: 20-05 15:18:25| 11   7  82   0   0|5207M  181M  189M 2237M|4251B 1950B|   0   168k|   0  24.0 |2339  2245 |0.30 1.04 0.98|  0   0  37|   0     0 |           | 18  277    0   14    0
May 20 15:18:26 ubuntu dstat.sh[64874]: 20-05 15:18:26| 16   2  82   0   0|5211M  177M  189M 2237M|9703B 5989B|  24k   48k|3.00  3.00 |2560  3133 |0.52 1.07 1.00|  0   0 2.0|   0     0 |           | 18  281    0   14    0
May 20 15:18:27 ubuntu dstat.sh[64874]: 20-05 15:18:27|  7  16  76   0   0|5204M  184M  189M 2238M|5907B 2931B|   0     0 |   0     0 |4847  4070 |0.52 1.07 1.00|1.0   0 316|   0     0 |           | 18  280    0   15    0
May 20 15:18:28 ubuntu dstat.sh[64874]: 20-05 15:18:28|  5   8  86   0   0|5195M  192M  189M 2238M|3000B   74B|   0   363k|   0  25.9 |3034  2952 |0.52 1.07 1.00|  0   0 146|   0     0 |           | 18  280    1   15    0
May 20 15:18:29 ubuntu dstat.sh[64874]: 20-05 15:18:29| 12   7  79   0   0|5212M  176M  189M 2238M|  15k  873B| 180k   52k|4.00  5.99 |2597  2463 |0.52 1.07 1.00|1.0   0  41|   0     0 |           | 18  280    0   15    0
May 20 15:18:30 ubuntu dstat.sh[64874]: 20-05 15:18:30| 28   6  66   0   0|5267M  120M  189M 2238M|3009B  108B| 152k    0 |10.0     0 |3321  3536 |0.52 1.07 1.00|2.0   0 3.0|   0     0 |           | 18  280    0   15    0
May 20 15:18:31 ubuntu dstat.sh[64874]: 20-05 15:18:31| 23   4  70   2   0|5282M  171M  189M 2174M|3988B  306B|2036k  700k| 209  19.0 |2677  2666 |0.56 1.07 1.00|1.0 1.0 2.0|   0     0 |           | 18  278    0   15    2
May 20 15:18:32 ubuntu dstat.sh[64874]: 20-05 15:18:32| 23   5  71   1   0|5282M  168M  189M 2176M|2982B    0 |1161k  516k| 111  6.00 |2442  2188 |0.56 1.07 1.00|3.0   0 3.0|   0     0 |           | 18  278    0   15    2
May 20 15:18:33 ubuntu dstat.sh[64874]: 20-05 15:18:33| 25   4  68   0   0|5309M  142M  189M 2177M|3429B    0 |8189B 1332k|2.00   109 |4935  6447 |0.56 1.07 1.00|1.0   0   0|   0     0 |           | 18  279    0   12    2
May 20 15:18:34 ubuntu dstat.sh[64874]: 20-05 15:18:34| 25   4  70   1   0|5316M  134M  189M 2177M|3360B    0 | 352k  768k|26.0  89.0 |5471  7199 |0.56 1.07 1.00|1.0   0   0|   0     0 |           | 18  284    0   13    2
May 20 15:18:35 ubuntu dstat.sh[64874]: 20-05 15:18:35| 20   6  69   1   0|5310M  177M  189M 2141M|4398B  950B| 948k 1435k|46.0   194 |5018    16k|0.56 1.07 1.00|  0   0  37|   0     0 |           | 18  285    0   17    2
May 20 15:18:36 ubuntu dstat.sh[64874]: 20-05 15:18:36| 13   2  84   1   0|5300M  187M  189M 2141M|4919B  889B| 273k 4779k|11.0   621 |3545  5026 |0.76 1.10 1.01|  0   0   0|   0     0 |           | 18  285    0   19    2
May 20 15:18:37 ubuntu dstat.sh[64874]: 20-05 15:18:37|  5   1  90   1   0|5300M  187M  189M 2141M|3238B  396B|   0  5531k|   0   385 |2515  3833 |0.76 1.10 1.01|  0   0   0|   0     0 |           | 18  285    0    8    2
May 20 15:18:38 ubuntu dstat.sh[64874]: 20-05 15:18:38|  6   2  92   0   0|5302M  185M  189M 2141M|4221B   66B|  16k 1159k|1.00  90.2 |1970  2775 |0.76 1.10 1.01|1.0   0   0|   0     0 |           | 18  287    0    8    2
May 20 15:18:39 ubuntu dstat.sh[64874]: 20-05 15:18:39|  7   1  89   1   0|5303M  184M  189M 2141M|  11k 1835B|  64k  850k|3.99   103 |2535  3554 |0.76 1.10 1.01|1.0   0   0|   0     0 |           | 18  285    0    9    2
May 20 15:18:40 ubuntu dstat.sh[64874]: 20-05 15:18:40| 24   5  69   1   0|5303M  183M  189M 2142M|3676B    0 |  16k 2386k|1.00   283 |6963    10k|0.76 1.10 1.01|2.0   0 1.0|   0     0 |           | 18  288    0   11    2
May 20 15:18:41 ubuntu dstat.sh[64874]: 20-05 15:18:41| 23   5  68   1   0|5305M  182M  189M 2142M|3902B    0 |   0  2200k|   0   199 |7169    10k|0.94 1.13 1.02|2.0   0 1.0|   0     0 |           | 18  289    0   11    2
May 20 15:18:42 ubuntu dstat.sh[64874]: 20-05 15:18:42| 11   3  83   1   0|5307M  179M  189M 2142M|4579B  945B|  32k 6046k|2.00   634 |3876  5867 |0.94 1.13 1.02|  0   0 2.0|   0     0 |           | 18  287    0   13    2
May 20 15:18:43 ubuntu dstat.sh[64874]: 20-05 15:18:43|  9   2  87   1   0|5307M  179M  189M 2142M|4042B  810B|   0  1128k|   0   123 |2844  3884 |0.94 1.13 1.02|  0   0   0|   0     0 |           | 18  287    0   14    2
May 20 15:18:44 ubuntu dstat.sh[64874]: 20-05 15:18:44| 13   4  81   2   0|5307M  178M  189M 2142M|8984B 1033B|   0  2957k|   0   296 |4931  7780 |0.94 1.13 1.02|1.0   0   0|   0     0 |           | 18  288    0   14    2
May 20 15:18:45 ubuntu dstat.sh[64874]: 20-05 15:18:45| 25   5  66   1   0|5309M  176M  189M 2143M|3175B   66B|   0  8133k|   0   621 |8276    13k|0.94 1.13 1.02|1.0   0   0|   0     0 |           | 18  288    0   16    2
May 20 15:18:46 ubuntu dstat.sh[64874]: 20-05 15:18:46| 12   3  82   2   0|5310M  176M  189M 2143M|3696B  941B|   0  2516k|   0   240 |4340  6802 |0.86 1.11 1.01|  0   0   0|   0     0 |           | 18  287    0   17    2
May 20 15:18:47 ubuntu dstat.sh[64874]: 20-05 15:18:47| 10   3  86   1   0|5311M  175M  189M 2143M|3801B  942B|   0  1364k|   0   154 |3300  4812 |0.86 1.11 1.01|1.0   0   0|   0     0 |           | 18  287    0   19    2
May 20 15:18:48 ubuntu dstat.sh[64874]: 20-05 15:18:48| 10   2  87   1   0|5311M  174M  189M 2143M|3072B  875B|   0  1044k|   0   116 |2790  3990 |0.86 1.11 1.01|  0   0   0|   0     0 |           | 18  287    0   20    2
May 20 15:18:49 ubuntu dstat.sh[64874]: 20-05 15:18:49|  5   1  92   0   0|5311M  174M  189M 2143M|3487B   66B|   0   652k|   0  64.0 |1974  2696 |0.86 1.11 1.01|2.0   0   0|   0     0 |           | 18  289    0   20    2
May 20 15:18:50 ubuntu dstat.sh[64874]: 20-05 15:18:50| 15   2  81   1   0|5312M  172M  189M 2143M|9942B 1775B| 148k 1173k|8.00   139 |3758  4951 |0.86 1.11 1.01|1.0   0   0|   0     0 |           | 18  287    0   20    2
May 20 15:18:51 ubuntu dstat.sh[64874]: 20-05 15:18:51|  7   2  89   1   0|5313M  172M  189M 2143M|4177B  876B|   0  1232k|   0   130 |2751  4251 |0.79 1.09 1.01|  0   0 2.0|   0     0 |           | 18  287    0   20    2
May 20 15:18:52 ubuntu dstat.sh[64874]: 20-05 15:18:52|  7   2  89   1   0|5313M  172M  189M 2143M|  10k 1840B|   0  1324k|   0   147 |2856  4291 |0.79 1.09 1.01|  0   0   0|   0     0 |           | 18  287    0   21    2
May 20 15:18:53 ubuntu dstat.sh[64874]: 20-05 15:18:53| 11   3  85   1   0|5313M  172M  189M 2143M|8389B 1034B|   0  4971k|   0   345 |4270  6793 |0.79 1.09 1.01|1.0   0   0|   0     0 |           | 18  288    0   21    2
May 20 15:18:54 ubuntu dstat.sh[64874]: 20-05 15:18:54| 25   5  67   1   0|5314M  171M  189M 2144M|2690B    0 |   0  4156k|   0   396 |8565    13k|0.79 1.09 1.01|1.0   0   0|   0     0 |           | 18  288    0   26    2
May 20 15:18:55 ubuntu dstat.sh[64874]: 20-05 15:18:55| 25   6  66   2   0|5314M  169M  189M 2144M|3612B    0 |   0  2580k|   0   322 |7991    12k|0.79 1.09 1.01|1.0 1.0   0|   0     0 |           | 18  288    0   27    2
May 20 15:18:56 ubuntu dstat.sh[64874]: 20-05 15:18:56| 24   4  69   1   0|5316M  168M  189M 2145M|3786B    0 |   0  1835k|   0   177 |7780    11k|0.81 1.09 1.01|1.0   0   0|   0     0 |           | 18  288    0   29    2
May 20 15:18:57 ubuntu dstat.sh[64874]: 20-05 15:18:57|  3   1  94   0   0|5316M  168M  189M 2145M|3237B    0 |   0  6338k|   0   792 |1828  2116 |0.81 1.09 1.01|  0   0 1.0|   0     0 |           | 18  289    0   29    2
May 20 15:18:58 ubuntu dstat.sh[64874]: 20-05 15:18:58|  4   1  94   0   0|5316M  168M  189M 2145M|2519B    0 |   0   476k|   0  27.0 |1453  1815 |0.81 1.09 1.01|  0   0   0|   0     0 |           | 18  289    0   29    2
May 20 15:18:59 ubuntu dstat.sh[64874]: 20-05 15:18:59| 12   3  85   1   0|5316M  167M  189M 2145M|8740B 1379B|   0   897k|   0  98.1 |3895  5541 |0.81 1.09 1.01|1.0 1.0   0|   0     0 |           | 18  289    0   29    2
May 20 15:19:00 ubuntu dstat.sh[64874]: 20-05 15:19:00| 26   5  65   3   0|5316M  167M  189M 2145M|2228B    0 |   0  9427k|   0   797 |9627    16k|0.81 1.09 1.01|1.0   0   0|   0     0 |           | 18  288    0   34    2
May 20 15:19:01 ubuntu dstat.sh[64874]: 20-05 15:19:01| 24   3  69   0   0|5318M  165M  189M 2145M|3276B    0 |  64k 1024k|4.00   116 |6476  8929 |0.82 1.09 1.00|1.0   0 1.0|   0     0 |           | 18  290    0   34    2
May 20 15:19:02 ubuntu dstat.sh[64874]: 20-05 15:19:02| 10   2  85   1   0|5320M  162M  189M 2146M|2747B    0 | 207k 5977k|11.9   158 |3011  4215 |0.82 1.09 1.00|  0   0 2.0|   0     0 |           | 18  288    0   34    2
May 20 15:19:03 ubuntu dstat.sh[64874]: 20-05 15:19:03| 12   3  81   1   0|5322M  161M  189M 2146M|4040B  967B|   0  1896k|   0   202 |3895  5611 |0.82 1.09 1.00|  0   0 6.0|   0     0 |           | 18  288    0   38    2
May 20 15:19:04 ubuntu dstat.sh[64874]: 20-05 15:19:04| 10   2  87   1   0|5325M  158M  189M 2146M|3619B 1150B|  64k 1088k|4.00   128 |2804  4121 |0.82 1.09 1.00|  0   0   0|   0     0 |           | 18  288    0   39    2
May 20 15:19:05 ubuntu dstat.sh[64874]: 20-05 15:19:05|  9   2  88   1   0|5326M  157M  189M 2146M|  10k 1096B|4096B 1132k|1.00   126 |2961  4286 |0.82 1.09 1.00|  0   0   0|   0     0 |           | 18  289    0   39    2
May 20 15:19:06 ubuntu dstat.sh[64874]: 20-05 15:19:06| 12   2  83   1   0|5331M  151M  189M 2146M|4550B  783B|   0  5642k|   0   400 |3760  6207 |0.92 1.10 1.01|2.0   0   0|   0     0 |           | 18  288    0   43    2
May 20 15:19:07 ubuntu dstat.sh[64874]: 20-05 15:19:07|  7   2  91   0   0|5334M  148M  189M 2146M|2702B    0 |   0   753k|   0  82.1 |2086  2834 |0.92 1.10 1.01|2.0   0   0|   0     0 |           | 18  289    0   46    2
May 20 15:19:08 ubuntu dstat.sh[64874]: 20-05 15:19:08|  6   1  91   0   0|5338M  144M  189M 2146M|8745B 1835B|   0   882k|   0   122 |2304  3606 |0.92 1.10 1.01|  0   0   0|   0     0 |           | 18  288    0   47    2
May 20 15:19:09 ubuntu dstat.sh[64874]: 20-05 15:19:09| 10   3  85   1   0|5338M  144M  189M 2146M|8083B 2261B|   0  1273k|   0   139 |3089  4255 |0.92 1.10 1.01|1.0   0   0|   0     0 |           | 18  289    0   48    2
May 20 15:19:10 ubuntu dstat.sh[64874]: 20-05 15:19:10|  9   2  86   1   0|5338M  144M  189M 2146M|3259B  809B|   0  1007k|   0   138 |3066  4381 |0.92 1.10 1.01|  0   0   0|   0     0 |           | 18  289    0   50    2
May 20 15:19:11 ubuntu dstat.sh[64874]: 20-05 15:19:11| 11   3  85   1   0|5339M  143M  189M 2147M|8436B 1030B|  16k 1524k|1.00   156 |3438  4761 |0.92 1.10 1.01|1.0   0 1.0|   0     0 |           | 18  289    0   52    2
May 20 15:19:12 ubuntu dstat.sh[64874]: 20-05 15:19:12|  8   2  88   1   0|5339M  143M  189M 2147M|3015B    0 |   0  1459k|   0   161 |2625  4153 |0.92 1.10 1.01|4.0 1.0   0|   0     0 |           | 18  290    0   55    2
May 20 15:19:13 ubuntu dstat.sh[64874]: 20-05 15:19:13|  4   1  91   0   0|5339M  143M  189M 2147M|4442B  959B|   0  2318k|   0   101 |2140  3287 |0.92 1.10 1.01|  0   0   0|   0     0 |           | 18  289    0   55    2
May 20 15:19:14 ubuntu dstat.sh[64874]: 20-05 15:19:14| 13   3  82   1   0|5350M  132M  189M 2147M|4466B  966B|   0  1674k|   0   195 |4059  5871 |0.92 1.10 1.01|  0   0   0|   0     0 |           | 18  289    0   59    2
May 20 15:19:15 ubuntu dstat.sh[64874]: 20-05 15:19:15|  7   3  87   2   0|5350M  131M  189M 2147M|3363B    0 |   0  7149k|   0   464 |3096  4800 |0.92 1.10 1.01|  0   0   0|   0     0 |           | 18  289    0   60    2
May 20 15:19:16 ubuntu dstat.sh[64874]: 20-05 15:19:16|  6   2  91   1   0|5350M  131M  189M 2147M|3751B   94B|   0   565k|   0  62.2 |2035  2682 |0.85 1.08 1.00|  0   0   0|   0     0 |           | 18  289    0   60    2
May 20 15:19:17 ubuntu dstat.sh[64874]: 20-05 15:19:17|  5   1  93   1   0|5350M  131M  189M 2147M|3061B    0 |   0   460k|   0  51.0 |1800  2511 |0.85 1.08 1.00|3.0   0   0|   0     0 |           | 18  289    0   60    2
May 20 15:19:18 ubuntu dstat.sh[64874]: 20-05 15:19:18|  4   1  92   0   0|5350M  131M  189M 2147M|3121B  140B|   0  5410k|   0   673 |1963  2535 |0.85 1.08 1.00|  0   0   0|   0     0 |           | 18  289    0   61    2
May 20 15:19:19 ubuntu dstat.sh[64874]: 20-05 15:19:19|  5   2  94   0   0|5350M  131M  189M 2147M|2780B    0 |   0   285k|   0  19.1 |1480  1965 |0.85 1.08 1.00|1.0   0   0|   0     0 |           | 18  290    0   63    2
May 20 15:19:20 ubuntu dstat.sh[64874]: 20-05 15:19:20|  6   1  89   1   0|5350M  131M  189M 2147M|5197B 1768B|   0  1216k|   0   156 |2754  4245 |0.85 1.08 1.00|  0   0   0|   0     0 |           | 18  289    0   63    2
May 20 15:19:21 ubuntu dstat.sh[64874]: 20-05 15:19:21| 11   2  85   1   0|5350M  131M  189M 2147M|5632B  992B|   0  1464k|   0   200 |3707  5502 |0.86 1.08 1.00|  0   0 1.0|   0     0 |           | 18  289    0   66    2
May 20 15:19:22 ubuntu dstat.sh[64874]: 20-05 15:19:22|  9   2  87   1   0|5350M  131M  189M 2147M|3861B  944B|  16k  752k|1.00  72.0 |2908  3916 |0.86 1.08 1.00|  0   0   0|   0     0 |           | 18  289    0   70    2
