Apr 16 18:57:15 ubuntu systemd[1]: Started devstack@dstat.service - Devstack devstack@dstat.service.
Apr 16 18:57:15 ubuntu dstat.sh[65030]: ----system---- ----total-usage---- ------memory-usage----- -net/total- -dsk/total- --io/total- ---system-- ---load-avg--- ---procs--- ---paging-- ---total--- ------tcp-sockets-------
Apr 16 18:57:15 ubuntu dstat.sh[65030]:      time     |usr sys idl wai stl| used  free  buf   cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out | used  free|lis  act  syn  tim  clo
Apr 16 19:05:31 ubuntu dstat.sh[65030]: 16-04 19:05:31|  1   0  96   0   0|5174M  173M  183M 2290M|  63k 3202B|   0   256k|   0  21.0 |1300  1787 |1.78 1.78 1.15|1.0   0 1.0|   0     0 |           | 18  325    0   10    0
Apr 16 19:05:32 ubuntu dstat.sh[65030]: 16-04 19:05:32|  2   1  96   0   0|5174M  172M  183M 2290M| 263k 8181B|4077B 6696k|1.00   107 |1489  1623 |1.63 1.75 1.14|1.0   0 1.0|   0     0 |           | 18  325    0   10    0
Apr 16 19:05:33 ubuntu dstat.sh[65030]: 16-04 19:05:33|  2   2  95   0   0|5173M  173M  183M 2291M| 496k   13k|   0   309k|   0  11.0 |1687  1957 |1.63 1.75 1.14|1.0   0   0|   0     0 |           | 18  325    0   10    0
Apr 16 19:05:34 ubuntu dstat.sh[65030]: 16-04 19:05:34|  3   2  93   0   0|5172M  173M  183M 2292M| 645k   16k|   0   336k|   0  23.0 |2082  2327 |1.63 1.75 1.14|1.0   0 1.0|   0     0 |           | 18  325    0   10    0
Apr 16 19:05:35 ubuntu dstat.sh[65030]: 16-04 19:05:35|  5   3  91   0   0|5172M  173M  183M 2292M| 688k   19k|   0  2065k|   0  3.00 |2803  3541 |1.63 1.75 1.14|1.0   0 3.0|   0     0 |           | 18  325    0   10    0
Apr 16 19:05:36 ubuntu dstat.sh[65030]: 16-04 19:05:36|  6   2  91   0   0|5181M  163M  183M 2292M|  36k 2140B|   0    24k|   0  2.00 |1655  1858 |1.63 1.75 1.14|3.0   0 4.0|   0     0 |           | 18  325    0   10    0
Apr 16 19:05:37 ubuntu dstat.sh[65030]: 16-04 19:05:37| 19   7  72   0   0|5217M  127M  183M 2292M| 146k 4623B| 767k  955k|6.00  18.0 |2804  2433 |1.82 1.79 1.16|2.0   0 7.0|   0     0 |           | 18  325    0   10    0
Apr 16 19:05:38 ubuntu dstat.sh[65030]: 16-04 19:05:38| 10   3  85   0   0|5194M  150M  183M 2293M| 255k 5695B| 256k 4097B|2.00  1.00 |1960  1772 |1.82 1.79 1.16|1.0   0 3.0|   0     0 |           | 18  325    0   10    0
Apr 16 19:05:39 ubuntu dstat.sh[65030]: 16-04 19:05:39|  2   1  96   0   0|5194M  150M  183M 2293M| 336k 7027B|   0   316k|   0  15.0 |1308  1617 |1.82 1.79 1.16|1.0   0   0|   0     0 |           | 18  325    0   10    0
Apr 16 19:05:40 ubuntu dstat.sh[65030]: 16-04 19:05:40|  2   1  95   0   0|5192M  152M  183M 2293M| 251k 6013B|  32k  592k|1.00  45.0 |1683  2333 |1.82 1.79 1.16|1.0   0   0|   0     0 |           | 18  325    0   10    0
Apr 16 19:05:41 ubuntu dstat.sh[65030]: 16-04 19:05:41|  2   2  95   0   0|5191M  152M  183M 2294M| 342k 9013B|   0  2297k|   0   206 |1561  1867 |1.82 1.79 1.16|2.0   0   0|   0     0 |           | 18  325    0   10    0
Apr 16 19:05:42 ubuntu dstat.sh[65030]: 16-04 19:05:42|  2   0  97   0   0|5187M  157M  183M 2294M|  80k 3399B|   0   216k|   0  6.99 |1133  1491 |1.68 1.76 1.15|2.0   0 1.0|   0     0 |           | 18  325    0   10    0
Apr 16 19:05:43 ubuntu dstat.sh[65030]: 16-04 19:05:43|  2   1  97   0   0|5184M  160M  183M 2294M|  44k 2484B|   0   420k|   0  27.0 |1102  1520 |1.68 1.76 1.15|2.0   0   0|   0     0 |           | 18  325    0   10    0
Apr 16 19:05:44 ubuntu dstat.sh[65030]: 16-04 19:05:44|  1   1  96   0   0|5180M  164M  183M 2294M| 192k 6581B|4088B  192k|1.00  2.99 |1264  1654 |1.68 1.76 1.15|1.0   0   0|   0     0 |           | 18  325    0   10    0
Apr 16 19:05:45 ubuntu dstat.sh[65030]: 16-04 19:05:45|  2   1  96   0   0|5177M  166M  183M 2294M|  43k 2664B|   0   416k|   0  29.0 |1304  1892 |1.68 1.76 1.15|1.0   0 1.0|   0     0 |           | 18  325    0   10    0
Apr 16 19:05:46 ubuntu dstat.sh[65030]: 16-04 19:05:46|  2   1  95   0   0|5174M  169M  183M 2294M| 278k 8091B|   0   236k|   0  19.0 |1484  2023 |1.68 1.76 1.15|1.0   0 1.0|   0     0 |           | 18  325    0   10    0
Apr 16 19:05:47 ubuntu dstat.sh[65030]: 16-04 19:05:47|  1   0  97   0   0|5172M  171M  183M 2294M| 128k 4714B|   0   375k|   0  2.00 |1050  1420 |1.54 1.73 1.15|1.0   0   0|   0     0 |           | 18  325    0   10    0
Apr 16 19:05:48 ubuntu dstat.sh[65030]: 16-04 19:05:48|  2   1  96   0   0|5170M  172M  183M 2295M| 220k 6488B|   0   381k|   0  17.0 |1192  1590 |1.54 1.73 1.15|3.0   0   0|   0     0 |           | 18  325    0   10    0
Apr 16 19:05:49 ubuntu dstat.sh[65030]: 16-04 19:05:49| 14  12  71   2   0|5192M  127M  183M 2317M|  12k 1955B|3973k   24M|57.1   757 |6021  7447 |1.54 1.73 1.15|3.0   0  98|   0     0 |           | 18  324    0   11    0
Apr 16 19:05:50 ubuntu dstat.sh[65030]: 16-04 19:05:50| 14  11  69   3   0|5177M  134M  184M 2324M|4156B 1457B|  20k   15M|2.00  1559 |8395    11k|1.54 1.73 1.15|2.0   0 111|   0     0 |           | 18  324    0   11    0
Apr 16 19:05:51 ubuntu dstat.sh[65030]: 16-04 19:05:51| 24   8  67   1   0|5171M  139M  184M 2325M|4099B 1459B|   0  1593k|   0  98.0 |3649  3053 |1.54 1.73 1.15|1.0   0  40|   0     0 |           | 18  324    0   11    0
Apr 16 19:05:52 ubuntu dstat.sh[65030]: 16-04 19:05:52| 23   8  67   1   0|5181M  128M  184M 2326M|4936B 1620B|   0  2200k|   0   235 |3623  2897 |1.50 1.72 1.15|3.0   0  35|   0     0 |           | 18  324    0   11    0
Apr 16 19:05:53 ubuntu dstat.sh[65030]: 16-04 19:05:53| 24   8  66   0   0|5170M  247M  184M 2225M|4696B 1457B|  28k 1428k|3.00  68.0 |3397  3071 |1.50 1.72 1.15|2.0   0  20|   0     0 |           | 18  324    0   11    0
Apr 16 19:05:54 ubuntu dstat.sh[65030]: 16-04 19:05:54| 21   7  70   1   0|5161M  255M  184M 2226M|4639B 1458B| 168k 5707k|41.0   113 |4137  5155 |1.50 1.72 1.15|2.0   0  19|   0     0 |           | 18  324    0   11    0
Apr 16 19:05:55 ubuntu dstat.sh[65030]: 16-04 19:05:55| 20  13  65   0   0|5197M  160M  184M 2282M|4675B 1618B| 639k  136k|33.0  5.99 |3841  9874 |1.50 1.72 1.15|1.0   0  83|   0     0 |           | 18  324    0   12    0
Apr 16 19:05:56 ubuntu dstat.sh[65030]: 16-04 19:05:56| 22   5  73   0   0|5230M  126M  184M 2282M|4667B 1517B| 197k 2665k|14.0  13.0 |2643  2115 |1.50 1.72 1.15|2.0   0  39|   0     0 |           | 18  324    0   11    0
Apr 16 19:05:57 ubuntu dstat.sh[65030]: 16-04 19:05:57|  9   2  87   0   0|5142M  276M  184M 2222M|5200B 1559B|  24k 4078B|2.99  1.00 |1712  1723 |1.46 1.70 1.15|1.0   0  16|   0     0 |           | 18  324    0   11    0
Apr 16 19:05:58 ubuntu dstat.sh[65030]: 16-04 19:05:58|  1   0  98   0   0|5142M  276M  184M 2222M|4765B 1580B|   0     0 |   0     0 | 931  1345 |1.46 1.70 1.15|1.0   0   0|   0     0 |           | 18  324    0   11    0
Apr 16 19:05:59 ubuntu dstat.sh[65030]: 16-04 19:05:59|  1   1  97   0   0|5142M  276M  184M 2222M|4974B 1569B|   0     0 |   0     0 |1050  1472 |1.46 1.70 1.15|1.0   0   0|   0     0 |           | 18  324    0   11    0
Apr 16 19:06:00 ubuntu dstat.sh[65030]: 16-04 19:06:00|  2   1  95   0   0|5142M  276M  184M 2222M|5336B 1661B|  32k  704k|1.00  64.0 |1699  2652 |1.46 1.70 1.15|2.0   0 1.0|   0     0 |           | 18  324    0    7    0
Apr 16 19:06:01 ubuntu dstat.sh[65030]: 16-04 19:06:01|  2   1  96   1   0|5142M  276M  184M 2222M|5175B 1622B|   0   128k|   0  15.0 |1286  1883 |1.46 1.70 1.15|2.0   0 1.0|   0     0 |           | 18  324    0    7    0
Apr 16 19:06:02 ubuntu dstat.sh[65030]: 16-04 19:06:02|  1   0  97   0   0|5137M  281M  184M 2222M|4934B 1619B|   0   836k|   0   167 | 939  1342 |1.34 1.68 1.14|1.0   0 1.0|   0     0 |           | 18  324    0    7    0
Apr 16 19:06:03 ubuntu dstat.sh[65030]: 16-04 19:06:03|  2   0  97   0   0|5137M  281M  184M 2222M|5282B 1621B|   0  3205k|   0   251 |1100  1515 |1.34 1.68 1.14|1.0   0   0|   0     0 |           | 18  324    0    7    0
Apr 16 19:06:04 ubuntu dstat.sh[65030]: 16-04 19:06:04|  1   1  97   0   0|5137M  281M  184M 2222M|4979B 1620B|   0     0 |   0     0 |1037  1450 |1.34 1.68 1.14|1.0   0   0|   0     0 |           | 18  324    0    4    0
Apr 16 19:06:05 ubuntu dstat.sh[65030]: 16-04 19:06:05|  1   0  97   0   0|5137M  281M  184M 2222M|5491B 1512B|   0     0 |   0     0 | 868  1282 |1.34 1.68 1.14|1.0   0   0|   0     0 |           | 18  324    0    4    0
Apr 16 19:06:06 ubuntu dstat.sh[65030]: 16-04 19:06:06|  1   0  97   0   0|5137M  281M  184M 2222M|5485B 1566B|   0     0 |   0     0 | 906  1278 |1.34 1.68 1.14|1.0   0   0|   0     0 |           | 18  324    0    4    0
Apr 16 19:06:07 ubuntu dstat.sh[65030]: 16-04 19:06:07|  1   1  97   0   0|5137M  281M  184M 2222M|5149B 1512B|   0  8192B|   0  1.00 | 914  1299 |1.23 1.65 1.13|1.0   0   0|   0     0 |           | 18  324    0    4    0
Apr 16 19:06:08 ubuntu dstat.sh[65030]: 16-04 19:06:08|  2   1  97   0   0|5137M  281M  184M 2222M|4727B 1566B|   0  4097B|   0  1.00 |1072  1454 |1.23 1.65 1.13|1.0   0 1.0|   0     0 |           | 18  324    0    4    0
Apr 16 19:06:09 ubuntu dstat.sh[65030]: 16-04 19:06:09|  1   1  97   0   0|5137M  281M  184M 2222M|4597B 1296B|   0    40k|   0  2.00 |1063  1453 |1.23 1.65 1.13|1.0   0   0|   0     0 |           | 18  324    0    4    0
Apr 16 19:06:10 ubuntu dstat.sh[65030]: 16-04 19:06:10|  2   1  97   0   0|5137M  281M  184M 2222M|3121B  702B|   0   176k|   0  24.0 |1188  1839 |1.23 1.65 1.13|2.0   0   0|   0     0 |           | 18  324    0    4    0
Apr 16 19:06:11 ubuntu dstat.sh[65030]: 16-04 19:06:11|  2   1  97   0   0|5137M  281M  184M 2222M|4622B 1621B|   0    52k|   0  6.00 |1070  1555 |1.23 1.65 1.13|1.0   0   0|   0     0 |           | 18  324    0    4    0
Apr 16 19:06:12 ubuntu dstat.sh[65030]: 16-04 19:06:12|  1   0  97   0   0|5137M  281M  184M 2222M|4609B  904B|   0   196k|   0  15.0 |1004  1455 |1.13 1.62 1.13|1.0   0 1.0|   0     0 |           | 18  324    0    4    0
Apr 16 19:06:13 ubuntu dstat.sh[65030]: 16-04 19:06:13|  1   1  97   0   0|5137M  281M  184M 2222M|4435B 1134B|   0     0 |   0     0 | 907  1345 |1.13 1.62 1.13|1.0   0   0|   0     0 |           | 18  324    0    4    0
Apr 16 19:06:14 ubuntu dstat.sh[65030]: 16-04 19:06:14|  1   1  97   0   0|5137M  281M  184M 2222M|4536B 1513B|   0  8200B|   0  2.00 |1001  1455 |1.13 1.62 1.13|2.0   0   0|   0     0 |           | 18  324    0    4    0
Apr 16 19:06:15 ubuntu dstat.sh[65030]: 16-04 19:06:15|  2   1  97   0   0|5137M  281M  184M 2222M|4969B 1567B|   0   216k|   0  19.0 |1144  1729 |1.13 1.62 1.13|1.0   0 1.0|   0     0 |           | 18  324    0    4    0
Apr 16 19:06:16 ubuntu dstat.sh[65030]: 16-04 19:06:16|  1   1  97   0   0|5137M  281M  184M 2222M|4955B 1513B|   0   100k|   0  12.0 |1208  1812 |1.13 1.62 1.13|1.0   0 1.0|   0     0 |           | 18  324    0    4    0
Apr 16 19:06:17 ubuntu dstat.sh[65030]: 16-04 19:06:17|  1   0  97   0   0|5137M  281M  184M 2222M|5164B 1616B|   0     0 |   0     0 | 947  1366 |1.04 1.59 1.12|1.0   0   0|   0     0 |           | 18  324    0    4    0
Apr 16 19:06:18 ubuntu dstat.sh[65030]: 16-04 19:06:18|  1   1  96   0   0|5137M  281M  184M 2222M|4963B 1565B|   0  2015k|   0   103 |1280  1942 |1.04 1.59 1.12|1.0   0   0|   0     0 |           | 18  324    0    4    0
Apr 16 19:06:19 ubuntu dstat.sh[65030]: 16-04 19:06:19|  2   1  97   0   0|5137M  281M  184M 2222M|4761B 1624B|   0    32k|   0  3.01 |1099  1622 |1.04 1.59 1.12|1.0   0   0|   0     0 |           | 18  324    0    4    0
Apr 16 19:06:20 ubuntu dstat.sh[65030]: 16-04 19:06:20|  2   1  96   0   0|5137M  281M  184M 2222M|4677B 1619B|   0   260k|   0  24.0 |1282  1873 |1.04 1.59 1.12|1.0   0   0|   0     0 |           | 18  324    0    4    0
Apr 16 19:06:21 ubuntu dstat.sh[65030]: 16-04 19:06:21|  1   1  96   0   0|5137M  281M  184M 2222M|4592B 1512B|   0    32k|   0  4.00 |1078  1399 |1.04 1.59 1.12|1.0   0 6.0|   0     0 |           | 18  324    0    4    0
Apr 16 19:06:22 ubuntu dstat.sh[65030]: 16-04 19:06:22|  2   1  96   0   0|5137M  281M  184M 2222M|4652B 1457B|   0   268k|   0  23.0 |1198  1782 |0.96 1.57 1.11|1.0   0 1.0|   0     0 |           | 18  324    0    4    0
Apr 16 19:06:23 ubuntu dstat.sh[65030]: 16-04 19:06:23|  1   1  97   0   0|5137M  281M  184M 2222M|3108B  648B|   0  4951k|   0  43.0 |1079  1500 |0.96 1.57 1.11|2.0   0 2.0|   0     0 |           | 18  324    0    4    0
Apr 16 19:06:24 ubuntu dstat.sh[65030]: 16-04 19:06:24|  1   0  97   0   0|5137M  281M  184M 2222M|3860B 1459B|   0     0 |   0     0 | 899  1368 |0.96 1.57 1.11|1.0   0   0|   0     0 |           | 18  324    0    4    0
Apr 16 19:06:25 ubuntu dstat.sh[65030]: 16-04 19:06:25|  2   0  96   0   0|5137M  281M  184M 2222M|4857B 1619B|   0    48k|   0  6.00 |1074  1487 |0.96 1.57 1.11|1.0   0   0|   0     0 |           | 18  324    0    4    0
Apr 16 19:06:26 ubuntu dstat.sh[65030]: 16-04 19:06:26|  2   3  95   0   0|5140M  278M  184M 2222M|4344B 1460B|   0    56k|   0  7.01 |1103  1491 |0.96 1.57 1.11|1.0   0   0|   0     0 |           | 18  324    0    4    0
Apr 16 19:06:27 ubuntu dstat.sh[65030]: 16-04 19:06:27|  9   3  84   3   0|5153M  262M  184M 2225M|6197B 2227B|3330k    0 | 561     0 |2139  2651 |0.96 1.56 1.11|1.0   0 5.0|   0     0 |           | 18  325    0    4    0
Apr 16 19:06:28 ubuntu dstat.sh[65030]: 16-04 19:06:28| 15   4  79   0   0|5151M  263M  184M 2225M|  13k 8873B|   0    59M|   0   322 |2930  3227 |0.96 1.56 1.11|1.0   0 5.0|   0     0 |           | 18  324    0    6    0
Apr 16 19:06:29 ubuntu dstat.sh[65030]: 16-04 19:06:29| 15   3  82   0   0|5156M  258M  184M 2225M|  15k   12k|  96k  365k|6.01  36.1 |2839  3134 |0.96 1.56 1.11|1.0   0 5.0|   0     0 |           | 18  324    0    8    0
Apr 16 19:06:30 ubuntu dstat.sh[65030]: 16-04 19:06:30| 13   3  82   0   0|5153M  261M  184M 2225M|  15k   12k|   0   379k|   0  44.9 |2863  3330 |0.96 1.56 1.11|2.0   0 6.0|   0     0 |           | 18  324    0    9    0
Apr 16 19:06:31 ubuntu dstat.sh[65030]: 16-04 19:06:31| 13   4  81   0   0|5152M  262M  184M 2225M|  14k   10k|   0   260k|   0  31.0 |2542  2805 |0.96 1.56 1.11|2.0   0 6.0|   0     0 |           | 18  324    0   10    0
Apr 16 19:06:32 ubuntu dstat.sh[65030]: 16-04 19:06:32| 13   3  82   0   0|5147M  267M  184M 2225M|  15k   12k|   0   272k|   0  32.0 |2509  2705 |0.97 1.55 1.11|2.0   0 6.0|   0     0 |           | 18  324    0   11    0
Apr 16 19:06:33 ubuntu dstat.sh[65030]: 16-04 19:06:33| 20   4  74   0   0|5137M  277M  184M 2225M|  15k   12k|8171B  247k|1.99  22.9 |3016  2824 |0.97 1.55 1.11|4.0   0  19|   0     0 |           | 18  320    0   14    0
Apr 16 19:06:34 ubuntu dstat.sh[65030]: 16-04 19:06:34| 42  10  48   0   0|4914M  500M  184M 2226M|4834B 1631B| 310k 1208k|4.03   109 |3645  3874 |0.97 1.55 1.11|3.0   0 9.1|   0     0 |           | 18  308    0   16    0
Apr 16 19:06:35 ubuntu dstat.sh[65030]: 16-04 19:06:35| 65  11  23   0   0|5021M  393M  184M 2226M|4618B 1619B|  44k  948k|7.00  60.0 |4267  2629 |0.97 1.55 1.11|5.0   0 1.0|   0     0 |           | 18  309    0   16    0
Apr 16 19:06:36 ubuntu dstat.sh[65030]: 16-04 19:06:36| 74  13  13   0   0|5090M  323M  184M 2226M|5104B 1602B| 447k  459k|32.6  24.7 |4882  3114 |0.97 1.55 1.11|7.0   0 8.9|   0     0 |           | 18  298    0   17    0
Apr 16 19:06:37 ubuntu dstat.sh[65030]: 16-04 19:06:37| 82  17   2   0   0|5034M  379M  184M 2227M|4939B 1471B| 517k    0 |4.04     0 |6057  6036 |1.45 1.64 1.14|5.0   0  10|   0     0 |           | 18  292    0   22    0
Apr 16 19:06:38 ubuntu dstat.sh[65030]: 16-04 19:06:38| 75  15  10   0   0|4965M  447M  184M 2227M|4850B 1617B| 882k  551k|25.9  16.0 |5325  3876 |1.45 1.64 1.14|4.0   0  13|   0     0 |           | 18  281    0   23    0
Apr 16 19:06:39 ubuntu dstat.sh[65030]: 16-04 19:06:39| 40   6  52   0   0|4991M  420M  184M 2228M|4214B 1457B|  48k  727k|3.00  53.0 |5248  7527 |1.45 1.64 1.14|2.0   0 2.0|   0     0 |           | 18  285    0   25    0
Apr 16 19:06:40 ubuntu dstat.sh[65030]: 16-04 19:06:40| 33   6  60   0   0|5059M  351M  184M 2230M|  13k 6554B| 525k  774k|34.1  56.1 |4356  6058 |1.45 1.64 1.14|3.0   0 2.0|   0     0 |           | 18  287    0   31    0
Apr 16 19:06:41 ubuntu dstat.sh[65030]: 16-04 19:06:41|  6   2  91   0   0|5071M  339M  184M 2230M|  43k 8340B|  32k  200k|2.00  14.0 |1759  2169 |1.45 1.64 1.14|1.0   0   0|   0     0 |           | 18  291    0   31    0
Apr 16 19:06:42 ubuntu dstat.sh[65030]: 16-04 19:06:42|  8   2  88   0   0|5076M  334M  184M 2230M|  41k 6329B|   0   272k|   0  32.0 |3058  4126 |1.33 1.61 1.14|1.0   0 1.0|   0     0 |           | 18  297    0   31    0
Apr 16 19:06:43 ubuntu dstat.sh[65030]: 16-04 19:06:43|  2   0  96   0   0|5076M  334M  184M 2230M|4200B 1620B|   0   352k|   0  15.0 |1132  1607 |1.33 1.61 1.14|1.0   0   0|   0     0 |           | 18  297    0   31    0
Apr 16 19:06:44 ubuntu dstat.sh[65030]: 16-04 19:06:44|  2   1  96   0   0|5076M  333M  184M 2230M|4323B 1453B|   0  8450k|   0  1050 |1258  1535 |1.33 1.61 1.14|1.0   0   0|   0     0 |           | 18  297    0   31    0
Apr 16 19:06:45 ubuntu dstat.sh[65030]: 16-04 19:06:45|  2   1  95   0   0|5076M  333M  184M 2230M|4335B 1696B|   0   791k|   0  57.2 |1318  1970 |1.33 1.61 1.14|2.0   0   0|   0     0 |           | 18  297    0   31    0
Apr 16 19:06:46 ubuntu dstat.sh[65030]: 16-04 19:06:46|  2   1  96   0   0|5076M  333M  184M 2230M|4801B 1662B|   0   128k|   0  15.0 |1334  1856 |1.33 1.61 1.14|2.0   0   0|   0     0 |           | 18  297    0   31    0
Apr 16 19:06:47 ubuntu dstat.sh[65030]: 16-04 19:06:47|  1   1  97   0   0|5076M  333M  184M 2230M|4415B 1458B|   0     0 |   0     0 | 886  1317 |1.23 1.58 1.13|1.0   0   0|   0     0 |           | 18  297    0   31    0
Apr 16 19:06:48 ubuntu dstat.sh[65030]: 16-04 19:06:48|  2   1  97   0   0|5076M  333M  184M 2230M|4622B 1621B|   0   236k|   0  19.0 | 919  1384 |1.23 1.58 1.13|1.0   0   0|   0     0 |           | 18  297    0   31    0
Apr 16 19:06:49 ubuntu dstat.sh[65030]: 16-04 19:06:49|  1   0  97   0   0|5076M  333M  184M 2230M|4199B 1619B|   0     0 |   0     0 | 944  1405 |1.23 1.58 1.13|1.0   0   0|   0     0 |           | 18  297    0   30    0
Apr 16 19:06:50 ubuntu dstat.sh[65030]: 16-04 19:06:50|  2   1  96   0   0|5076M  333M  184M 2230M|4444B 1622B|  16k  621k|1.00  55.1 |1484  2350 |1.23 1.58 1.13|1.0   0   0|   0     0 |           | 18  297    0   30    0
Apr 16 19:06:51 ubuntu dstat.sh[65030]: 16-04 19:06:51|  1   0  98   0   0|5076M  333M  184M 2230M|4343B 1460B|   0    48k|   0  4.00 | 913  1405 |1.23 1.58 1.13|1.0   0   0|   0     0 |           | 18  297    0   30    0
Apr 16 19:06:52 ubuntu dstat.sh[65030]: 16-04 19:06:52|  2   1  94   0   0|5076M  333M  184M 2230M|4455B 1618B|   0   440k|   0  48.0 |1438  2287 |1.13 1.56 1.12|1.0   0 1.0|   0     0 |           | 18  297    0   30    0
Apr 16 19:06:53 ubuntu dstat.sh[65030]: 16-04 19:06:53|  1   0  97   0   0|5076M  333M  184M 2230M|4520B 1455B|   0     0 |   0     0 |1002  1443 |1.13 1.56 1.12|1.0   0   0|   0     0 |           | 18  297    0   30    0
Apr 16 19:06:54 ubuntu dstat.sh[65030]: 16-04 19:06:54|  1   1  97   0   0|5076M  333M  184M 2230M|4330B 1624B|   0     0 |   0     0 | 906  1321 |1.13 1.56 1.12|1.0   0   0|   0     0 |           | 18  297    0   30    0
Apr 16 19:06:55 ubuntu dstat.sh[65030]: 16-04 19:06:55| 13   5  80   0   0|5087M  322M  184M 2230M|4573B 1456B| 232k  847k|15.0  79.9 |3961    12k|1.13 1.56 1.12|1.0   0  37|   0     0 |           | 18  297    0   31    0
Apr 16 19:06:56 ubuntu dstat.sh[65030]: 16-04 19:06:56|  2   1  96   0   0|5087M  322M  184M 2230M|4397B 1458B|   0    32k|   0  4.00 |1097  1536 |1.13 1.56 1.12|1.0   0 1.0|   0     0 |           | 18  297    0   31    0
Apr 16 19:06:57 ubuntu dstat.sh[65030]: 16-04 19:06:57|  1   1  97   0   0|5087M  322M  184M 2230M|5133B 1753B|   0     0 |   0     0 | 927  1342 |1.04 1.53 1.12|1.0   0   0|   0     0 |           | 18  297    0   31    0
Apr 16 19:06:58 ubuntu dstat.sh[65030]: 16-04 19:06:58|  1   1  97   0   0|5086M  323M  184M 2230M|4937B 1458B|   0   196k|   0  15.0 |1041  1461 |1.04 1.53 1.12|1.0   0   0|   0     0 |           | 18  297    0   30    0
Apr 16 19:06:59 ubuntu dstat.sh[65030]: 16-04 19:06:59|  1   0  97   0   0|5085M  324M  184M 2230M|4935B 1457B|   0    28k|   0  3.00 |1045  1460 |1.04 1.53 1.12|1.0   0   0|   0     0 |           | 18  297    0   30    0
Apr 16 19:07:00 ubuntu dstat.sh[65030]: 16-04 19:07:00|  2   1  95   0   0|5083M  326M  184M 2230M|5218B 1620B|   0   468k|   0  43.0 |1458  2103 |1.04 1.53 1.12|1.0   0   0|   0     0 |           | 18  297    0   30    0
Apr 16 19:07:01 ubuntu dstat.sh[65030]: 16-04 19:07:01|  3   1  95   1   0|5082M  327M  184M 2230M|4709B 1500B|   0  2509k|   0   164 |1581  2469 |1.04 1.53 1.12|1.0   0   0|   0     0 |           | 18  297    0   30    0
Apr 16 19:07:02 ubuntu dstat.sh[65030]: 16-04 19:07:02|  2   1  95   0   0|5082M  328M  184M 2230M|5078B 1459B|   0   268k|   0  37.0 |1445  2121 |0.95 1.50 1.11|1.0   0 1.0|   0     0 |           | 18  297    0   30    0
Apr 16 19:07:03 ubuntu dstat.sh[65030]: 16-04 19:07:03|  1   1  98   0   0|5081M  328M  184M 2230M|4921B 1620B|   0   104k|   0  7.00 | 961  1482 |0.95 1.50 1.11|1.0   0   0|   0     0 |           | 18  297    0   30    0
Apr 16 19:07:04 ubuntu dstat.sh[65030]: 16-04 19:07:04|  1   0  97   0   0|5081M  328M  184M 2230M|4947B 1510B|   0     0 |   0     0 | 900  1313 |0.95 1.50 1.11|1.0   0   0|   0     0 |           | 18  297    0   30    0
Apr 16 19:07:05 ubuntu dstat.sh[65030]: 16-04 19:07:05|  3   1  96   0   0|5081M  328M  184M 2230M|4853B 1568B|   0   397k|   0  31.0 |1134  1562 |0.95 1.50 1.11|1.0   0   0|   0     0 |           | 18  297    0   30    0
Apr 16 19:07:06 ubuntu dstat.sh[65030]: 16-04 19:07:06|  1   1  97   0   0|5081M  328M  184M 2230M|5322B 1618B|   0     0 |   0     0 | 916  1334 |0.95 1.50 1.11|1.0   0   0|   0     0 |           | 18  297    0   30    0
Apr 16 19:07:07 ubuntu dstat.sh[65030]: 16-04 19:07:07|  1   1  97   0   0|5081M  328M  184M 2230M|5068B 1624B|   0     0 |   0     0 | 858  1317 |0.88 1.48 1.11|1.0   0   0|   0     0 |           | 18  297    0   30    0
Apr 16 19:07:08 ubuntu dstat.sh[65030]: 16-04 19:07:08|  5   7  86   0   0|5072M  336M  184M 2231M|5223B 1857B| 528k  716k|33.0  5.00 |2412  2606 |0.88 1.48 1.11|4.0   0  71|   0     0 |           | 18  293    0   32    0
Apr 16 19:07:09 ubuntu dstat.sh[65030]: 16-04 19:07:09| 38   5  56   0   0|4776M  633M  184M 2231M|5043B 1973B|  80k  304k|7.00  51.0 |2949  1823 |0.88 1.48 1.11|2.0   0 9.0|   0     0 |           | 18  293    0   32    0
Apr 16 19:07:10 ubuntu dstat.sh[65030]: 16-04 19:07:10| 23   4  71   0   0|4841M  568M  184M 2231M|4877B 1957B| 140k  488k|17.0  33.0 |2499  2369 |0.88 1.48 1.11|2.0   0 2.0|   0     0 |           | 18  293    0   32    0
Apr 16 19:07:11 ubuntu dstat.sh[65030]: 16-04 19:07:11| 23   6  70   0   0|4901M  507M  184M 2232M|5513B 1618B| 192k 2173k|15.0   403 |3421  4471 |0.88 1.48 1.11|2.0   0  18|   0     0 |           | 18  297    0   34    0
Apr 16 19:07:12 ubuntu dstat.sh[65030]: 16-04 19:07:12| 22   6  71   1   0|4987M  420M  184M 2232M|5986B 1458B|   0   376k|   0  40.0 |2687  2566 |0.89 1.47 1.10|1.0   0 6.0|   0     0 |           | 18  297    0   34    0
Apr 16 19:07:13 ubuntu dstat.sh[65030]: 16-04 19:07:13| 13   2  84   0   0|5004M  403M  184M 2232M|6686B 1981B|   0    16k|   0  3.00 |1567  1534 |0.89 1.47 1.10|1.0   0 1.0|   0     0 |           | 18  297    0   34    0
