Feb 19 09:51:49 ubuntu systemd[1]: Started devstack@dstat.service - Devstack devstack@dstat.service.
Feb 19 09:51:49 ubuntu dstat.sh[59388]: ----system---- ----total-usage---- ------memory-usage----- -net/total- -dsk/total- --io/total- ---system-- ---load-avg--- ---procs--- ---paging-- ---total--- ------tcp-sockets-------
Feb 19 09:51:49 ubuntu dstat.sh[59388]:      time     |usr sys idl wai stl| used  free  buf   cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out | used  free|lis  act  syn  tim  clo
Feb 19 09:59:43 ubuntu dstat.sh[59388]: 19-02 09:59:43| 11  18  69   0   0|5068M  206M  166M 2366M|4594B 1611B|  40k  107k|3.98  4.97 |5022  3907 |0.83 1.26 0.93|1.0   0 255|   0     0 |           | 18  303    0   10    0
Feb 19 09:59:44 ubuntu dstat.sh[59388]: 19-02 09:59:44| 23   5  72   0   0|5100M  175M  166M 2366M|4843B 2544B|8224B  181k|2.01  9.03 |2623  2083 |0.83 1.26 0.93|1.0   0  33|   0     0 |           | 18  304    0   10    0
Feb 19 09:59:45 ubuntu dstat.sh[59388]: 19-02 09:59:45| 20   3  75   0   0|5079M  189M  167M 2372M|9539B 2826B|   0   744k|   0  15.0 |2253  1969 |0.83 1.26 0.93|1.0   0 2.0|   0     0 |           | 18  303    0   10    0
Feb 19 09:59:46 ubuntu dstat.sh[59388]: 19-02 09:59:46| 19   3  76   0   0|5104M  165M  167M 2372M|  11k 4491B|   0   416k|   0  6.00 |2347  2077 |0.83 1.26 0.93|1.0   0  17|   0     0 |           | 18  304    0   10    0
Feb 19 09:59:47 ubuntu dstat.sh[59388]: 19-02 09:59:47| 23   6  69   0   0|5103M  159M  167M 2377M|4582B 1634B|   0   789k|   0  12.0 |9696    18k|0.85 1.25 0.93|1.0   0  11|   0     0 |           | 18  303    0   10    0
Feb 19 09:59:48 ubuntu dstat.sh[59388]: 19-02 09:59:48| 20   4  76   0   0|5090M  172M  167M 2378M|  11k 4629B|  60k  928k|10.0  33.0 |2482  2554 |0.85 1.25 0.93|3.0   0 4.0|   0     0 |           | 18  304    0   10    0
Feb 19 09:59:49 ubuntu dstat.sh[59388]: 19-02 09:59:49| 24   7  67   0   0|5097M  165M  167M 2378M|4926B 1621B|   0   661k|   0  35.0 |9179    17k|0.85 1.25 0.93|1.0   0  21|   0     0 |           | 18  304    0   10    0
Feb 19 09:59:50 ubuntu dstat.sh[59388]: 19-02 09:59:50| 17   9  71   0   0|5032M  239M  167M 2368M|4564B 1630B|   0  1107k|   0  34.0 |3708  3205 |0.85 1.25 0.93|1.0   0  95|   0     0 |           | 18  303    0   10    0
Feb 19 09:59:51 ubuntu dstat.sh[59388]: 19-02 09:59:51| 15  14  70   0   0|5062M  209M  167M 2368M|4681B 1662B|   0   104k|   0  4.00 |4069  3365 |0.85 1.25 0.93|1.0   0 175|   0     0 |           | 18  303    0   10    0
Feb 19 09:59:52 ubuntu dstat.sh[59388]: 19-02 09:59:52| 26   5  69   0   0|5118M  153M  167M 2368M|  10k 7180B| 256k  128k|2.00  2.00 |2650  2104 |0.86 1.25 0.93|2.0 1.0 3.0|   0     0 |           | 18  304    0   10    0
Feb 19 09:59:53 ubuntu dstat.sh[59388]: 19-02 09:59:53| 35  14  49   0   0|5119M  152M  167M 2368M|9364B 6199B| 542k  168k|5.98  15.0 |4543  3398 |0.86 1.25 0.93|2.0   0 124|   0     0 |           | 18  303    0   13    0
Feb 19 09:59:54 ubuntu dstat.sh[59388]: 19-02 09:59:54| 24   5  69   0   0|5109M  193M  167M 2339M|6402B 3422B| 256k   76k|2.00  4.00 |2506  1801 |0.86 1.25 0.93|  0   0 1.0|   0     0 |           | 18  304    0   13    0
Feb 19 09:59:55 ubuntu dstat.sh[59388]: 19-02 09:59:55| 18   7  74   0   0|5035M  267M  167M 2339M|  12k 8288B|   0    36k|   0  3.00 |3213  2689 |0.86 1.25 0.93|1.0   0  70|   0     0 |           | 18  303    0   14    0
Feb 19 09:59:56 ubuntu dstat.sh[59388]: 19-02 09:59:56| 23   5  72   0   0|5081M  220M  167M 2339M|5162B 1621B|   0     0 |   0     0 |2342  1970 |0.86 1.25 0.93|1.0   0 2.0|   0     0 |           | 18  303    0   14    0
Feb 19 09:59:57 ubuntu dstat.sh[59388]: 19-02 09:59:57| 17   5  78   0   0|5043M  259M  167M 2339M|  18k   14k|  32k    0 |2.00     0 |2886  2559 |0.87 1.24 0.93|1.0   0  47|   0     0 |           | 18  303    0   15    0
Feb 19 09:59:58 ubuntu dstat.sh[59388]: 19-02 09:59:58| 22   5  71   0   0|5114M  187M  167M 2339M|4535B 1076B|   0   136k|   0  13.0 |2569  2387 |0.87 1.24 0.93|1.0   0 9.0|   0     0 |           | 18  303    0   15    0
Feb 19 09:59:59 ubuntu dstat.sh[59388]: 19-02 09:59:59| 17   4  77   0   0|5076M  226M  167M 2339M|  14k   11k|  12k   68k|1.00  6.02 |2827  2594 |0.87 1.24 0.93|2.0   0  33|   0     0 |           | 18  303    0   19    0
Feb 19 10:00:00 ubuntu dstat.sh[59388]: 19-02 10:00:00| 23   4  72   0   0|5102M  200M  167M 2339M|5004B 1807B|   0   116k|   0  7.00 |2295  1922 |0.87 1.24 0.93|  0   0   0|   0     0 |           | 18  303    1   19    0
Feb 19 10:00:01 ubuntu dstat.sh[59388]: 19-02 10:00:01| 14   2  83   1   0|5104M  198M  167M 2339M|  16k   12k|  32k  200k|2.00  26.0 |2718  2902 |0.87 1.24 0.93|2.0   0   0|   0     0 |           | 18  303    0   21    0
Feb 19 10:00:02 ubuntu dstat.sh[59388]: 19-02 10:00:02| 21   6  71   0   0|5093M  208M  167M 2339M|5727B 1620B|   0  1880k|   0   125 |2975  2789 |0.88 1.24 0.93|2.0   0  47|   0     0 |           | 18  303    0   21    0
Feb 19 10:00:03 ubuntu dstat.sh[59388]: 19-02 10:00:03| 19   2  77   0   0|5097M  205M  167M 2339M|  15k   11k|   0     0 |   0     0 |2381  2229 |0.88 1.24 0.93|2.0   0   0|   0     0 |           | 18  303    0   24    0
Feb 19 10:00:04 ubuntu dstat.sh[59388]: 19-02 10:00:04| 22   7  71   0   0|5110M  192M  167M 2339M|4450B  920B|   0   176k|   0  19.0 |2990  2690 |0.88 1.24 0.93|1.0   0  33|   0     0 |           | 18  303    0   24    0
Feb 19 10:00:05 ubuntu dstat.sh[59388]: 19-02 10:00:05| 16   2  80   0   0|5114M  187M  167M 2339M|  12k   10k|   0   160k|   0  22.0 |2655  2778 |0.88 1.24 0.93|  0 1.0 1.0|   0     0 |           | 18  304    0   24    0
Feb 19 10:00:06 ubuntu dstat.sh[59388]: 19-02 10:00:06| 11  13  74   0   0|5049M  253M  167M 2339M|6157B 3289B| 136k  232k|4.00  26.0 |4367  3847 |0.88 1.24 0.93|1.0   0 180|   0     0 |           | 18  305    0   25    0
Feb 19 10:00:07 ubuntu dstat.sh[59388]: 19-02 10:00:07|  4   1  91   1   0|5053M  248M  168M 2340M|9862B 3852B| 987k  232k| 247  14.0 |1903  2592 |0.81 1.22 0.92|2.0   0   0|   0     0 |           | 18  305    0   25    0
Feb 19 10:00:08 ubuntu dstat.sh[59388]: 19-02 10:00:08|  7  10  82   0   0|5045M  256M  168M 2340M|  17k 4361B|   0   432k|   0  31.0 |3540  3330 |0.81 1.22 0.92|  0   0 125|   0     0 |           | 18  305    0   26    0
Feb 19 10:00:09 ubuntu dstat.sh[59388]: 19-02 10:00:09|  7  14  77   0   0|5042M  258M  168M 2340M|6484B 2566B|   0   592k|   0  32.0 |4215  3604 |0.81 1.22 0.92|2.0   0 181|   0     0 |           | 18  303    0   27    0
Feb 19 10:00:10 ubuntu dstat.sh[59388]: 19-02 10:00:10| 17   6  72   4   0|5059M  227M  168M 2354M|4951B 1512B|7878k 2100k| 620   314 |3322  3380 |0.81 1.22 0.92|1.0   0  34|   0     0 |           | 18  303    0   27    0
Feb 19 10:00:11 ubuntu dstat.sh[59388]: 19-02 10:00:11| 20   3  75   0   0|5067M  213M  168M 2359M|  11k 3258B| 947k 1563k|21.0  15.0 |2529  2429 |0.81 1.22 0.92|1.0   0  19|   0     0 |           | 18  304    0   27    0
Feb 19 10:00:12 ubuntu dstat.sh[59388]: 19-02 10:00:12| 16   5  76   1   0|5060M  215M  168M 2364M|  11k 4019B|1111k 2641k|17.0  77.9 |3266  3201 |0.83 1.21 0.92|2.0   0  56|   0     0 |           | 18  303    0   27    0
Feb 19 10:00:13 ubuntu dstat.sh[59388]: 19-02 10:00:13| 15  18  65   0   0|5053M  222M  168M 2365M|5124B 1460B| 120k 1213k|4.00  46.1 |6163  7038 |0.83 1.21 0.92|2.0   0 247|   0     0 |           | 18  303    0   27    0
Feb 19 10:00:14 ubuntu dstat.sh[59388]: 19-02 10:00:14| 21   5  72   0   0|5104M  171M  168M 2365M|6167B 3585B|   0    52k|   0  6.00 |2506  2144 |0.83 1.21 0.92|1.0   0 1.0|   0     0 |           | 18  304    0   27    0
Feb 19 10:00:15 ubuntu dstat.sh[59388]: 19-02 10:00:15| 23   7  69   0   0|5086M  189M  168M 2365M|  25k   21k|  96k  260k|5.01  30.0 |3778  3471 |0.83 1.21 0.92|3.0   0  48|   0     0 |           | 18  305    0   31    0
Feb 19 10:00:16 ubuntu dstat.sh[59388]: 19-02 10:00:16| 23   3  73   0   0|5103M  172M  168M 2365M|5008B 2812B|   0   344k|   0  59.0 |2316  2014 |0.83 1.21 0.92|1.0   0   0|   0     0 |           | 18  306    0   31    0
Feb 19 10:00:17 ubuntu dstat.sh[59388]: 19-02 10:00:17| 19   3  76   0   0|5064M  210M  168M 2365M|  12k 9003B| 256k   48k|15.0  3.99 |2785  2470 |0.84 1.21 0.92|1.0   0  14|   0     0 |           | 18  305    0   33    0
Feb 19 10:00:18 ubuntu dstat.sh[59388]: 19-02 10:00:18| 23   4  72   0   0|5114M  160M  168M 2365M|5199B 2912B|   0   411k|   0  23.9 |2592  2479 |0.84 1.21 0.92|  0   0   0|   0     0 |           | 18  306    0   33    0
Feb 19 10:00:19 ubuntu dstat.sh[59388]: 19-02 10:00:19| 20   4  74   1   0|5112M  160M  168M 2367M|  10k 6722B|1779k  870k|66.1   120 |4364  5923 |0.84 1.21 0.92|1.0   0 3.0|   0     0 |           | 18  308    0   33    0
Feb 19 10:00:20 ubuntu dstat.sh[59388]: 19-02 10:00:20| 23   5  70   1   0|5083M  189M  168M 2368M|5539B 2804B| 464k  764k|28.0  83.0 |4188  5607 |0.84 1.21 0.92|1.0   0 6.0|   0     0 |           | 18  307    0   34    0
Feb 19 10:00:21 ubuntu dstat.sh[59388]: 19-02 10:00:21| 20   3  76   0   0|5112M  160M  168M 2368M|9914B 7652B|   0   268k|   0  22.0 |2393  2274 |0.84 1.21 0.92|  0   0   0|   0     0 |           | 18  308    0   34    0
Feb 19 10:00:22 ubuntu dstat.sh[59388]: 19-02 10:00:22| 20   4  73   1   0|5111M  161M  168M 2368M|9587B 5902B|  96k 2854k|5.00   131 |5032  7220 |0.93 1.22 0.93|1.0   0   0|   0     0 |           | 18  307    0   33    0
Feb 19 10:00:23 ubuntu dstat.sh[59388]: 19-02 10:00:23| 15  23  59   0   0|5079M  192M  168M 2368M|4365B 1635B|   0   901k|   0  63.1 |6552    14k|0.93 1.22 0.93|1.0   0 406|   0     0 |           | 18  307    0   34    0
Feb 19 10:00:24 ubuntu dstat.sh[59388]: 19-02 10:00:24| 10  22  66   0   0|5062M  209M  168M 2368M|3684B 1025B|   0   272k|   0  18.0 |5663  4287 |0.93 1.22 0.93|2.0   0 340|   0     0 |           | 18  307    0   34    0
Feb 19 10:00:25 ubuntu dstat.sh[59388]: 19-02 10:00:25|  9  24  65   1   0|5062M  210M  168M 2368M|3730B 1077B|   0  3798k|   0   223 |6332  5638 |0.93 1.22 0.93|2.0   0 366|   0     0 |           | 18  307    0   34    0
Feb 19 10:00:26 ubuntu dstat.sh[59388]: 19-02 10:00:26|  8  24  66   0   0|5062M  210M  168M 2368M|4670B 1518B|   0   213k|   0  18.1 |5974  4853 |0.93 1.22 0.93|2.0   0 377|   0     0 |           | 18  307    0   29    0
Feb 19 10:00:27 ubuntu dstat.sh[59388]: 19-02 10:00:27|  9  22  66   0   0|5070M  202M  168M 2368M|4478B 1618B|   0  2737k|   0   125 |6067  5102 |0.86 1.20 0.92|1.0   0 372|   0     0 |           | 18  307    0   29    0
Feb 19 10:00:28 ubuntu dstat.sh[59388]: 19-02 10:00:28|  9  23  66   0   0|5072M  199M  168M 2368M|4213B 1566B|   0   280k|   0  30.0 |6135  5066 |0.86 1.20 0.92|3.0   0 408|   0     0 |           | 18  307    0   29    0
Feb 19 10:00:29 ubuntu dstat.sh[59388]: 19-02 10:00:29|  9  22  67   0   0|5069M  203M  168M 2368M|4323B 1514B|   0   376k|   0  26.0 |5788  4514 |0.86 1.20 0.92|4.0   0 356|   0     0 |           | 18  307    0   29    0
Feb 19 10:00:30 ubuntu dstat.sh[59388]: 19-02 10:00:30|  9  23  66   0   0|5057M  215M  168M 2368M|4757B 1617B|   0    28k|   0  6.99 |5725  4349 |0.86 1.20 0.92|1.0   0 346|   0     0 |           | 18  307    0   29    0
Feb 19 10:00:31 ubuntu dstat.sh[59388]: 19-02 10:00:31|  7  24  67   0   0|5055M  217M  168M 2368M|4774B 1460B|   0  2231k|   0   331 |5769  4538 |0.86 1.20 0.92|1.0   0 363|   0     0 |           | 18  307    0   29    0
Feb 19 10:00:32 ubuntu dstat.sh[59388]: 19-02 10:00:32|  9  23  66   0   0|5050M  222M  168M 2368M|4998B 1620B|   0  2052k|   0   124 |6132  5263 |1.11 1.25 0.94|1.0   0 384|   0     0 |           | 18  307    0   29    0
Feb 19 10:00:33 ubuntu dstat.sh[59388]: 19-02 10:00:33| 13  14  69   0   0|5062M  255M  168M 2326M|4812B 1498B|  20k  312k|2.00  22.0 |4430  3569 |1.11 1.25 0.94|1.0   0 190|   0     0 |           | 18  307    0   29    0
Feb 19 10:00:34 ubuntu dstat.sh[59388]: 19-02 10:00:34| 21   7  71   0   0|5089M  282M  168M 2280M|5146B 1616B|   0  2784k|   0  19.9 |2717  2594 |1.11 1.25 0.94|1.0   0 5.0|   0     0 |           | 18  307    0   27    0
Feb 19 10:00:35 ubuntu dstat.sh[59388]: 19-02 10:00:35| 20   2  76   1   0|5081M  289M  168M 2281M|  14k 5866B| 128k 1552k|17.0  38.0 |2511  2506 |1.11 1.25 0.94|1.0   0  17|   0     0 |           | 18  310    0   27    0
Feb 19 10:00:36 ubuntu dstat.sh[59388]: 19-02 10:00:36| 15   2  82   1   0|5089M  279M  168M 2282M|  20k   12k| 829k 1326k|59.1  41.1 |1975  2005 |1.11 1.25 0.94|1.0   0   0|   0     0 |           | 18  310    0   27    0
Feb 19 10:00:37 ubuntu dstat.sh[59388]: 19-02 10:00:37| 17   2  79   1   0|5120M  247M  168M 2284M|  19k   10k| 993k 1349k|53.0  40.0 |2138  2004 |1.10 1.24 0.94|1.0   0   0|   0     0 |           | 18  310    0   27    0
Feb 19 10:00:38 ubuntu dstat.sh[59388]: 19-02 10:00:38| 18   2  78   1   0|5119M  247M  168M 2285M|  20k   12k| 804k 1677k|68.0  69.0 |2422  2513 |1.10 1.24 0.94|  0   0   0|   0     0 |           | 18  310    0   27    0
Feb 19 10:00:39 ubuntu dstat.sh[59388]: 19-02 10:00:39| 16   2  80   1   0|5134M  231M  168M 2286M|  22k   12k|1027k 1674k|59.9  59.9 |2126  2087 |1.10 1.24 0.94|3.0   0   0|   0     0 |           | 18  310    0   27    0
Feb 19 10:00:40 ubuntu dstat.sh[59388]: 19-02 10:00:40| 21   4  70   1   0|5139M  184M  169M 2327M|7796B 3951B|  14M 2008k| 162  69.0 |2724  2526 |1.10 1.24 0.94|1.0   0 8.0|   0     0 |           | 18  310    0   27    0
Feb 19 10:00:41 ubuntu dstat.sh[59388]: 19-02 10:00:41| 24   2  71   0   0|5141M  165M  170M 2343M|2174B   54B|   0  1296k|   0  30.0 |2398  2314 |1.10 1.24 0.94|1.0   0   0|   0     0 |           | 18  310    0   27    0
Feb 19 10:00:42 ubuntu dstat.sh[59388]: 19-02 10:00:42| 23   3  71   0   0|5159M  155M  170M 2335M|4437B 1564B|4091B 1602k|1.00  57.9 |2672  2715 |1.09 1.24 0.94|1.0   0   0|   0     0 |           | 18  310    0   26    0
Feb 19 10:00:43 ubuntu dstat.sh[59388]: 19-02 10:00:43| 23   4  70   1   0|5155M  144M  171M 2348M|4329B 1623B|   0    17M|   0   222 |3021  3043 |1.09 1.24 0.94|1.0   0   0|   0     0 |           | 18  310    0   26    0
Feb 19 10:00:44 ubuntu dstat.sh[59388]: 19-02 10:00:44| 24   3  71   1   0|5142M  129M  172M 2374M|4048B 1458B|4096B 2652k|1.00  94.0 |2681  2590 |1.09 1.24 0.94|2.0   0   0|   0     0 |           | 18  310    0   26    0
Feb 19 10:00:45 ubuntu dstat.sh[59388]: 19-02 10:00:45| 24   3  72   1   0|5087M  198M  172M 2360M|3818B 1309B|4098B 1008k|1.00  32.0 |2429  2160 |1.09 1.24 0.94|1.0   0 2.0|   0     0 |           | 18  309    0   26    0
Feb 19 10:00:46 ubuntu dstat.sh[59388]: 19-02 10:00:46| 20   4  75   0   0|5120M  164M  172M 2361M|9818B 3625B|   0  1074k|   0   150 |2498  2153 |1.09 1.24 0.94|2.0   0  33|   0     0 |           | 18  310    0   26    0
Feb 19 10:00:47 ubuntu dstat.sh[59388]: 19-02 10:00:47| 23   4  72   0   0|5116M  163M  172M 2366M|4905B 2230B|4091B  903k|1.00  5.99 |2566  2168 |1.08 1.24 0.94|2.0   0  19|   0     0 |           | 18  310    0   26    0
Feb 19 10:00:48 ubuntu dstat.sh[59388]: 19-02 10:00:48| 22   5  72   0   0|5134M  139M  172M 2371M|  10k 4069B|   0  1447k|   0  37.1 |7620    14k|1.08 1.24 0.94|1.0   0 6.0|   0     0 |           | 18  309    0   26    0
Feb 19 10:00:49 ubuntu dstat.sh[59388]: 19-02 10:00:49| 23   7  68   1   0|5114M  158M  172M 2371M|4435B 1569B|   0  1948k|   0  31.1 |  11k   20k|1.08 1.24 0.94|1.0   0  14|   0     0 |           | 18  309    0   26    0
Feb 19 10:00:50 ubuntu dstat.sh[59388]: 19-02 10:00:50| 22   7  70   0   0|5060M  224M  172M 2360M|3373B  755B|   0  1203k|   0  27.0 |3759  4284 |1.08 1.24 0.94|1.0   0  18|   0     0 |           | 18  309    0   26    0
Feb 19 10:00:51 ubuntu dstat.sh[59388]: 19-02 10:00:51| 21   5  71   0   0|5077M  207M  172M 2361M|3407B 1391B| 799k   44k|76.9  3.00 |3139  2933 |1.08 1.24 0.94|2.0   0  50|   0     0 |           | 18  309    0   26    0
Feb 19 10:00:52 ubuntu dstat.sh[59388]: 19-02 10:00:52| 28   8  62   0   0|5127M  156M  172M 2361M|4392B 1569B| 257k    0 |2.00     0 |9236    17k|1.08 1.23 0.94|2.0   0  27|   0     0 |           | 18  309    0   26    0
Feb 19 10:00:53 ubuntu dstat.sh[59388]: 19-02 10:00:53| 37   9  52   0   0|5138M  140M  172M 2367M|  10k 3936B| 511k 1358k|3.99  30.0 |3537  2418 |1.08 1.23 0.94|3.0   0  26|   0     0 |           | 18  309    0   26    0
Feb 19 10:00:54 ubuntu dstat.sh[59388]: 19-02 10:00:54| 22   5  72   0   0|5130M  151M  172M 2364M|  10k 4069B| 256k  484k|2.00  9.00 |2604  2076 |1.08 1.23 0.94|2.0   0  18|   0     0 |           | 18  310    0   23    0
Feb 19 10:00:55 ubuntu dstat.sh[59388]: 19-02 10:00:55| 23   7  69   0   0|5117M  158M  172M 2368M|4366B 1578B|   0   940k|   0  14.0 |  10k   18k|1.08 1.23 0.94|1.0   0  14|   0     0 |           | 18  309    0   23    0
Feb 19 10:00:56 ubuntu dstat.sh[59388]: 19-02 10:00:56| 23   7  68   0   0|5126M  150M  172M 2368M|5088B 1567B|   0    84k|   0  1.00 |8519    16k|1.08 1.23 0.94|2.0   0  22|   0     0 |           | 18  309    0   23    0
Feb 19 10:00:57 ubuntu dstat.sh[59388]: 19-02 10:00:57| 21   5  72   0   0|5061M  227M  172M 2357M|5363B 1188B|   0  1376k|   0   169 |2430  2025 |1.07 1.23 0.94|1.0   0 6.0|   0     0 |           | 18  309    0   23    0
Feb 19 10:00:58 ubuntu dstat.sh[59388]: 19-02 10:00:58| 23   6  70   0   0|5044M  244M  172M 2357M|6312B 1349B|4094B  875k|1.00  28.0 |3381  3062 |1.07 1.23 0.94|1.0   0  70|   0     0 |           | 18  309    0   23    0
Feb 19 10:00:59 ubuntu dstat.sh[59388]: 19-02 10:00:59| 23   4  71   0   0|5079M  200M  173M 2366M|5310B 1621B| 272k  989k|29.0  27.0 |3014  2754 |1.07 1.23 0.94|1.0   0  43|   0     0 |           | 18  309    0   21    0
Feb 19 10:01:00 ubuntu dstat.sh[59388]: 19-02 10:01:00| 19   2  77   0   0|5091M  185M  173M 2368M|  11k 5057B|  44k  911k|6.99  17.0 |2346  2112 |1.07 1.23 0.94|  0   0  17|   0     0 |           | 18  310    0   21    0
Feb 19 10:01:01 ubuntu dstat.sh[59388]: 19-02 10:01:01| 12   2  84   1   0|5102M  172M  173M 2369M|  17k 9140B| 772k 1100k|52.0  34.0 |1871  1967 |1.07 1.23 0.94|2.0   0   0|   0     0 |           | 18  310    0   21    0
Feb 19 10:01:02 ubuntu dstat.sh[59388]: 19-02 10:01:02|  9   1  88   0   0|5093M  182M  173M 2369M|  47k   12k|  16k 1211k|4.00  36.0 |1753  1942 |1.07 1.22 0.94|  0   0   0|   0     0 |           | 18  311    0   21    0
Feb 19 10:01:03 ubuntu dstat.sh[59388]: 19-02 10:01:03|  8   1  89   0   0|5101M  174M  173M 2369M| 122k 8687B|   0    10M|   0   235 |1739  1997 |1.07 1.22 0.94|3.0   0   0|   0     0 |           | 18  311    0   15    0
Feb 19 10:01:04 ubuntu dstat.sh[59388]: 19-02 10:01:04| 19   2  77   1   0|5122M  152M  173M 2370M|  17k 9923B|   0  1224k|   0  45.0 |2369  2399 |1.07 1.22 0.94|2.0   0 1.0|   0     0 |           | 18  311    0   15    0
Feb 19 10:01:05 ubuntu dstat.sh[59388]: 19-02 10:01:05| 17   2  80   1   0|5127M  146M  173M 2370M|  80k   14k|   0  1809k|   0  69.0 |2363  2451 |1.07 1.22 0.94|  0   0 1.0|   0     0 |           | 18  311    0   15    0
Feb 19 10:01:06 ubuntu dstat.sh[59388]: 19-02 10:01:06| 12   2  83   1   0|5127M  146M  173M 2371M| 330k   23k|  28k 3321k|4.00   144 |2597  2891 |1.07 1.22 0.94|1.0   0   0|   0     0 |           | 18  311    0   15    0
Feb 19 10:01:07 ubuntu dstat.sh[59388]: 19-02 10:01:07| 17   1  79   1   0|5133M  130M  173M 2379M|  25k   13k| 104k 1588k|6.00  55.0 |2213  2147 |1.06 1.22 0.94|  0   0   0|   0     0 |           | 18  311    0   11    0
Feb 19 10:01:08 ubuntu dstat.sh[59388]: 19-02 10:01:08| 10   6  78   1   0|5126M  124M  173M 2395M|  17M  273k| 164k   29M|3.99   184 |  21k   11k|1.06 1.22 0.94|  0   0 5.0|   0     0 |           | 18  311    0   11    0
Feb 19 10:01:09 ubuntu dstat.sh[59388]: 19-02 10:01:09| 21   5  73   1   0|5122M  141M  176M 2376M| 198k 3241B|   0  5782k|   0   135 |2767  2566 |1.06 1.22 0.94|3.0   0 1.0|   0     0 |           | 18  311    0   11    0
Feb 19 10:01:10 ubuntu dstat.sh[59388]: 19-02 10:01:10| 27   5  66   0   0|5135M  135M  177M 2368M|5040B 1620B|   0  1572k|   0  42.0 |4457  5628 |1.06 1.22 0.94|1.0   0 2.0|   0     0 |           | 18  311    0   11    0
Feb 19 10:01:11 ubuntu dstat.sh[59388]: 19-02 10:01:11| 27   3  68   0   0|5174M  114M  177M 2349M|6224B 1528B|   0   576k|   0  13.0 |3070  2710 |1.06 1.22 0.94|3.0   0   0|   0     0 |           | 18  311    0    9    0
Feb 19 10:01:12 ubuntu dstat.sh[59388]: 19-02 10:01:12| 23   4  70   1   0|5150M  133M  178M 2353M|5866B 1714B|4095B 2735k|1.00   109 |3083  2856 |1.06 1.22 0.94|1.0   0   0|   0     0 |           | 18  311    0    9    0
Feb 19 10:01:13 ubuntu dstat.sh[59388]: 19-02 10:01:13| 22   6  69   1   0|5153M  128M  179M 2354M|5638B 1512B|   0    79M|   0   799 |4024  4149 |1.06 1.22 0.94|1.0   0   0|   0     0 |           | 18  311    0    9    0
Feb 19 10:01:14 ubuntu dstat.sh[59388]: 19-02 10:01:14| 25   3  71   0   0|5165M  182M  180M 2288M|4427B 1566B|   0  1760k|   0  31.0 |2456  2156 |1.06 1.22 0.94|1.0   0   0|   0     0 |           | 18  311    0    9    0
Feb 19 10:01:15 ubuntu dstat.sh[59388]: 19-02 10:01:15| 23   3  72   1   0|5162M  158M  181M 2314M|4110B 1511B|   0  3034k|   0   104 |2682  2660 |1.06 1.22 0.94|3.0   0   0|   0     0 |           | 18  311    0    6    0
Feb 19 10:01:16 ubuntu dstat.sh[59388]: 19-02 10:01:16| 20   2  76   0   0|5192M  149M  182M 2290M|  10k 4222B|   0  1975k|   0  75.0 |2389  2392 |1.06 1.22 0.94|1.0   0   0|   0     0 |           | 18  309    0    6    0
Feb 19 10:01:17 ubuntu dstat.sh[59388]: 19-02 10:01:17| 23   4  72   0   0|5100M  241M  182M 2290M|4710B 1624B|8214B   28k|2.01  2.01 |2419  2002 |1.05 1.21 0.94|1.0   0  19|   0     0 |           | 18  309    0    6    0
Feb 19 10:01:18 ubuntu dstat.sh[59388]: 19-02 10:01:18| 19   3  75   0   0|5112M  224M  182M 2294M|  10k 3899B|8189B   10M|2.00  66.0 |2557  2543 |1.05 1.21 0.94|5.0   0  17|   0     0 |           | 18  309    0    6    0
Feb 19 10:01:19 ubuntu dstat.sh[59388]: 19-02 10:01:19| 21   6  71   0   0|5139M  197M  182M 2296M|8478B 2686B|   0   123M|   0  1735 |4395  6990 |1.05 1.21 0.94|  0   0  18|   0     0 |           | 18  310    0    3    0
Feb 19 10:01:20 ubuntu dstat.sh[59388]: 19-02 10:01:20| 22   6  71   0   0|5135M  195M  182M 2301M|6826B 3025B|   0  1157k|   0  30.0 |  11k   19k|1.05 1.21 0.94|2.0   0 8.0|   0     0 |           | 18  309    0    3    0
Feb 19 10:01:21 ubuntu dstat.sh[59388]: 19-02 10:01:21| 21   6  71   0   0|5131M  198M  182M 2301M|4408B 1553B|   0  2482k|   0  17.0 |3594  4463 |1.05 1.21 0.94|3.0   0  12|   0     0 |           | 18  309    0    3    0
Feb 19 10:01:22 ubuntu dstat.sh[59388]: 19-02 10:01:22| 21   8  69   0   0|5131M  198M  182M 2301M|4550B 1596B|   0    96k|   0  2.00 |8378    14k|1.05 1.21 0.95|2.0   0  15|   0     0 |           | 18  309    0    3    0
Feb 19 10:01:23 ubuntu dstat.sh[59388]: 19-02 10:01:23| 26   8  64   0   0|5080M  260M  182M 2290M|3628B 1027B|   0  1997k|   0   147 |3555  8427 |1.05 1.21 0.95|2.0   0  42|   0     0 |           | 18  309    0    1    0
Feb 19 10:01:24 ubuntu dstat.sh[59388]: 19-02 10:01:24| 23   4  72   0   0|5110M  228M  182M 2293M|3949B 1616B| 650k    0 |17.0     0 |2537  2474 |1.05 1.21 0.95|1.0   0   0|   0     0 |           | 18  309    0    1    0
Feb 19 10:01:25 ubuntu dstat.sh[59388]: 19-02 10:01:25| 25   5  66   1   0|5110M  227M  182M 2294M|4331B 1512B| 672k 3203k|40.0   187 |7416    11k|1.05 1.21 0.95|1.0   0 1.0|   0     0 |           | 18  312    0    6    0
