Feb 19 18:05:27 ubuntu systemd[1]: Started devstack@dstat.service - Devstack devstack@dstat.service.
Feb 19 18:05:28 ubuntu dstat.sh[59214]: ----system---- ----total-usage---- ------memory-usage----- -net/total- -dsk/total- --io/total- ---system-- ---load-avg--- ---procs--- ---paging-- ---total--- ------tcp-sockets-------
Feb 19 18:05:28 ubuntu dstat.sh[59214]:      time     |usr sys idl wai stl| used  free  buf   cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out | used  free|lis  act  syn  tim  clo
Feb 19 18:12:24 ubuntu dstat.sh[59214]: 19-02 18:12:24| 19   3  75   2   0|5087M  176M  164M 2391M|  12k 6207B|  14M 1582k| 173  46.1 |2562  2304 |2.10 1.87 1.11|1.0   0 1.0|   0     0 |           | 18  295    0   23    0
Feb 19 18:12:25 ubuntu dstat.sh[59214]: 19-02 18:12:25| 23   4  72   1   0|5084M  160M  165M 2408M|5001B 1627B|   0  3278k|   0   237 |2638  2346 |2.01 1.86 1.11|1.0   0   0|   0     0 |           | 18  295    0   23    0
Feb 19 18:12:26 ubuntu dstat.sh[59214]: 19-02 18:12:26| 25   4  70   0   0|5084M  172M  165M 2396M|4205B 1660B|   0   707k|   0  18.0 |2723  2309 |2.01 1.86 1.11|2.0   0 9.0|   0     0 |           | 18  295    0   23    0
Feb 19 18:12:27 ubuntu dstat.sh[59214]: 19-02 18:12:27| 22   3  72   1   0|5067M  167M  165M 2418M|4579B 1453B|   0  2854k|   0   128 |2792  3002 |2.01 1.86 1.11|2.0   0   0|   0     0 |           | 18  295    0   23    0
Feb 19 18:12:28 ubuntu dstat.sh[59214]: 19-02 18:12:28| 25   3  70   1   0|5078M  129M  166M 2443M|4388B 1623B|   0  3578k|   0   147 |3108  3437 |2.01 1.86 1.11|6.0   0   0|   0     0 |           | 18  295    0   22    0
Feb 19 18:12:29 ubuntu dstat.sh[59214]: 19-02 18:12:29| 24   2  71   1   0|5084M  130M  166M 2435M|4431B 1629B|4088B   16M|1.00   163 |2589  2450 |2.01 1.86 1.11|2.0   0   0|   0     0 |           | 18  294    0   22    0
Feb 19 18:12:30 ubuntu dstat.sh[59214]: 19-02 18:12:30| 24   4  71   0   0|5017M  197M  166M 2435M|4443B 1621B|   0    40k|   0  5.00 |2529  2066 |1.93 1.84 1.11|2.0   0  19|   0     0 |           | 18  294    0   22    0
Feb 19 18:12:31 ubuntu dstat.sh[59214]: 19-02 18:12:31| 20   3  76   0   0|5024M  184M  166M 2440M|  10k 3811B|4104B 1763k|1.00  27.1 |2288  2026 |1.93 1.84 1.11|1.0   0  17|   0     0 |           | 18  294    0   22    0
Feb 19 18:12:32 ubuntu dstat.sh[59214]: 19-02 18:12:32| 19   3  77   0   0|5057M  151M  166M 2440M|  11k 4651B|   0   351k|   0  5.99 |2232  1999 |1.93 1.84 1.11|1.0   0  18|   0     0 |           | 18  295    0   22    0
Feb 19 18:12:33 ubuntu dstat.sh[59214]: 19-02 18:12:33| 23   6  69   0   0|5050M  151M  167M 2446M|4681B 1632B|   0   800k|   0  14.0 |9838    18k|1.93 1.84 1.11|1.0   0  14|   0     0 |           | 18  294    0   22    0
Feb 19 18:12:34 ubuntu dstat.sh[59214]: 19-02 18:12:34| 23   8  67   0   0|5055M  145M  167M 2446M|5532B 1624B|   0  2097k|   0  24.1 |8968    16k|1.93 1.84 1.11|3.0   0  15|   0     0 |           | 18  294    0   22    0
Feb 19 18:12:35 ubuntu dstat.sh[59214]: 19-02 18:12:35| 21   6  70   0   0|5014M  199M  167M 2435M|4849B 1449B|   0  3650k|   0   164 |2891  3005 |1.86 1.83 1.11|2.0   0  12|   0     0 |           | 18  294    0   22    0
Feb 19 18:12:36 ubuntu dstat.sh[59214]: 19-02 18:12:36| 24   7  67   0   0|4998M  214M  167M 2436M|5059B 1738B| 683k  594k|72.3  13.0 |  11k   19k|1.86 1.83 1.11|2.0   0  52|   0     0 |           | 18  294    0   22    0
Feb 19 18:12:37 ubuntu dstat.sh[59214]: 19-02 18:12:37| 21   5  73   0   0|5031M  181M  167M 2436M|9108B 2893B|  16k  592k|1.00  23.0 |2739  2575 |1.86 1.83 1.11|  0   0  35|   0     0 |           | 18  295    0   22    0
Feb 19 18:12:38 ubuntu dstat.sh[59214]: 19-02 18:12:38| 23   3  72   1   0|5025M  181M  167M 2441M|6291B 2632B|   0  1490k|   0  48.1 |2680  2588 |1.86 1.83 1.11|1.0   0 3.0|   0     0 |           | 18  294    0   22    0
Feb 19 18:12:39 ubuntu dstat.sh[59214]: 19-02 18:12:39| 24   6  69   0   0|5038M  162M  167M 2446M|  12k 4726B|   0  1096k|   0  28.0 |3198    12k|1.86 1.83 1.11|4.0   0  54|   0     0 |           | 18  294    0   23    0
Feb 19 18:12:40 ubuntu dstat.sh[59214]: 19-02 18:12:40| 23   7  68   0   0|5044M  156M  167M 2447M|4734B 1460B|   0   272k|   0  10.0 |9753    18k|1.79 1.81 1.11|1.0   0  14|   0     0 |           | 18  294    0   18    0
Feb 19 18:12:41 ubuntu dstat.sh[59214]: 19-02 18:12:41| 26   9  63   0   0|5039M  160M  167M 2447M|4131B 1350B|  32k 1500k|2.00   150 |  13k   23k|1.79 1.81 1.11|1.0   0  19|   0     0 |           | 18  294    0   18    0
Feb 19 18:12:42 ubuntu dstat.sh[59214]: 19-02 18:12:42| 24   5  70   0   0|5022M  190M  167M 2436M|3883B 1240B|   0   232k|   0  11.0 |2739  2155 |1.79 1.81 1.11|5.0   0  22|   0     0 |           | 18  295    0   19    0
Feb 19 18:12:43 ubuntu dstat.sh[59214]: 19-02 18:12:43| 23   6  68   0   0|5003M  208M  167M 2436M|3760B 1563B|   0   639k|   0  14.0 |3941  3626 |1.79 1.81 1.11|1.0   0  94|   0     0 |           | 18  294    0   20    0
Feb 19 18:12:44 ubuntu dstat.sh[59214]: 19-02 18:12:44| 22   5  71   1   0|5026M  175M  167M 2447M|3740B 1507B|1447k  171k| 162  7.97 |2640  2432 |1.79 1.81 1.11|3.0   0 3.0|   0     0 |           | 18  294    0   16    0
Feb 19 18:12:45 ubuntu dstat.sh[59214]: 19-02 18:12:45| 18   3  79   0   0|5038M  161M  167M 2448M|  15k 7489B|4117B 1725k|1.01  27.1 |2166  1956 |1.72 1.80 1.11|1.0   0  16|   0     0 |           | 18  295    0   16    0
Feb 19 18:12:46 ubuntu dstat.sh[59214]: 19-02 18:12:46| 15   2  82   1   0|5036M  162M  167M 2448M|  24k   14k|  20k 2013k|2.99  78.9 |2146  2195 |1.72 1.80 1.11|  0   0 1.0|   0     0 |           | 18  295    0   16    0
Feb 19 18:12:47 ubuntu dstat.sh[59214]: 19-02 18:12:47|  5   1  91   0   0|5035M  163M  167M 2448M| 133k 7403B|  32k  876k|1.00  41.0 |1635  2128 |1.72 1.80 1.11|1.0   0   0|   0     0 |           | 18  296    0   16    0
Feb 19 18:12:48 ubuntu dstat.sh[59214]: 19-02 18:12:48| 14   2  83   1   0|5057M  141M  167M 2449M|  30k 9507B|   0  1424k|   0  67.0 |2065  2279 |1.72 1.80 1.11|2.0   0   0|   0     0 |           | 18  296    0   16    0
Feb 19 18:12:49 ubuntu dstat.sh[59214]: 19-02 18:12:49| 18   1  78   1   0|5056M  141M  167M 2449M|  18k   12k|  24k 1468k|3.01  60.2 |2233  2368 |1.72 1.80 1.11|  0   0 2.0|   0     0 |           | 18  296    0   15    0
Feb 19 18:12:50 ubuntu dstat.sh[59214]: 19-02 18:12:50| 16   3  80   1   0|5069M  128M  167M 2449M| 307k   16k|   0    19M|   0   400 |2751  2541 |1.67 1.79 1.10|  0   0   0|   0     0 |           | 18  296    0   15    0
Feb 19 18:12:51 ubuntu dstat.sh[59214]: 19-02 18:12:51| 11   2  84   1   0|5070M  127M  167M 2450M| 104k   19k| 124k 2920k|8.00   130 |2221  2451 |1.67 1.79 1.10|2.0   0   0|   0     0 |           | 18  296    0   15    0
Feb 19 18:12:52 ubuntu dstat.sh[59214]: 19-02 18:12:52| 15   2  79   1   0|5058M  129M  167M 2458M|3197k   32k|8190B 3495k|2.00   187 |2986  2302 |1.67 1.79 1.10|1.0   0 2.0|   0     0 |           | 18  296    0   15    0
Feb 19 18:12:53 ubuntu dstat.sh[59214]: 19-02 18:12:53| 12   5  81   1   0|5064M  123M  168M 2461M|  14M   90k| 168k   17M|5.00   101 |6563  4119 |1.67 1.79 1.10|1.0   0 3.0|   0     0 |           | 18  296    0   11    0
Feb 19 18:12:54 ubuntu dstat.sh[59214]: 19-02 18:12:54| 21   5  71   1   0|5083M  125M  171M 2435M|5040B 1620B|   0  4936k|   0   102 |2541  2456 |1.67 1.79 1.10|2.0   0 1.0|   0     0 |           | 18  296    0   11    0
Feb 19 18:12:55 ubuntu dstat.sh[59214]: 19-02 18:12:55| 24   4  71   0   0|5083M  130M  172M 2430M|4458B 1458B|   0  7696k|   0  59.0 |2478  2229 |1.61 1.77 1.10|2.0   0   0|   0     0 |           | 18  296    0   11    0
Feb 19 18:12:56 ubuntu dstat.sh[59214]: 19-02 18:12:56| 24   3  71   0   0|5103M  118M  172M 2420M|3436B  756B|   0   796k|   0  24.0 |2476  2235 |1.61 1.77 1.10|5.0   0 1.0|   0     0 |           | 18  296    0   11    0
Feb 19 18:12:57 ubuntu dstat.sh[59214]: 19-02 18:12:57| 23   5  71   1   0|5104M  136M  173M 2401M|4575B 1352B|   0  2484k|   0   104 |2811  2855 |1.61 1.77 1.10|2.0   0   0|   0     0 |           | 18  296    0    9    0
Feb 19 18:12:58 ubuntu dstat.sh[59214]: 19-02 18:12:58| 24   4  70   1   0|5103M  132M  174M 2404M|4944B 1510B|  12k 2867k|3.00   117 |3028  3096 |1.61 1.77 1.10|1.0   0   0|   0     0 |           | 18  296    0    9    0
Feb 19 18:12:59 ubuntu dstat.sh[59214]: 19-02 18:12:59| 24   5  69   0   0|5092M  121M  175M 2424M|4976B 1619B|  36k   81M|8.99   452 |3377  3079 |1.61 1.77 1.10|4.0   0   0|   0     0 |           | 18  296    0    9    0
Feb 19 18:13:00 ubuntu dstat.sh[59214]: 19-02 18:13:00| 23   4  71   1   0|5091M  126M  175M 2418M|4462B 1501B|   0  3780k|   0  85.1 |2685  2566 |1.56 1.76 1.10|2.0   0   0|   0     0 |           | 18  296    0    9    0
Feb 19 18:13:01 ubuntu dstat.sh[59214]: 19-02 18:13:01| 20   4  75   1   0|5106M  146M  175M 2383M|  10k 4209B|4094B 2359k|1.00  88.0 |2705  2781 |1.56 1.76 1.10|3.0   0   0|   0     0 |           | 18  294    0    7    0
Feb 19 18:13:02 ubuntu dstat.sh[59214]: 19-02 18:13:02| 25   2  70   0   0|5006M  246M  175M 2383M|4226B 1238B|4083B 1176k|1.00   122 |2428  2177 |1.56 1.76 1.10|1.0   0 2.0|   0     0 |           | 18  294    0    7    0
Feb 19 18:13:03 ubuntu dstat.sh[59214]: 19-02 18:13:03| 16   3  80   0   0|5043M  209M  175M 2384M|  10k 3511B|   0   349k|   0  5.02 |2079  1892 |1.56 1.76 1.10|1.0   0  33|   0     0 |           | 18  295    0    7    0
Feb 19 18:13:04 ubuntu dstat.sh[59214]: 19-02 18:13:04| 24   8  66   1   0|5026M  220M  175M 2389M|4984B 1683B|  12k  133M|2.99  1496 |5431  5580 |1.56 1.76 1.10|1.0 1.0 5.0|   0     0 |           | 18  294    0    7    0
Feb 19 18:13:05 ubuntu dstat.sh[59214]: 19-02 18:13:05| 20   3  76   0   0|5021M  219M  175M 2394M|  11k 4680B|   0  1602k|   0  64.1 |2609  2614 |1.52 1.75 1.10|1.0   0  18|   0     0 |           | 18  294    0    4    0
Feb 19 18:13:06 ubuntu dstat.sh[59214]: 19-02 18:13:06| 22   8  68   0   0|5033M  206M  175M 2394M|4320B 1662B|   0     0 |   0     0 |9141    17k|1.52 1.75 1.10|1.0   0  13|   0     0 |           | 18  294    0    4    0
Feb 19 18:13:07 ubuntu dstat.sh[59214]: 19-02 18:13:07| 23   7  68   0   0|5037M  202M  175M 2395M|4694B 1619B|   0  2367k|   0  12.0 |9317    17k|1.52 1.75 1.10|2.0   0  13|   0     0 |           | 18  294    0    4    0
Feb 19 18:13:08 ubuntu dstat.sh[59214]: 19-02 18:13:08| 21   7  71   0   0|5016M  234M  175M 2384M|4687B 1405B|   0  1257k|   0   127 |2683  2402 |1.52 1.75 1.10|2.0   0 7.0|   0     0 |           | 18  294    0    4    0
Feb 19 18:13:09 ubuntu dstat.sh[59214]: 19-02 18:13:09| 23   3  72   0   0|5030M  219M  175M 2385M|4559B 1186B| 455k   24k|27.9  2.99 |2406  2103 |1.52 1.75 1.10|1.0   0 6.0|   0     0 |           | 18  294    0    3    0
Feb 19 18:13:10 ubuntu dstat.sh[59214]: 19-02 18:13:10| 28   7  63   1   0|5061M  186M  175M 2387M|4943B 1575B| 997k 2598k|37.2  87.5 |5060  6285 |1.80 1.80 1.12|3.0   0 3.0|   0     0 |           | 18  297    0    7    0
Feb 19 18:13:11 ubuntu dstat.sh[59214]: 19-02 18:13:11| 40  14  43   2   0|5037M  210M  175M 2388M|5436B 1510B|1311k 3660k|45.9   345 |7583    11k|1.80 1.80 1.12|5.0   0 106|   0     0 |           | 18  296    0    9    0
Feb 19 18:13:12 ubuntu dstat.sh[59214]: 19-02 18:13:12| 13  20  64   0   0|5044M  202M  175M 2389M|5697B 1564B| 539k 4236k|5.99   238 |6149  5512 |1.80 1.80 1.12|1.0 1.0 332|   0     0 |           | 18  296    0    9    0
Feb 19 18:13:13 ubuntu dstat.sh[59214]: 19-02 18:13:13| 11   5  75   6   0|5022M  217M  175M 2396M|6311B 2032B|6942k  689k|1224  15.9 |3614  4781 |1.80 1.80 1.12|3.0   0  26|   0     0 |           | 18  297    0   11    0
Feb 19 18:13:14 ubuntu dstat.sh[59214]: 19-02 18:13:14|  3   1  95   0   0|5020M  219M  175M 2396M|  22k 2666B|   0  1645k|   0  69.2 |1350  1937 |1.80 1.80 1.12|1.0   0   0|   0     0 |           | 18  297    0   11    0
Feb 19 18:13:15 ubuntu dstat.sh[59214]: 19-02 18:13:15|  6   5  88   0   0|5001M  237M  175M 2396M|  36k 4304B| 484k  876k|16.0  19.0 |2149  2243 |1.89 1.82 1.13|1.0   0  29|   0     0 |           | 18  297    0   12    0
Feb 19 18:13:16 ubuntu dstat.sh[59214]: 19-02 18:13:16| 67   9  24   0   0|4584M  654M  175M 2397M| 269k 4764B| 176k  172k|3.00  15.0 |4792  3267 |1.89 1.82 1.13|4.0   0  11|   0     0 |           | 18  261    0   17    0
Feb 19 18:13:17 ubuntu dstat.sh[59214]: 19-02 18:13:17| 81  12   7   0   0|4794M  444M  175M 2397M|4765B 1623B|4103B    0 |1.00     0 |4990  2693 |1.89 1.82 1.13|4.0   0 6.0|   0     0 |           | 18  263    0   17    0
Feb 19 18:13:18 ubuntu dstat.sh[59214]: 19-02 18:13:18| 81   9   9   0   0|4760M  477M  175M 2398M|4966B 1566B| 288k  676k|16.0  46.0 |7611  8293 |1.89 1.82 1.13|4.0   0 8.0|   0     0 |           | 18  255    0   22    0
Feb 19 18:13:19 ubuntu dstat.sh[59214]: 19-02 18:13:19| 50   9  39   0   0|4851M  385M  175M 2398M|5009B 1511B|   0  5177k|   0   630 |4735  5539 |1.89 1.82 1.13|6.0   0 3.0|   0     0 |           | 18  255    0   26    0
Feb 19 18:13:20 ubuntu dstat.sh[59214]: 19-02 18:13:20| 16   3  79   0   0|4865M  370M  175M 2399M|5034B 1618B|  32k  288k|2.00  31.0 |3641  7660 |1.82 1.81 1.13|1.0   0   0|   0     0 |           | 18  259    0   27    0
Feb 19 18:13:21 ubuntu dstat.sh[59214]: 19-02 18:13:21|  2   1  95   0   0|4862M  373M  175M 2399M|4977B 1619B|  32k 1267k|1.00  47.0 |1593  2206 |1.82 1.81 1.13|  0   0   0|   0     0 |           | 18  259    0   27    0
Feb 19 18:13:22 ubuntu dstat.sh[59214]: 19-02 18:13:22|  2   1  97   0   0|4854M  382M  175M 2399M|4399B 1621B|   0   140k|   0  9.00 |1023  1492 |1.82 1.81 1.13|  0   0   0|   0     0 |           | 18  259    0   27    0
Feb 19 18:13:23 ubuntu dstat.sh[59214]: 19-02 18:13:23|  2   1  97   0   0|4846M  389M  175M 2399M|3978B 1458B|   0   112k|   0  9.00 | 970  1466 |1.82 1.81 1.13|  0   0   0|   0     0 |           | 18  259    0   27    0
Feb 19 18:13:24 ubuntu dstat.sh[59214]: 19-02 18:13:24|  2   0  97   0   0|4839M  396M  175M 2399M|4060B 1620B|   0   572k|   0  40.0 |1085  1641 |1.82 1.81 1.13|  0   0   0|   0     0 |           | 18  259    0   27    0
Feb 19 18:13:25 ubuntu dstat.sh[59214]: 19-02 18:13:25|  1   0  97   0   0|4833M  402M  175M 2399M|3927B 1458B|   0     0 |   0     0 | 946  1402 |1.68 1.78 1.13|1.0   0   0|   0     0 |           | 18  259    0   27    0
Feb 19 18:13:26 ubuntu dstat.sh[59214]: 19-02 18:13:26|  2   2  96   0   0|4829M  406M  175M 2399M|4380B 1620B|   0     0 |   0     0 |1287  1626 |1.68 1.78 1.13|  0   0 9.0|   0     0 |           | 18  259    0   27    0
Feb 19 18:13:27 ubuntu dstat.sh[59214]: 19-02 18:13:27|  1   1  97   0   0|4825M  410M  175M 2399M|3227B  810B|   0  4096B|   0  1.00 | 923  1350 |1.68 1.78 1.13|  0   0   0|   0     0 |           | 18  259    0   27    0
Feb 19 18:13:28 ubuntu dstat.sh[59214]: 19-02 18:13:28|  2   0  96   0   0|4822M  413M  175M 2399M|2928B  648B|   0    84k|   0  12.0 |1181  1769 |1.68 1.78 1.13|  0   0   0|   0     0 |           | 18  259    0   27    0
Feb 19 18:13:29 ubuntu dstat.sh[59214]: 19-02 18:13:29|  2   1  97   0   0|4819M  416M  175M 2399M|4364B 1458B|   0   252k|   0  24.0 |1079  1511 |1.68 1.78 1.13|1.0   0   0|   0     0 |           | 18  259    0   27    0
Feb 19 18:13:30 ubuntu dstat.sh[59214]: 19-02 18:13:30|  2   2  96   0   0|4816M  419M  175M 2399M|4767B 1620B|4097B   38M|1.00   284 |1486  1905 |1.54 1.75 1.12|1.0   0   0|   0     0 |           | 18  259    0   27    0
Feb 19 18:13:31 ubuntu dstat.sh[59214]: 19-02 18:13:31|  2   1  96   0   0|4813M  422M  175M 2399M|5125B 1620B|   0   608k|   0  12.0 |1342  1911 |1.54 1.75 1.12|  0   0   0|   0     0 |           | 18  259    0   27    0
Feb 19 18:13:32 ubuntu dstat.sh[59214]: 19-02 18:13:32|  1   1  97   0   0|4811M  424M  175M 2399M|4550B 1463B|   0   393k|   0  29.1 |1047  1497 |1.54 1.75 1.12|1.0   0   0|   0     0 |           | 18  259    0   27    0
Feb 19 18:13:33 ubuntu dstat.sh[59214]: 19-02 18:13:33|  1   0  97   0   0|4810M  425M  175M 2399M|4846B 1615B|   0  8168B|   0  1.99 | 993  1396 |1.54 1.75 1.12|1.0   0   0|   0     0 |           | 18  259    0   27    0
Feb 19 18:13:34 ubuntu dstat.sh[59214]: 19-02 18:13:34|  2   1  96   0   0|4809M  426M  175M 2399M|4883B 1619B|   0  5217k|   0   627 |1559  1997 |1.54 1.75 1.12|1.0 1.0 2.0|   0     0 |           | 18  259    0   27    0
Feb 19 18:13:35 ubuntu dstat.sh[59214]: 19-02 18:13:35|  2   1  95   0   0|4809M  426M  175M 2400M|4946B 1620B|   0    21M|   0   347 |1672  2209 |1.42 1.72 1.11|  0   0   0|   0     0 |           | 18  259    0   27    0
Feb 19 18:13:36 ubuntu dstat.sh[59214]: 19-02 18:13:36|  2   0  97   0   0|4810M  426M  175M 2400M|5024B 1458B|   0   440k|   0  2.00 |1136  1553 |1.42 1.72 1.11|1.0 1.0 1.0|   0     0 |           | 18  259    0   27    0
Feb 19 18:13:37 ubuntu dstat.sh[59214]: 19-02 18:13:37|  1   1  97   0   0|4809M  426M  175M 2400M|3578B  540B|   0     0 |   0  2.00 | 957  1357 |1.42 1.72 1.11|  0   0   0|   0     0 |           | 18  259    0   27    0
Feb 19 18:13:38 ubuntu dstat.sh[59214]: 19-02 18:13:38|  2   2  95   0   0|4809M  426M  175M 2400M|4806B 1664B|  88k   92k|3.00  13.0 |1483  1979 |1.42 1.72 1.11|1.0   0 9.0|   0     0 |           | 18  259    0   27    0
Feb 19 18:13:39 ubuntu dstat.sh[59214]: 19-02 18:13:39| 13  22  62   0   0|4800M  436M  175M 2400M|4217B 1458B| 100k  192k|8.00  12.0 |6757    16k|1.42 1.72 1.11|1.0   0 510|   0     0 |           | 18  259    0   28    0
Feb 19 18:13:40 ubuntu dstat.sh[59214]: 19-02 18:13:40|  8  20  70   0   0|4805M  430M  175M 2400M|4627B 1622B|   0  2600k|   0  23.0 |5724  4522 |1.38 1.71 1.11|1.0   0 337|   0     0 |           | 18  259    0   28    0
Feb 19 18:13:41 ubuntu dstat.sh[59214]: 19-02 18:13:41|  9  19  69   0   0|4809M  426M  175M 2400M|4208B 1455B|   0   347k|   0  8.98 |6017  5019 |1.38 1.71 1.11|1.0   0 372|   0     0 |           | 18  259    0   28    0
Feb 19 18:13:42 ubuntu dstat.sh[59214]: 19-02 18:13:42|  8  22  68   0   0|4813M  422M  175M 2400M|4530B 1624B|   0   373k|   0  25.1 |6000  4820 |1.38 1.71 1.11|1.0   0 406|   0     0 |           | 18  259    0   27    0
Feb 19 18:13:43 ubuntu dstat.sh[59214]: 19-02 18:13:43|  8  22  68   0   0|4812M  423M  175M 2400M|4081B 1562B|  16k   36k|3.99  3.99 |5959  4835 |1.38 1.71 1.11|1.0   0 410|   0     0 |           | 18  259    0   27    0
Feb 19 18:13:44 ubuntu dstat.sh[59214]: 19-02 18:13:44| 20  12  66   0   0|4818M  417M  175M 2400M|4114B 1230B| 328k   68k|31.0  6.00 |5547  6282 |1.38 1.71 1.11|3.0   0 187|   0     0 |           | 18  259    0   27    0
Feb 19 18:13:45 ubuntu dstat.sh[59214]: 19-02 18:13:45| 12   4  82   0   0|4824M  411M  175M 2400M|4721B 2079B|  32k  256k|5.00  13.0 |2857  2760 |1.35 1.69 1.11|1.0   0  27|   0     0 |           | 18  260    0   30    0
Feb 19 18:13:46 ubuntu dstat.sh[59214]: 19-02 18:13:46|  3   1  94   0   0|4824M  411M  175M 2400M| 141k 4693B|   0   232k|   0  16.0 |1758  2138 |1.35 1.69 1.11|  0   0 1.0|   0     0 |           | 18  260    0   28    0
Feb 19 18:13:47 ubuntu dstat.sh[59214]: 19-02 18:13:47|  2   1  96   0   0|4823M  411M  175M 2401M| 291k 8551B|   0     0 |   0     0 |1366  1564 |1.35 1.69 1.11|1.0   0   0|   0     0 |           | 18  260    0   28    0
Feb 19 18:13:48 ubuntu dstat.sh[59214]: 19-02 18:13:48|  3   1  95   0   0|4823M  411M  175M 2401M| 568k   15k|   0   104k|   0  12.0 |1970  2162 |1.35 1.69 1.11|  0   0   0|   0     0 |           | 18  260    0   28    0
Feb 19 18:13:49 ubuntu dstat.sh[59214]: 19-02 18:13:49|  3   2  94   0   0|4822M  410M  175M 2402M| 722k   18k|   0   364k|   0  32.0 |2250  2379 |1.35 1.69 1.11|3.0   0 2.0|   0     0 |           | 18  260    0   28    0
Feb 19 18:13:50 ubuntu dstat.sh[59214]: 19-02 18:13:50|  2   1  95   0   0|4822M  410M  175M 2402M| 436k   14k|   0  2456k|   0  19.0 |1820  2115 |1.32 1.68 1.11|1.0   0   0|   0     0 |           | 18  260    0   28    0
Feb 19 18:13:51 ubuntu dstat.sh[59214]: 19-02 18:13:51|  1   1  96   0   0|4822M  410M  175M 2402M|  79k 3138B|  48k  156k|2.00  11.0 |1327  1914 |1.32 1.68 1.11|1.0   0   0|   0     0 |           | 18  260    0   28    0
Feb 19 18:13:52 ubuntu dstat.sh[59214]: 19-02 18:13:52|  1   1  96   0   0|4822M  410M  175M 2403M| 264k 7321B|   0   531k|   0  32.0 |1400  1695 |1.32 1.68 1.11|1.0   0   0|   0     0 |           | 18  260    0   28    0
Feb 19 18:13:53 ubuntu dstat.sh[59214]: 19-02 18:13:53|  3   2  95   0   0|4821M  410M  175M 2403M| 499k   13k|   0    36k|   0  4.01 |1660  1748 |1.32 1.68 1.11|  0   0   0|   0     0 |           | 18  260    0   28    0
Feb 19 18:13:54 ubuntu dstat.sh[59214]: 19-02 18:13:54|  2   1  95   0   0|4821M  410M  175M 2403M| 425k   11k|   0  1216k|   0  1.00 |1602  1700 |1.32 1.68 1.11|  0   0   0|   0     0 |           | 18  260    0   28    0
Feb 19 18:13:55 ubuntu dstat.sh[59214]: 19-02 18:13:55|  2   1  96   0   0|4821M  410M  175M 2404M| 148k 4093B|   0  1116k|   0   175 |1222  1508 |1.22 1.65 1.10|  0   0   0|   0     0 |           | 18  260    0   28    0
Feb 19 18:13:56 ubuntu dstat.sh[59214]: 19-02 18:13:56|  1   1  96   0   0|4821M  410M  175M 2404M|  52k 2253B|   0    44k|   0  2.00 |1135  1502 |1.22 1.65 1.10|  0   0 1.0|   0     0 |           | 18  260    0   28    0
Feb 19 18:13:57 ubuntu dstat.sh[59214]: 19-02 18:13:57|  2   0  97   0   0|4820M  410M  175M 2404M| 222k 4605B|   0   228k|   0  4.00 |1145  1375 |1.22 1.65 1.10|  0   0   0|   0     0 |           | 18  260    0   28    0
Feb 19 18:13:58 ubuntu dstat.sh[59214]: 19-02 18:13:58|  3   1  95   0   0|4820M  410M  175M 2404M| 343k 3693B|   0   544k|   0  25.0 |1542  1877 |1.22 1.65 1.10|  0   0   0|   0     0 |           | 18  260    0   28    0
Feb 19 18:13:59 ubuntu dstat.sh[59214]: 19-02 18:13:59|  1   1  96   0   0|4820M  410M  175M 2404M| 178k 4791B|   0   411k|   0  20.0 |1213  1562 |1.22 1.65 1.10|2.0   0   0|   0     0 |           | 18  260    0   28    0
Feb 19 18:14:00 ubuntu dstat.sh[59214]: 19-02 18:14:00| 14  13  69   3   0|4890M  320M  176M 2424M| 121k 2375B| 874k   24M|73.1   740 |6056  7213 |1.28 1.66 1.11|1.0   0  90|   0     0 |           | 18  259    0   29    0
Feb 19 18:14:01 ubuntu dstat.sh[59214]: 19-02 18:14:01| 14  14  67   3   0|4874M  329M  176M 2430M|4577B 1668B|  52k   14M|3.01  1551 |8181    11k|1.28 1.66 1.11|1.0   0 117|   0     0 |           | 18  259    0   29    0
Feb 19 18:14:02 ubuntu dstat.sh[59214]: 19-02 18:14:02| 23   7  68   0   0|4878M  324M  176M 2431M|4131B 1561B|   0  1838k|   0   115 |3592  2964 |1.28 1.66 1.11|2.0   0  36|   0     0 |           | 18  259    0   29    0
Feb 19 18:14:03 ubuntu dstat.sh[59214]: 19-02 18:14:03| 24   8  65   1   0|4860M  341M  176M 2432M|4802B 1713B|   0  1579k|   0  95.0 |3510  2811 |1.28 1.66 1.11|2.0   0  35|   0     0 |           | 18  259    0   29    0
Feb 19 18:14:04 ubuntu dstat.sh[59214]: 19-02 18:14:04| 23   7  69   0   0|4859M  338M  177M 2434M|4759B 1508B|   0  1484k|   0  72.8 |3586  3352 |1.28 1.66 1.11|3.0   0  25|   0     0 |           | 18  259    0   29    0
Feb 19 18:14:05 ubuntu dstat.sh[59214]: 19-02 18:14:05| 22   6  70   1   0|4860M  333M  177M 2437M|4384B 1572B| 450k 3193k| 101   136 |3898  4588 |1.26 1.65 1.11|1.0   0  12|   0     0 |           | 18  259    0   29    0
Feb 19 18:14:06 ubuntu dstat.sh[59214]: 19-02 18:14:06| 15  12  71   2   0|4887M  251M  177M 2492M|4146B 1080B| 532k 5616k|48.0   116 |4502  5375 |1.26 1.65 1.11|2.0   0  48|   0     0 |           | 18  259    0   29    0
