Feb 13 09:28:21 np0000000052 systemd[1]: Started devstack@dstat.service - Devstack devstack@dstat.service.
Feb 13 09:28:21 np0000000052 dstat.sh[59573]: ----system---- ----total-usage---- ------memory-usage----- -net/total- -dsk/total- --io/total- ---system-- ---load-avg--- ---procs--- ---paging-- ---total--- ------tcp-sockets-------
Feb 13 09:28:21 np0000000052 dstat.sh[59573]:      time     |usr sys idl wai stl| used  free  buf   cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out | used  free|lis  act  syn  tim  clo
Feb 13 09:35:15 np0000000052 dstat.sh[59573]: 13-02 09:35:15| 23   4  70   1   0|5262M  172M  169M 2222M|4387B 1613B|   0  2812k|   0   124 |2977  3084 |1.53 1.75 1.09|2.0   0 2.0|   0     0 |           | 18  326    0   22    0
Feb 13 09:35:16 np0000000052 dstat.sh[59573]: 13-02 09:35:16| 23   3  72   1   0|5253M  163M  170M 2238M|4697B 1458B|   0  2591k|   0   103 |2691  2735 |1.53 1.75 1.09|2.0   0 1.0|   0     0 |           | 18  326    0   22    0
Feb 13 09:35:17 np0000000052 dstat.sh[59573]: 13-02 09:35:17| 24   3  71   1   0|5253M  140M  170M 2260M|4818B 1620B|   0  2237k|   0  88.0 |2629  2539 |1.49 1.74 1.09|2.0   0   0|   0     0 |           | 18  326    0   22    0
Feb 13 09:35:18 np0000000052 dstat.sh[59573]: 13-02 09:35:18| 24   4  71   0   0|5203M  207M  170M 2243M|4658B 1793B|4093B  707k|1.00  26.0 |2472  2103 |1.49 1.74 1.09|1.0   0  19|   0     0 |           | 18  325    0   22    0
Feb 13 09:35:19 np0000000052 dstat.sh[59573]: 13-02 09:35:19| 19   3  77   0   0|5196M  209M  170M 2247M|  10k 3988B|   0  1078k|   0  10.1 |2254  2002 |1.49 1.74 1.09|2.0   0  17|   0     0 |           | 18  325    0   22    0
Feb 13 09:35:20 np0000000052 dstat.sh[59573]: 13-02 09:35:20| 21   3  74   0   0|5220M  184M  170M 2248M|9299B 2879B|   0     0 |   0     0 |2375  2054 |1.49 1.74 1.09|  0   0  18|   0     0 |           | 18  326    0   22    0
Feb 13 09:35:21 np0000000052 dstat.sh[59573]: 13-02 09:35:21| 23   4  71   0   0|5229M  169M  171M 2253M|7758B 3470B|   0  1193k|   0  18.1 |  11k   19k|1.49 1.74 1.09|1.0   0 7.0|   0     0 |           | 18  325    0   22    0
Feb 13 09:35:22 np0000000052 dstat.sh[59573]: 13-02 09:35:22| 24   6  67   0   0|5229M  169M  171M 2254M|4554B 1612B|   0  2169k|   0  48.8 |9929    18k|1.45 1.73 1.09|2.0   0  14|   0     0 |           | 18  325    0   22    0
Feb 13 09:35:23 np0000000052 dstat.sh[59573]: 13-02 09:35:23| 22   7  70   0   0|5205M  204M  171M 2243M|4442B 1621B|  16k 1188k|1.00  41.0 |2882  2823 |1.45 1.73 1.09|1.0   0  16|   0     0 |           | 18  325    0   22    0
Feb 13 09:35:24 np0000000052 dstat.sh[59573]: 13-02 09:35:24| 24   6  69   0   0|5201M  208M  171M 2243M|4171B 1463B|   0  6966k|   0   260 |5762  8129 |1.45 1.73 1.09|3.0   0  54|   0     0 |           | 18  325    0   22    0
Feb 13 09:35:25 np0000000052 dstat.sh[59573]: 13-02 09:35:25| 25   6  67   1   0|5217M  193M  171M 2243M|4081B 1620B|   0   576k|   0  41.0 |8761    15k|1.45 1.73 1.09|1.0   0  40|   0     0 |           | 18  325    0   22    0
Feb 13 09:35:26 np0000000052 dstat.sh[59573]: 13-02 09:35:26| 20   3  75   0   0|5212M  192M  171M 2248M|  10k 3992B|   0   821k|   0  13.9 |2221  1897 |1.45 1.73 1.09|1.0   0 5.0|   0     0 |           | 18  325    0   22    0
Feb 13 09:35:27 np0000000052 dstat.sh[59573]: 13-02 09:35:27| 23   5  70   0   0|5246M  157M  171M 2250M|  11k 4485B|   0   368k|   0  6.00 |4298  5243 |1.41 1.72 1.09|1.0   0  18|   0     0 |           | 18  326    0   22    0
Feb 13 09:35:28 np0000000052 dstat.sh[59573]: 13-02 09:35:28| 32   9  57   0   0|5271M  126M  171M 2254M|4537B 1792B| 256k  855k|2.00  13.0 |  10k   18k|1.41 1.72 1.09|2.0   0  17|   0     0 |           | 18  325    0   20    0
Feb 13 09:35:29 np0000000052 dstat.sh[59573]: 13-02 09:35:29| 41  14  44   0   0|5262M  135M  171M 2254M|4515B 1628B| 772k  547k|6.03  14.1 |  11k   18k|1.41 1.72 1.09|3.0   0  29|   0     0 |           | 18  325    0   20    0
Feb 13 09:35:30 np0000000052 dstat.sh[59573]: 13-02 09:35:30| 23   6  70   0   0|5213M  196M  171M 2243M|4403B 1619B|   0  1447k|   0   224 |2831  2381 |1.41 1.72 1.09|2.0   0  22|   0     0 |           | 18  325    0   20    0
Feb 13 09:35:31 np0000000052 dstat.sh[59573]: 13-02 09:35:31| 23   5  72   0   0|5200M  209M  171M 2243M|5107B 1664B|   0   653k|   0  13.0 |3230  3031 |1.41 1.72 1.09|1.0   0  94|   0     0 |           | 18  325    0   20    0
Feb 13 09:35:32 np0000000052 dstat.sh[59573]: 13-02 09:35:32| 24   4  70   0   0|5216M  183M  171M 2253M|4889B 1456B|   0  1147k|   0  24.0 |2637  2229 |1.38 1.70 1.09|1.0   0 9.0|   0     0 |           | 18  325    0   16    0
Feb 13 09:35:33 np0000000052 dstat.sh[59573]: 13-02 09:35:33| 12   1  84   0   0|5218M  180M  171M 2254M|  14k 6685B|  36k 1146k|2.00  46.9 |1993  2264 |1.38 1.70 1.09|  0   0  10|   0     0 |           | 18  326    0   16    0
Feb 13 09:35:34 np0000000052 dstat.sh[59573]: 13-02 09:35:34| 11   1  86   0   0|5228M  170M  171M 2254M|  14k 7663B|   0   980k|   0  31.0 |1688  1872 |1.38 1.70 1.09|  0   0   0|   0     0 |           | 18  326    0   16    0
Feb 13 09:35:35 np0000000052 dstat.sh[59573]: 13-02 09:35:35|  9   2  88   1   0|5225M  172M  171M 2254M|  44k 9971B|   0  1464k|   0  62.0 |1967  2454 |1.38 1.70 1.09|1.0   0   0|   0     0 |           | 18  326    0   16    0
Feb 13 09:35:36 np0000000052 dstat.sh[59573]: 13-02 09:35:36| 10   1  87   0   0|5231M  166M  171M 2254M| 125k   10k|   0  1104k|   0  49.0 |1897  2129 |1.38 1.70 1.09|1.0   0 1.0|   0     0 |           | 18  327    0   12    0
Feb 13 09:35:37 np0000000052 dstat.sh[59573]: 13-02 09:35:37| 14   2  82   0   0|5248M  149M  171M 2254M|  14k 8644B|   0  1060k|   0  50.0 |2074  2215 |1.27 1.68 1.08|  0   0 1.0|   0     0 |           | 18  327    0   12    0
Feb 13 09:35:38 np0000000052 dstat.sh[59573]: 13-02 09:35:38| 15   1  82   0   0|5246M  151M  171M 2255M|  17k   10k|   0  1248k|   0  52.0 |2137  2329 |1.27 1.68 1.08|  0   0 1.0|   0     0 |           | 18  327    0   12    0
Feb 13 09:35:39 np0000000052 dstat.sh[59573]: 13-02 09:35:39| 16   2  79   0   0|5252M  144M  171M 2255M| 286k   14k|   0    12M|   0   108 |2392  2297 |1.27 1.68 1.08|  0   0   0|   0     0 |           | 18  327    0   12    0
Feb 13 09:35:40 np0000000052 dstat.sh[59573]: 13-02 09:35:40|  7   1  91   1   0|5251M  144M  171M 2255M|  60k   12k|  28k 1736k|4.00  83.0 |1788  2195 |1.27 1.68 1.08|  0   0   0|   0     0 |           | 18  327    0   10    0
Feb 13 09:35:41 np0000000052 dstat.sh[59573]: 13-02 09:35:41| 14   2  82   1   0|5256M  138M  172M 2256M|  65k   14k| 104k 2464k|6.00   217 |2139  2183 |1.27 1.68 1.08|  0   0   0|   0     0 |           | 18  327    0   10    0
Feb 13 09:35:42 np0000000052 dstat.sh[59573]: 13-02 09:35:42| 11   3  84   1   0|5247M  124M  172M 2279M|7884k   59k|   0  6726k|   0  55.2 |4576  3093 |1.25 1.66 1.08|  0   0 4.0|   0     0 |           | 18  327    0   10    0
Feb 13 09:35:43 np0000000052 dstat.sh[59573]: 13-02 09:35:43| 15   4  78   1   0|5253M  118M  172M 2279M|9514k   72k| 164k   13M|4.00   112 |5666  4115 |1.25 1.66 1.08|1.0   0 3.0|   0     0 |           | 18  327    0   10    0
Feb 13 09:35:44 np0000000052 dstat.sh[59573]: 13-02 09:35:44| 23   5  70   1   0|5244M  129M  175M 2271M|4958B 1657B|   0    32M|   0   251 |3026  3027 |1.25 1.66 1.08|1.0   0   0|   0     0 |           | 18  327    0    9    0
Feb 13 09:35:45 np0000000052 dstat.sh[59573]: 13-02 09:35:45| 25   4  70   0   0|5254M  133M  176M 2258M|4527B 1620B|   0  1776k|   0  62.0 |2825  2802 |1.25 1.66 1.08|1.0   0   0|   0     0 |           | 18  327    0    9    0
Feb 13 09:35:46 np0000000052 dstat.sh[59573]: 13-02 09:35:46| 23   4  71   1   0|5266M  127M  176M 2250M|4555B 1618B|   0  1978k|   0  87.9 |2616  2517 |1.25 1.66 1.08|1.0   0 1.0|   0     0 |           | 18  327    0    9    0
Feb 13 09:35:47 np0000000052 dstat.sh[59573]: 13-02 09:35:47| 24   5  70   1   0|5256M  123M  177M 2262M|4419B 1459B|   0  2426k|   0  89.1 |2818  2761 |1.23 1.65 1.08|1.0   0   0|   0     0 |           | 18  327    0    9    0
Feb 13 09:35:48 np0000000052 dstat.sh[59573]: 13-02 09:35:48| 25   7  66   1   0|5271M  138M  179M 2230M|4513B 1625B|   0   122M|   0  1059 |4826  5254 |1.23 1.65 1.08|2.0   0   0|   0     0 |           | 18  327    0    6    0
Feb 13 09:35:49 np0000000052 dstat.sh[59573]: 13-02 09:35:49| 24   3  71   0   0|5274M  122M  179M 2242M|4532B 1610B|   0  9303k|   0  70.6 |2570  2329 |1.23 1.65 1.08|1.0 1.0   0|   0     0 |           | 18  327    0    6    0
Feb 13 09:35:50 np0000000052 dstat.sh[59573]: 13-02 09:35:50| 25   4  69   1   0|5272M  124M  180M 2240M|4511B 1623B| 140k 3150k|4.01   125 |3111  3210 |1.23 1.65 1.08|1.0   0   0|   0     0 |           | 18  327    0    6    0
Feb 13 09:35:51 np0000000052 dstat.sh[59573]: 13-02 09:35:51| 21   2  76   0   0|5185M  244M  180M 2207M|  11k 4255B|   0   764k|   0  22.9 |2319  2027 |1.23 1.65 1.08|1.0   0 2.0|   0     0 |           | 18  325    0    6    0
Feb 13 09:35:52 np0000000052 dstat.sh[59573]: 13-02 09:35:52| 21   5  73   0   0|5228M  200M  180M 2207M|9228B 2976B|   0  1171k|   0   125 |2793  2614 |1.21 1.64 1.08|  0   0  34|   0     0 |           | 18  326    0    4    0
Feb 13 09:35:53 np0000000052 dstat.sh[59573]: 13-02 09:35:53| 23   4  70   1   0|5253M  169M  181M 2213M|6463B 2629B|  60k 4018k|2.00   175 |3046  3455 |1.21 1.64 1.08|1.0   0 4.0|   0     0 |           | 18  325    0    4    0
Feb 13 09:35:54 np0000000052 dstat.sh[59573]: 13-02 09:35:54| 20   5  74   0   0|5264M  153M  181M 2218M|  11k 4604B|   0    98M|   0  1230 |4570  4701 |1.21 1.64 1.08|2.0   0  17|   0     0 |           | 18  325    0    4    1
Feb 13 09:35:55 np0000000052 dstat.sh[59573]: 13-02 09:35:55| 24   7  66   0   0|5232M  184M  181M 2218M|5045B 1611B|   0  2429k|   0  29.1 |  11k   19k|1.21 1.64 1.08|1.0   0  13|   0     0 |           | 18  325    0    4    0
Feb 13 09:35:56 np0000000052 dstat.sh[59573]: 13-02 09:35:56| 23   6  69   0   0|5230M  185M  181M 2219M|5467B 1622B|   0   316k|   0  5.01 |  11k   20k|1.21 1.64 1.08|1.0   0  14|   0     0 |           | 18  325    0    3    0
Feb 13 09:35:57 np0000000052 dstat.sh[59573]: 13-02 09:35:57| 23   6  71   0   0|5198M  229M  181M 2208M|5738B 1626B|   0   935k|   0   101 |2548  2103 |1.19 1.63 1.08|1.0   0 8.0|   0     0 |           | 18  325    0    3    0
Feb 13 09:35:58 np0000000052 dstat.sh[59573]: 13-02 09:35:58| 23   5  70   0   0|5218M  207M  181M 2211M|6299B 1620B|1060k 1048k|16.0  7.00 |2517  2245 |1.19 1.63 1.08|1.0   0 5.0|   0     0 |           | 18  325    0    3    0
Feb 13 09:35:59 np0000000052 dstat.sh[59573]: 13-02 09:35:59| 26   4  67   1   0|5220M  204M  181M 2212M|5497B 1708B| 873k 3233k|36.9   160 |5573  7488 |1.19 1.63 1.08|2.0   0   0|   0     0 |           | 18  328    0    8    0
Feb 13 09:36:00 np0000000052 dstat.sh[59573]: 13-02 09:36:00| 23   9  65   2   0|5178M  245M  181M 2213M|4544B 1626B| 610k 2188k|31.1   251 |7405    10k|1.19 1.63 1.08|1.0   0 136|   0     0 |           | 18  327    0    9    0
Feb 13 09:36:01 np0000000052 dstat.sh[59573]: 13-02 09:36:01| 13  15  70   0   0|5177M  244M  181M 2214M|4600B 1613B|1466k  490k|58.7  20.9 |5257  4529 |1.19 1.63 1.08|2.0   0 304|   0     0 |           | 18  327    0   11    0
Feb 13 09:36:02 np0000000052 dstat.sh[59573]: 13-02 09:36:02|  5   4  76  11   0|5159M  250M  181M 2226M|5446B 2472B|  12M 3211k|1777   133 |3985  6067 |1.18 1.62 1.08|  0   0  16|   0     0 |           | 18  328    0   11    0
Feb 13 09:36:03 np0000000052 dstat.sh[59573]: 13-02 09:36:03|  2   1  96   0   0|5147M  262M  181M 2226M|  10k 3122B|   0  1789k|   0   299 |1391  1814 |1.18 1.62 1.08|  0   0   0|   0     0 |           | 18  328    0   11    0
Feb 13 09:36:04 np0000000052 dstat.sh[59573]: 13-02 09:36:04|  3   1  95   0   0|5141M  268M  181M 2226M|  89k 3850B| 156k   36k|2.00  5.00 |1311  1755 |1.18 1.62 1.08|  0   0 2.0|   0     0 |           | 18  328    0   11    0
Feb 13 09:36:05 np0000000052 dstat.sh[59573]: 13-02 09:36:05| 42   8  50   1   0|4917M  491M  181M 2227M| 281k 6107B| 316k 1008k|13.0  37.0 |4085  2870 |1.18 1.62 1.08|2.0   0  31|   0     0 |           | 18  311    0   15    0
Feb 13 09:36:06 np0000000052 dstat.sh[59573]: 13-02 09:36:06| 45  11  43   0   0|4983M  425M  181M 2227M|4678B 1619B|4095B   36k|1.00  4.00 |3276  2179 |1.18 1.62 1.08|3.0   0 6.0|   0     0 |           | 18  311    0   15    0
Feb 13 09:36:07 np0000000052 dstat.sh[59573]: 13-02 09:36:07| 67  10  22   0   0|4983M  425M  181M 2228M|4799B 1621B| 192k  576k|3.00  36.0 |4488  3054 |1.32 1.64 1.09|6.0   0 5.0|   0     0 |           | 18  298    0   16    0
Feb 13 09:36:08 np0000000052 dstat.sh[59573]: 13-02 09:36:08| 59   8  32   0   0|5107M  300M  181M 2228M|4656B 1620B| 192k  140k|10.0  12.0 |4496  5409 |1.32 1.64 1.09|2.0   0 4.0|   0     0 |           | 18  300    0   23    0
Feb 13 09:36:09 np0000000052 dstat.sh[59573]: 13-02 09:36:09| 21   7  69   0   0|5039M  368M  181M 2228M|5486B 1619B|   0   148k|   0  6.00 |3088    14k|1.32 1.64 1.09|1.0   0  37|   0     0 |           | 18  294    0   24    0
Feb 13 09:36:10 np0000000052 dstat.sh[59573]: 13-02 09:36:10| 35   8  55   0   0|4945M  462M  181M 2228M|5165B 1463B|  16k  413k|1.00  49.2 |3344  2948 |1.32 1.64 1.09|2.0   0 5.0|   0     0 |           | 18  282    0   25    0
Feb 13 09:36:11 np0000000052 dstat.sh[59573]: 13-02 09:36:11| 45   8  45   0   0|5024M  381M  181M 2230M|4791B 1617B|  32k  351k|2.00  32.9 |7187    11k|1.32 1.64 1.09|1.0   0 2.0|   0     0 |           | 18  290    0   28    0
Feb 13 09:36:12 np0000000052 dstat.sh[59573]: 13-02 09:36:12|  1   1  96   0   0|5020M  385M  181M 2230M|4630B 1618B|   0  1090k|   0  15.0 |1264  1894 |1.22 1.62 1.08|  0   0   0|   0     0 |           | 18  290    0   28    0
Feb 13 09:36:13 np0000000052 dstat.sh[59573]: 13-02 09:36:13|  2   1  97   0   0|5014M  391M  181M 2230M|4920B 1620B|   0   108k|   0  9.00 |1014  1479 |1.22 1.62 1.08|  0   0   0|   0     0 |           | 18  290    0   27    0
Feb 13 09:36:14 np0000000052 dstat.sh[59573]: 13-02 09:36:14|  1   0  96   0   0|5009M  396M  181M 2230M|5304B 1612B|   0   298k|   0  16.9 |1113  1544 |1.22 1.62 1.08|  0   0   0|   0     0 |           | 18  290    0   27    0
Feb 13 09:36:15 np0000000052 dstat.sh[59573]: 13-02 09:36:15|  3   1  96   0   0|5006M  399M  181M 2230M|4669B 1628B|   0   289k|   0  29.1 |1437  2002 |1.22 1.62 1.08|  0   0 2.0|   0     0 |           | 18  290    0   27    0
Feb 13 09:36:16 np0000000052 dstat.sh[59573]: 13-02 09:36:16|  1   1  97   0   0|4997M  409M  181M 2230M|4741B 1620B|   0    88k|   0  5.00 |1046  1533 |1.22 1.62 1.08|1.0   0 1.0|   0     0 |           | 18  290    0   27    0
Feb 13 09:36:17 np0000000052 dstat.sh[59573]: 13-02 09:36:17|  2   1  96   0   0|4995M  411M  181M 2230M|4596B 1458B|   0    80k|   0  9.00 |1147  1598 |1.20 1.61 1.08|  0   0   0|   0     0 |           | 18  290    0   27    0
Feb 13 09:36:18 np0000000052 dstat.sh[59573]: 13-02 09:36:18|  2   1  96   0   0|4976M  429M  181M 2230M|4859B 1620B|   0  8214k|   0  1008 |1326  1605 |1.20 1.61 1.08|  0   0   0|   0     0 |           | 18  290    0   27    0
Feb 13 09:36:19 np0000000052 dstat.sh[59573]: 13-02 09:36:19|  1   1  96   0   0|4976M  429M  181M 2230M|4860B 1620B|   0    23M|   0   242 |1351  1755 |1.20 1.61 1.08|  0   0   0|   0     0 |           | 18  290    0   27    0
Feb 13 09:36:20 np0000000052 dstat.sh[59573]: 13-02 09:36:20|  2   1  96   0   0|4976M  429M  181M 2230M|5040B 1620B|   0   712k|   0  30.0 |1341  2002 |1.20 1.61 1.08|  0   0   0|   0     0 |           | 18  290    0   27    0
Feb 13 09:36:21 np0000000052 dstat.sh[59573]: 13-02 09:36:21|  1   1  97   0   0|4976M  429M  181M 2230M|4621B 1620B|   0    32k|   0  4.00 | 985  1440 |1.20 1.61 1.08|1.0   0   0|   0     0 |           | 18  290    0   27    0
Feb 13 09:36:22 np0000000052 dstat.sh[59573]: 13-02 09:36:22|  3   1  95   0   0|4976M  429M  181M 2230M|4397B 1620B|   0   328k|   0  28.0 |1379  2005 |1.10 1.58 1.08|  0   0 1.0|   0     0 |           | 18  290    0   27    0
Feb 13 09:36:23 np0000000052 dstat.sh[59573]: 13-02 09:36:23|  3   1  96   0   0|4976M  429M  181M 2230M|4381B 1620B|   0    80k|   0  12.0 |1289  1863 |1.10 1.58 1.08|  0   0 1.0|   0     0 |           | 18  290    0   27    0
Feb 13 09:36:24 np0000000052 dstat.sh[59573]: 13-02 09:36:24|  1   1  96   0   0|4976M  429M  181M 2230M|4320B 1620B|   0    32k|   0  3.00 |1199  1745 |1.10 1.58 1.08|  0   0   0|   0     0 |           | 18  290    0   27    0
Feb 13 09:36:25 np0000000052 dstat.sh[59573]: 13-02 09:36:25|  3   2  93   0   0|4970M  436M  181M 2230M|4038B 1458B|   0    34M|   0   438 |2333  3074 |1.10 1.58 1.08|  0   0 6.0|   0     0 |           | 18  290    0   27    0
Feb 13 09:36:26 np0000000052 dstat.sh[59573]: 13-02 09:36:26|  1   1  97   0   0|4970M  436M  181M 2230M|4740B 1620B|   0    32k|   0  4.00 |1043  1499 |1.10 1.58 1.08|  0   0 1.0|   0     0 |           | 18  290    0   27    0
Feb 13 09:36:27 np0000000052 dstat.sh[59573]: 13-02 09:36:27|  1   0  96   0   0|4970M  436M  181M 2230M|4873B 1619B|   0    28k|   0  3.00 |1085  1491 |1.01 1.55 1.07|  0   0   0|   0     0 |           | 18  290    0   27    0
Feb 13 09:36:28 np0000000052 dstat.sh[59573]: 13-02 09:36:28|  1   1  97   0   0|4970M  436M  181M 2230M|4384B 1621B|   0     0 |   0     0 | 961  1426 |1.01 1.55 1.07|  0   0   0|   0     0 |           | 18  290    0   27    0
Feb 13 09:36:29 np0000000052 dstat.sh[59573]: 13-02 09:36:29|  2   0  95   0   0|4970M  435M  181M 2230M|4432B 1620B|   0     0 |   0     0 |1246  1655 |1.01 1.55 1.07|1.0   0   0|   0     0 |           | 18  290    0   25    0
Feb 13 09:36:30 np0000000052 dstat.sh[59573]: 13-02 09:36:30|  9  16  72   1   0|4979M  426M  181M 2231M|4666B 1627B| 213k 6199k|10.0   185 |6113  7768 |1.01 1.55 1.07|1.0   0 309|   0     0 |           | 18  290    0   25    0
Feb 13 09:36:31 np0000000052 dstat.sh[59573]: 13-02 09:36:31| 10  20  67   0   0|4987M  418M  181M 2231M|4617B 1619B|   0  4094B|   0  1.00 |6091  5145 |1.01 1.55 1.07|1.0   0 398|   0     0 |           | 18  290    0   27    0
Feb 13 09:36:32 np0000000052 dstat.sh[59573]: 13-02 09:36:32| 10  19  67   0   0|4992M  413M  181M 2231M|4999B 1453B|   0   207k|   0  20.9 |5995  5005 |1.01 1.54 1.07|1.0   0 365|   0     0 |           | 18  290    0   27    0
Feb 13 09:36:33 np0000000052 dstat.sh[59573]: 13-02 09:36:33|  9  20  68   0   0|4994M  410M  181M 2231M|5213B 1618B|   0    80k|   0  9.99 |5918  4768 |1.01 1.54 1.07|2.0   0 402|   0     0 |           | 18  290    0   27    0
Feb 13 09:36:34 np0000000052 dstat.sh[59573]: 13-02 09:36:34|  8  22  67   0   0|4990M  414M  181M 2231M|5450B 1617B|   0   204k|   0  14.0 |6196  5227 |1.01 1.54 1.07|1.0   0 452|   0     0 |           | 18  290    0   27    0
Feb 13 09:36:35 np0000000052 dstat.sh[59573]: 13-02 09:36:35| 11  16  70   1   0|5005M  383M  181M 2248M|5532B 1629B|  18M  696k| 180  34.2 |5229  4552 |1.01 1.54 1.07|1.0   0 270|   0     0 |           | 18  290    0   27    0
Feb 13 09:36:36 np0000000052 dstat.sh[59573]: 13-02 09:36:36| 15   4  80   0   0|5017M  370M  181M 2248M|6275B 2282B| 207k   83k|5.96  4.97 |2608  2431 |1.01 1.54 1.07|  0   0  28|   0     0 |           | 18  291    0   27    0
Feb 13 09:36:37 np0000000052 dstat.sh[59573]: 13-02 09:36:37|  2   1  95   0   0|5017M  370M  181M 2248M| 151k 5457B|   0   313k|   0  24.0 |1427  1911 |0.93 1.52 1.07|  0   0 1.0|   0     0 |           | 18  291    0   27    0
Feb 13 09:36:38 np0000000052 dstat.sh[59573]: 13-02 09:36:38|  3   2  94   0   0|5016M  370M  181M 2249M| 572k   17k|   0  1064k|   0   215 |2044  2265 |0.93 1.52 1.07|  0   0 1.0|   0     0 |           | 18  291    0   27    0
Feb 13 09:36:39 np0000000052 dstat.sh[59573]: 13-02 09:36:39|  4   2  91   0   0|5015M  370M  181M 2250M|1329k   34k|   0     0 |   0     0 |2786  2409 |0.93 1.52 1.07|  0   0   0|   0     0 |           | 18  291    0   27    0
Feb 13 09:36:40 np0000000052 dstat.sh[59573]: 13-02 09:36:40|  2   1  96   0   0|5015M  370M  181M 2250M| 140k 6853B|   0  2926k|   0  45.1 |1454  1972 |0.93 1.52 1.07|  0   0   0|   0     0 |           | 18  291    0   27    0
Feb 13 09:36:41 np0000000052 dstat.sh[59573]: 13-02 09:36:41|  2   1  95   0   0|5015M  370M  181M 2250M| 296k 8313B|   0    84k|   0  10.0 |1448  1718 |0.93 1.52 1.07|  0   0   0|   0     0 |           | 18  291    0   27    0
Feb 13 09:36:42 np0000000052 dstat.sh[59573]: 13-02 09:36:42|  2   1  94   0   0|5015M  369M  181M 2251M| 689k   17k|   0     0 |   0     0 |1844  1919 |0.86 1.49 1.06|  0   0   0|   0     0 |           | 18  291    0   27    0
Feb 13 09:36:43 np0000000052 dstat.sh[59573]: 13-02 09:36:43|  1   1  96   0   0|5015M  369M  181M 2252M| 379k   10k|   0  1399k|   0  6.00 |1379  1663 |0.86 1.49 1.06|  0   0   0|   0     0 |           | 18  291    0   27    0
Feb 13 09:36:44 np0000000052 dstat.sh[59573]: 13-02 09:36:44|  2   1  96   0   0|5015M  369M  181M 2252M| 217k 5773B|   0   216k|   0  4.00 |1222  1568 |0.86 1.49 1.06|2.0   0   0|   0     0 |           | 18  291    0   27    0
Feb 13 09:36:45 np0000000052 dstat.sh[59573]: 13-02 09:36:45|  3   1  94   0   0|5014M  369M  181M 2252M| 393k 7825B|   0   840k|   0  32.0 |1772  2180 |0.86 1.49 1.06|  0   0   0|   0     0 |           | 18  291    0   27    0
Feb 13 09:36:46 np0000000052 dstat.sh[59573]: 13-02 09:36:46|  5   2  92   0   0|5018M  365M  181M 2253M| 289k 7154B|  56k  383k|4.99  7.99 |1605  1732 |0.86 1.49 1.06|1.0   0 3.0|   0     0 |           | 18  290    0   28    0
Feb 13 09:36:47 np0000000052 dstat.sh[59573]: 13-02 09:36:47| 13  13  69   4   0|5035M  327M  182M 2273M|4718B 1459B|2105k   24M| 143   783 |6374  7699 |0.87 1.48 1.06|2.0   0  96|   0     0 |           | 18  290    0   28    0
Feb 13 09:36:48 np0000000052 dstat.sh[59573]: 13-02 09:36:48| 12  14  68   4   0|5038M  315M  182M 2280M|4640B 1627B|  16k   14M|1.00  1493 |7439  9792 |0.87 1.48 1.06|2.0   0 107|   0     0 |           | 18  290    0   28    0
Feb 13 09:36:49 np0000000052 dstat.sh[59573]: 13-02 09:36:49| 23   8  67   1   0|5039M  313M  182M 2281M|4745B 1622B|   0  1894k|   0   167 |3648  3005 |0.87 1.48 1.06|2.0   0  38|   0     0 |           | 18  290    0   28    0
Feb 13 09:36:50 np0000000052 dstat.sh[59573]: 13-02 09:36:50| 23   8  67   1   0|5051M  300M  182M 2282M|4598B 1654B|  32k 1720k|1.00   109 |3692  3231 |0.87 1.48 1.06|2.0   0  30|   0     0 |           | 18  290    0   28    0
Feb 13 09:36:51 np0000000052 dstat.sh[59573]: 13-02 09:36:51| 24   7  68   1   0|5046M  302M  182M 2284M|4623B 1621B|   0  1369k|   0  64.0 |3364  2971 |0.87 1.48 1.06|1.0   0  24|   0     0 |           | 18  290    0   28    0
Feb 13 09:36:52 np0000000052 dstat.sh[59573]: 13-02 09:36:52| 23   5  69   0   0|5048M  296M  182M 2288M|4576B 1620B| 100k  920k|23.0  46.0 |3828  4451 |0.88 1.48 1.06|1.0   0  17|   0     0 |           | 18  290    0   28    0
Feb 13 09:36:53 np0000000052 dstat.sh[59573]: 13-02 09:36:53| 15  10  71   2   0|5106M  183M  183M 2342M|4493B 1618B|1214k 5588k| 183   118 |4202  5181 |0.88 1.48 1.06|3.0   0  31|   0     0 |           | 18  290    0   28    0
Feb 13 09:36:54 np0000000052 dstat.sh[59573]: 13-02 09:36:54| 18  10  71   0   0|5091M  192M  183M 2344M|5164B 1460B| 220k 2623k|11.0  6.01 |2674  2178 |0.88 1.48 1.06|2.0   0  31|   0     0 |           | 18  290    0   28    0
Feb 13 09:36:55 np0000000052 dstat.sh[59573]: 13-02 09:36:55| 25   3  71   0   0|5133M  150M  183M 2344M|5018B 1621B| 196k 3033k|14.0   219 |2658  2189 |0.88 1.48 1.06|1.0   0  18|   0     0 |           | 18  290    0   28    0
Feb 13 09:36:56 np0000000052 dstat.sh[59573]: 13-02 09:36:56|  6   2  90   0   0|5065M  279M  183M 2285M|6148B 1619B|  20k 4095B|2.00  1.00 |1735  1855 |0.88 1.48 1.06|1.0   0  17|   0     0 |           | 18  290    0   28    0
