Sep 07 17:50:54 jammy-provider-cloud-0000007592 systemd[1]: Started Devstack devstack@dstat.service.
Sep 07 17:50:55 jammy-provider-cloud-0000007592 dstat.sh[58831]: ----system---- ----total-usage---- ------memory-usage----- -net/total- -dsk/total- --io/total- ---system-- ---load-avg--- ---procs--- ---paging-- ----swap--- ------tcp-sockets-------
Sep 07 17:50:55 jammy-provider-cloud-0000007592 dstat.sh[58831]:      time     |usr sys idl wai stl| used  free  buf   cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out | used  free|lis  act  syn  tim  clo
Sep 07 17:57:26 jammy-provider-cloud-0000007592 dstat.sh[58831]: 07-09 17:57:26|  6   1  91   0   0|4424M  133M  184M 3019M| 181k 8935B|   0   840k|   0  27.0 |1333  2042 |1.19 1.49 0.98|  0   0 1.0|   0     0 |   0     0 | 18  297    6   11    0
Sep 07 17:57:27 jammy-provider-cloud-0000007592 dstat.sh[58831]: 07-09 17:57:27|  7   1  90   1   0|4424M  133M  184M 3020M| 407k   11k|   0  1546k|   0  43.1 |1511  2218 |1.09 1.46 0.98|1.0   0 3.0|   0     0 |   0     0 | 18  297    6   11    0
Sep 07 17:57:28 jammy-provider-cloud-0000007592 dstat.sh[58831]: 07-09 17:57:28|  9   2  88   0   0|4424M  130M  185M 3022M| 744k   11k| 467k 1784k|3.99  45.9 |1717  2374 |1.09 1.46 0.98|1.0   0 4.0|   0     0 |   0     0 | 18  297    6   11    0
Sep 07 17:57:29 jammy-provider-cloud-0000007592 dstat.sh[58831]: 07-09 17:57:29|  9   1  88   1   0|4426M  127M  185M 3023M| 564k   11k|   0  1247k|   0  31.1 |1528  2148 |1.09 1.46 0.98|2.0   0 2.0|   0     0 |   0     0 | 18  297    6   11    0
Sep 07 17:57:30 jammy-provider-cloud-0000007592 dstat.sh[58831]: 07-09 17:57:30|  8   2  88   0   0|4428M  123M  185M 3025M|1133k   14k|   0  2281k|   0  53.0 |1919  2890 |1.09 1.46 0.98|2.0   0 5.0|   0     0 |   0     0 | 18  297    6   11    0
Sep 07 17:57:31 jammy-provider-cloud-0000007592 dstat.sh[58831]: 07-09 17:57:31| 19   3  77   0   0|4427M  125M  185M 3023M| 613k 7419B|   0  2124k|   0   214 |1700  2291 |1.09 1.46 0.98|3.0   0 7.0|   0     0 |   0     0 | 18  297    6   11    0
Sep 07 17:57:32 jammy-provider-cloud-0000007592 dstat.sh[58831]: 07-09 17:57:32| 26   3  70   0   0|4430M  135M  185M 3011M| 421k 5614B|   0    79M|   0   389 |2332  3431 |1.09 1.46 0.98|2.0   0   0|   0     0 |   0     0 | 18  297    6   11    0
Sep 07 17:57:33 jammy-provider-cloud-0000007592 dstat.sh[58831]: 07-09 17:57:33| 14   2  83   0   0|4437M  135M  185M 3004M|3523k   35k|   0  6440k|   0   135 |2799  2894 |1.09 1.46 0.98|2.0   0 4.0|   0     0 |   0     0 | 18  297    6   11    0
Sep 07 17:57:34 jammy-provider-cloud-0000007592 dstat.sh[58831]: 07-09 17:57:34|  6   1  91   0   0|4438M  132M  185M 3006M|1137k 8445B|   0  1832k|   0  28.1 |1452  2128 |1.09 1.46 0.98|3.0   0 3.0|   0     0 |   0     0 | 18  297    6   11    0
Sep 07 17:57:35 jammy-provider-cloud-0000007592 dstat.sh[58831]: 07-09 17:57:35| 10   3  85   0   0|4440M  160M  185M 2977M|  12M   70k|   0    12M|   0  44.0 |4324  2623 |1.09 1.46 0.98|1.0   0 2.0|   0     0 |   0     0 | 18  297    6   11    0
Sep 07 17:57:36 jammy-provider-cloud-0000007592 dstat.sh[58831]: 07-09 17:57:36|  9   1  88   0   0|4439M  157M  185M 2981M|2368k   18k|   0  3282k|   0  45.3 |2141  2653 |1.09 1.46 0.98|2.0   0 3.0|   0     0 |   0     0 | 18  297    6   11    0
Sep 07 17:57:37 jammy-provider-cloud-0000007592 dstat.sh[58831]: 07-09 17:57:37| 24   2  72   0   0|4449M  145M  186M 2982M| 976k   11k|   0    58M|   0   245 |2198  3130 |1.08 1.45 0.98|3.0   0 2.0|   0     0 |   0     0 | 18  297    6   11    0
Sep 07 17:57:38 jammy-provider-cloud-0000007592 dstat.sh[58831]: 07-09 17:57:38| 23   3  73   0   0|4439M  171M  186M 2967M|  12M   61k|   0    12M|   0  34.1 |4091  2067 |1.08 1.45 0.98|2.0   0 2.0|   0     0 |   0     0 | 18  297    6   11    0
Sep 07 17:57:39 jammy-provider-cloud-0000007592 dstat.sh[58831]: 07-09 17:57:39| 10   2  86   1   0|4439M  169M  186M 2968M| 744k   12k|   0  1889k|   0  59.3 |1784  2740 |1.08 1.45 0.98|1.0   0 3.0|   0     0 |   0     0 | 18  297    6   11    0
Sep 07 17:57:40 jammy-provider-cloud-0000007592 dstat.sh[58831]: 07-09 17:57:40| 10   1  86   0   0|4439M  169M  186M 2969M| 232k   10k|4079B 1793k|1.00  82.7 |1971  3278 |1.08 1.45 0.98|3.0   0 1.0|   0     0 |   0     0 | 18  297    6   11    0
Sep 07 17:57:41 jammy-provider-cloud-0000007592 dstat.sh[58831]: 07-09 17:57:41| 16   1  81   1   0|4446M  155M  186M 2975M|3398k   21k|   0  4629k|   0  52.0 |2330  2648 |1.08 1.45 0.98|1.0   0 5.0|   0     0 |   0     0 | 18  297    6   11    0
Sep 07 17:57:42 jammy-provider-cloud-0000007592 dstat.sh[58831]: 07-09 17:57:42|  9   2  88   1   0|4446M  154M  186M 2976M| 544k 9992B|   0  3718k|   0  40.2 |1434  2195 |0.99 1.42 0.97|3.0   0 2.0|   0     0 |   0     0 | 18  297    6   11    0
Sep 07 17:57:43 jammy-provider-cloud-0000007592 dstat.sh[58831]: 07-09 17:57:43|  6   1  91   0   0|4447M  153M  186M 2976M| 123k 7958B|   0  1240k|   0   110 |1314  2053 |0.99 1.42 0.97|2.0   0 1.0|   0     0 |   0     0 | 18  297    6   11    0
Sep 07 17:57:44 jammy-provider-cloud-0000007592 dstat.sh[58831]: 07-09 17:57:44| 12   2  85   1   0|4449M  149M  187M 2977M| 538k 8588B|   0  1165k|   0  23.1 |1342  1924 |0.99 1.42 0.97|2.0   0 1.0|   0     0 |   0     0 | 18  297    6   11    0
Sep 07 17:57:45 jammy-provider-cloud-0000007592 dstat.sh[58831]: 07-09 17:57:45| 13   1  84   0   0|4452M  144M  187M 2980M|1195k   13k|   0  2220k|   0  36.0 |1657  2242 |0.99 1.42 0.97|1.0   0 3.0|   0     0 |   0     0 | 18  297    6   11    0
Sep 07 17:57:46 jammy-provider-cloud-0000007592 dstat.sh[58831]: 07-09 17:57:46| 11   1  86   0   0|4454M  141M  187M 2980M| 307k 9206B|   0   832k|   0  18.0 |1452  2128 |0.99 1.42 0.97|3.0   0 2.0|   0     0 |   0     0 | 18  297    6   11    0
Sep 07 17:57:47 jammy-provider-cloud-0000007592 dstat.sh[58831]: 07-09 17:57:47| 11   1  85   0   0|4457M  134M  187M 2984M|1841k   15k|   0  2934k|   0  34.0 |1697  2251 |0.99 1.42 0.97|1.0   0 1.0|   0     0 |   0     0 | 18  297    6   11    0
Sep 07 17:57:48 jammy-provider-cloud-0000007592 dstat.sh[58831]: 07-09 17:57:48|  8   1  89   0   0|4457M  134M  187M 2984M| 155k 7420B|   0   740k|   0  18.0 |1222  1934 |0.99 1.42 0.97|1.0   0 1.0|   0     0 |   0     0 | 18  297    6   11    0
Sep 07 17:57:49 jammy-provider-cloud-0000007592 dstat.sh[58831]: 07-09 17:57:49| 15   1  81   0   0|4457M  132M  187M 2985M| 756k   11k|   0  1725k|   0  44.2 |1677  2285 |0.99 1.42 0.97|2.0   0 3.0|   0     0 |   0     0 | 18  297    6   11    0
Sep 07 17:57:50 jammy-provider-cloud-0000007592 dstat.sh[58831]: 07-09 17:57:50| 16   2  80   1   0|4456M  132M  187M 2987M| 699k   11k|   0  1901k|   0  61.7 |1960  2977 |0.99 1.42 0.97|2.0   0 4.0|   0     0 |   0     0 | 18  299    6   11    0
Sep 07 17:57:51 jammy-provider-cloud-0000007592 dstat.sh[58831]: 07-09 17:57:51| 17   1  81   1   0|4456M  132M  187M 2987M| 371k 8720B|   0   776k|   0  23.0 |1401  2042 |0.99 1.42 0.97|2.0   0 4.0|   0     0 |   0     0 | 18  299    6   11    0
Sep 07 17:57:52 jammy-provider-cloud-0000007592 dstat.sh[58831]: 07-09 17:57:52| 22   3  75   0   0|4460M  139M  188M 2976M| 941k   13k|   0    16M|   0   150 |1843  2407 |0.99 1.41 0.97|2.0   0 3.0|   0     0 |   0     0 | 18  299    6   11    0
Sep 07 17:57:53 jammy-provider-cloud-0000007592 dstat.sh[58831]: 07-09 17:57:53| 17   2  78   0   0|4482M  137M  188M 2956M|  34k 3360B|   0   564k|   0  24.0 |1364  1999 |0.99 1.41 0.97|4.0   0 1.0|   0     0 |   0     0 | 18  299    6   11    0
Sep 07 17:57:54 jammy-provider-cloud-0000007592 dstat.sh[58831]: 07-09 17:57:54| 26   1  72   0   0|4468M  151M  188M 2956M|7636B 1573B|   0   201k|   0  8.04 |1262  1751 |0.99 1.41 0.97|1.0   0   0|   0     0 |   0     0 | 18  299    6   11    0
Sep 07 17:57:55 jammy-provider-cloud-0000007592 dstat.sh[58831]: 07-09 17:57:55| 26   5  67   0   0|4491M  128M  188M 2956M|5708B 1632B|   0     0 |   0     0 |  12k   25k|0.99 1.41 0.97|4.0   0 6.0|   0     0 |   0     0 | 18  299    6   11    0
Sep 07 17:57:56 jammy-provider-cloud-0000007592 dstat.sh[58831]: 07-09 17:57:56| 24   5  71   0   0|4488M  137M  189M 2946M|5677B 1573B|  92k 4115B|9.04  1.00 |2850  4858 |0.99 1.41 0.97|2.0   0 4.0|   0     0 |   0     0 | 18  299    6   11    0
Sep 07 17:57:57 jammy-provider-cloud-0000007592 dstat.sh[58831]: 07-09 17:57:57| 25   4  68   0   0|4494M  130M  189M 2947M|6113B 1610B|  12k  227k|0.99  6.96 |8777    18k|1.00 1.40 0.98|3.0   0 5.0|   0     0 |   0     0 | 18  299    6   11    0
Sep 07 17:57:58 jammy-provider-cloud-0000007592 dstat.sh[58831]: 07-09 17:57:58| 25  11  62   0   0|4511M  138M  190M 2919M|4837B 1630B|  16k 1320k|2.01  8.05 |  25k   55k|1.00 1.40 0.98|1.0   0 3.0|   0     0 |   0     0 | 18  299    6   11    0
Sep 07 17:57:59 jammy-provider-cloud-0000007592 dstat.sh[58831]: 07-09 17:57:59| 25   4  69   0   0|4511M  126M  190M 2930M|5136B 1613B|  12k 3306k|2.99  22.9 |3358  5888 |1.00 1.40 0.98|3.0   0   0|   0     0 |   0     0 | 18  299    5   11    0
Sep 07 17:58:00 jammy-provider-cloud-0000007592 dstat.sh[58831]: 07-09 17:58:00| 25   3  71   0   0|4484M  182M  190M 2903M|6901B 1620B|   0   808k|   0  22.0 |1755  2568 |1.00 1.40 0.98|7.0   0 1.0|   0     0 |   0     0 | 18  299    5   11    0
Sep 07 17:58:01 jammy-provider-cloud-0000007592 dstat.sh[58831]: 07-09 17:58:01| 26   2  71   0   0|4492M  174M  190M 2903M|5663B 1619B|   0   196k|   0  13.0 |1585  2090 |1.00 1.40 0.98|5.0   0 3.0|   0     0 |   0     0 | 18  299    5   11    0
Sep 07 17:58:02 jammy-provider-cloud-0000007592 dstat.sh[58831]: 07-09 17:58:02| 27   0  72   0   0|4481M  185M  190M 2903M|8878B 1662B|   0    20k|   0  5.01 |1431  1841 |1.00 1.39 0.98|5.0   0   0|   0     0 |   0     0 | 18  299    5   11    0
Sep 07 17:58:03 jammy-provider-cloud-0000007592 dstat.sh[58831]: 07-09 17:58:03| 25   2  71   1   0|4491M  163M  190M 2915M|5673B 1511B|4093B 7810k|1.00  88.9 |1596  2281 |1.00 1.39 0.98|3.0   0   0|   0     0 |   0     0 | 18  299    5   11    0
Sep 07 17:58:04 jammy-provider-cloud-0000007592 dstat.sh[58831]: 07-09 17:58:04| 23   2  72   1   0|4492M  142M  191M 2932M|5932B 1620B|   0  2792k|   0   113 |1640  2545 |1.00 1.39 0.98|2.0   0   0|   0     0 |   0     0 | 18  299    5   11    0
Sep 07 17:58:05 jammy-provider-cloud-0000007592 dstat.sh[58831]: 07-09 17:58:05| 24   4  72   0   0|4481M  134M  192M 2947M|7590B 1697B|   0  2124k|   0  67.1 |1587  2388 |1.00 1.39 0.98|2.0   0   0|   0     0 |   0     0 | 18  299    5   11    0
Sep 07 17:58:06 jammy-provider-cloud-0000007592 dstat.sh[58831]: 07-09 17:58:06| 24   3  71   1   0|4480M  132M  193M 2948M|6212B 1693B|   0  2783k|   0   108 |1697  2644 |1.00 1.39 0.98|4.0   0   0|   0     0 |   0     0 | 18  299    5   11    0
Sep 07 17:58:07 jammy-provider-cloud-0000007592 dstat.sh[58831]: 07-09 17:58:07| 24   3  71   0   0|4479M  139M  193M 2940M|6032B 1620B|   0    18M|   0   179 |1664  2451 |1.00 1.39 0.98|2.0   0   0|   0     0 |   0     0 | 18  299    5   11    0
Sep 07 17:58:08 jammy-provider-cloud-0000007592 dstat.sh[58831]: 07-09 17:58:08| 21   6  71   1   0|4480M  136M  198M 2934M|6026B 1693B|   0  6069k|   0  75.0 |1589  2421 |1.00 1.39 0.98|2.0   0   0|   0     0 |   0     0 | 18  299    5   11    0
Sep 07 17:58:09 jammy-provider-cloud-0000007592 dstat.sh[58831]: 07-09 17:58:09| 22   3  72   1   0|4481M  131M  199M 2934M|5514B 1620B|   0  3036k|   0   102 |1574  2701 |1.00 1.39 0.98|3.0   0   0|   0     0 |   0     0 | 18  299    5   11    0
Sep 07 17:58:10 jammy-provider-cloud-0000007592 dstat.sh[58831]: 07-09 17:58:10| 37  14  47   1   0|4511M  128M  200M 2907M|5694B 1666B| 545k  165M|5.01   653 |3211  4258 |1.00 1.39 0.98|3.0   0 8.0|   0     0 |   0     0 | 18  299    5   11    0
Sep 07 17:58:11 jammy-provider-cloud-0000007592 dstat.sh[58831]: 07-09 17:58:11| 30   6  62   1   0|4497M  130M  202M 2916M|5525B 1454B| 511k 3013k|3.99  79.8 |1864  2607 |1.00 1.39 0.98|4.0   0 6.0|   0     0 |   0     0 | 18  299    5    5    0
Sep 07 17:58:12 jammy-provider-cloud-0000007592 dstat.sh[58831]: 07-09 17:58:12| 23   3  72   0   0|4473M  126M  204M 2938M|6495B 1736B|   0  2955k|   0   155 |1522  2280 |1.00 1.38 0.98|2.0   0   0|   0     0 |   0     0 | 18  299    5    5    0
Sep 07 17:58:13 jammy-provider-cloud-0000007592 dstat.sh[58831]: 07-09 17:58:13| 27   6  65   0   0|4478M  145M  205M 2913M|9075B 1621B|   0  1865k|   0  22.0 |1941  4616 |1.00 1.38 0.98|2.0   0  34|   0     0 |   0     0 | 18  299    5    4    0
Sep 07 17:58:14 jammy-provider-cloud-0000007592 dstat.sh[58831]: 07-09 17:58:14| 25   3  71   0   0|4494M  130M  205M 2912M|7215B 1618B|   0   879k|   0  3.99 |1399  2058 |1.00 1.38 0.98|2.0   0   0|   0     0 |   0     0 | 18  299    5    4    0
Sep 07 17:58:15 jammy-provider-cloud-0000007592 dstat.sh[58831]: 07-09 17:58:15| 24   3  71   1   0|4486M  130M  205M 2920M|9423B 1848B|   0  1402k|   0  16.0 |1514  2295 |1.00 1.38 0.98|2.0   0   0|   0     0 |   0     0 | 18  299    6    3    0
Sep 07 17:58:16 jammy-provider-cloud-0000007592 dstat.sh[58831]: 07-09 17:58:16| 25   3  71   0   0|4378M  294M  205M 2863M|7490B 2040B|   0   627k|   0  8.99 |2052  3234 |1.00 1.38 0.98|3.0   0 6.0|   0     0 |   0     0 | 18  297    6    3    0
Sep 07 17:58:17 jammy-provider-cloud-0000007592 dstat.sh[58831]: 07-09 17:58:17| 27   2  69   0   0|4388M  283M  205M 2863M|7300B 1465B|   0     0 |   0     0 |  11k   23k|1.00 1.37 0.98|1.0   0 1.0|   0     0 |   0     0 | 18  297    6    3    0
Sep 07 17:58:18 jammy-provider-cloud-0000007592 dstat.sh[58831]: 07-09 17:58:18| 28   8  61   0   0|4395M  277M  205M 2863M|6876B 1700B|   0   486k|   0  1.00 |  31k   65k|1.00 1.37 0.98|3.0   0 5.0|   0     0 |   0     0 | 18  297    6    3    0
Sep 07 17:58:19 jammy-provider-cloud-0000007592 dstat.sh[58831]: 07-09 17:58:19| 23   5  70   0   0|4414M  257M  205M 2863M|6241B 1649B|   0  1151k|   0  23.8 |5651    11k|1.00 1.37 0.98|3.0   0 6.9|   0     0 |   0     0 | 18  297    6    3    0
Sep 07 17:58:20 jammy-provider-cloud-0000007592 dstat.sh[58831]: 07-09 17:58:20| 44   7  48   0   0|4214M  457M  205M 2865M| 275k 5902B| 650k  791k|19.1  44.2 |2175  3850 |1.00 1.37 0.98|4.0   0  21|   0     0 |   0     0 | 18  289    6    5    0
Sep 07 17:58:21 jammy-provider-cloud-0000007592 dstat.sh[58831]: 07-09 17:58:21| 40   8  51   0   0|4194M  476M  205M 2865M|5491B 1614B| 359k  108k|7.97  7.97 |1534  2021 |1.00 1.37 0.98|5.0   0 5.0|   0     0 |   0     0 | 18  281    6    7    0
Sep 07 17:58:22 jammy-provider-cloud-0000007592 dstat.sh[58831]: 07-09 17:58:22| 65  12  23   0   0|4300M  369M  205M 2866M|8509B 1693B| 424k  192k|35.0  1.00 |1747  2020 |1.16 1.40 0.99|4.0   0 4.0|   0     0 |   0     0 | 18  281    6    7    0
Sep 07 17:58:23 jammy-provider-cloud-0000007592 dstat.sh[58831]: 07-09 17:58:23| 55  11  33   0   0|4239M  429M  205M 2867M|5916B 1694B|  96k  224k|15.0  11.0 |3547  9426 |1.16 1.40 0.99|2.0   0 1.0|   0     0 |   0     0 | 18  268    6   13    0
Sep 07 17:58:24 jammy-provider-cloud-0000007592 dstat.sh[58831]: 07-09 17:58:24| 53   6  40   0   0|4247M  421M  205M 2867M|6111B 1621B|  16k  404k|2.00  31.0 |1729  2502 |1.16 1.40 0.99|4.0   0 2.0|   0     0 |   0     0 | 18  258    6   14    0
Sep 07 17:58:25 jammy-provider-cloud-0000007592 dstat.sh[58831]: 07-09 17:58:25| 67  12  22   0   0|4324M  342M  205M 2869M|  84k   40k| 487k  483k|24.1  42.3 |4627    11k|1.16 1.40 0.99|4.0   0 5.0|   0     0 |   0     0 | 18  259    6   19    0
Sep 07 17:58:26 jammy-provider-cloud-0000007592 dstat.sh[58831]: 07-09 17:58:26| 40  12  47   0   0|4368M  296M  205M 2871M| 207k   99k|1024k  720k| 102  23.0 |6274    16k|1.16 1.40 0.99|3.0   0 6.0|   0     0 |   0     0 | 18  264    6   22    0
Sep 07 17:58:27 jammy-provider-cloud-0000007592 dstat.sh[58831]: 07-09 17:58:27| 20   6  72   0   0|4369M  294M  205M 2873M| 224k  106k|   0   159k|   0  13.9 |5161    12k|1.06 1.38 0.98|2.0   0 3.0|   0     0 |   0     0 | 18  266    6   24    0
Sep 07 17:58:28 jammy-provider-cloud-0000007592 dstat.sh[58831]: 07-09 17:58:28| 17   7  75   0   0|4368M  295M  205M 2873M| 202k   96k|   0   116k|   0  7.99 |3165  3623 |1.06 1.38 0.98|1.0   0 4.0|   0     0 |   0     0 | 18  266    6   24    0
Sep 07 17:58:29 jammy-provider-cloud-0000007592 dstat.sh[58831]: 07-09 17:58:29| 15   5  77   0   0|4372M  290M  205M 2873M| 204k   97k|   0   168k|   0  17.0 |3047  3505 |1.06 1.38 0.98|4.0   0 2.0|   0     0 |   0     0 | 18  266    6   24    0
Sep 07 17:58:30 jammy-provider-cloud-0000007592 dstat.sh[58831]: 07-09 17:58:30| 16   7  75   0   0|4366M  296M  205M 2873M| 196k   94k|   0  1050k|   0  34.9 |3296  3878 |1.06 1.38 0.98|2.0   0 4.0|   0     0 |   0     0 | 18  266    6   24    0
Sep 07 17:58:31 jammy-provider-cloud-0000007592 dstat.sh[58831]: 07-09 17:58:31| 17   4  77   0   0|4373M  289M  205M 2873M| 194k   94k|  16k  100k|4.00  11.0 |3037  3579 |1.06 1.38 0.98|2.0   0 4.0|   0     0 |   0     0 | 18  266    6   24    0
Sep 07 17:58:32 jammy-provider-cloud-0000007592 dstat.sh[58831]: 07-09 17:58:32| 17   7  73   0   0|4366M  295M  205M 2874M| 191k   92k|   0  1818k|   0  94.9 |3210  4042 |0.98 1.36 0.98|2.0   0 4.0|   0     0 |   0     0 | 18  266    6   24    0
Sep 07 17:58:33 jammy-provider-cloud-0000007592 dstat.sh[58831]: 07-09 17:58:33| 15   5  78   0   0|4356M  305M  205M 2874M| 203k   97k|   0    11M|   0   984 |3257  3770 |0.98 1.36 0.98|2.0   0 3.0|   0     0 |   0     0 | 18  265    6   24    0
Sep 07 17:58:34 jammy-provider-cloud-0000007592 dstat.sh[58831]: 07-09 17:58:34| 16   7  76   0   0|4367M  294M  205M 2874M| 192k   93k|   0    44k|   0  3.98 |2712  3963 |0.98 1.36 0.98|1.0   0 3.0|   0     0 |   0     0 | 18  266    6   24    0
Sep 07 17:58:35 jammy-provider-cloud-0000007592 dstat.sh[58831]: 07-09 17:58:35| 17   5  77   0   0|4373M  288M  205M 2874M| 206k   95k|   0    92k|   0  12.0 |2980  4081 |0.98 1.36 0.98|2.0   0 2.0|   0     0 |   0     0 | 18  266    6   24    0
Sep 07 17:58:36 jammy-provider-cloud-0000007592 dstat.sh[58831]: 07-09 17:58:36| 16  10  72   0   0|4370M  290M  205M 2875M| 205k  100k|  24k  121M|5.99   355 |3716  5309 |0.98 1.36 0.98|2.0   0 4.0|   0     0 |   0     0 | 18  267    6   24    0
Sep 07 17:58:37 jammy-provider-cloud-0000007592 dstat.sh[58831]: 07-09 17:58:37| 18   7  76   0   0|4362M  298M  205M 2875M| 190k   89k|   0   161k|   0  18.1 |2934  3984 |0.90 1.33 0.97|2.0   0 3.0|   0     0 |   0     0 | 18  264    6   24    0
Sep 07 17:58:38 jammy-provider-cloud-0000007592 dstat.sh[58831]: 07-09 17:58:38| 16   5  77   0   0|4374M  286M  205M 2875M| 200k   98k|   0  1718k|   0  3.00 |2874  3417 |0.90 1.33 0.97|1.0   0 3.0|   0     0 |   0     0 | 18  266    6   24    1
Sep 07 17:58:39 jammy-provider-cloud-0000007592 dstat.sh[58831]: 07-09 17:58:39| 15   7  77   0   0|4361M  299M  205M 2875M| 207k   98k|   0   108k|   0  16.0 |3034  3918 |0.90 1.33 0.97|4.0   0 4.0|   0     0 |   0     0 | 18  265    6   24    0
Sep 07 17:58:40 jammy-provider-cloud-0000007592 dstat.sh[58831]: 07-09 17:58:40| 16   6  77   0   0|4370M  290M  205M 2875M| 216k  104k|   0   271k|   0  18.9 |3178  3755 |0.90 1.33 0.97|1.0   0 2.0|   0     0 |   0     0 | 18  267    6   24    0
Sep 07 17:58:41 jammy-provider-cloud-0000007592 dstat.sh[58831]: 07-09 17:58:41|  6   7  85   0   0|4376M  284M  205M 2875M|  40k   18k|4093B  103M|1.00   429 |2517  3433 |0.90 1.33 0.97|1.0   0 4.0|   0     0 |   0     0 | 18  264    6   24    0
Sep 07 17:58:42 jammy-provider-cloud-0000007592 dstat.sh[58831]: 07-09 17:58:42|  3   0  95   0   0|4376M  284M  205M 2875M|  14k 6248B|   0  1945k|   0  4.00 |1098  1786 |0.83 1.31 0.97|2.0   0   0|   0     0 |   0     0 | 18  264    6   24    0
Sep 07 17:58:43 jammy-provider-cloud-0000007592 dstat.sh[58831]: 07-09 17:58:43|  3   2  95   0   0|4376M  284M  205M 2875M|5805B 1623B|   0  2974k|   0   270 |1146  1775 |0.83 1.31 0.97|1.0   0   0|   0     0 |   0     0 | 18  264    6   24    0
Sep 07 17:58:44 jammy-provider-cloud-0000007592 dstat.sh[58831]: 07-09 17:58:44|  2   1  97   0   0|4376M  284M  205M 2875M|5905B 1621B|   0     0 |   0     0 | 905  1585 |0.83 1.31 0.97|2.0   0   0|   0     0 |   0     0 | 18  264    6   24    0
Sep 07 17:58:45 jammy-provider-cloud-0000007592 dstat.sh[58831]: 07-09 17:58:45|  9  19  69   0   0|4384M  276M  205M 2875M|  19k 6050B|  16k  546k|2.99  27.9 |3019  4750 |0.83 1.31 0.97|2.0   0 347|   0     0 |   0     0 | 18  264    6   24    0
Sep 07 17:58:46 jammy-provider-cloud-0000007592 dstat.sh[58831]: 07-09 17:58:46|  9  19  70   0   0|4389M  270M  205M 2875M|7820B 1788B|   0     0 |   0     0 |3044  4843 |0.83 1.31 0.97|2.0   0 340|   0     0 |   0     0 | 18  264    6   24    0
Sep 07 17:58:47 jammy-provider-cloud-0000007592 dstat.sh[58831]: 07-09 17:58:47|  9  19  70   0   0|4396M  263M  205M 2875M|7094B 1619B|   0     0 |   0     0 |3037  5312 |0.76 1.29 0.96|3.0   0 362|   0     0 |   0     0 | 18  264    6   24    0
Sep 07 17:58:48 jammy-provider-cloud-0000007592 dstat.sh[58831]: 07-09 17:58:48| 12  20  68   0   0|4399M  261M  205M 2875M|5624B 1691B|8178B    0 |1.00     0 |3170  5043 |0.76 1.29 0.96|2.0   0 380|   0     0 |   0     0 | 18  264    6   24    0
Sep 07 17:58:49 jammy-provider-cloud-0000007592 dstat.sh[58831]: 07-09 17:58:49|  9  20  68   0   0|4397M  262M  205M 2876M|5487B 1649B| 350k  105k|10.1  15.1 |3201  5221 |0.76 1.29 0.96|3.0   0 392|   0     0 |   0     0 | 18  264    6   24    0
Sep 07 17:58:50 jammy-provider-cloud-0000007592 dstat.sh[58831]: 07-09 17:58:50| 17  11  70   0   0|4411M  249M  205M 2876M|5420B 1622B|  56k  216k|2.00  17.0 |2501  4192 |0.76 1.29 0.96|2.0   0 207|   0     0 |   0     0 | 18  264    6   24    0
Sep 07 17:58:51 jammy-provider-cloud-0000007592 dstat.sh[58831]: 07-09 17:58:51|  5   3  91   0   0|4413M  246M  205M 2876M| 106k 5125B|  80k   76k|7.97  3.99 |2463  4043 |0.76 1.29 0.96|1.0   0  36|   0     0 |   0     0 | 18  265    6   24    0
Sep 07 17:58:52 jammy-provider-cloud-0000007592 dstat.sh[58831]: 07-09 17:58:52|  5   1  92   0   0|4413M  246M  205M 2877M|1095k   34k|   0     0 |   0     0 |2272  2543 |0.70 1.27 0.96|2.0   0   0|   0     0 |   0     0 | 18  265    6   24    0
Sep 07 17:58:53 jammy-provider-cloud-0000007592 dstat.sh[58831]: 07-09 17:58:53|  2   1  95   0   0|4413M  244M  205M 2878M| 793k   19k|   0  1862k|   0  3.00 |1686  2083 |0.70 1.27 0.96|1.0   0   0|   0     0 |   0     0 | 18  265    6   24    0
Sep 07 17:58:54 jammy-provider-cloud-0000007592 dstat.sh[58831]: 07-09 17:58:54|  3   1  94   0   0|4414M  242M  205M 2879M| 909k   22k|   0     0 |   0     0 |2003  2425 |0.70 1.27 0.96|1.0   0   0|   0     0 |   0     0 | 18  265    6   24    0
Sep 07 17:58:55 jammy-provider-cloud-0000007592 dstat.sh[58831]: 07-09 17:58:55|  2   1  95   0   0|4414M  242M  205M 2879M| 507k   12k|4093B 1415k|1.00  7.99 |1621  2142 |0.70 1.27 0.96|2.0   0   0|   0     0 |   0     0 | 18  265    6   24    0
Sep 07 17:58:56 jammy-provider-cloud-0000007592 dstat.sh[58831]: 07-09 17:58:56|  2   2  95   0   0|4414M  241M  205M 2880M| 481k 8907B|   0   585k|   0  8.01 |1442  2030 |0.70 1.27 0.96|1.0   0   0|   0     0 |   0     0 | 18  265    6   24    0
Sep 07 17:58:57 jammy-provider-cloud-0000007592 dstat.sh[58831]: 07-09 17:58:57| 10   5  81   2   0|4421M  226M  205M 2888M| 227k 5084B|5000k 3481k| 203  37.2 |2300  3532 |0.72 1.26 0.96|3.0   0  34|   0     0 |   0     0 | 18  264    6   25    0
