Jul 25 06:17:03 jammy-provider-cloud-0000007400 systemd[1]: Started Devstack devstack@dstat.service.
Jul 25 06:17:03 jammy-provider-cloud-0000007400 dstat.sh[57574]: ----system---- ----total-usage---- ------memory-usage----- -net/total- -dsk/total- --io/total- ---system-- ---load-avg--- ---procs--- ---paging-- ----swap--- ------tcp-sockets-------
Jul 25 06:17:03 jammy-provider-cloud-0000007400 dstat.sh[57574]:      time     |usr sys idl wai stl| used  free  buf   cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out | used  free|lis  act  syn  tim  clo
Jul 25 06:26:01 jammy-provider-cloud-0000007400 dstat.sh[57574]: 25-07 06:26:01|  2   0  96   0   0|4159M  468M  204M 2909M|5138B 1690B|   0    32k|   0  4.00 |1065  1845 |0.54 1.10 0.89|  0   0   0|   0     0 |   0     0 | 18  270    3   16    0
Jul 25 06:26:02 jammy-provider-cloud-0000007400 dstat.sh[57574]: 25-07 06:26:02|  2   1  95   0   0|4159M  468M  204M 2909M|4464B 1564B|   0   144k|   0  23.0 |1308  2429 |0.54 1.10 0.89|  0   0   0|   0     0 |   0     0 | 18  270    3   16    0
Jul 25 06:26:03 jammy-provider-cloud-0000007400 dstat.sh[57574]: 25-07 06:26:03|  3   1  96   0   0|4159M  468M  204M 2909M|5685B 1622B|   0    88k|   0  12.0 |1249  2179 |0.54 1.10 0.89|  0   0   0|   0     0 |   0     0 | 18  270    3   16    0
Jul 25 06:26:04 jammy-provider-cloud-0000007400 dstat.sh[57574]: 25-07 06:26:04|  2   0  96   0   0|4159M  468M  204M 2909M|5653B 1511B|   0  8188B|   0  2.00 |1052  1765 |0.54 1.10 0.89|1.0   0   0|   0     0 |   0     0 | 18  270    3   16    0
Jul 25 06:26:05 jammy-provider-cloud-0000007400 dstat.sh[57574]: 25-07 06:26:05|  3   1  96   0   0|4159M  468M  204M 2909M|5312B 1662B|   0    96k|   0  12.0 |1297  2218 |0.54 1.10 0.89|  0   0 2.0|   0     0 |   0     0 | 18  270    3   16    0
Jul 25 06:26:06 jammy-provider-cloud-0000007400 dstat.sh[57574]: 25-07 06:26:06|  2   1  96   0   0|4159M  468M  204M 2909M|5100B 1619B|   0   528k|   0  35.0 |1156  1988 |0.50 1.08 0.88|  0   0   0|   0     0 |   0     0 | 18  270    3   16    0
Jul 25 06:26:07 jammy-provider-cloud-0000007400 dstat.sh[57574]: 25-07 06:26:07| 15  10  73   2   0|4156M  448M  204M 2932M|5457B 1980B|  20M  969k| 256  34.0 |3620  5759 |0.50 1.08 0.88|1.0   0  83|   0     0 |   0     0 | 18  270    1   16    0
Jul 25 06:26:08 jammy-provider-cloud-0000007400 dstat.sh[57574]: 25-07 06:26:08| 24   4  73   0   0|4178M  425M  204M 2932M|5300B 1695B|  40k    0 |7.00     0 |1445  2054 |0.50 1.08 0.88|1.0   0  16|   0     0 |   0     0 | 18  270    1   16    0
Jul 25 06:26:09 jammy-provider-cloud-0000007400 dstat.sh[57574]: 25-07 06:26:09|  5   2  92   0   0|4115M  541M  204M 2881M|6036B 1565B| 196k  292k|7.00  22.0 |1845  3193 |0.50 1.08 0.88|  0   0  23|   0     0 |   0     0 | 18  270    1   16    0
Jul 25 06:26:10 jammy-provider-cloud-0000007400 dstat.sh[57574]: 25-07 06:26:10|  1   0  96   0   0|4115M  541M  204M 2881M|5639B 1693B|   0   180k|   0  12.0 |1001  1736 |0.50 1.08 0.88|  0   0   0|   0     0 |   0     0 | 18  270    1   16    0
Jul 25 06:26:11 jammy-provider-cloud-0000007400 dstat.sh[57574]: 25-07 06:26:11|  2   1  96   0   0|4115M  541M  204M 2881M|8388B 1513B|   0    60k|   0  7.01 |1155  1880 |0.46 1.07 0.88|  0   0   0|   0     0 |   0     0 | 18  270    1   16    0
Jul 25 06:26:12 jammy-provider-cloud-0000007400 dstat.sh[57574]: 25-07 06:26:12|  2   0  95   0   0|4116M  540M  204M 2881M|  40k 1619B|   0  2910k|   0   231 |1440  2503 |0.46 1.07 0.88|  0   0   0|   0     0 |   0     0 | 18  270    1   16    0
Jul 25 06:26:13 jammy-provider-cloud-0000007400 dstat.sh[57574]: 25-07 06:26:13|  2   1  96   0   0|4116M  540M  204M 2881M|4599B 1622B|   0   484k|   0  30.0 |1225  2291 |0.46 1.07 0.88|  0   0   0|   0     0 |   0     0 | 18  270    1   16    0
Jul 25 06:26:14 jammy-provider-cloud-0000007400 dstat.sh[57574]: 25-07 06:26:14|  1   0  96   0   0|4116M  540M  204M 2881M|7029B 1692B|   0     0 |   0     0 |1024  1746 |0.46 1.07 0.88|  0   0   0|   0     0 |   0     0 | 18  270    1   16    0
Jul 25 06:26:15 jammy-provider-cloud-0000007400 dstat.sh[57574]: 25-07 06:26:15|  2   1  95   0   0|4116M  540M  204M 2881M|6309B 1619B|   0  2830k|   0   336 |1260  1974 |0.46 1.07 0.88|  0   0 2.0|   0     0 |   0     0 | 18  270    1   16    0
Jul 25 06:26:16 jammy-provider-cloud-0000007400 dstat.sh[57574]: 25-07 06:26:16|  3   1  96   0   0|4116M  540M  204M 2881M|5283B 1621B|   0   200k|   0  16.0 |1048  1785 |0.42 1.05 0.87|  0   0   0|   0     0 |   0     0 | 18  270    1   16    0
Jul 25 06:26:17 jammy-provider-cloud-0000007400 dstat.sh[57574]: 25-07 06:26:17|  3   2  94   0   0|4116M  540M  204M 2881M|5474B 1975B|   0    49M|   0  55.0 |1359  2065 |0.42 1.05 0.87|  0   0   0|   0     0 |   0     0 | 18  270    2   16    0
Jul 25 06:26:18 jammy-provider-cloud-0000007400 dstat.sh[57574]: 25-07 06:26:18|  2   1  95   0   0|4116M  540M  204M 2881M|5518B 1660B|  32k  188k|2.00  3.01 |1207  2005 |0.42 1.05 0.87|  0   0   0|   0     0 |   0     0 | 18  270    2   16    0
Jul 25 06:26:19 jammy-provider-cloud-0000007400 dstat.sh[57574]: 25-07 06:26:19|  2   0  95   0   0|4116M  540M  204M 2881M|6806B 1619B|   0    84k|   0  12.0 |1266  2263 |0.42 1.05 0.87|  0   0   0|   0     0 |   0     0 | 18  270    2   16    0
Jul 25 06:26:20 jammy-provider-cloud-0000007400 dstat.sh[57574]: 25-07 06:26:20|  6   1  93   0   0|4116M  540M  204M 2881M|5829B 1695B|   0   176k|   0  11.0 |1913  3783 |0.42 1.05 0.87|  0   0   0|   0     0 |   0     0 | 18  270    2   16    0
Jul 25 06:26:21 jammy-provider-cloud-0000007400 dstat.sh[57574]: 25-07 06:26:21|  4   1  94   0   0|4116M  540M  204M 2881M|7983B 1621B|   0  1509k|   0   189 |1412  2295 |0.39 1.03 0.87|1.0   0   0|   0     0 |   0     0 | 18  270    2   16    0
Jul 25 06:26:22 jammy-provider-cloud-0000007400 dstat.sh[57574]: 25-07 06:26:22|  4   1  94   0   0|4116M  540M  204M 2881M|7233B 1618B|   0   216k|   0  26.0 |1519  2751 |0.39 1.03 0.87|1.0   0   0|   0     0 |   0     0 | 18  270    2   16    0
Jul 25 06:26:23 jammy-provider-cloud-0000007400 dstat.sh[57574]: 25-07 06:26:23|  5   1  92   0   0|4116M  540M  204M 2881M|  29k   10k|   0   120k|   0  16.0 |1596  2477 |0.39 1.03 0.87|  0   0   0|   0     0 |   0     0 | 18  270    2   16    0
Jul 25 06:26:24 jammy-provider-cloud-0000007400 dstat.sh[57574]: 25-07 06:26:24|  1   1  96   0   0|4116M  540M  204M 2881M|8036B 1694B|   0     0 |   0     0 |1023  1789 |0.39 1.03 0.87|  0   0   0|   0     0 |   0     0 | 18  270    2   16    0
Jul 25 06:26:25 jammy-provider-cloud-0000007400 dstat.sh[57574]: 25-07 06:26:25|  2   0  96   0   0|4116M  539M  204M 2881M|6179B 1457B|   0     0 |   0     0 |1036  1806 |0.39 1.03 0.87|  0   0 2.0|   0     0 |   0     0 | 18  270    2   16    0
Jul 25 06:26:26 jammy-provider-cloud-0000007400 dstat.sh[57574]: 25-07 06:26:26|  2   1  96   0   0|4116M  539M  204M 2881M|7147B 1620B|   0   332k|   0  23.0 |1134  1919 |0.36 1.01 0.86|  0   0   0|   0     0 |   0     0 | 18  270    2   16    0
Jul 25 06:26:27 jammy-provider-cloud-0000007400 dstat.sh[57574]: 25-07 06:26:27|  1   1  97   0   0|4116M  539M  204M 2881M|6961B 1846B|   0   116k|   0  3.00 |1063  1824 |0.36 1.01 0.86|1.0   0   0|   0     0 |   0     0 | 18  270    3   14    0
Jul 25 06:26:28 jammy-provider-cloud-0000007400 dstat.sh[57574]: 25-07 06:26:28|  2   0  96   0   0|4116M  539M  204M 2881M|5199B 1846B|   0  8191B|   0  2.00 |1000  1725 |0.36 1.01 0.86|  0   0   0|   0     0 |   0     0 | 18  270    3   14    0
Jul 25 06:26:29 jammy-provider-cloud-0000007400 dstat.sh[57574]: 25-07 06:26:29|  2   0  96   0   0|4116M  539M  204M 2881M|6478B 1620B|   0   128k|   0  12.0 |1190  2042 |0.36 1.01 0.86|1.0   0   0|   0     0 |   0     0 | 18  270    3   14    0
Jul 25 06:26:30 jammy-provider-cloud-0000007400 dstat.sh[57574]: 25-07 06:26:30|  2   0  96   0   0|4116M  539M  204M 2881M|7885B 1694B|   0   176k|   0  11.0 |1037  1776 |0.36 1.01 0.86|1.0   0   0|   0     0 |   0     0 | 18  270    3   14    0
Jul 25 06:26:31 jammy-provider-cloud-0000007400 dstat.sh[57574]: 25-07 06:26:31|  3   1  96   0   0|4116M  539M  204M 2881M|7528B 1513B|   0   100k|   0  10.0 |1164  1931 |0.49 1.03 0.87|  0   0   0|   0     0 |   0     0 | 18  270    3   14    0
Jul 25 06:26:32 jammy-provider-cloud-0000007400 dstat.sh[57574]: 25-07 06:26:32|  2   0  95   0   0|4116M  539M  204M 2881M|5658B 1606B|   0   208k|   0  37.0 |1433  2567 |0.49 1.03 0.87|  0   0   0|   0     0 |   0     0 | 18  270    3   14    0
Jul 25 06:26:33 jammy-provider-cloud-0000007400 dstat.sh[57574]: 25-07 06:26:33|  2   1  96   0   0|4116M  539M  204M 2881M|5101B 1779B|   0   392k|   0  30.0 |1279  2240 |0.49 1.03 0.87|  0   0   0|   0     0 |   0     0 | 18  270    3   14    0
Jul 25 06:26:34 jammy-provider-cloud-0000007400 dstat.sh[57574]: 25-07 06:26:34|  1   1  96   0   0|4116M  539M  204M 2881M|5744B 1694B|   0  4095B|   0  1.00 | 993  1691 |0.49 1.03 0.87|  0   0   0|   0     0 |   0     0 | 18  270    3   14    0
Jul 25 06:26:35 jammy-provider-cloud-0000007400 dstat.sh[57574]: 25-07 06:26:35|  2   0  95   0   0|4116M  539M  204M 2881M|5820B 1622B|   0    88k|   0  11.0 |1383  2368 |0.49 1.03 0.87|  0   0 2.0|   0     0 |   0     0 | 18  270    3   14    0
Jul 25 06:26:36 jammy-provider-cloud-0000007400 dstat.sh[57574]: 25-07 06:26:36|  2   0  97   0   0|4116M  539M  204M 2881M|5578B 1620B|   0   372k|   0  25.0 |1093  1859 |0.45 1.01 0.86|  0   0   0|   0     0 |   0     0 | 18  270    3   14    0
Jul 25 06:26:37 jammy-provider-cloud-0000007400 dstat.sh[57574]: 25-07 06:26:37|  2   1  96   0   0|4116M  539M  204M 2881M|7186B 1846B|   0    36k|   0  5.00 |1247  1923 |0.45 1.01 0.86|  0   0 2.0|   0     0 |   0     0 | 18  270    4   14    0
Jul 25 06:26:38 jammy-provider-cloud-0000007400 dstat.sh[57574]: 25-07 06:26:38|  1   1  96   0   0|4116M  539M  204M 2881M|6528B 1696B|   0     0 |   0     0 |1014  1750 |0.45 1.01 0.86|  0   0   0|   0     0 |   0     0 | 18  270    4   14    0
Jul 25 06:26:39 jammy-provider-cloud-0000007400 dstat.sh[57574]: 25-07 06:26:39| 22   3  74   0   0|4143M  510M  204M 2881M|5956B 1639B| 280k  220k|13.0  24.0 |2432  4776 |0.45 1.01 0.86|1.0   0 5.0|   0     0 |   0     0 | 18  273    4   15    0
Jul 25 06:26:40 jammy-provider-cloud-0000007400 dstat.sh[57574]: 25-07 06:26:40| 26   2  71   0   0|4148M  506M  204M 2881M|5079B 1694B|  12k  792k|3.00  13.0 |1872  2878 |0.45 1.01 0.86|2.0   0 5.0|   0     0 |   0     0 | 18  277    4   17    0
Jul 25 06:26:41 jammy-provider-cloud-0000007400 dstat.sh[57574]: 25-07 06:26:41| 24   3  71   1   0|4157M  497M  204M 2882M|  11k 1622B|  48k 2302k|3.00   333 |2273  3545 |0.73 1.06 0.88|1.0   0 5.0|   0     0 |   0     0 | 18  278    4   17    0
Jul 25 06:26:42 jammy-provider-cloud-0000007400 dstat.sh[57574]: 25-07 06:26:42| 25   4  71   0   0|4150M  503M  204M 2882M|  42k 1662B|   0   384k|   0  47.0 |2346  3667 |0.73 1.06 0.88|1.0   0  10|   0     0 |   0     0 | 18  278    4   17    0
Jul 25 06:26:43 jammy-provider-cloud-0000007400 dstat.sh[57574]: 25-07 06:26:43| 25   4  71   0   0|4165M  488M  204M 2882M|6226B 1697B|   0  1298k|   0   158 |2242  3680 |0.73 1.06 0.88|1.0   0 5.0|   0     0 |   0     0 | 18  280    4   17    0
Jul 25 06:26:44 jammy-provider-cloud-0000007400 dstat.sh[57574]: 25-07 06:26:44| 53   8  38   0   0|3821M  833M  204M 2882M|7884B 1691B|4089B 2623k|1.00   174 |2527  3743 |0.73 1.06 0.88|2.0   0  20|   0     0 |   0     0 | 18  264    4   20    0
Jul 25 06:26:45 jammy-provider-cloud-0000007400 dstat.sh[57574]: 25-07 06:26:45| 76  16   9   0   0|3973M  680M  204M 2882M|6422B 1623B|  24k  128k|3.00  12.0 |1956  2316 |0.73 1.06 0.88|4.0   0 6.0|   0     0 |   0     0 | 18  264    4   20    0
Jul 25 06:26:46 jammy-provider-cloud-0000007400 dstat.sh[57574]: 25-07 06:26:46| 84  15   1   0   0|4012M  639M  204M 2884M|5794B 1512B| 528k  664k|29.0  37.0 |5030    12k|1.00 1.11 0.90|4.0   0 5.0|   0     0 |   0     0 | 18  256    4   21    0
Jul 25 06:26:47 jammy-provider-cloud-0000007400 dstat.sh[57574]: 25-07 06:26:47| 77  13   9   0   0|3949M  701M  204M 2886M|5036B 1562B| 108k  435k|16.0  34.9 |4784    18k|1.00 1.11 0.90|2.0   0  48|   0     0 |   0     0 | 18  254    4   28    0
Jul 25 06:26:48 jammy-provider-cloud-0000007400 dstat.sh[57574]: 25-07 06:26:48| 46   8  46   1   0|4063M  586M  204M 2886M|  13k 7665B| 253k  281k|30.1  23.1 |2353  4061 |1.00 1.11 0.90|4.0   0 4.0|   0     0 |   0     0 | 18  257    4   36    0
Jul 25 06:26:49 jammy-provider-cloud-0000007400 dstat.sh[57574]: 25-07 06:26:49| 25   6  68   0   0|4093M  554M  204M 2888M| 172k   82k|  24k  352k|5.00  41.0 |6815    19k|1.00 1.11 0.90|1.0   0 3.0|   0     0 |   0     0 | 18  270    4   35    0
Jul 25 06:26:50 jammy-provider-cloud-0000007400 dstat.sh[57574]: 25-07 06:26:50|  4   1  93   0   0|4094M  554M  204M 2888M|  34k   13k|   0   140k|   0  12.0 |1430  2236 |1.00 1.11 0.90|1.0   0   0|   0     0 |   0     0 | 18  268    4   35    0
Jul 25 06:26:51 jammy-provider-cloud-0000007400 dstat.sh[57574]: 25-07 06:26:51|  2   1  96   0   0|4094M  554M  204M 2888M|7213B 1619B|   0   108k|   0  8.00 |1077  1842 |0.92 1.09 0.89|  0   0   0|   0     0 |   0     0 | 18  268    4   27    0
Jul 25 06:26:52 jammy-provider-cloud-0000007400 dstat.sh[57574]: 25-07 06:26:52|  2   0  96   0   0|4094M  553M  204M 2888M|7591B 1620B|   0  8191B|   0  2.00 |1032  1746 |0.92 1.09 0.89|  0   0   0|   0     0 |   0     0 | 18  268    4   27    0
Jul 25 06:26:53 jammy-provider-cloud-0000007400 dstat.sh[57574]: 25-07 06:26:53|  3   1  96   1   0|4094M  553M  204M 2888M|6376B 1589B|   0  1835k|   0  40.1 |1227  2253 |0.92 1.09 0.89|1.0   0   0|   0     0 |   0     0 | 18  268    4   27    0
Jul 25 06:26:54 jammy-provider-cloud-0000007400 dstat.sh[57574]: 25-07 06:26:54|  2   1  96   0   0|4094M  553M  204M 2888M|7589B 1690B|   0   296k|   0  21.0 |1086  1881 |0.92 1.09 0.89|  0   0   0|   0     0 |   0     0 | 18  268    4   27    0
Jul 25 06:26:55 jammy-provider-cloud-0000007400 dstat.sh[57574]: 25-07 06:26:55|  1   0  96   0   0|4094M  553M  204M 2888M|5285B 1566B|   0    32k|   0  4.00 |1070  1833 |0.92 1.09 0.89|  0   0 2.0|   0     0 |   0     0 | 18  268    4   27    0
Jul 25 06:26:56 jammy-provider-cloud-0000007400 dstat.sh[57574]: 25-07 06:26:56|  2   0  96   0   0|4094M  553M  204M 2888M|5049B 1620B|   0    10M|   0  1025 |1333  1954 |0.84 1.07 0.89|  0   0   0|   0     0 |   0     0 | 18  268    4   27    0
Jul 25 06:26:57 jammy-provider-cloud-0000007400 dstat.sh[57574]: 25-07 06:26:57|  2   0  96   0   0|4094M  553M  204M 2888M|5616B 1662B|   0     0 |   0     0 | 939  1638 |0.84 1.07 0.89|1.0   0   0|   0     0 |   0     0 | 18  268    4   27    0
Jul 25 06:26:58 jammy-provider-cloud-0000007400 dstat.sh[57574]: 25-07 06:26:58|  2   1  96   0   0|4094M  553M  204M 2888M|6472B 1619B|   0  4092B|   0  1.00 |1022  1724 |0.84 1.07 0.89|  0   0   0|   0     0 |   0     0 | 18  268    4   27    0
Jul 25 06:26:59 jammy-provider-cloud-0000007400 dstat.sh[57574]: 25-07 06:26:59|  3   0  96   0   0|4094M  553M  204M 2888M|6649B 1694B|   0   160k|   0  25.0 |1362  2348 |0.84 1.07 0.89|  0   0   0|   0     0 |   0     0 | 18  268    4   27    0
Jul 25 06:27:00 jammy-provider-cloud-0000007400 dstat.sh[57574]: 25-07 06:27:00|  2   2  94   1   0|4095M  552M  204M 2888M|9261B 1512B|   0   372k|   0  43.0 |1556  2728 |0.84 1.07 0.89|  0   0   0|   0     0 |   0     0 | 18  268    4   27    0
Jul 25 06:27:01 jammy-provider-cloud-0000007400 dstat.sh[57574]: 25-07 06:27:01|  2   0  96   0   0|4095M  552M  204M 2888M|9528B 1622B|   0     0 |   0     0 |1050  1763 |0.77 1.06 0.88|  0   0   0|   0     0 |   0     0 | 18  268    4   27    0
Jul 25 06:27:02 jammy-provider-cloud-0000007400 dstat.sh[57574]: 25-07 06:27:02|  2   1  97   0   0|4095M  552M  204M 2888M|6511B 1566B|   0     0 |   0     0 | 950  1628 |0.77 1.06 0.88|  0   0   0|   0     0 |   0     0 | 18  268    4   27    0
Jul 25 06:27:03 jammy-provider-cloud-0000007400 dstat.sh[57574]: 25-07 06:27:03|  1   1  96   0   0|4095M  552M  204M 2888M|  15k 1621B|   0   332k|   0  24.0 |1121  1835 |0.77 1.06 0.88|  0   0   0|   0     0 |   0     0 | 18  268    4   27    0
Jul 25 06:27:04 jammy-provider-cloud-0000007400 dstat.sh[57574]: 25-07 06:27:04|  2   0  97   0   0|4095M  552M  204M 2888M|5887B 1619B|   0  4094B|   0  1.00 |1063  1779 |0.77 1.06 0.88|  0   0   0|   0     0 |   0     0 | 18  268    4   27    0
Jul 25 06:27:05 jammy-provider-cloud-0000007400 dstat.sh[57574]: 25-07 06:27:05|  2   1  95   0   0|4095M  552M  204M 2888M|6170B 1620B|   0    88k|   0  12.0 |1268  2255 |0.77 1.06 0.88|  0   0 2.0|   0     0 |   0     0 | 18  268    4   27    0
Jul 25 06:27:06 jammy-provider-cloud-0000007400 dstat.sh[57574]: 25-07 06:27:06|  3   1  96   0   0|4095M  552M  204M 2888M|6719B 1620B|   0   176k|   0  11.0 |1103  1851 |0.71 1.04 0.88|  0   0   0|   0     0 |   0     0 | 18  268    4   27    0
Jul 25 06:27:07 jammy-provider-cloud-0000007400 dstat.sh[57574]: 25-07 06:27:07| 29  10  61   0   0|3936M  712M  204M 2888M|5689B 1851B| 340k  637k|27.0  51.1 |2661  4875 |0.71 1.04 0.88|2.0   0  74|   0     0 |   0     0 | 18  218    5   35    0
Jul 25 06:27:08 jammy-provider-cloud-0000007400 dstat.sh[57574]: 25-07 06:27:08| 43   9  46   0   0|3991M  656M  204M 2889M|5854B 2014B|8191B  624k|1.00  37.0 |2319  4800 |0.71 1.04 0.88|2.0   0   0|   0     0 |   0     0 | 18  220    5   36    0
Jul 25 06:27:09 jammy-provider-cloud-0000007400 dstat.sh[57574]: 25-07 06:27:09| 41  12  47   0   0|3871M  775M  204M 2889M|6302B 1872B|   0   220k|   0  20.0 |2029  3180 |0.71 1.04 0.88|1.0   0 5.0|   0     0 |   0     0 | 18  218    5   43    0
Jul 25 06:27:10 jammy-provider-cloud-0000007400 dstat.sh[57574]: 25-07 06:27:10| 22   6  70   0   0|3723M  924M  204M 2889M|4707B 1643B|  60k  385k|2.00  55.1 |2108  3715 |0.71 1.04 0.88|1.0   0 8.0|   0     0 |   0     0 | 17  201    5   45    0
Jul 25 06:27:11 jammy-provider-cloud-0000007400 dstat.sh[57574]: 25-07 06:27:11| 23   4  72   0   0|3792M  855M  204M 2889M|7574B 1622B|  28k  220k|7.01  23.0 |1518  2354 |0.74 1.04 0.88|1.0   0   0|   0     0 |   0     0 | 17  201    5   45    0
Jul 25 06:27:12 jammy-provider-cloud-0000007400 dstat.sh[57574]: 25-07 06:27:12| 24   4  70   1   0|3818M  828M  204M 2890M|  40k 1954B|1012k  120k| 131  11.0 |2241  3661 |0.74 1.04 0.88|1.0   0   0|   0     0 |   0     0 | 17  203    5   45    0
Jul 25 06:27:13 jammy-provider-cloud-0000007400 dstat.sh[57574]: 25-07 06:27:13| 27   2  71   0   0|3870M  775M  204M 2890M|5057B 1663B|   0  4665k|   0   521 |2111  2188 |0.74 1.04 0.88|1.0   0 2.0|   0     0 |   0     0 | 17  203    5   45    0
Jul 25 06:27:14 jammy-provider-cloud-0000007400 dstat.sh[57574]: 25-07 06:27:14| 26   3  70   0   0|3850M  795M  204M 2891M|6925B 1591B|  52k  999k|5.02   123 |2255  5389 |0.74 1.04 0.88|2.0   0   0|   0     0 |   0     0 | 17  203    5   45    0
Jul 25 06:27:15 jammy-provider-cloud-0000007400 dstat.sh[57574]: 25-07 06:27:15| 42   9  46   0   0|3986M  656M  204M 2894M|5545B 1617B|1126k  495k| 105  53.9 |5031    17k|0.74 1.04 0.88|  0   0 8.0|   0     0 |   0     0 | 18  228    5   56    0
Jul 25 06:27:16 jammy-provider-cloud-0000007400 dstat.sh[57574]: 25-07 06:27:16|  2   1  96   0   0|3986M  656M  204M 2894M|6022B 1620B|   0   416k|   0  27.0 |1229  2101 |0.68 1.02 0.87|2.0   0   0|   0     0 |   0     0 | 18  228    5   56    0
Jul 25 06:27:17 jammy-provider-cloud-0000007400 dstat.sh[57574]: 25-07 06:27:17|  3   0  94   0   0|3986M  656M  204M 2894M|6316B 1858B|   0   128k|   0  19.0 |1334  2325 |0.68 1.02 0.87|1.0   0   0|   0     0 |   0     0 | 18  228    5   56    0
Jul 25 06:27:18 jammy-provider-cloud-0000007400 dstat.sh[57574]: 25-07 06:27:18|  2   1  96   0   0|3986M  656M  204M 2894M|7194B 1661B|   0   184k|   0  12.0 |1090  1764 |0.68 1.02 0.87|  0   0   0|   0     0 |   0     0 | 18  228    5   56    0
Jul 25 06:27:19 jammy-provider-cloud-0000007400 dstat.sh[57574]: 25-07 06:27:19|  2   1  95   0   0|3986M  656M  204M 2894M|7816B 1760B|   0   184k|   0  27.0 |1407  2369 |0.68 1.02 0.87|  0   0   0|   0     0 |   0     0 | 18  228    5   56    0
Jul 25 06:27:20 jammy-provider-cloud-0000007400 dstat.sh[57574]: 25-07 06:27:20|  7   2  88   0   0|3987M  655M  204M 2894M|6262B 1620B|   0   524k|   0  66.0 |3048  5826 |0.68 1.02 0.87|  0   0   0|   0     0 |   0     0 | 18  228    5   56    0
Jul 25 06:27:21 jammy-provider-cloud-0000007400 dstat.sh[57574]: 25-07 06:27:21|  6   1  93   0   0|3987M  655M  204M 2894M|5438B 1557B|   0   180k|   0  17.0 |1348  2253 |0.62 1.00 0.87|1.0   0   0|   0     0 |   0     0 | 18  230    5   57    0
Jul 25 06:27:22 jammy-provider-cloud-0000007400 dstat.sh[57574]: 25-07 06:27:22|  7   1  89   0   0|3988M  654M  204M 2894M|6819B 1764B|  64k 8172B|3.99  1.00 |1861  3320 |0.62 1.00 0.87|1.0   0   0|   0     0 |   0     0 | 18  228    5   58    0
Jul 25 06:27:23 jammy-provider-cloud-0000007400 dstat.sh[57574]: 25-07 06:27:23|  3   1  96   0   0|3988M  654M  204M 2894M|6090B 1622B|  12k    0 |2.00     0 |1179  1833 |0.62 1.00 0.87|  0   0   0|   0     0 |   0     0 | 18  228    5   58    0
Jul 25 06:27:24 jammy-provider-cloud-0000007400 dstat.sh[57574]: 25-07 06:27:24|  2   1  95   0   0|3991M  650M  204M 2894M|6785B 1619B|   0   975k|   0  4.00 |1199  1922 |0.62 1.00 0.87|  0   0   0|   0     0 |   0     0 | 18  230    5   58    0
Jul 25 06:27:25 jammy-provider-cloud-0000007400 dstat.sh[57574]: 25-07 06:27:25| 19   3  78   1   0|4010M  632M  204M 2894M|6559B 1621B|  32k  332k|1.00  51.0 |2253  4150 |0.62 1.00 0.87|2.0   0 4.0|   0     0 |   0     0 | 18  240    5   58    0
Jul 25 06:27:26 jammy-provider-cloud-0000007400 dstat.sh[57574]: 25-07 06:27:26|  8   1  89   0   0|4015M  627M  204M 2894M|5038B 1564B|  32k 2417k|3.00   133 |1640  2888 |0.57 0.99 0.86|  0   0   0|   0     0 |   0     0 | 18  240    5   58    0
Jul 25 06:27:27 jammy-provider-cloud-0000007400 dstat.sh[57574]: 25-07 06:27:27|  3   1  95   0   0|4015M  626M  204M 2894M|6586B 1711B|   0  5972k|   0   569 |1295  1844 |0.57 0.99 0.86|  0   0   0|   0     0 |   0     0 | 18  240    5   58    0
Jul 25 06:27:28 jammy-provider-cloud-0000007400 dstat.sh[57574]: 25-07 06:27:28|  1   1  97   0   0|4015M  626M  204M 2894M|5615B 1513B|   0  4099B|   0  1.00 |1046  1742 |0.57 0.99 0.86|  0   0   0|   0     0 |   0     0 | 18  240    5   58    0
Jul 25 06:27:29 jammy-provider-cloud-0000007400 dstat.sh[57574]: 25-07 06:27:29|  2   1  95   0   0|4015M  626M  204M 2894M|5471B 1620B|   0    92k|   0  12.0 |1254  2157 |0.57 0.99 0.86|  0   0   0|   0     0 |   0     0 | 18  240    5   58    0
Jul 25 06:27:30 jammy-provider-cloud-0000007400 dstat.sh[57574]: 25-07 06:27:30|  3   1  94   0   0|4016M  626M  204M 2894M|7288B 1618B|   0   475k|   0  59.9 |1685  3004 |0.57 0.99 0.86|  0   0 2.0|   0     0 |   0     0 | 18  244    5   58    0
Jul 25 06:27:31 jammy-provider-cloud-0000007400 dstat.sh[57574]: 25-07 06:27:31|  1   0  96   0   0|4016M  626M  204M 2894M|4250B 1620B|   0   100k|   0  7.00 |1043  1797 |0.53 0.97 0.86|1.0   0   0|   0     0 |   0     0 | 18  244    5   58    0
Jul 25 06:27:32 jammy-provider-cloud-0000007400 dstat.sh[57574]: 25-07 06:27:32|  2   1  96   0   0|4016M  626M  204M 2894M|8441B 1695B|   0   264k|   0  40.0 |1108  1796 |0.53 0.97 0.86|  0   0   0|   0     0 |   0     0 | 18  244    5   58    0
Jul 25 06:27:33 jammy-provider-cloud-0000007400 dstat.sh[57574]: 25-07 06:27:33|  3   1  96   0   0|4016M  626M  204M 2894M|5972B 1620B|   0   384k|   0  29.0 |1022  1767 |0.53 0.97 0.86|  0   0   0|   0     0 |   0     0 | 18  244    5   58    0
