Feb 12 15:21:49 np0000000046 systemd[1]: Started devstack@dstat.service - Devstack devstack@dstat.service.
Feb 12 15:21:50 np0000000046 dstat.sh[58901]: ----system---- ----total-usage---- ------memory-usage----- -net/total- -dsk/total- --io/total- ---system-- ---load-avg--- ---procs--- ---paging-- ---total--- ------tcp-sockets-------
Feb 12 15:21:50 np0000000046 dstat.sh[58901]:      time     |usr sys idl wai stl| used  free  buf   cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out | used  free|lis  act  syn  tim  clo
Feb 12 15:28:53 np0000000046 dstat.sh[58901]: 12-02 15:28:53| 12   1  84   1   0|5228M  296M  170M 2133M|  16k 9317B| 699k 1482k|44.0  31.0 |1793  1937 |1.43 1.58 0.97|1.0   0 1.0|   0     0 |           | 18  322    1   24    0
Feb 12 15:28:54 np0000000046 dstat.sh[58901]: 12-02 15:28:54| 11   1  86   1   0|5235M  288M  170M 2134M|  22k   12k| 480k 1461k|50.0  44.0 |1798  1973 |1.39 1.57 0.98|1.0   0   0|   0     0 |           | 18  322    1   24    0
Feb 12 15:28:55 np0000000046 dstat.sh[58901]: 12-02 15:28:55| 19   1  78   1   0|5251M  270M  170M 2136M|  17k 9376B|1139k  995k|53.9  31.0 |2133  1918 |1.39 1.57 0.98|  0 1.0 2.0|   0     0 |           | 18  322    1   24    0
Feb 12 15:28:56 np0000000046 dstat.sh[58901]: 12-02 15:28:56| 13   1  83   1   0|5250M  271M  170M 2136M|  19k   11k| 464k 1293k|52.0  49.0 |2120  2358 |1.39 1.57 0.98|  0   0   0|   0     0 |           | 18  322    1   24    0
Feb 12 15:28:57 np0000000046 dstat.sh[58901]: 12-02 15:28:57| 19   2  77   1   0|5267M  252M  170M 2138M|  20k   11k| 988k 1524k|54.0  62.0 |2641  2872 |1.39 1.57 0.98|  0   0   0|   0     0 |           | 18  322    1   24    0
Feb 12 15:28:58 np0000000046 dstat.sh[58901]: 12-02 15:28:58| 20   4  71   1   0|5268M  209M  171M 2179M|7304B 2461B|  14M 2808k| 158  98.0 |2842  2837 |1.39 1.57 0.98|1.0   0 1.0|   0     0 |           | 18  322    1   22    0
Feb 12 15:28:59 np0000000046 dstat.sh[58901]: 12-02 15:28:59| 24   4  71   1   0|5278M  182M  172M 2195M|4740B 1694B|   0    15M|   0   127 |2779  2538 |1.36 1.56 0.98|1.0   0   0|   0     0 |           | 18  322    1   22    0
Feb 12 15:29:00 np0000000046 dstat.sh[58901]: 12-02 15:29:00| 25   3  71   1   0|5285M  155M  172M 2214M|4617B 1619B|   0  1779k|   0  57.0 |2552  2297 |1.36 1.56 0.98|1.0   0   0|   0     0 |           | 18  322    1   22    0
Feb 12 15:29:01 np0000000046 dstat.sh[58901]: 12-02 15:29:01| 24   4  70   1   0|5295M  131M  173M 2227M|4561B 1621B|   0  3173k|   0   141 |2886  2859 |1.36 1.56 0.98|1.0   0 2.0|   0     0 |           | 18  324    1   22    0
Feb 12 15:29:02 np0000000046 dstat.sh[58901]: 12-02 15:29:02| 25   4  70   1   0|5288M  129M  174M 2236M|5001B 1621B|   0  2410k|   0  87.1 |2733  2783 |1.36 1.56 0.98|3.0   0   0|   0     0 |           | 18  324    1   22    0
Feb 12 15:29:03 np0000000046 dstat.sh[58901]: 12-02 15:29:03| 25   3  71   0   0|5197M  232M  175M 2222M|4964B 1795B|4098B  952k|1.00  38.0 |2630  2501 |1.36 1.56 0.98|3.0   0 4.0|   0     0 |           | 18  323    1   22    0
Feb 12 15:29:04 np0000000046 dstat.sh[58901]: 12-02 15:29:04| 20   6  74   1   0|5233M  197M  175M 2222M|  10k 3794B|   0  1977k|   0   233 |2872  2857 |1.33 1.55 0.98|3.0   0  34|   0     0 |           | 18  324    1   22    0
Feb 12 15:29:05 np0000000046 dstat.sh[58901]: 12-02 15:29:05| 23   3  71   0   0|5225M  199M  175M 2227M|4526B 1632B|   0   912k|   0  14.0 |2328  2153 |1.33 1.55 0.98|2.0   0 3.0|   0     0 |           | 18  323    1   22    0
Feb 12 15:29:06 np0000000046 dstat.sh[58901]: 12-02 15:29:06| 20   4  75   0   0|5229M  189M  175M 2233M|  11k 4833B|   0  1422k|   0  42.9 |3757  5159 |1.33 1.55 0.98|5.0   0  22|   0     0 |           | 18  323    1   22    0
Feb 12 15:29:07 np0000000046 dstat.sh[58901]: 12-02 15:29:07| 25   6  66   0   0|5245M  173M  175M 2233M|4661B 1690B|   0   822k|   0  38.9 |  13k   25k|1.33 1.55 0.98|1.0   0  13|   0     0 |           | 18  323    1   22    0
Feb 12 15:29:08 np0000000046 dstat.sh[58901]: 12-02 15:29:08| 21   7  70   0   0|5242M  186M  175M 2222M|4571B 1624B|  16k 2037k|1.00  25.1 |6164    10k|1.33 1.55 0.98|3.0   0  15|   0     0 |           | 18  323    1   22    0
Feb 12 15:29:09 np0000000046 dstat.sh[58901]: 12-02 15:29:09| 23   5  70   0   0|5235M  193M  175M 2222M|4675B 1618B|   0  8583k|   0   190 |3389  3014 |1.30 1.54 0.98|1.0   0  51|   0     0 |           | 18  323    1   22    0
Feb 12 15:29:10 np0000000046 dstat.sh[58901]: 12-02 15:29:10| 26   7  65   0   0|5248M  181M  175M 2222M|5031B 1620B|   0     0 |   0     0 |  11k   21k|1.30 1.54 0.98|1.0   0  25|   0     0 |           | 18  323    1   19    0
Feb 12 15:29:11 np0000000046 dstat.sh[58901]: 12-02 15:29:11| 22   3  72   0   0|5253M  171M  175M 2227M|  10k 3964B|   0  1243k|   0  30.0 |2938  2601 |1.30 1.54 0.98|1.0   0  18|   0     0 |           | 18  325    1   21    0
Feb 12 15:29:12 np0000000046 dstat.sh[58901]: 12-02 15:29:12| 21   4  73   0   0|5287M  136M  175M 2228M|  12k 4486B|   0   692k|   0  23.0 |2833  2668 |1.30 1.54 0.98|1.0   0  18|   0     0 |           | 18  326    1   21    0
Feb 12 15:29:13 np0000000046 dstat.sh[58901]: 12-02 15:29:13| 24   6  68   0   0|5280M  138M  175M 2233M|4619B 1698B|   0  1128k|   0  22.0 |8878    17k|1.30 1.54 0.98|1.0   0  15|   0     0 |           | 18  325    1   21    0
Feb 12 15:29:14 np0000000046 dstat.sh[58901]: 12-02 15:29:14| 23   7  68   0   0|5271M  146M  175M 2233M|4811B 1624B|   0   557k|   0  21.0 |9809    17k|1.28 1.53 0.98|1.0   0  20|   0     0 |           | 18  325    1   19    0
Feb 12 15:29:15 np0000000046 dstat.sh[58901]: 12-02 15:29:15| 22   6  71   0   0|5235M  193M  175M 2222M|4982B 1621B|   0  2269k|   0   223 |2447  2060 |1.28 1.53 0.98|2.0   0 6.0|   0     0 |           | 18  325    1   19    0
Feb 12 15:29:16 np0000000046 dstat.sh[58901]: 12-02 15:29:16| 22   7  70   0   0|5207M  221M  175M 2222M|5280B 1620B|   0   212k|   0  17.0 |3095  2664 |1.28 1.53 0.98|3.0   0  70|   0     0 |           | 18  325    1   19    0
Feb 12 15:29:17 np0000000046 dstat.sh[58901]: 12-02 15:29:17| 25   5  70   0   0|5228M  192M  175M 2230M|4876B 1620B|   0  3043k|   0   144 |3160  3570 |1.28 1.53 0.98|1.0   0  43|   0     0 |           | 18  325    1   19    0
Feb 12 15:29:18 np0000000046 dstat.sh[58901]: 12-02 15:29:18| 29   5  64   1   0|5248M  169M  175M 2233M|9120B 3673B| 287k 1314k|2.99  18.9 |3059  2707 |1.28 1.53 0.98|1.0   0  22|   0     0 |           | 18  326    1   15    0
Feb 12 15:29:19 np0000000046 dstat.sh[58901]: 12-02 15:29:19| 34   7  57   0   0|5253M  164M  176M 2233M|  23k   13k| 768k 1617k|6.00  65.0 |3650  3004 |1.26 1.52 0.98|2.0   0 8.0|   0     0 |           | 18  326    1   15    0
Feb 12 15:29:20 np0000000046 dstat.sh[58901]: 12-02 15:29:20|  8   1  89   1   0|5252M  165M  176M 2233M|  50k   11k|   0  1248k|   0  48.2 |1715  1949 |1.26 1.52 0.98|  0   0   0|   0     0 |           | 18  327    1   15    0
Feb 12 15:29:21 np0000000046 dstat.sh[58901]: 12-02 15:29:21| 11   1  85   1   0|5257M  160M  176M 2234M| 122k   11k|   0  1864k|   0  82.0 |2047  2197 |1.26 1.52 0.98|1.0   0   0|   0     0 |           | 18  327    1   15    0
Feb 12 15:29:22 np0000000046 dstat.sh[58901]: 12-02 15:29:22| 20   2  76   0   0|5270M  147M  176M 2234M|  15k 8626B|   0   903k|   0  30.0 |2228  2264 |1.26 1.52 0.98|1.0   0   0|   0     0 |           | 18  327    1   11    0
Feb 12 15:29:23 np0000000046 dstat.sh[58901]: 12-02 15:29:23| 16   2  81   1   0|5284M  132M  176M 2235M| 279k   16k|   0  1546k|   0  41.1 |2109  1984 |1.26 1.52 0.98|1.0 1.0 1.0|   0     0 |           | 18  327    1   11    0
Feb 12 15:29:24 np0000000046 dstat.sh[58901]: 12-02 15:29:24| 10   1  86   1   0|5286M  130M  176M 2235M|  84k   16k|  28k 2116k|3.99  97.8 |2012  2289 |1.24 1.51 0.98|  0 1.0   0|   0     0 |           | 18  327    1   11    0
Feb 12 15:29:25 np0000000046 dstat.sh[58901]: 12-02 15:29:25| 16   2  81   1   0|5284M  131M  176M 2235M|  57k   13k| 104k   12M|6.01   133 |2209  2146 |1.24 1.51 0.98|2.0   0   0|   0     0 |           | 18  327    1   11    0
Feb 12 15:29:26 np0000000046 dstat.sh[58901]: 12-02 15:29:26| 16   6  76   1   0|5265M  173M  176M 2214M|9376k   91k|   0  6937k|   0  78.0 |7180    14k|1.24 1.51 0.98|1.0   0  40|   0     0 |           | 18  327    1    9    0
Feb 12 15:29:27 np0000000046 dstat.sh[58901]: 12-02 15:29:27| 17   3  76   1   0|5286M  125M  176M 2240M|7990k   60k| 164k   13M|3.99   104 |5002  3654 |1.24 1.51 0.98|2.0   0 2.0|   0     0 |           | 18  327    1    9    0
Feb 12 15:29:28 np0000000046 dstat.sh[58901]: 12-02 15:29:28| 23   4  72   1   0|5277M  141M  180M 2227M|4073B 1617B|   0  5179k|   0  93.8 |2598  2692 |1.24 1.51 0.98|2.0   0   0|   0     0 |           | 18  327    1    9    0
Feb 12 15:29:29 np0000000046 dstat.sh[58901]: 12-02 15:29:29| 25   3  71   0   0|5286M  145M  180M 2214M|4280B 1458B|   0  1008k|   0  47.0 |2663  2627 |1.22 1.50 0.98|1.0   0   0|   0     0 |           | 18  327    1    9    0
Feb 12 15:29:30 np0000000046 dstat.sh[58901]: 12-02 15:29:30| 23   5  69   1   0|5302M  135M  181M 2207M|4495B 1618B|   0    34M|   0   400 |3454  3661 |1.22 1.50 0.98|1.0   0   0|   0     0 |           | 18  327    1    9    0
Feb 12 15:29:31 np0000000046 dstat.sh[58901]: 12-02 15:29:31| 23   5  70   1   0|5288M  135M  182M 2220M|5175B 1625B|   0  3851k|   0   308 |2900  2732 |1.22 1.50 0.98|1.0   0   0|   0     0 |           | 18  327    1    9    0
Feb 12 15:29:32 np0000000046 dstat.sh[58901]: 12-02 15:29:32| 25   6  68   1   0|5287M  145M  183M 2210M|5683B 1620B|   0    41M|   0   293 |3379  3424 |1.22 1.50 0.98|2.0   0 6.0|   0     0 |           | 18  327    1    9    0
Feb 12 15:29:33 np0000000046 dstat.sh[58901]: 12-02 15:29:33| 25   5  68   1   0|5292M  125M  183M 2223M|5671B 1622B|   0    82M|   0   649 |3830  4029 |1.22 1.50 0.98|1.0   0 2.0|   0     0 |           | 18  327    1    9    0
Feb 12 15:29:34 np0000000046 dstat.sh[58901]: 12-02 15:29:34| 24   3  71   1   0|5302M  110M  184M 2226M|5902B 1616B|   0  2949k|   0   117 |3074  3186 |1.28 1.51 0.98|1.0   0 1.0|   0     0 |           | 18  327    1    9    0
Feb 12 15:29:35 np0000000046 dstat.sh[58901]: 12-02 15:29:35| 20   3  76   0   0|5188M  274M  185M 2176M|  12k 4286B|   0   730k|   0  24.1 |2198  1948 |1.28 1.51 0.98|1.0   0 1.0|   0     0 |           | 18  325    1    5    0
Feb 12 15:29:36 np0000000046 dstat.sh[58901]: 12-02 15:29:36| 22   5  71   0   0|5248M  214M  185M 2176M|9599B 2790B|   0  1201k|   0  52.9 |2806  2612 |1.28 1.51 0.98|1.0   0  34|   0     0 |           | 18  326    1    5    0
Feb 12 15:29:37 np0000000046 dstat.sh[58901]: 12-02 15:29:37| 24   3  72   0   0|5251M  205M  185M 2182M|6231B 2623B|   0  1581k|   0  27.9 |2606  2425 |1.28 1.51 0.98|2.0   0 3.0|   0     0 |           | 18  325    1    5    0
Feb 12 15:29:38 np0000000046 dstat.sh[58901]: 12-02 15:29:38| 18   5  74   0   0|5261M  188M  185M 2188M|  12k 4633B|   0   103M|   0  1200 |4989  5676 |1.28 1.51 0.98|2.0   0  17|   0     0 |           | 18  326    1    5    0
Feb 12 15:29:39 np0000000046 dstat.sh[58901]: 12-02 15:29:39| 23   7  67   0   0|5259M  190M  185M 2187M|5131B 1790B|   0   152k|   0  6.99 |  11k   19k|1.26 1.50 0.99|1.0   0  13|   0     0 |           | 18  325    1    4    0
Feb 12 15:29:40 np0000000046 dstat.sh[58901]: 12-02 15:29:40| 24   7  69   0   0|5254M  195M  185M 2187M|5829B 1622B|   0  2255k|   0  9.01 |9983    18k|1.26 1.50 0.99|2.0   0  13|   0     0 |           | 18  325    1    4    0
Feb 12 15:29:41 np0000000046 dstat.sh[58901]: 12-02 15:29:41| 23   6  69   0   0|5254M  194M  185M 2187M|5289B 1623B|   0  1314k|   0   152 |2510  1974 |1.26 1.50 0.99|2.0   0 8.0|   0     0 |           | 18  327    1    4    0
Feb 12 15:29:42 np0000000046 dstat.sh[58901]: 12-02 15:29:42| 25   5  69   0   0|5242M  217M  185M 2177M|5357B 1620B| 228k  516k|3.00  31.0 |2742  2902 |1.26 1.50 0.99|1.0   0 6.0|   0     0 |           | 18  327    1    4    0
Feb 12 15:29:43 np0000000046 dstat.sh[58901]: 12-02 15:29:43| 24   5  70   1   0|5241M  216M  185M 2179M|4917B 1661B| 580k 2603k|21.0  63.0 |4651  5877 |1.26 1.50 0.99|1.0   0 1.0|   0     0 |           | 18  328    1    7    0
Feb 12 15:29:44 np0000000046 dstat.sh[58901]: 12-02 15:29:44| 24   7  65   2   0|5177M  279M  185M 2181M|4404B 1460B| 925k 1971k|50.1   270 |7389    11k|1.40 1.53 1.00|1.0   0  60|   0     0 |           | 18  329    1    8    0
Feb 12 15:29:45 np0000000046 dstat.sh[58901]: 12-02 15:29:45| 13  16  68   0   0|5177M  278M  185M 2182M|4496B 1618B| 871k 1686k|12.0   102 |6108  5411 |1.40 1.53 1.00|1.0   0 380|   0     0 |           | 18  329    1   10    0
Feb 12 15:29:46 np0000000046 dstat.sh[58901]: 12-02 15:29:46|  9   5  71  13   0|5165M  254M  185M 2217M|4511B 1621B|  35M  996k|2237  21.0 |4699  6784 |1.40 1.53 1.00|  0 1.0  10|   0     0 |           | 18  329    1   10    0
Feb 12 15:29:47 np0000000046 dstat.sh[58901]: 12-02 15:29:47|  8   4  80   7   0|5175M  239M  185M 2223M|5183B 2632B|5981k 3788k|1224   184 |3544  5470 |1.40 1.53 1.00|  0   0 6.0|   0     0 |           | 18  330    1   10    0
Feb 12 15:29:48 np0000000046 dstat.sh[58901]: 12-02 15:29:48|  3   1  94   0   0|5175M  239M  185M 2223M|  23k 3469B|   0   424k|   0  17.0 |1476  2171 |1.40 1.53 1.00|  0   0 1.0|   0     0 |           | 18  330    1   10    0
Feb 12 15:29:49 np0000000046 dstat.sh[58901]: 12-02 15:29:49|  7   6  85   0   0|5156M  257M  185M 2223M| 352k 8490B| 437k 1980k|16.0  93.2 |2871  3193 |1.29 1.50 0.99|2.0   0  33|   0     0 |           | 18  329    1   10    1
Feb 12 15:29:50 np0000000046 dstat.sh[58901]: 12-02 15:29:50| 48   6  44   0   0|4848M  565M  185M 2223M|4726B 1796B| 183k  582k|2.99  25.9 |3455  2547 |1.29 1.50 0.99|1.0   0 4.0|   0     0 |           | 18  300    1   15    0
Feb 12 15:29:51 np0000000046 dstat.sh[58901]: 12-02 15:29:51| 62  11  26   1   0|5009M  404M  185M 2224M|4446B 1699B|  56k 4803k|5.02   503 |4652  2892 |1.29 1.50 0.99|4.0   0 5.0|   0     0 |           | 18  302    1   17    0
Feb 12 15:29:52 np0000000046 dstat.sh[58901]: 12-02 15:29:52| 58   6  36   0   0|5035M  377M  185M 2224M|4828B 1616B| 160k  184k|7.00  1.00 |3543  2318 |1.29 1.50 0.99|4.0   0 5.0|   0     0 |           | 18  300    1   17    0
Feb 12 15:29:53 np0000000046 dstat.sh[58901]: 12-02 15:29:53| 30   4  65   0   0|5078M  334M  185M 2224M|4404B 1693B|   0   396k|   0  16.0 |3106  4977 |1.29 1.50 0.99|3.0   0 1.0|   0     0 |           | 18  298    1   22    0
Feb 12 15:29:54 np0000000046 dstat.sh[58901]: 12-02 15:29:54| 36   7  56   0   0|4969M  443M  185M 2224M|4948B 1621B|   0   384k|   0  51.0 |3389  2905 |1.26 1.49 0.99|5.0   0 7.0|   0     0 |           | 18  284    1   23    0
Feb 12 15:29:55 np0000000046 dstat.sh[58901]: 12-02 15:29:55| 43  10  45   1   0|5054M  358M  185M 2224M|5818B 1693B|   0   264k|   0  21.0 |3683  2529 |1.26 1.49 0.99|4.0   0 4.0|   0     0 |           | 18  286    1   25    0
Feb 12 15:29:56 np0000000046 dstat.sh[58901]: 12-02 15:29:56| 16   4  77   0   0|5054M  356M  185M 2226M|5445B 1615B|  32k  419k|1.99  49.9 |9320    14k|1.26 1.49 0.99|  0   0   0|   0     0 |           | 18  292    1   26    0
Feb 12 15:29:57 np0000000046 dstat.sh[58901]: 12-02 15:29:57|  3   1  95   0   0|5048M  362M  185M 2226M|5598B 1620B|   0   144k|   0  12.0 |1358  2080 |1.26 1.49 0.99|  0   0   0|   0     0 |           | 18  292    1   26    0
Feb 12 15:29:58 np0000000046 dstat.sh[58901]: 12-02 15:29:58|  2   1  97   0   0|5042M  368M  185M 2226M|4076B 1618B|   0   172k|   0  16.0 |1040  1542 |1.26 1.49 0.99|  0   0   0|   0     0 |           | 18  292    1   26    0
Feb 12 15:29:59 np0000000046 dstat.sh[58901]: 12-02 15:29:59|  2   1  96   0   0|5038M  373M  185M 2226M|4399B 1532B|   0   152k|   0  16.0 |1084  1554 |1.16 1.47 0.99|  0   0   0|   0     0 |           | 18  292    1   26    0
Feb 12 15:30:00 np0000000046 dstat.sh[58901]: 12-02 15:30:00|  2   1  96   0   0|5034M  376M  185M 2226M|4145B 1622B|   0   408k|   0  31.0 |1043  1544 |1.16 1.47 0.99|  0   0   0|   0     0 |           | 18  292    1   26    0
Feb 12 15:30:01 np0000000046 dstat.sh[58901]: 12-02 15:30:01|  2   1  96   0   0|5032M  378M  185M 2226M|5280B 1620B|  64k    0 |8.00     0 |1248  1636 |1.16 1.47 0.99|  0   0 2.0|   0     0 |           | 18  292    1   26    0
Feb 12 15:30:02 np0000000046 dstat.sh[58901]: 12-02 15:30:02|  3   1  95   0   0|5029M  381M  185M 2226M|4996B 1620B|   0     0 |   0     0 |1371  2014 |1.16 1.47 0.99|  0   0   0|   0     0 |           | 18  292    1   26    0
Feb 12 15:30:03 np0000000046 dstat.sh[58901]: 12-02 15:30:03|  2   1  96   0   0|5027M  383M  185M 2226M|4747B 1619B|   0    96k|   0  12.0 |1328  1952 |1.16 1.47 0.99|  0   0 2.0|   0     0 |           | 18  292    1   26    0
Feb 12 15:30:04 np0000000046 dstat.sh[58901]: 12-02 15:30:04|  2   2  94   0   0|5025M  385M  185M 2226M|4319B 1620B|  16k   36M|1.00   289 |2018  2807 |1.07 1.44 0.98|  0   0 1.0|   0     0 |           | 18  292    1   26    0
Feb 12 15:30:05 np0000000046 dstat.sh[58901]: 12-02 15:30:05|  1   0  97   0   0|5022M  387M  185M 2226M|4344B 1619B|   0   120k|   0  10.0 |1090  1643 |1.07 1.44 0.98|  0   0   0|   0     0 |           | 18  292    1   26    0
Feb 12 15:30:06 np0000000046 dstat.sh[58901]: 12-02 15:30:06|  2   1  95   0   0|5020M  389M  185M 2226M|4492B 1620B|   0   204k|   0  22.0 |1348  1883 |1.07 1.44 0.98|  0   0   0|   0     0 |           | 18  292    1   26    0
Feb 12 15:30:07 np0000000046 dstat.sh[58901]: 12-02 15:30:07|  3   1  95   0   0|5013M  397M  185M 2227M|4709B 1532B|   0  8729k|   0  1030 |2287  1990 |1.07 1.44 0.98|  0   0   0|   0     0 |           | 18  292    1   26    0
Feb 12 15:30:08 np0000000046 dstat.sh[58901]: 12-02 15:30:08|  1   0  98   0   0|5012M  397M  185M 2227M|4608B 1624B|   0     0 |   0     0 | 937  1343 |1.07 1.44 0.98|  0   0   0|   0     0 |           | 18  292    1   26    0
Feb 12 15:30:09 np0000000046 dstat.sh[58901]: 12-02 15:30:09|  2   1  96   0   0|5012M  397M  185M 2227M|4585B 1619B|   0    21M|   0   370 |1648  2159 |0.98 1.42 0.98|  0   0   0|   0     0 |           | 18  292    1   26    0
Feb 12 15:30:10 np0000000046 dstat.sh[58901]: 12-02 15:30:10|  1   0  97   0   0|5013M  397M  185M 2227M|4850B 1617B|   0     0 |   0     0 | 922  1345 |0.98 1.42 0.98|  0   0   0|   0     0 |           | 18  292    1   26    0
Feb 12 15:30:11 np0000000046 dstat.sh[58901]: 12-02 15:30:11|  2   1  97   0   0|5013M  397M  185M 2227M|4739B 1620B|   0     0 |   0     0 |1028  1441 |0.98 1.42 0.98|  0   0   0|   0     0 |           | 18  292    1   24    0
Feb 12 15:30:12 np0000000046 dstat.sh[58901]: 12-02 15:30:12|  4   1  94   0   0|5013M  397M  185M 2227M|5134B 1710B|   0  4110B|   0  1.00 |1595  2103 |0.98 1.42 0.98|  0   0   0|   0     0 |           | 18  292    1   24    0
Feb 12 15:30:13 np0000000046 dstat.sh[58901]: 12-02 15:30:13|  5   3  90   0   0|5015M  395M  185M 2227M|4855B 1618B|   0   428k|   0  8.99 |3128  4802 |0.98 1.42 0.98|  0   0 2.0|   0     0 |           | 18  292    1   24    0
Feb 12 15:30:14 np0000000046 dstat.sh[58901]: 12-02 15:30:14|  5   5  87   0   0|5015M  395M  185M 2227M|5037B 1619B| 180k 3050k|8.99  44.0 |2795  3190 |0.90 1.40 0.97|1.0   0  76|   0     0 |           | 18  292    1   26    0
Feb 12 15:30:15 np0000000046 dstat.sh[58901]: 12-02 15:30:15|  8  21  68   0   0|5014M  396M  185M 2227M|4692B 1456B|   0   136k|   0  11.0 |5879  4728 |0.90 1.40 0.97|1.0   0 385|   0     0 |           | 18  292    1   26    0
Feb 12 15:30:16 np0000000046 dstat.sh[58901]: 12-02 15:30:16|  9  20  69   0   0|5017M  393M  185M 2227M|4738B 1619B|   0   240k|   0  23.0 |6117  5126 |0.90 1.40 0.97|1.0   0 363|   0     0 |           | 18  292    1   26    0
Feb 12 15:30:17 np0000000046 dstat.sh[58901]: 12-02 15:30:17| 10  20  69   0   0|5019M  391M  185M 2227M|4656B 1627B|   0   482k|   0  34.1 |6623  6133 |0.90 1.40 0.97|1.0   0 508|   0     0 |           | 18  292    1   26    0
Feb 12 15:30:18 np0000000046 dstat.sh[58901]: 12-02 15:30:18|  9  22  67   0   0|5021M  389M  185M 2227M|4678B 1619B|   0   220k|   0  14.0 |6524  5788 |0.90 1.40 0.97|1.0   0 485|   0     0 |           | 18  292    1   26    0
Feb 12 15:30:19 np0000000046 dstat.sh[58901]: 12-02 15:30:19|  7  21  69   0   0|5014M  395M  185M 2228M|5158B 1619B|  24k  248k|2.00  20.0 |6057  5114 |0.99 1.41 0.98|3.0   0 379|   0     0 |           | 18  292    1   26    0
Feb 12 15:30:20 np0000000046 dstat.sh[58901]: 12-02 15:30:20| 19   5  73   1   0|5039M  316M  186M 2282M|5117B 2289B|  54M   12k| 468  1.99 |3312  3122 |0.99 1.41 0.98|  0   0  30|   0     0 |           | 18  293    1   26    0
Feb 12 15:30:21 np0000000046 dstat.sh[58901]: 12-02 15:30:21|  2   1  97   0   0|5039M  316M  186M 2282M|  19k 2044B|   0   388k|   0  20.0 |1080  1474 |0.99 1.41 0.98|  0   0   0|   0     0 |           | 18  293    1   26    0
Feb 12 15:30:22 np0000000046 dstat.sh[58901]: 12-02 15:30:22|  3   2  94   0   0|5039M  316M  186M 2282M| 176k 7965B|   0  1221k|   0   196 |1659  2110 |0.99 1.41 0.98|  0   0   0|   0     0 |           | 18  293    1   26    0
Feb 12 15:30:23 np0000000046 dstat.sh[58901]: 12-02 15:30:23|  2   1  95   0   0|5038M  316M  186M 2282M| 364k   12k|   0     0 |   0     0 |1647  1787 |0.99 1.41 0.98|  0   0 1.0|   0     0 |           | 18  293    1   26    0
Feb 12 15:30:24 np0000000046 dstat.sh[58901]: 12-02 15:30:24|  3   1  94   0   0|5038M  316M  186M 2283M| 593k   20k|   0   565k|   0  19.9 |2288  2389 |0.91 1.38 0.97|  0   0   0|   0     0 |           | 18  293    1   26    0
Feb 12 15:30:25 np0000000046 dstat.sh[58901]: 12-02 15:30:25|  2   2  94   0   0|5038M  315M  186M 2284M| 881k   29k|   0   289k|   0  19.1 |2415  2227 |0.91 1.38 0.97|  0 1.0   0|   0     0 |           | 18  293    1   26    0
Feb 12 15:30:26 np0000000046 dstat.sh[58901]: 12-02 15:30:26|  3   2  93   0   0|5042M  311M  186M 2284M| 162k 9133B|   0  2358k|   0  34.0 |1878  2265 |0.91 1.38 0.97|1.0   0  11|   0     0 |           | 18  293    1   26    0
Feb 12 15:30:27 np0000000046 dstat.sh[58901]: 12-02 15:30:27|  9   4  86   0   0|5037M  316M  186M 2284M| 147k 4653B|   0   200k|   0  11.0 |2992  9751 |0.91 1.38 0.97|  0   0  25|   0     0 |           | 18  293    1   27    0
Feb 12 15:30:28 np0000000046 dstat.sh[58901]: 12-02 15:30:28|  2   1  96   0   0|5036M  316M  186M 2284M| 324k 8811B|   0    64k|   0  6.00 |1404  1720 |0.91 1.38 0.97|  0   0   0|   0     0 |           | 18  293    1   26    0
Feb 12 15:30:29 np0000000046 dstat.sh[58901]: 12-02 15:30:29|  2   1  95   0   0|5036M  316M  186M 2285M| 556k   14k|   0    80k|   0  9.99 |1929  1952 |0.84 1.36 0.97|  0   0   0|   0     0 |           | 18  293    1   26    0
Feb 12 15:30:30 np0000000046 dstat.sh[58901]: 12-02 15:30:30|  2   1  95   0   0|5036M  315M  186M 2285M| 321k 8329B|   0  1287k|   0  4.00 |1442  1673 |0.84 1.36 0.97|  0   0   0|   0     0 |           | 18  293    1   26    0
Feb 12 15:30:31 np0000000046 dstat.sh[58901]: 12-02 15:30:31|  2   1  96   0   0|5036M  315M  186M 2285M|  97k 3479B|   0   136k|   0  5.00 |1205  1558 |0.84 1.36 0.97|  0   0   0|   0     0 |           | 18  293    1   26    0
Feb 12 15:30:32 np0000000046 dstat.sh[58901]: 12-02 15:30:32|  3   2  93   0   0|5036M  315M  186M 2286M| 190k 3402B|   0   188k|   0  2.00 |1727  2335 |0.84 1.36 0.97|  0   0 6.0|   0     0 |           | 18  293    1   26    0
Feb 12 15:30:33 np0000000046 dstat.sh[58901]: 12-02 15:30:33|  2   1  95   0   0|5036M  315M  186M 2286M| 164k 2874B|   0   232k|   0  15.0 |1402  1942 |0.84 1.36 0.97|  0   0 2.0|   0     0 |           | 18  293    1   26    0
Feb 12 15:30:34 np0000000046 dstat.sh[58901]: 12-02 15:30:34|  2   1  95   0   0|5036M  315M  186M 2286M| 237k 5860B|  32k  570k|1.00  27.1 |1779  2531 |0.85 1.35 0.97|  0   0 1.0|   0     0 |           | 18  293    1   26    0
