Sep 16 10:42:54 jammy-provider-cloud-0000007627 systemd[1]: Started Devstack devstack@dstat.service.
Sep 16 10:42:54 jammy-provider-cloud-0000007627 dstat.sh[58634]: ----system---- ----total-usage---- ------memory-usage----- -net/total- -dsk/total- --io/total- ---system-- ---load-avg--- ---procs--- ---paging-- ----swap--- ------tcp-sockets-------
Sep 16 10:42:54 jammy-provider-cloud-0000007627 dstat.sh[58634]:      time     |usr sys idl wai stl| used  free  buf   cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out | used  free|lis  act  syn  tim  clo
Sep 16 10:50:14 jammy-provider-cloud-0000007627 dstat.sh[58634]: 16-09 10:50:14| 24   6  68   1   0|4452M  160M  203M 2925M|8037B 1513B|   0  1373k|   0  60.0 |2485  3658 |1.02 1.36 0.92|1.0   0  48|   0     0 |   0     0 | 18  282    4   27    0
Sep 16 10:50:15 jammy-provider-cloud-0000007627 dstat.sh[58634]: 16-09 10:50:15| 20  11  66   2   0|4444M  164M  203M 2929M|6428B 1559B|2011k   15M| 476   547 |3201    12k|1.02 1.36 0.92|1.0   0  61|   0     0 |   0     0 | 18  282    4   28    0
Sep 16 10:50:16 jammy-provider-cloud-0000007627 dstat.sh[58634]: 16-09 10:50:16| 20   7  72   0   0|4463M  144M  203M 2930M|6255B 1622B|  12k  104k|1.00  14.0 |1934  2829 |1.02 1.36 0.92|1.0   0  24|   0     0 |   0     0 | 18  282    4   27    0
Sep 16 10:50:17 jammy-provider-cloud-0000007627 dstat.sh[58634]: 16-09 10:50:17| 18  12  69   0   0|4458M  148M  203M 2930M|5845B 1699B| 409k  221k|8.03  15.0 |3474  5568 |1.02 1.36 0.92|1.0   0  89|   0     0 |   0     0 | 18  282    4   27    0
Sep 16 10:50:18 jammy-provider-cloud-0000007627 dstat.sh[58634]: 16-09 10:50:18| 39  11  48   0   0|4175M  429M  203M 2932M|5424B 2076B|1936k    0 |96.0     0 |5745  7809 |1.02 1.35 0.92|1.0   0  53|   0     0 |   0     0 | 18  274    4   31    0
Sep 16 10:50:19 jammy-provider-cloud-0000007627 dstat.sh[58634]: 16-09 10:50:19| 24   3  73   0   0|4228M  376M  203M 2932M|6888B 1455B|  84k  284k|21.0  17.0 |1288  2112 |1.02 1.35 0.92|1.0   0   0|   0     0 |   0     0 | 18  274    4   31    0
Sep 16 10:50:20 jammy-provider-cloud-0000007627 dstat.sh[58634]: 16-09 10:50:20| 25   6  67   1   0|4296M  300M  203M 2940M|6844B 1506B|6968k  741k| 127  42.8 |2254  4869 |1.02 1.35 0.92|1.0   0 5.0|   0     0 |   0     0 | 18  282    4   35    0
Sep 16 10:50:21 jammy-provider-cloud-0000007627 dstat.sh[58634]: 16-09 10:50:21| 15  12  71   2   0|4136M  438M  203M 2962M|5626B 1890B|  19M  625k| 253  16.0 |3760  5856 |1.02 1.35 0.92|1.0   0  82|   0     0 |   0     0 | 18  274    1   39    0
Sep 16 10:50:22 jammy-provider-cloud-0000007627 dstat.sh[58634]: 16-09 10:50:22| 23   4  73   0   0|4154M  420M  203M 2962M|5634B 1698B|  68k    0 |10.0     0 |1436  2067 |1.02 1.35 0.92|1.0   0  17|   0     0 |   0     0 | 18  274    1   39    0
Sep 16 10:50:23 jammy-provider-cloud-0000007627 dstat.sh[58634]: 16-09 10:50:23| 12   4  83   0   0|4099M  527M  203M 2911M|5407B 1632B| 124k  479k|4.99  23.9 |1941  3030 |0.94 1.33 0.91|  0   0  34|   0     0 |   0     0 | 18  274    1   39    0
Sep 16 10:50:24 jammy-provider-cloud-0000007627 dstat.sh[58634]: 16-09 10:50:24|  2   1  96   0   0|4100M  527M  203M 2911M|5802B 1694B|   0   460k|   0  7.00 | 992  1664 |0.94 1.33 0.91|  0   0   0|   0     0 |   0     0 | 18  274    1   39    0
Sep 16 10:50:25 jammy-provider-cloud-0000007627 dstat.sh[58634]: 16-09 10:50:25|  1   0  97   0   0|4100M  527M  203M 2911M|8474B 1618B|   0     0 |   0     0 | 976  1706 |0.94 1.33 0.91|  0   0   0|   0     0 |   0     0 | 18  274    1   39    0
Sep 16 10:50:26 jammy-provider-cloud-0000007627 dstat.sh[58634]: 16-09 10:50:26|  3   0  95   0   0|4100M  527M  203M 2911M|7589B 1620B|   0    88k|   0  11.0 |1091  1823 |0.94 1.33 0.91|  0   0   0|   0     0 |   0     0 | 18  274    1   39    0
Sep 16 10:50:27 jammy-provider-cloud-0000007627 dstat.sh[58634]: 16-09 10:50:27|  2   0  97   0   0|4100M  527M  203M 2911M|5997B 1512B|   0  4095B|   0  1.00 |1019  1727 |0.94 1.33 0.91|  0   0   0|   0     0 |   0     0 | 18  274    1   39    0
Sep 16 10:50:28 jammy-provider-cloud-0000007627 dstat.sh[58634]: 16-09 10:50:28|  2   1  96   0   0|4100M  527M  203M 2911M|6230B 1785B|   0     0 |   0     0 |1019  1730 |0.86 1.30 0.91|  0   0   0|   0     0 |   0     0 | 18  274    1   39    0
Sep 16 10:50:29 jammy-provider-cloud-0000007627 dstat.sh[58634]: 16-09 10:50:29|  3   1  96   0   0|4100M  527M  203M 2911M|6805B 1758B|   0   116k|   0  17.0 |1103  1946 |0.86 1.30 0.91|1.0   0   0|   0     0 |   0     0 | 18  274    1   39    0
Sep 16 10:50:30 jammy-provider-cloud-0000007627 dstat.sh[58634]: 16-09 10:50:30|  2   1  94   0   0|4100M  527M  203M 2911M|6333B 1563B|   0   395k|   0  47.9 |1561  2788 |0.86 1.30 0.91|  0   0   0|   0     0 |   0     0 | 18  274    1   39    0
Sep 16 10:50:31 jammy-provider-cloud-0000007627 dstat.sh[58634]: 16-09 10:50:31|  3   1  95   1   0|4100M  527M  203M 2911M|7756B 1916B|   0  2404k|   0   159 |1361  2514 |0.86 1.30 0.91|2.0   0   0|   0     0 |   0     0 | 18  274    2   39    0
Sep 16 10:50:32 jammy-provider-cloud-0000007627 dstat.sh[58634]: 16-09 10:50:32|  1   0  96   0   0|4100M  527M  203M 2911M|7182B 1788B|   0     0 |   0     0 | 984  1626 |0.86 1.30 0.91|  0   0   0|   0     0 |   0     0 | 18  274    2   39    0
Sep 16 10:50:33 jammy-provider-cloud-0000007627 dstat.sh[58634]: 16-09 10:50:33|  2   1  96   0   0|4100M  527M  203M 2911M|7305B 1512B|   0  4096B|   0  1.00 |1057  1772 |0.86 1.30 0.91|  0   0 2.0|   0     0 |   0     0 | 18  274    2   39    0
Sep 16 10:50:34 jammy-provider-cloud-0000007627 dstat.sh[58634]: 16-09 10:50:34|  2   0  97   0   0|4100M  527M  203M 2911M|5990B 1694B|   0     0 |   0     0 |1019  1685 |0.79 1.28 0.90|  0   0   0|   0     0 |   0     0 | 18  274    2   39    0
Sep 16 10:50:35 jammy-provider-cloud-0000007627 dstat.sh[58634]: 16-09 10:50:35|  2   1  96   0   0|4100M  527M  203M 2911M|5905B 1620B|   0     0 |   0     0 | 985  1720 |0.79 1.28 0.90|  0   0   0|   0     0 |   0     0 | 18  274    2   39    0
Sep 16 10:50:36 jammy-provider-cloud-0000007627 dstat.sh[58634]: 16-09 10:50:36|  4   1  93   0   0|4100M  527M  203M 2911M|5843B 1735B|   0  4102k|   0   512 |1865  2139 |0.79 1.28 0.90|  0   0 2.0|   0     0 |   0     0 | 18  272    2   35    0
Sep 16 10:50:37 jammy-provider-cloud-0000007627 dstat.sh[58634]: 16-09 10:50:37|  2   1  97   0   0|4100M  527M  203M 2911M|6010B 1567B|   0     0 |   0     0 |1003  1711 |0.79 1.28 0.90|  0   0   0|   0     0 |   0     0 | 18  272    2   35    0
Sep 16 10:50:38 jammy-provider-cloud-0000007627 dstat.sh[58634]: 16-09 10:50:38|  2   1  96   0   0|4100M  527M  203M 2911M|5350B 1784B|   0    32k|   0  3.00 |1067  1792 |0.79 1.28 0.90|2.0   0   0|   0     0 |   0     0 | 18  272    2   35    0
Sep 16 10:50:39 jammy-provider-cloud-0000007627 dstat.sh[58634]: 16-09 10:50:39|  3   1  95   0   0|4100M  527M  203M 2911M|  11k 1622B|   0   116k|   0  14.0 |1151  1884 |0.73 1.26 0.90|1.0   0   0|   0     0 |   0     0 | 18  272    2   31    0
Sep 16 10:50:40 jammy-provider-cloud-0000007627 dstat.sh[58634]: 16-09 10:50:40|  2   1  95   0   0|4100M  527M  203M 2911M|5283B 1512B|   0   396k|   0  42.0 |1424  2634 |0.73 1.26 0.90|  0   0   0|   0     0 |   0     0 | 18  272    2   31    0
Sep 16 10:50:41 jammy-provider-cloud-0000007627 dstat.sh[58634]: 16-09 10:50:41|  1   0  96   0   0|4100M  527M  203M 2911M|7485B 1844B|   0     0 |   0     0 |1061  1819 |0.73 1.26 0.90|  0   0   0|   0     0 |   0     0 | 18  272    3   16    0
Sep 16 10:50:42 jammy-provider-cloud-0000007627 dstat.sh[58634]: 16-09 10:50:42|  2   1  96   0   0|4100M  527M  203M 2911M|6986B 1694B|   0     0 |   0     0 | 994  1679 |0.73 1.26 0.90|  0   0   0|   0     0 |   0     0 | 18  272    3   16    0
Sep 16 10:50:43 jammy-provider-cloud-0000007627 dstat.sh[58634]: 16-09 10:50:43|  2   1  96   0   0|4100M  527M  203M 2911M|7853B 1622B|   0   276k|   0  22.0 |1177  1931 |0.73 1.26 0.90|  0   0 2.0|   0     0 |   0     0 | 18  272    3   16    0
Sep 16 10:50:44 jammy-provider-cloud-0000007627 dstat.sh[58634]: 16-09 10:50:44|  2   0  97   0   0|4100M  527M  203M 2911M|7716B 1638B|   0     0 |   0     0 |1016  1693 |0.67 1.24 0.89|  0   0   0|   0     0 |   0     0 | 18  272    3   16    0
Sep 16 10:50:45 jammy-provider-cloud-0000007627 dstat.sh[58634]: 16-09 10:50:45|  3   1  94   0   0|4100M  527M  203M 2911M|  27k   10k|   0  4101B|   0  1.00 |1325  1970 |0.67 1.24 0.89|  0   0   0|   0     0 |   0     0 | 18  272    3   16    0
Sep 16 10:50:46 jammy-provider-cloud-0000007627 dstat.sh[58634]: 16-09 10:50:46|  3   2  95   1   0|4100M  527M  203M 2911M|6816B 1656B|   0    49M|   0   261 |1423  2224 |0.67 1.24 0.89|1.0   0   0|   0     0 |   0     0 | 18  272    3   16    0
Sep 16 10:50:47 jammy-provider-cloud-0000007627 dstat.sh[58634]: 16-09 10:50:47|  1   1  96   0   0|4100M  527M  203M 2911M|6218B 1618B|   0   200k|   0  15.0 |1034  1754 |0.67 1.24 0.89|  0   0   0|   0     0 |   0     0 | 18  272    3   16    0
Sep 16 10:50:48 jammy-provider-cloud-0000007627 dstat.sh[58634]: 16-09 10:50:48|  2   1  96   0   0|4100M  527M  203M 2911M|5912B 1785B|   0     0 |   0     0 |1052  1756 |0.67 1.24 0.89|  0   0   0|   0     0 |   0     0 | 18  272    3   16    0
Sep 16 10:50:49 jammy-provider-cloud-0000007627 dstat.sh[58634]: 16-09 10:50:49|  3   1  95   0   0|4100M  527M  203M 2911M|6050B 1625B|   0   381k|   0  42.1 |1334  2369 |0.62 1.22 0.89|  0   0   0|   0     0 |   0     0 | 18  272    3   16    0
Sep 16 10:50:50 jammy-provider-cloud-0000007627 dstat.sh[58634]: 16-09 10:50:50|  2   0  95   0   0|4100M  527M  203M 2911M|5794B 1615B|   0   156k|   0  23.9 |1459  2604 |0.62 1.22 0.89|  0   0   0|   0     0 |   0     0 | 18  272    3   16    0
Sep 16 10:50:51 jammy-provider-cloud-0000007627 dstat.sh[58634]: 16-09 10:50:51|  2   1  95   0   0|4098M  528M  203M 2911M|6021B 1848B|   0   228k|   0  34.0 |1300  2112 |0.62 1.22 0.89|  0   0 2.0|   0     0 |   0     0 | 18  272    4   16    0
Sep 16 10:50:52 jammy-provider-cloud-0000007627 dstat.sh[58634]: 16-09 10:50:52|  3   1  95   0   0|4098M  528M  203M 2911M|6924B 1639B|   0   144k|   0  12.0 |1236  2106 |0.62 1.22 0.89|  0   0   0|   0     0 |   0     0 | 18  272    4   16    0
Sep 16 10:50:53 jammy-provider-cloud-0000007627 dstat.sh[58634]: 16-09 10:50:53| 12   2  85   0   0|4124M  503M  203M 2911M|5523B 1592B| 277k  104k|10.0  8.03 |1239  1972 |0.62 1.22 0.89|1.0   0 7.0|   0     0 |   0     0 | 18  272    4   16    0
Sep 16 10:50:54 jammy-provider-cloud-0000007627 dstat.sh[58634]: 16-09 10:50:54| 24   4  71   0   0|4123M  502M  203M 2911M|6645B 1691B|  20k  799k|4.99  13.0 |2401  4531 |0.65 1.21 0.89|1.0   0 5.0|   0     0 |   0     0 | 18  276    4   16    0
Sep 16 10:50:55 jammy-provider-cloud-0000007627 dstat.sh[58634]: 16-09 10:50:55| 25   3  72   0   0|4131M  495M  203M 2911M|5439B 1620B|  16k  272k|1.00  26.0 |1920  3001 |0.65 1.21 0.89|1.0   0 5.0|   0     0 |   0     0 | 18  280    4   17    0
Sep 16 10:50:56 jammy-provider-cloud-0000007627 dstat.sh[58634]: 16-09 10:50:56| 23   3  71   0   0|4135M  490M  203M 2911M|7930B 1694B|   0  2056k|   0   278 |2256  3728 |0.65 1.21 0.89|1.0   0 5.0|   0     0 |   0     0 | 18  281    4   18    0
Sep 16 10:50:57 jammy-provider-cloud-0000007627 dstat.sh[58634]: 16-09 10:50:57| 24   4  72   0   0|4128M  496M  203M 2912M|7607B 1717B|   0   337k|   0  38.1 |2060  3316 |0.65 1.21 0.89|1.0   0  10|   0     0 |   0     0 | 18  280    4   19    0
Sep 16 10:50:58 jammy-provider-cloud-0000007627 dstat.sh[58634]: 16-09 10:50:58| 44   6  49   0   0|4003M  622M  203M 2912M|6173B 1784B| 311k  327k|3.99  32.9 |2281  3465 |0.65 1.21 0.89|3.0   0  19|   0     0 |   0     0 | 18  275    4   20    0
Sep 16 10:50:59 jammy-provider-cloud-0000007627 dstat.sh[58634]: 16-09 10:50:59| 59  11  30   0   0|3855M  769M  203M 2912M|  25k   11k| 361k  409k|22.1  48.2 |2332  3282 |0.84 1.24 0.90|4.0   0 4.0|   0     0 |   0     0 | 18  268    4   21    0
Sep 16 10:51:00 jammy-provider-cloud-0000007627 dstat.sh[58634]: 16-09 10:51:00| 86  14   0   0   0|3857M  767M  203M 2913M|5938B 1660B| 260k  360k|7.00  27.0 |2370  3165 |0.84 1.24 0.90|4.0   0 5.0|   0     0 |   0     0 | 18  258    4   21    0
Sep 16 10:51:01 jammy-provider-cloud-0000007627 dstat.sh[58634]: 16-09 10:51:01| 83  14   3   0   0|3899M  723M  203M 2915M|6384B 1846B| 388k  712k|47.0  47.0 |5942    15k|0.84 1.24 0.90|4.0   0  16|   0     0 |   0     0 | 18  258    5   29    0
Sep 16 10:51:02 jammy-provider-cloud-0000007627 dstat.sh[58634]: 16-09 10:51:02| 48   7  44   0   0|4036M  584M  203M 2916M|  76k   36k| 160k 1302k|8.99  96.9 |3312  9155 |0.84 1.24 0.90|2.0   0 3.0|   0     0 |   0     0 | 18  261    5   36    0
Sep 16 10:51:03 jammy-provider-cloud-0000007627 dstat.sh[58634]: 16-09 10:51:03| 27   7  65   0   0|4071M  548M  203M 2918M| 140k   64k|  96k  183k|5.98  18.9 |6369    17k|0.84 1.24 0.90|3.0   0 5.0|   0     0 |   0     0 | 18  274    5   37    0
Sep 16 10:51:04 jammy-provider-cloud-0000007627 dstat.sh[58634]: 16-09 10:51:04|  3   0  95   0   0|4071M  548M  203M 2918M|6229B 1693B|   0   112k|   0  7.99 |1311  2013 |0.93 1.26 0.91|1.0   0   0|   0     0 |   0     0 | 18  274    5   37    0
Sep 16 10:51:05 jammy-provider-cloud-0000007627 dstat.sh[58634]: 16-09 10:51:05|  3   0  94   0   0|4071M  548M  203M 2918M|6298B 1714B|   0   192k|   0  1.00 |1273  2179 |0.93 1.26 0.91|  0   0   0|   0     0 |   0     0 | 18  274    5   35    0
Sep 16 10:51:06 jammy-provider-cloud-0000007627 dstat.sh[58634]: 16-09 10:51:06|  2   0  96   0   0|4071M  548M  203M 2918M|8542B 1778B|   0     0 |   0     0 |1061  1761 |0.93 1.26 0.91|  0   0   0|   0     0 |   0     0 | 18  274    5   35    0
Sep 16 10:51:07 jammy-provider-cloud-0000007627 dstat.sh[58634]: 16-09 10:51:07|  3   2  95   0   0|4071M  548M  203M 2918M|6042B 1458B|   0   400k|   0  26.0 |1307  2181 |0.93 1.26 0.91|1.0   0   0|   0     0 |   0     0 | 18  274    5   35    0
Sep 16 10:51:08 jammy-provider-cloud-0000007627 dstat.sh[58634]: 16-09 10:51:08|  2   1  95   0   0|4071M  548M  203M 2918M|8936B 1696B|   0   573k|   0  42.0 |1248  2090 |0.93 1.26 0.91|  0   0   0|   0     0 |   0     0 | 18  274    5   35    0
Sep 16 10:51:09 jammy-provider-cloud-0000007627 dstat.sh[58634]: 16-09 10:51:09|  3   1  96   0   0|4071M  548M  203M 2918M|8208B 1733B|   0    64k|   0  9.02 |1179  1960 |0.85 1.24 0.90|2.0   0   0|   0     0 |   0     0 | 18  274    5   35    0
Sep 16 10:51:10 jammy-provider-cloud-0000007627 dstat.sh[58634]: 16-09 10:51:10|  2   0  96   0   0|4071M  548M  203M 2918M|5783B 1617B|   0   275k|   0  23.0 |1188  1944 |0.85 1.24 0.90|  0   0   0|   0     0 |   0     0 | 18  274    5   35    0
Sep 16 10:51:11 jammy-provider-cloud-0000007627 dstat.sh[58634]: 16-09 10:51:11|  2   1  96   0   0|4071M  548M  203M 2918M|5840B 1618B|   0     0 |   0     0 |1052  1698 |0.85 1.24 0.90|1.0   0   0|   0     0 |   0     0 | 18  274    5   34    0
Sep 16 10:51:12 jammy-provider-cloud-0000007627 dstat.sh[58634]: 16-09 10:51:12|  2   1  96   0   0|4071M  548M  203M 2918M|5477B 1619B|   0  8725k|   0   751 |1227  1843 |0.85 1.24 0.90|  0   0   0|   0     0 |   0     0 | 18  274    5   34    0
Sep 16 10:51:13 jammy-provider-cloud-0000007627 dstat.sh[58634]: 16-09 10:51:13|  4   1  94   0   0|4072M  546M  203M 2918M|5333B 1682B|   0   388k|   0  40.0 |1597  3186 |0.85 1.24 0.90|  0   0 2.0|   0     0 |   0     0 | 18  274    5   34    0
Sep 16 10:51:14 jammy-provider-cloud-0000007627 dstat.sh[58634]: 16-09 10:51:14|  2   0  95   0   0|4072M  546M  203M 2918M|5835B 1565B|   0   504k|   0  41.0 |1176  2056 |0.79 1.22 0.90|  0   0   0|   0     0 |   0     0 | 18  274    5   34    0
Sep 16 10:51:15 jammy-provider-cloud-0000007627 dstat.sh[58634]: 16-09 10:51:15|  6   2  90   0   0|4072M  546M  203M 2918M|6052B 1620B|   0    72k|   0  7.00 |1737  5678 |0.79 1.22 0.90|  0   0  34|   0     0 |   0     0 | 18  274    5   34    0
Sep 16 10:51:16 jammy-provider-cloud-0000007627 dstat.sh[58634]: 16-09 10:51:16|  4   2  93   1   0|4073M  546M  203M 2918M|7319B 1620B|   0  1404k|   0   182 |1650  2771 |0.79 1.22 0.90|  0   0   0|   0     0 |   0     0 | 18  274    5   34    0
Sep 16 10:51:17 jammy-provider-cloud-0000007627 dstat.sh[58634]: 16-09 10:51:17|  8   2  88   1   0|4074M  544M  203M 2918M|6906B 1696B|   0  4085k|   0   420 |2474  4023 |0.79 1.22 0.90|1.0   0   0|   0     0 |   0     0 | 18  274    5   34    0
Sep 16 10:51:18 jammy-provider-cloud-0000007627 dstat.sh[58634]: 16-09 10:51:18|  2   1  95   0   0|4074M  544M  203M 2918M|6302B 1731B|   0  2139k|   0   138 |1242  2322 |0.79 1.22 0.90|1.0   0   0|   0     0 |   0     0 | 18  274    5   34    0
Sep 16 10:51:19 jammy-provider-cloud-0000007627 dstat.sh[58634]: 16-09 10:51:19|  3   0  96   0   0|4074M  544M  203M 2918M|6595B 1622B|   0   176k|   0  16.0 |1150  1919 |0.72 1.19 0.89|  0   0   0|   0     0 |   0     0 | 18  274    5   30    0
Sep 16 10:51:20 jammy-provider-cloud-0000007627 dstat.sh[58634]: 16-09 10:51:20|  1   0  96   0   0|4074M  544M  203M 2918M|6132B 1618B|   0   687k|   0  47.0 |1205  2215 |0.72 1.19 0.89|2.0   0   0|   0     0 |   0     0 | 18  274    5   30    0
Sep 16 10:51:21 jammy-provider-cloud-0000007627 dstat.sh[58634]: 16-09 10:51:21| 12   6  81   0   0|4112M  506M  203M 2918M|5373B 1571B| 253k 4110B|25.1  1.00 |2001  3507 |0.72 1.19 0.89|1.0   0  74|   0     0 |   0     0 | 18  274    5   30    0
Sep 16 10:51:22 jammy-provider-cloud-0000007627 dstat.sh[58634]: 16-09 10:51:22| 43  11  47   0   0|3929M  689M  203M 2918M|5830B 1973B|  16k  852k|1.00  64.0 |1978  3093 |0.72 1.19 0.89|2.0   0   0|   0     0 |   0     0 | 18  220    5   30    0
Sep 16 10:51:23 jammy-provider-cloud-0000007627 dstat.sh[58634]: 16-09 10:51:23| 46   9  43   0   0|4011M  607M  203M 2919M|4786B 2196B|4100B  256k|1.00  30.0 |2280  5528 |0.72 1.19 0.89|2.0   0 7.0|   0     0 |   0     0 | 18  228    5   34    0
Sep 16 10:51:24 jammy-provider-cloud-0000007627 dstat.sh[58634]: 16-09 10:51:24| 25   6  67   0   0|3851M  767M  203M 2919M|5594B 1618B|   0   380k|   0  23.0 |1550  2324 |0.99 1.24 0.91|1.0   0 1.0|   0     0 |   0     0 | 18  220    5   38    0
Sep 16 10:51:25 jammy-provider-cloud-0000007627 dstat.sh[58634]: 16-09 10:51:25| 21   6  73   0   0|3851M  767M  203M 2919M|9205B 1621B|   0     0 |   0     0 |1296  1667 |0.99 1.24 0.91|3.0   0   0|   0     0 |   0     0 | 18  220    5   38    0
Sep 16 10:51:26 jammy-provider-cloud-0000007627 dstat.sh[58634]: 16-09 10:51:26| 21   7  71   0   0|3822M  796M  203M 2919M|6358B 1585B|   0   136k|   0  14.0 |1569  2281 |0.99 1.24 0.91|2.0   0   0|   0     0 |   0     0 | 17  205    5   40    0
Sep 16 10:51:27 jammy-provider-cloud-0000007627 dstat.sh[58634]: 16-09 10:51:27| 24   4  72   0   0|3747M  871M  203M 2919M|7563B 1798B|8174B  104k|2.00  7.98 |1547  2224 |0.99 1.24 0.91|1.0   0 8.0|   0     0 |   0     0 | 17  203    5   40    0
Sep 16 10:51:28 jammy-provider-cloud-0000007627 dstat.sh[58634]: 16-09 10:51:28| 26   2  71   1   0|3780M  837M  203M 2919M|6187B 1621B| 408k  108k|64.0  3.00 |1512  3656 |0.99 1.24 0.91|  0 1.0   0|   0     0 |   0     0 | 17  203    5   40    0
Sep 16 10:51:29 jammy-provider-cloud-0000007627 dstat.sh[58634]: 16-09 10:51:29| 24   3  71   1   0|3818M  798M  203M 2920M|8810B 1659B| 659k  356k|73.9  25.0 |1704  2499 |1.23 1.29 0.92|3.0   0   0|   0     0 |   0     0 | 17  205    5   40    0
Sep 16 10:51:30 jammy-provider-cloud-0000007627 dstat.sh[58634]: 16-09 10:51:30| 26   2  72   0   0|3819M  798M  203M 2920M|7032B 1621B|  32k  188k|2.00  14.0 |1465  1929 |1.23 1.29 0.92|1.0   0   0|   0     0 |   0     0 | 17  205    5   40    0
Sep 16 10:51:31 jammy-provider-cloud-0000007627 dstat.sh[58634]: 16-09 10:51:31| 44   9  45   1   0|3950M  663M  203M 2923M|9418B 1618B| 931k  875k|95.9  64.9 |7969    16k|1.23 1.29 0.92|1.0   0 8.0|   0     0 |   0     0 | 18  230    5   50    0
Sep 16 10:51:32 jammy-provider-cloud-0000007627 dstat.sh[58634]: 16-09 10:51:32| 12   1  85   0   0|3963M  650M  203M 2924M|7728B 1713B|  80k 1420k|5.00  28.0 |2026  3356 |1.23 1.29 0.92|  0   0   0|   0     0 |   0     0 | 18  230    5   51    0
Sep 16 10:51:33 jammy-provider-cloud-0000007627 dstat.sh[58634]: 16-09 10:51:33|  4   1  94   0   0|3963M  650M  203M 2924M|5543B 1586B|   0   228k|   0  33.0 |1498  2562 |1.23 1.29 0.92|  0   0 2.0|   0     0 |   0     0 | 18  230    5   51    0
Sep 16 10:51:34 jammy-provider-cloud-0000007627 dstat.sh[58634]: 16-09 10:51:34|  3   1  96   0   0|3963M  650M  203M 2924M|6221B 1620B|   0   108k|   0  8.00 |1084  1758 |1.21 1.28 0.93|  0   0   0|   0     0 |   0     0 | 18  230    5   51    0
Sep 16 10:51:35 jammy-provider-cloud-0000007627 dstat.sh[58634]: 16-09 10:51:35|  1   0  97   0   0|3963M  650M  203M 2924M|5690B 1620B|   0     0 |   0     0 | 988  1713 |1.21 1.28 0.93|  0   0   0|   0     0 |   0     0 | 18  230    5   51    0
Sep 16 10:51:36 jammy-provider-cloud-0000007627 dstat.sh[58634]: 16-09 10:51:36|  5   1  93   0   0|3964M  649M  203M 2924M|5797B 1780B|   0   192k|   0  29.0 |1624  2859 |1.21 1.28 0.93|  0   0   0|   0     0 |   0     0 | 18  230    5   51    0
Sep 16 10:51:37 jammy-provider-cloud-0000007627 dstat.sh[58634]: 16-09 10:51:37|  1   1  96   0   0|3965M  648M  203M 2924M|5801B 1620B|   0  8556k|   0   844 |1790  2098 |1.21 1.28 0.93|  0   0   0|   0     0 |   0     0 | 18  230    5   51    0
Sep 16 10:51:38 jammy-provider-cloud-0000007627 dstat.sh[58634]: 16-09 10:51:38|  2   1  96   0   0|3965M  648M  203M 2924M|6990B 1620B|   0    76k|   0  4.00 |1113  1785 |1.21 1.28 0.93|  0   0   0|   0     0 |   0     0 | 18  230    5   51    0
Sep 16 10:51:39 jammy-provider-cloud-0000007627 dstat.sh[58634]: 16-09 10:51:39|  2   1  96   0   0|3965M  648M  203M 2924M|9369B 1621B|   0    64k|   0  11.0 |1089  1817 |1.11 1.26 0.92|2.0   0   0|   0     0 |   0     0 | 18  230    5   51    0
Sep 16 10:51:40 jammy-provider-cloud-0000007627 dstat.sh[58634]: 16-09 10:51:40|  2   0  96   0   0|3965M  648M  203M 2924M|7617B 1511B|   0   244k|   0  23.0 |1201  2068 |1.11 1.26 0.92|  0   0   0|   0     0 |   0     0 | 18  230    5   51    0
Sep 16 10:51:41 jammy-provider-cloud-0000007627 dstat.sh[58634]: 16-09 10:51:41|  7   2  89   0   0|3972M  641M  203M 2924M|6226B 1623B|  16k  281k|1.00  42.1 |1655  2844 |1.11 1.26 0.92|1.0   0 2.0|   0     0 |   0     0 | 18  242    5   51    0
Sep 16 10:51:42 jammy-provider-cloud-0000007627 dstat.sh[58634]: 16-09 10:51:42| 20   1  77   0   0|3981M  632M  203M 2924M|7986B 1616B|  32k  275k|2.99  19.9 |2252  3673 |1.11 1.26 0.92|  0   0   0|   0     0 |   0     0 | 18  242    5   51    0
Sep 16 10:51:43 jammy-provider-cloud-0000007627 dstat.sh[58634]: 16-09 10:51:43|  3   1  94   0   0|3981M  632M  203M 2924M|6877B 1620B|   0   256k|   0  34.0 |1540  2669 |1.11 1.26 0.92|  0   0 2.0|   0     0 |   0     0 | 18  242    5   51    0
Sep 16 10:51:44 jammy-provider-cloud-0000007627 dstat.sh[58634]: 16-09 10:51:44|  1   1  97   0   0|3981M  632M  203M 2924M|8172B 1567B|   0   108k|   0  8.00 |1105  1864 |1.10 1.26 0.92|  0   0   0|   0     0 |   0     0 | 18  242    5   51    0
Sep 16 10:51:45 jammy-provider-cloud-0000007627 dstat.sh[58634]: 16-09 10:51:45|  2   0  96   0   0|3981M  632M  203M 2924M|6920B 1619B|   0    36k|   0  5.00 |1034  1717 |1.10 1.26 0.92|  0   0   0|   0     0 |   0     0 | 18  242    5   51    0
Sep 16 10:51:46 jammy-provider-cloud-0000007627 dstat.sh[58634]: 16-09 10:51:46|  3   1  95   0   0|3981M  632M  203M 2924M|6441B 1696B|   0   476k|   0  45.0 |1390  2479 |1.10 1.26 0.92|  0   0 2.0|   0     0 |   0     0 | 18  246    5   51    0
