Feb 16 18:11:12 np0000000000 systemd[1]: Started devstack@dstat.service - Devstack devstack@dstat.service.
Feb 16 18:11:12 np0000000000 dstat.sh[59187]: ----system---- ----total-usage---- ------memory-usage----- -net/total- -dsk/total- --io/total- ---system-- ---load-avg--- ---procs--- ---paging-- ---total--- ------tcp-sockets-------
Feb 16 18:11:12 np0000000000 dstat.sh[59187]:      time     |usr sys idl wai stl| used  free  buf   cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out | used  free|lis  act  syn  tim  clo
Feb 16 18:17:55 np0000000000 dstat.sh[59187]: 16-02 18:17:55| 19   2  77   1   0|5224M  263M  170M 2167M|  17k 9469B|1364k 1480k|62.2  68.2 |2391  2410 |1.79 1.82 1.10|2.0   0   0|   0     0 |           | 18  322    0   25    0
Feb 16 18:17:56 np0000000000 dstat.sh[59187]: 16-02 18:17:56| 17   2  79   1   0|5229M  257M  170M 2168M|  22k   13k| 978k 1640k|64.8  66.8 |2416  2450 |1.64 1.79 1.09|2.0   0   0|   0     0 |           | 18  322    0   25    0
Feb 16 18:17:57 np0000000000 dstat.sh[59187]: 16-02 18:17:57| 15   2  80   1   0|5234M  235M  171M 2185M|  19k   10k|8204k 4208k| 115   181 |2427  2743 |1.64 1.79 1.09|2.0   0   0|   0     0 |           | 18  322    0   25    0
Feb 16 18:17:58 np0000000000 dstat.sh[59187]: 16-02 18:17:58| 23   3  71   1   0|5236M  205M  172M 2212M|5464B 1664B|6829k 2067k|87.1  76.1 |2732  2578 |1.64 1.79 1.09|3.0   0 1.0|   0     0 |           | 18  322    0   24    0
Feb 16 18:17:59 np0000000000 dstat.sh[59187]: 16-02 18:17:59| 25   3  72   1   0|5239M  186M  172M 2227M|4820B 1459B|   0  1421k|   0  33.0 |2481  2278 |1.64 1.79 1.09|2.0   0   0|   0     0 |           | 18  322    0   24    0
Feb 16 18:18:00 np0000000000 dstat.sh[59187]: 16-02 18:18:00| 23   3  71   1   0|5259M  144M  173M 2247M|4680B 1620B|   0  2092k|   0  80.0 |2649  2558 |1.64 1.79 1.09|3.0   0   0|   0     0 |           | 18  322    0   24    0
Feb 16 18:18:01 np0000000000 dstat.sh[59187]: 16-02 18:18:01| 24   3  71   1   0|5251M  134M  174M 2265M|4735B 1618B|   0  2561k|   0   109 |2719  2781 |1.59 1.77 1.09|2.0   0   0|   0     0 |           | 18  322    0   24    0
Feb 16 18:18:02 np0000000000 dstat.sh[59187]: 16-02 18:18:02| 23   3  71   1   0|5241M  150M  175M 2257M|4616B 1689B|   0  2574k|   0  95.9 |2732  2796 |1.59 1.77 1.09|5.0   0 1.0|   0     0 |           | 18  322    0   24    0
Feb 16 18:18:03 np0000000000 dstat.sh[59187]: 16-02 18:18:03| 23   4  71   0   0|5222M  186M  175M 2240M|4994B 1796B|4100B  821k|1.00  31.0 |2747  2494 |1.59 1.77 1.09|2.0   0  21|   0     0 |           | 18  321    0   24    0
Feb 16 18:18:04 np0000000000 dstat.sh[59187]: 16-02 18:18:04| 19   3  77   0   0|5237M  166M  175M 2245M|  11k 3957B|   0  1153k|   0  17.0 |2189  2034 |1.59 1.77 1.09|2.0   0  17|   0     0 |           | 18  321    0   24    0
Feb 16 18:18:05 np0000000000 dstat.sh[59187]: 16-02 18:18:05| 18   4  76   0   0|5239M  164M  175M 2246M|  11k 4562B|   0    23M|   0   306 |2720  2678 |1.59 1.77 1.09|1.0   0  18|   0     0 |           | 18  322    0   24    0
Feb 16 18:18:06 np0000000000 dstat.sh[59187]: 16-02 18:18:06| 25   5  68   0   0|5238M  158M  175M 2251M|7015B 1698B|   0  1304k|   0  41.0 |  11k   19k|1.62 1.78 1.10|1.0   0  14|   0     0 |           | 18  321    0   22    0
Feb 16 18:18:07 np0000000000 dstat.sh[59187]: 16-02 18:18:07| 23   6  69   0   0|5237M  159M  175M 2252M|7134B 1619B|   0  2010k|   0  38.0 |  11k   19k|1.62 1.78 1.10|2.0   0  13|   0     0 |           | 18  321    0   22    0
Feb 16 18:18:08 np0000000000 dstat.sh[59187]: 16-02 18:18:08| 22   5  72   0   0|5195M  213M  175M 2241M|5127B 1620B|   0   432k|   0  13.0 |2481  2067 |1.62 1.78 1.10|2.0   0  17|   0     0 |           | 18  321    0   22    0
Feb 16 18:18:09 np0000000000 dstat.sh[59187]: 16-02 18:18:09| 23   6  69   0   0|5194M  214M  175M 2241M|4554B 1660B|   0   859k|   0  24.0 |  12k   21k|1.62 1.78 1.10|2.0   0  48|   0     0 |           | 18  321    0   22    0
Feb 16 18:18:10 np0000000000 dstat.sh[59187]: 16-02 18:18:10| 19   3  77   0   0|5232M  175M  175M 2241M|  10k 3791B|   0  2448k|   0   355 |2481  2125 |1.62 1.78 1.10|2.0   0  35|   0     0 |           | 18  322    0   22    0
Feb 16 18:18:11 np0000000000 dstat.sh[59187]: 16-02 18:18:11| 22   4  72   0   0|5223M  179M  175M 2246M|5389B 2288B|   0   616k|   0  6.00 |2511  2160 |1.57 1.76 1.10|2.0   0  19|   0     0 |           | 18  322    0   22    0
Feb 16 18:18:12 np0000000000 dstat.sh[59187]: 16-02 18:18:12| 21   4  74   0   0|5224M  172M  175M 2251M|  11k 4305B|   0  1438k|   0  26.0 |9749    18k|1.57 1.76 1.10|5.0   0 6.0|   0     0 |           | 18  321    0   22    0
Feb 16 18:18:13 np0000000000 dstat.sh[59187]: 16-02 18:18:13| 22   6  69   0   0|5222M  174M  175M 2252M|5007B 1620B|   0   376k|   0  7.00 |  11k   20k|1.57 1.76 1.10|3.0   0  22|   0     0 |           | 18  321    0   22    0
Feb 16 18:18:14 np0000000000 dstat.sh[59187]: 16-02 18:18:14| 22   6  72   0   0|5181M  226M  175M 2241M|4402B 1459B|   0   436k|   0  12.0 |2372  1988 |1.57 1.76 1.10|2.0   0  12|   0     0 |           | 18  321    0   22    0
Feb 16 18:18:15 np0000000000 dstat.sh[59187]: 16-02 18:18:15| 24   5  70   0   0|5166M  241M  175M 2241M|4565B 1622B|   0  1005k|   0  49.1 |3228  2983 |1.57 1.76 1.10|2.0   0  71|   0     0 |           | 18  321    0   22    0
Feb 16 18:18:16 np0000000000 dstat.sh[59187]: 16-02 18:18:16| 24   5  71   0   0|5168M  231M  176M 2249M|4797B 1619B|   0  1235k|   0  35.0 |3201  3098 |1.53 1.75 1.10|4.0   0  43|   0     0 |           | 18  321    0   22    0
Feb 16 18:18:17 np0000000000 dstat.sh[59187]: 16-02 18:18:17| 19   2  77   0   0|5176M  220M  176M 2251M|  13k 5223B|4094B 1067k|1.00  33.0 |2368  2358 |1.53 1.75 1.10|2.0   0  17|   0     0 |           | 18  322    0   22    0
Feb 16 18:18:18 np0000000000 dstat.sh[59187]: 16-02 18:18:18| 16   2  79   1   0|5188M  208M  176M 2251M|  22k   13k|   0  1642k|   0  66.9 |2584  2765 |1.53 1.75 1.10|2.0   0 1.0|   0     0 |           | 18  322    0   19    0
Feb 16 18:18:19 np0000000000 dstat.sh[59187]: 16-02 18:18:19| 10   3  84   0   0|5191M  205M  176M 2252M|  45k 9024B|   0  1019k|   0  43.0 |3810  5288 |1.53 1.75 1.10|1.0   0 7.0|   0     0 |           | 18  323    0   19    0
Feb 16 18:18:20 np0000000000 dstat.sh[59187]: 16-02 18:18:20| 13   1  83   1   0|5197M  198M  176M 2252M| 121k   12k|   0  1546k|   0  71.3 |2600  2746 |1.53 1.75 1.10|1.0   0   0|   0     0 |           | 18  323    0   21    0
Feb 16 18:18:21 np0000000000 dstat.sh[59187]: 16-02 18:18:21| 19   1  78   1   0|5220M  175M  176M 2252M|  18k   10k|   0  1239k|   0  44.8 |2358  2273 |1.48 1.74 1.09|2.0   0   0|   0     0 |           | 18  323    0   21    0
Feb 16 18:18:22 np0000000000 dstat.sh[59187]: 16-02 18:18:22| 16   2  80   0   0|5232M  162M  176M 2253M| 282k   15k|   0  1586k|   0  48.9 |2180  2049 |1.48 1.74 1.09|5.0   0   0|   0     0 |           | 18  323    0   21    0
Feb 16 18:18:23 np0000000000 dstat.sh[59187]: 16-02 18:18:23|  9   2  87   2   0|5232M  161M  176M 2253M| 115k   21k|  28k 2896k|4.02   141 |2281  2593 |1.48 1.74 1.09|1.0   0 1.0|   0     0 |           | 18  323    0   19    0
Feb 16 18:18:24 np0000000000 dstat.sh[59187]: 16-02 18:18:24| 15   1  81   0   0|5240M  144M  176M 2262M|  53k   13k| 104k 1355k|6.00  49.0 |2046  2044 |1.48 1.74 1.09|2.0   0 1.0|   0     0 |           | 18  323    0   19    0
Feb 16 18:18:25 np0000000000 dstat.sh[59187]: 16-02 18:18:25|  9   4  84   1   0|5219M  152M  176M 2276M|  17M  139k| 180k   19M|4.99   297 |7786  5247 |1.48 1.74 1.09|2.0   0 4.0|   0     0 |           | 18  323    0   19    0
Feb 16 18:18:26 np0000000000 dstat.sh[59187]: 16-02 18:18:26| 23   5  71   1   0|5228M  128M  179M 2286M| 192k 3337B|   0    15M|   0   196 |2935  2909 |1.45 1.73 1.09|4.0   0 1.0|   0     0 |           | 18  323    0   19    0
Feb 16 18:18:27 np0000000000 dstat.sh[59187]: 16-02 18:18:27| 25   3  70   0   0|5241M  126M  180M 2273M|4605B 1657B|   0  2221k|   0  57.8 |2722  2642 |1.45 1.73 1.09|3.0   0   0|   0     0 |           | 18  323    0   15    0
Feb 16 18:18:28 np0000000000 dstat.sh[59187]: 16-02 18:18:28| 23   4  71   0   0|5249M  130M  180M 2260M|5139B 1627B|   0   727k|   0  24.1 |2520  2240 |1.45 1.73 1.09|3.0   0   0|   0     0 |           | 18  323    0   15    0
Feb 16 18:18:29 np0000000000 dstat.sh[59187]: 16-02 18:18:29| 24   2  71   1   0|5262M  121M  181M 2255M|4146B 1454B|   0  2577k|   0   113 |2679  2648 |1.45 1.73 1.09|2.0   0   0|   0     0 |           | 18  323    0   15    0
Feb 16 18:18:30 np0000000000 dstat.sh[59187]: 16-02 18:18:30| 23   6  69   1   0|5254M  115M  182M 2267M|4737B 1626B|4111B   83M|1.00   584 |3863  3906 |1.45 1.73 1.09|1.0   0   0|   0     0 |           | 18  323    0   15    0
Feb 16 18:18:31 np0000000000 dstat.sh[59187]: 16-02 18:18:31| 23   3  71   0   0|5249M  122M  183M 2263M|5370B 1611B|   0   541k|   0  25.9 |2382  2112 |1.41 1.71 1.09|2.0   0   0|   0     0 |           | 18  323    0   11    0
Feb 16 18:18:32 np0000000000 dstat.sh[59187]: 16-02 18:18:32| 24   4  71   1   0|5246M  129M  184M 2259M|5418B 1625B|   0  3259k|   0  83.3 |2681  2684 |1.41 1.71 1.09|2.0 1.0 1.0|   0     0 |           | 18  323    0   11    0
Feb 16 18:18:33 np0000000000 dstat.sh[59187]: 16-02 18:18:33| 19   3  75   1   0|5273M  152M  185M 2208M|  11k 3884B|   0  2259k|   0  91.9 |2690  2871 |1.41 1.71 1.09|2.0   0 2.0|   0     0 |           | 18  321    0   11    3
Feb 16 18:18:34 np0000000000 dstat.sh[59187]: 16-02 18:18:34| 24   4  72   0   0|5190M  235M  185M 2207M|5810B 1945B|   0    28k|   0  2.00 |2450  1958 |1.41 1.71 1.09|2.0   0  19|   0     0 |           | 18  321    0   11    0
Feb 16 18:18:35 np0000000000 dstat.sh[59187]: 16-02 18:18:35| 23   9  67   0   0|5198M  223M  185M 2215M|  11k 3906B|  32k  118M|1.00  1316 |5908    11k|1.41 1.71 1.09|4.0   0  53|   0     0 |           | 18  321    0    9    0
Feb 16 18:18:36 np0000000000 dstat.sh[59187]: 16-02 18:18:36| 23   4  71   0   0|5238M  182M  185M 2213M|9777B 2947B|   0  1538k|   0   160 |3055  6122 |1.38 1.70 1.09|1.0   0  18|   0     0 |           | 18  322    0   10    0
Feb 16 18:18:37 np0000000000 dstat.sh[59187]: 16-02 18:18:37| 22   5  71   0   0|5213M  200M  186M 2218M|7195B 3229B|   0   917k|   0  21.0 |  11k   19k|1.38 1.70 1.09|3.0   0  11|   0     0 |           | 18  321    0   10    0
Feb 16 18:18:38 np0000000000 dstat.sh[59187]: 16-02 18:18:38| 23   6  69   0   0|5214M  199M  186M 2218M|5048B 1617B|   0    84k|   0  1.00 |8308    15k|1.38 1.70 1.09|2.0   0 8.0|   0     0 |           | 18  321    0   10    0
Feb 16 18:18:39 np0000000000 dstat.sh[59187]: 16-02 18:18:39| 21   7  71   1   0|5211M  201M  186M 2219M|4621B 1621B|   0  2481k|   0  26.0 |3433  4184 |1.38 1.70 1.09|1.0   0  15|   0     0 |           | 18  321    0    7    0
Feb 16 18:18:40 np0000000000 dstat.sh[59187]: 16-02 18:18:40| 23   5  71   0   0|5177M  247M  186M 2208M|4987B 1664B| 377k 1134k|9.01  39.1 |2660  2418 |1.38 1.70 1.09|2.0   0 6.0|   0     0 |           | 18  321    0    7    0
Feb 16 18:18:41 np0000000000 dstat.sh[59187]: 16-02 18:18:41| 22   4  71   2   0|5197M  222M  186M 2213M|4808B 1623B|2364k 1695k| 326  11.0 |3206  3579 |1.35 1.69 1.09|1.0   0   0|   0     0 |           | 18  322    0    8    0
Feb 16 18:18:42 np0000000000 dstat.sh[59187]: 16-02 18:18:42| 26   4  65   2   0|5195M  223M  186M 2214M|4784B 1615B| 750k 2157k|44.9   295 |7666    11k|1.35 1.69 1.09|  0 1.0   0|   0     0 |           | 18  324    0   11    0
Feb 16 18:18:43 np0000000000 dstat.sh[59187]: 16-02 18:18:43| 13  18  65   1   0|5144M  274M  186M 2214M|5256B 1626B| 145k 6243k|2.01   391 |6675  7405 |1.35 1.69 1.09|2.0   0 250|   0     0 |           | 18  323    0    8    0
Feb 16 18:18:44 np0000000000 dstat.sh[59187]: 16-02 18:18:44| 11  16  69   0   0|5150M  267M  186M 2215M|4431B 1617B| 870k  255k|9.98  14.0 |4749  3586 |1.35 1.69 1.09|3.0   0 192|   0     0 |           | 18  323    0   10    0
Feb 16 18:18:45 np0000000000 dstat.sh[59187]: 16-02 18:18:45|  7   4  80   6   0|5144M  268M  186M 2220M|4648B 2472B|5886k 1507k|1099  40.0 |3071  4416 |1.35 1.69 1.09|1.0   0  16|   0     0 |           | 18  324    0   10    0
Feb 16 18:18:46 np0000000000 dstat.sh[59187]: 16-02 18:18:46|  4   2  94   0   0|5137M  274M  186M 2220M|  24k 3551B|   0   229k|   0  25.1 |1769  2345 |1.24 1.66 1.08|1.0   0 1.0|   0     0 |           | 18  326    0   10    0
Feb 16 18:18:47 np0000000000 dstat.sh[59187]: 16-02 18:18:47|  9   5  85   0   0|5116M  295M  186M 2221M| 329k 8140B| 433k 2970k|15.0   331 |2866  2930 |1.24 1.66 1.08|4.0   0  34|   0     0 |           | 18  325    0    9    0
Feb 16 18:18:48 np0000000000 dstat.sh[59187]: 16-02 18:18:48| 64  12  24   0   0|4845M  565M  186M 2221M|4855B 1613B| 263k  211k|3.98  21.9 |4540  2913 |1.24 1.66 1.08|5.0   0  12|   0     0 |           | 18  299    0   14    0
Feb 16 18:18:49 np0000000000 dstat.sh[59187]: 16-02 18:18:49| 82  17   1   0   0|5031M  380M  186M 2221M|4397B 1626B| 771k  277k|6.02  15.1 |5922  4643 |1.24 1.66 1.08|5.0   0  10|   0     0 |           | 18  299    0   14    0
Feb 16 18:18:50 np0000000000 dstat.sh[59187]: 16-02 18:18:50| 82  16   1   1   0|4940M  469M  186M 2223M|4794B 1710B| 367k  627k|11.0  30.9 |7103  7604 |1.24 1.66 1.08|4.0   0 8.0|   0     0 |           | 18  284    0   16    0
Feb 16 18:18:51 np0000000000 dstat.sh[59187]: 16-02 18:18:51| 75  11  14   0   0|5060M  348M  186M 2223M|5535B 1624B|   0   329k|   0  17.0 |5649  6658 |1.38 1.68 1.10|2.0   0 3.0|   0     0 |           | 18  286    0   22    0
Feb 16 18:18:52 np0000000000 dstat.sh[59187]: 16-02 18:18:52| 29   4  66   0   0|4987M  420M  186M 2224M|5521B 1453B|  32k  343k|2.99  25.9 |5124  8459 |1.38 1.68 1.10|2.0   0 1.0|   0     0 |           | 18  288    0   25    0
Feb 16 18:18:53 np0000000000 dstat.sh[59187]: 16-02 18:18:53|  2   1  95   0   0|4987M  420M  186M 2224M|4986B 1617B|  16k 1229k|1.00  38.9 |1476  2139 |1.38 1.68 1.10|2.0   0 1.0|   0     0 |           | 18  288    0   25    0
Feb 16 18:18:54 np0000000000 dstat.sh[59187]: 16-02 18:18:54|  2   1  97   0   0|4987M  420M  186M 2224M|4741B 1623B|   0   108k|   0  10.0 |1052  1533 |1.38 1.68 1.10|1.0   0   0|   0     0 |           | 18  288    0   25    0
Feb 16 18:18:55 np0000000000 dstat.sh[59187]: 16-02 18:18:55|  1   1  96   0   0|4987M  420M  186M 2224M|5027B 1618B|   0   292k|   0  21.0 |1135  1626 |1.38 1.68 1.10|1.0   0   0|   0     0 |           | 18  288    0   25    0
Feb 16 18:18:56 np0000000000 dstat.sh[59187]: 16-02 18:18:56|  3   1  94   0   0|4987M  420M  186M 2225M|5089B 1619B|   0   144k|   0  21.0 |1407  2003 |1.27 1.66 1.09|1.0   0   0|   0     0 |           | 18  290    0   25    0
Feb 16 18:18:57 np0000000000 dstat.sh[59187]: 16-02 18:18:57|  2   1  97   0   0|4987M  420M  186M 2225M|4661B 1625B|   0   329k|   0  25.1 |1105  1691 |1.27 1.66 1.09|1.0   0   0|   0     0 |           | 18  290    0   25    0
Feb 16 18:18:58 np0000000000 dstat.sh[59187]: 16-02 18:18:58|  2   0  96   0   0|4987M  420M  186M 2225M|5002B 1618B|   0   100k|   0  13.0 |1080  1562 |1.27 1.66 1.09|1.0   0   0|   0     0 |           | 18  290    0   25    0
Feb 16 18:18:59 np0000000000 dstat.sh[59187]: 16-02 18:18:59|  1   1  97   0   0|4987M  420M  186M 2225M|4397B 1458B|   0     0 |   0     0 | 985  1420 |1.27 1.66 1.09|2.0   0   0|   0     0 |           | 18  290    0   25    0
Feb 16 18:19:00 np0000000000 dstat.sh[59187]: 16-02 18:19:00|  2   0  97   0   0|4987M  420M  186M 2225M|4558B 1619B|   0  4094B|   0  1.00 |1036  1473 |1.27 1.66 1.09|1.0   0   0|   0     0 |           | 18  290    0   25    0
Feb 16 18:19:01 np0000000000 dstat.sh[59187]: 16-02 18:19:01|  1   2  94   0   0|4985M  422M  186M 2225M|4544B 1614B|   0    35M|   0   362 |1449  1837 |1.17 1.63 1.08|3.0   0   0|   0     0 |           | 18  290    0   25    0
Feb 16 18:19:02 np0000000000 dstat.sh[59187]: 16-02 18:19:02|  2   1  96   0   0|4985M  423M  186M 2225M|4031B 1624B|   0   602k|   0  13.0 |1161  1786 |1.17 1.63 1.08|1.0   0 1.0|   0     0 |           | 18  290    0   25    0
Feb 16 18:19:03 np0000000000 dstat.sh[59187]: 16-02 18:19:03|  2   1  95   1   0|4976M  431M  186M 2225M|4764B 1622B|   0  8928k|   0  1076 |1819  2638 |1.17 1.63 1.08|1.0   0 2.0|   0     0 |           | 18  290    0   25    0
Feb 16 18:19:04 np0000000000 dstat.sh[59187]: 16-02 18:19:04|  2   1  98   0   0|4976M  431M  186M 2225M|4741B 1620B|   0     0 |   0     0 | 972  1417 |1.17 1.63 1.08|1.0   0   0|   0     0 |           | 18  290    0   25    0
Feb 16 18:19:05 np0000000000 dstat.sh[59187]: 16-02 18:19:05|  2   1  97   0   0|4976M  431M  186M 2225M|5705B 1621B|   0     0 |   0     0 |1074  1525 |1.17 1.63 1.08|2.0   0   0|   0     0 |           | 18  290    0   25    0
Feb 16 18:19:06 np0000000000 dstat.sh[59187]: 16-02 18:19:06|  2   2  94   0   0|4977M  431M  186M 2225M|5176B 1457B|   0    46M|   0   440 |1961  2501 |1.07 1.60 1.08|1.0   0   0|   0     0 |           | 18  290    0   25    0
Feb 16 18:19:07 np0000000000 dstat.sh[59187]: 16-02 18:19:07|  1   1  97   0   0|4977M  431M  186M 2225M|5698B 1619B|   0   172k|   0  11.0 |1034  1549 |1.07 1.60 1.08|1.0   0   0|   0     0 |           | 18  290    0   25    0
Feb 16 18:19:08 np0000000000 dstat.sh[59187]: 16-02 18:19:08|  1   0  97   0   0|4977M  431M  186M 2225M|5294B 1619B|   0    32k|   0  4.00 | 997  1476 |1.07 1.60 1.08|1.0   0   0|   0     0 |           | 18  290    0   25    0
Feb 16 18:19:09 np0000000000 dstat.sh[59187]: 16-02 18:19:09|  1   0  97   0   0|4977M  431M  186M 2225M|4616B 1618B|   0     0 |   0     0 | 934  1408 |1.07 1.60 1.08|1.0   0   0|   0     0 |           | 18  290    0   25    0
Feb 16 18:19:10 np0000000000 dstat.sh[59187]: 16-02 18:19:10|  3   4  92   0   0|4977M  430M  186M 2225M|4523B 1628B| 181k    0 |9.05     0 |1974  2144 |1.07 1.60 1.08|2.0   0  81|   0     0 |           | 18  290    0   25    0
Feb 16 18:19:11 np0000000000 dstat.sh[59187]: 16-02 18:19:11|  9  21  69   0   0|4984M  423M  186M 2225M|4619B 1620B|   0  2536k|   0  17.0 |6958  6308 |1.15 1.61 1.08|1.0   0 594|   0     0 |           | 18  290    0   25    0
Feb 16 18:19:12 np0000000000 dstat.sh[59187]: 16-02 18:19:12|  8  20  71   0   0|4993M  414M  186M 2225M|4981B 1620B|   0   308k|   0  7.00 |7155  6832 |1.15 1.61 1.08|1.0   0 654|   0     0 |           | 18  290    0   25    0
Feb 16 18:19:13 np0000000000 dstat.sh[59187]: 16-02 18:19:13|  9  21  68   0   0|4991M  416M  186M 2225M|4655B 1458B|  36k  472k|2.00  41.0 |7712  7696 |1.15 1.61 1.08|1.0   0 713|   0     0 |           | 18  290    0   25    0
Feb 16 18:19:14 np0000000000 dstat.sh[59187]: 16-02 18:19:14| 17   8  72   1   0|5023M  346M  186M 2263M|5336B 1619B|  38M    0 | 347     0 |4243  3922 |1.15 1.61 1.08|1.0   0 172|   0     0 |           | 18  290    0   25    0
Feb 16 18:19:15 np0000000000 dstat.sh[59187]: 16-02 18:19:15|  4   1  92   0   0|5024M  344M  186M 2263M|  28k 2814B|8162B   80k|1.99  3.99 |1679  1929 |1.15 1.61 1.08|1.0   0  12|   0     0 |           | 18  291    0   25    0
Feb 16 18:19:16 np0000000000 dstat.sh[59187]: 16-02 18:19:16|  2   1  95   0   0|5024M  344M  186M 2264M| 312k 9605B|4095B  416k|1.00  14.0 |1698  2060 |1.06 1.58 1.08|2.0   0   0|   0     0 |           | 18  291    0   25    0
Feb 16 18:19:17 np0000000000 dstat.sh[59187]: 16-02 18:19:17|  3   1  93   0   0|5024M  344M  186M 2264M| 729k   19k|   0   276k|   0  23.0 |1966  2489 |1.06 1.58 1.08|1.0   0 1.0|   0     0 |           | 18  291    0   25    0
Feb 16 18:19:18 np0000000000 dstat.sh[59187]: 16-02 18:19:18|  3   2  93   1   0|5023M  344M  186M 2265M|1086k   30k|4102B 2239k|1.00  21.0 |2473  2953 |1.06 1.58 1.08|1.0   0 1.0|   0     0 |           | 18  291    0   25    0
Feb 16 18:19:19 np0000000000 dstat.sh[59187]: 16-02 18:19:19|  2   2  95   0   0|5023M  343M  186M 2265M| 144k 4656B|   0   196k|   0  11.0 |1453  1892 |1.06 1.58 1.08|1.0   0 6.0|   0     0 |           | 18  291    0   25    0
Feb 16 18:19:20 np0000000000 dstat.sh[59187]: 16-02 18:19:20|  2   1  94   0   0|5022M  343M  186M 2266M| 573k   14k|   0     0 |   0     0 |1597  1914 |1.06 1.58 1.08|1.0   0   0|   0     0 |           | 18  291    0   23    0
Feb 16 18:19:21 np0000000000 dstat.sh[59187]: 16-02 18:19:21|  4   2  93   0   0|5022M  343M  186M 2267M| 624k   15k|4098B 2069k|1.00  27.0 |2244  2654 |1.05 1.57 1.08|2.0   0   0|   0     0 |           | 18  291    0   23    0
Feb 16 18:19:22 np0000000000 dstat.sh[59187]: 16-02 18:19:22|  4   2  92   0   0|5022M  343M  186M 2267M| 249k 6505B|   0   104k|   0  3.99 |2981  4499 |1.05 1.57 1.08|1.0   0 1.0|   0     0 |           | 18  291    0   23    0
Feb 16 18:19:23 np0000000000 dstat.sh[59187]: 16-02 18:19:23|  5   2  91   0   0|5022M  343M  186M 2267M| 244k 5841B|  16k 3498k|1.00   192 |2840  3735 |1.05 1.57 1.08|1.0   0 1.0|   0     0 |           | 18  291    0   25    0
Feb 16 18:19:24 np0000000000 dstat.sh[59187]: 16-02 18:19:24|  2   1  95   0   0|5022M  342M  186M 2268M| 449k   10k|   0  1630k|   0   207 |1562  1786 |1.05 1.57 1.08|2.0   0   0|   0     0 |           | 18  291    0   25    0
Feb 16 18:19:25 np0000000000 dstat.sh[59187]: 16-02 18:19:25| 14  12  70   3   0|5048M  295M  186M 2288M|  16k 1955B|2169k   24M| 149   747 |6208  7748 |1.05 1.57 1.08|1.0 1.0  95|   0     0 |           | 18  290    0   26    0
Feb 16 18:19:26 np0000000000 dstat.sh[59187]: 16-02 18:19:26| 14  11  68   4   0|5041M  292M  187M 2296M|4486B 1615B|  16k   15M|1.00  1578 |7923    11k|1.05 1.56 1.08|2.0   0 112|   0     0 |           | 18  290    0   26    0
Feb 16 18:19:27 np0000000000 dstat.sh[59187]: 16-02 18:19:27| 24   9  67   1   0|5035M  298M  187M 2297M|4639B 1627B|   0  2072k|   0   126 |3873  3498 |1.05 1.56 1.08|2.0   0  40|   0     0 |           | 18  290    0   26    0
Feb 16 18:19:28 np0000000000 dstat.sh[59187]: 16-02 18:19:28| 24   7  66   1   0|5032M  300M  187M 2297M|4756B 1620B|   0  1684k|   0   101 |3684  3093 |1.05 1.56 1.08|1.0   0  34|   0     0 |           | 18  290    0   26    0
Feb 16 18:19:29 np0000000000 dstat.sh[59187]: 16-02 18:19:29| 23   6  69   0   0|5033M  295M  187M 2300M|4442B 1495B|   0  1176k|   0  47.8 |3306  3083 |1.05 1.56 1.08|2.0   0  22|   0     0 |           | 18  290    0   26    0
Feb 16 18:19:30 np0000000000 dstat.sh[59187]: 16-02 18:19:30| 23   5  71   1   0|5026M  300M  187M 2302M|4258B 1627B| 426k 1579k|75.3  18.1 |4013  4923 |1.05 1.56 1.08|1.0   0  18|   0     0 |           | 18  290    0   26    0
Feb 16 18:19:31 np0000000000 dstat.sh[59187]: 16-02 18:19:31| 14  11  72   2   0|5072M  197M  188M 2357M|5209B 1616B|1142k 4275k| 132  95.8 |3391  3318 |1.04 1.55 1.08|3.0   0  44|   0     0 |           | 18  290    0   26    0
Feb 16 18:19:32 np0000000000 dstat.sh[59187]: 16-02 18:19:32| 21   5  71   0   0|5072M  192M  188M 2359M|4855B 1618B| 240k 2753k|13.0  18.0 |2723  2271 |1.04 1.55 1.08|2.0   0  26|   0     0 |           | 18  290    0   26    0
Feb 16 18:19:33 np0000000000 dstat.sh[59187]: 16-02 18:19:33| 16   4  80   0   0|5052M  272M  188M 2300M|5285B 1616B|  44k  706k|7.98  54.9 |2768  3047 |1.04 1.55 1.08|1.0   0  20|   0     0 |           | 18  290    0   26    0
Feb 16 18:19:34 np0000000000 dstat.sh[59187]: 16-02 18:19:34|  1   0  97   0   0|5050M  273M  188M 2300M|5490B 1623B|   0     0 |   0     0 | 942  1405 |1.04 1.55 1.08|1.0   0   0|   0     0 |           | 18  290    0   26    0
Feb 16 18:19:35 np0000000000 dstat.sh[59187]: 16-02 18:19:35|  1   1  96   0   0|5032M  291M  188M 2300M|5454B 1618B|   0     0 |   0     0 |1075  1485 |1.04 1.55 1.08|1.0   0   0|   0     0 |           | 18  290    0   26    0
Feb 16 18:19:36 np0000000000 dstat.sh[59187]: 16-02 18:19:36|  7   4  87   0   0|5016M  308M  188M 2300M|5340B 1620B|   0   420k|   0  40.0 |2620  9306 |0.96 1.52 1.07|1.0   0  36|   0     0 |           | 18  290    0   26    0
