May 25 16:01:08 ubuntu systemd[1]: Started devstack@dstat.service - Devstack devstack@dstat.service.
May 25 16:01:08 ubuntu dstat.sh[65944]: ----system---- ----total-usage---- ------memory-usage----- -net/total- -dsk/total- --io/total- ---system-- ---load-avg--- ---procs--- ---paging-- ---total--- ------tcp-sockets-------
May 25 16:01:08 ubuntu dstat.sh[65944]:      time     |usr sys idl wai stl| used  free  buf   cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out | used  free|lis  act  syn  tim  clo
May 25 16:09:19 ubuntu dstat.sh[65944]: 25-05 16:09:19|  2   2  94   0   0|5110M  141M  182M 2382M| 856k   29k|   0    36k|   0  4.00 |2449  2062 |1.14 1.55 1.09|1.0   0 2.0|   0     0 |           | 18  309    0   10    0
May 25 16:09:20 ubuntu dstat.sh[65944]: 25-05 16:09:20|  1   1  96   0   0|5109M  142M  182M 2382M| 132k 7612B|   0  2124k|   0  8.00 |1304  1618 |1.14 1.55 1.09|  0   0   0|   0     0 |           | 18  309    0   10    0
May 25 16:09:21 ubuntu dstat.sh[65944]: 25-05 16:09:21|  2   1  96   0   0|5108M  143M  182M 2382M| 138k 4315B|4091B 1035k|1.00  15.0 |1167  1471 |1.14 1.55 1.09|1.0   0   0|   0     0 |           | 18  309    0   10    0
May 25 16:09:22 ubuntu dstat.sh[65944]: 25-05 16:09:22|  2   1  96   0   0|5107M  143M  182M 2382M| 356k 9547B|   0   140k|   0  6.01 |1357  1544 |1.14 1.55 1.09|1.0   0   0|   0     0 |           | 18  309    0   10    0
May 25 16:09:23 ubuntu dstat.sh[65944]: 25-05 16:09:23|  2   2  94   0   0|5108M  142M  182M 2383M| 558k   14k|   0     0 |   0     0 |2015  1904 |1.14 1.55 1.09|  0   0 6.0|   0     0 |           | 18  309    0   10    0
May 25 16:09:24 ubuntu dstat.sh[65944]: 25-05 16:09:24|  2   1  96   0   0|5107M  143M  182M 2383M| 302k 8039B|   0  1305k|   0  3.01 |1425  1494 |1.05 1.52 1.08|  0   0   0|   0     0 |           | 18  309    0   10    0
May 25 16:09:25 ubuntu dstat.sh[65944]: 25-05 16:09:25|  1   0  95   0   0|5107M  143M  182M 2383M| 107k 3566B|  16k 1263k|1.00   169 |1644  2324 |1.05 1.52 1.08|  0   0 1.0|   0     0 |           | 18  309    0   10    0
May 25 16:09:26 ubuntu dstat.sh[65944]: 25-05 16:09:26|  3   1  96   0   0|5107M  143M  182M 2383M| 196k 3468B|   0   404k|   0  21.0 |1509  1897 |1.05 1.52 1.08|2.0   0   0|   0     0 |           | 18  309    0   10    0
May 25 16:09:27 ubuntu dstat.sh[65944]: 25-05 16:09:27|  1   1  97   0   0|5107M  143M  182M 2384M|  54k 1921B|   0   232k|   0  16.0 |1170  1734 |1.05 1.52 1.08|  0   0   0|   0     0 |           | 18  309    0   10    0
May 25 16:09:28 ubuntu dstat.sh[65944]: 25-05 16:09:28|  1   1  97   0   0|5105M  144M  182M 2384M| 148k 2448B|   0    24k|   0  3.00 |1061  1482 |1.05 1.52 1.08|2.0   0   0|   0     0 |           | 18  309    0   10    0
May 25 16:09:29 ubuntu dstat.sh[65944]: 25-05 16:09:29|  5   3  90   0   0|5133M  135M  182M 2364M| 339k 6869B|   0   804k|   0  20.0 |1833  1791 |0.96 1.50 1.07|  0   0 1.0|   0     0 |           | 18  309    0    8    0
May 25 16:09:30 ubuntu dstat.sh[65944]: 25-05 16:09:30| 14   9  75   1   0|5162M  146M  183M 2326M| 141k 2809B|3442k   15M| 125   169 |3922  4161 |0.96 1.50 1.07|2.0   0  54|   0     0 |           | 18  308    0    9    0
May 25 16:09:31 ubuntu dstat.sh[65944]: 25-05 16:09:31|  9  15  68   5   0|5162M  135M  183M 2336M|4893B 1625B|   0    19M|   0  1796 |9027    12k|0.96 1.50 1.07|  0 1.0 130|   0     0 |           | 18  308    0   11    0
May 25 16:09:32 ubuntu dstat.sh[65944]: 25-05 16:09:32| 22   9  67   1   0|5159M  134M  183M 2340M|4651B 1458B|  20k 4671k|2.00   371 |4380  4359 |0.96 1.50 1.07|1.0   0  46|   0     0 |           | 18  308    0   11    0
May 25 16:09:33 ubuntu dstat.sh[65944]: 25-05 16:09:33| 22   7  68   1   0|5153M  140M  183M 2340M|4530B 1614B|   0  1423k|   0  89.7 |3524  2876 |0.96 1.50 1.07|1.0   0  36|   0     0 |           | 18  308    0   11    0
May 25 16:09:34 ubuntu dstat.sh[65944]: 25-05 16:09:34| 24   7  67   1   0|5156M  134M  184M 2342M|5283B 1621B|   0  1469k|   0  86.0 |3512  2999 |0.97 1.49 1.07|1.0   0  30|   0     0 |           | 18  308    0   11    0
May 25 16:09:35 ubuntu dstat.sh[65944]: 25-05 16:09:35| 24   5  69   0   0|5140M  146M  184M 2346M|5094B 1618B| 196k 1622k|33.0  81.9 |3341  3446 |0.97 1.49 1.07|1.0   0  15|   0     0 |           | 18  308    0   11    0
May 25 16:09:36 ubuntu dstat.sh[65944]: 25-05 16:09:36| 18  11  70   2   0|5150M  207M  183M 2277M|5498B 1626B|2758k 5224k| 108   109 |5183  6571 |0.97 1.49 1.07|1.0   0  38|   0     0 |           | 18  308    0   11    0
May 25 16:09:37 ubuntu dstat.sh[65944]: 25-05 16:09:37| 16  10  72   0   0|5185M  168M  184M 2277M|4737B 1615B| 383k  199k|19.9  12.0 |2631  1984 |0.97 1.49 1.07|1.0   0  30|   0     0 |           | 18  308    0   11    0
May 25 16:09:38 ubuntu dstat.sh[65944]: 25-05 16:09:38| 22   4  72   0   0|5192M  158M  184M 2280M|4252B 1617B| 399k 2779k|17.0  19.0 |2550  1939 |0.97 1.49 1.07|1.0   0  32|   0     0 |           | 18  308    0   11    0
May 25 16:09:39 ubuntu dstat.sh[65944]: 25-05 16:09:39| 15   4  80   0   0|5156M  253M  184M 2220M|4446B 1622B|2295k  136k|57.1  5.01 |2184  1824 |1.05 1.50 1.08|  0   0  18|   0     0 |           | 18  308    0   11    0
May 25 16:09:40 ubuntu dstat.sh[65944]: 25-05 16:09:40|  4   2  93   0   0|5156M  254M  184M 2220M|4922B 1621B|  16k    0 |2.00     0 |1139  1393 |1.05 1.50 1.08|1.0   0 2.0|   0     0 |           | 18  308    0   11    0
May 25 16:09:41 ubuntu dstat.sh[65944]: 25-05 16:09:41| 20   7  72   1   0|5172M  237M  184M 2221M|5214B 1463B|1116k 1546k|16.1   270 |2742  2345 |1.05 1.50 1.08|3.0   0 7.0|   0     0 |           | 18  308    0   11    0
May 25 16:09:42 ubuntu dstat.sh[65944]: 25-05 16:09:42| 10   3  85   0   0|5170M  239M  184M 2221M|5022B 1614B| 255k 2917k|1.99   242 |1833  1855 |1.05 1.50 1.08|  0   0 3.0|   0     0 |           | 18  308    0   11    0
May 25 16:09:43 ubuntu dstat.sh[65944]: 25-05 16:09:43|  1   1  97   0   0|5167M  242M  184M 2221M|4337B 1458B|   0     0 |   0     0 | 910  1277 |1.05 1.50 1.08|  0   0   0|   0     0 |           | 18  308    0   11    0
May 25 16:09:44 ubuntu dstat.sh[65944]: 25-05 16:09:44|  1   0  97   0   0|5164M  245M  184M 2221M|4856B 1619B|   0   212k|   0  13.0 | 976  1339 |0.97 1.47 1.07|  0   0   0|   0     0 |           | 18  308    0   11    0
May 25 16:09:45 ubuntu dstat.sh[65944]: 25-05 16:09:45|  3   1  95   0   0|5160M  250M  184M 2221M|4522B 1459B|   0   516k|   0  47.0 |1512  2266 |0.97 1.47 1.07|1.0   0 1.0|   0     0 |           | 18  308    0   11    0
May 25 16:09:46 ubuntu dstat.sh[65944]: 25-05 16:09:46|  1   1  96   0   0|5156M  254M  184M 2221M|4453B 1619B|   0     0 |   0     0 | 992  1376 |0.97 1.47 1.07|  0   0   0|   0     0 |           | 18  308    0    6    0
May 25 16:09:47 ubuntu dstat.sh[65944]: 25-05 16:09:47|  1   1  98   0   0|5152M  258M  184M 2221M|4701B 1459B|   0    28k|   0  3.00 | 886  1280 |0.97 1.47 1.07|  0   0   0|   0     0 |           | 18  308    0    6    0
May 25 16:09:48 ubuntu dstat.sh[65944]: 25-05 16:09:48|  1   0  98   0   0|5148M  261M  184M 2221M|4140B 1620B|   0     0 |   0     0 | 870  1266 |0.97 1.47 1.07|  0   0   0|   0     0 |           | 18  308    0    6    0
May 25 16:09:49 ubuntu dstat.sh[65944]: 25-05 16:09:49|  2   0  97   0   0|5145M  264M  184M 2221M|4998B 1500B|   0   200k|   0  11.0 | 995  1372 |0.89 1.45 1.07|  0   0   0|   0     0 |           | 18  308    0    6    0
May 25 16:09:50 ubuntu dstat.sh[65944]: 25-05 16:09:50|  2   1  96   0   0|5143M  267M  184M 2221M|5119B 1458B|   0    36k|   0  5.00 |1028  1463 |0.89 1.45 1.07|  0   0   0|   0     0 |           | 18  308    0    4    0
May 25 16:09:51 ubuntu dstat.sh[65944]: 25-05 16:09:51|  1   1  97   0   0|5139M  270M  184M 2221M|4948B 1624B|   0    52k|   0  6.01 | 918  1336 |0.89 1.45 1.07|  0   0   0|   0     0 |           | 18  308    0    4    0
May 25 16:09:52 ubuntu dstat.sh[65944]: 25-05 16:09:52|  1   0  97   0   0|5138M  272M  184M 2221M|4330B 1455B|   0    60k|   0  5.99 | 916  1300 |0.89 1.45 1.07|  0   0   0|   0     0 |           | 18  308    0    4    0
May 25 16:09:53 ubuntu dstat.sh[65944]: 25-05 16:09:53|  1   0  97   0   0|5138M  272M  184M 2221M|4619B 1620B|   0  8190B|   0  1.00 | 968  1384 |0.89 1.45 1.07|  0   0   0|   0     0 |           | 18  308    0    4    0
May 25 16:09:54 ubuntu dstat.sh[65944]: 25-05 16:09:54|  1   1  97   0   0|5137M  272M  184M 2221M|4277B 1458B|   0     0 |   0     0 | 903  1281 |0.82 1.42 1.06|  0   0   0|   0     0 |           | 18  308    0    4    0
May 25 16:09:55 ubuntu dstat.sh[65944]: 25-05 16:09:55|  2   1  96   0   0|5137M  272M  184M 2221M|4861B 1620B|   0   156k|   0  13.0 |1245  1819 |0.82 1.42 1.06|  0   0 1.0|   0     0 |           | 18  308    0    4    0
May 25 16:09:56 ubuntu dstat.sh[65944]: 25-05 16:09:56|  2   1  96   0   0|5137M  272M  184M 2221M|5003B 1622B|   0   441k|   0  35.0 |1293  1907 |0.82 1.42 1.06|2.0   0   0|   0     0 |           | 18  308    0    4    0
May 25 16:09:57 ubuntu dstat.sh[65944]: 25-05 16:09:57|  2   1  96   0   0|5137M  272M  184M 2221M|4556B 1618B|8184B  112k|1.00  15.0 |1236  1722 |0.82 1.42 1.06|2.0   0  10|   0     0 |           | 18  308    0    4    0
May 25 16:09:58 ubuntu dstat.sh[65944]: 25-05 16:09:58|  6   3  89   0   0|5129M  281M  184M 2221M|4378B 1619B|   0     0 |   0     0 |1970  4859 |0.82 1.42 1.06|  0   0  26|   0     0 |           | 18  308    0    4    0
May 25 16:09:59 ubuntu dstat.sh[65944]: 25-05 16:09:59|  1   0  97   0   0|5124M  286M  184M 2221M|4321B 1621B|   0   204k|   0  12.0 | 909  1300 |0.75 1.40 1.06|  0   0   0|   0     0 |           | 18  308    0    4    0
May 25 16:10:00 ubuntu dstat.sh[65944]: 25-05 16:10:00|  1   1  98   0   0|5124M  285M  184M 2221M|4862B 1621B|   0    68k|   0  5.00 | 903  1286 |0.75 1.40 1.06|  0   0   0|   0     0 |           | 18  308    0    4    0
May 25 16:10:01 ubuntu dstat.sh[65944]: 25-05 16:10:01|  1   1  98   0   0|5124M  285M  184M 2221M|5116B 1620B|   0     0 |   0     0 | 914  1290 |0.75 1.40 1.06|  0   0   0|   0     0 |           | 18  308    0    4    0
May 25 16:10:02 ubuntu dstat.sh[65944]: 25-05 16:10:02|  1   0  98   0   0|5124M  285M  184M 2221M|5099B 1620B|   0   480k|   0  11.0 | 889  1264 |0.75 1.40 1.06|  0   0   0|   0     0 |           | 18  308    0    4    0
May 25 16:10:03 ubuntu dstat.sh[65944]: 25-05 16:10:03|  1   0  97   0   0|5124M  285M  184M 2221M|4936B 1458B|   0     0 |   0     0 | 895  1281 |0.75 1.40 1.06|  0   0   0|   0     0 |           | 18  308    0    4    0
May 25 16:10:04 ubuntu dstat.sh[65944]: 25-05 16:10:04|  2   1  97   0   0|5124M  285M  184M 2221M|5221B 1620B|   0     0 |   0     0 | 979  1345 |0.69 1.37 1.05|  0   0   0|   0     0 |           | 18  308    0    4    0
May 25 16:10:05 ubuntu dstat.sh[65944]: 25-05 16:10:05|  2   1  95   0   0|5124M  285M  184M 2221M|5296B 1458B|   0   232k|   0  24.0 |1496  2056 |0.69 1.37 1.05|1.0   0 2.0|   0     0 |           | 18  308    0    4    0
May 25 16:10:06 ubuntu dstat.sh[65944]: 25-05 16:10:06|  2   1  96   1   0|5124M  285M  184M 2221M|4251B  811B| 100k  328k|13.0  24.0 |1142  1573 |0.69 1.37 1.05|  0   0 2.0|   0     0 |           | 18  308    0    4    0
May 25 16:10:07 ubuntu dstat.sh[65944]: 25-05 16:10:07|  1   1  96   0   0|5124M  285M  184M 2221M|5219B  702B|   0    62M|   0   114 |1062  1410 |0.69 1.37 1.05|1.0   0   0|   0     0 |           | 18  308    0    4    0
May 25 16:10:08 ubuntu dstat.sh[65944]: 25-05 16:10:08|  2   0  97   0   0|5124M  285M  184M 2221M|6287B 1566B|   0    16k|   0  4.00 |1015  1403 |0.69 1.37 1.05|  0   0   0|   0     0 |           | 18  308    0    4    0
May 25 16:10:09 ubuntu dstat.sh[65944]: 25-05 16:10:09|  6   4  89   1   0|5149M  259M  184M 2222M|5158B 1302B| 755k    0 |51.2     0 |1453  1540 |0.72 1.37 1.05|1.0   0 5.0|   0     0 |           | 18  308    0    4    0
May 25 16:10:10 ubuntu dstat.sh[65944]: 25-05 16:10:10| 11   3  81   3   0|5155M  251M  184M 2224M|  12k 9700B|2346k 1008k| 503  9.96 |2983  3629 |0.72 1.37 1.05|1.0   0   0|   0     0 |           | 18  308    0    5    1
May 25 16:10:11 ubuntu dstat.sh[65944]: 25-05 16:10:11| 15   4  80   0   0|5152M  253M  184M 2224M|  14k   11k|  80k  184k|5.01  25.0 |2488  2783 |0.72 1.37 1.05|1.0   0 5.0|   0     0 |           | 18  309    0    7    0
May 25 16:10:12 ubuntu dstat.sh[65944]: 25-05 16:10:12| 15   4  80   1   0|5158M  248M  184M 2224M|  16k   12k|   0  4217k|   0   469 |3346  3679 |0.72 1.37 1.05|3.0   0  10|   0     0 |           | 18  308    0    9    0
May 25 16:10:13 ubuntu dstat.sh[65944]: 25-05 16:10:13| 15   3  80   0   0|5147M  259M  184M 2224M|  13k   10k|  80k  171k|1.99  17.9 |2587  2776 |0.72 1.37 1.05|1.0   0 5.0|   0     0 |           | 18  308    0   10    0
May 25 16:10:14 ubuntu dstat.sh[65944]: 25-05 16:10:14| 15   3  82   0   0|5154M  252M  184M 2224M|  15k   12k|   0   216k|   0  21.0 |2457  2517 |0.74 1.36 1.05|1.0   0 5.0|   0     0 |           | 18  308    0   11    0
May 25 16:10:15 ubuntu dstat.sh[65944]: 25-05 16:10:15| 23   6  70   0   0|5151M  254M  184M 2224M|  15k   12k|8198B  416k|1.00  35.0 |3411  3237 |0.74 1.36 1.05|3.0   0  20|   0     0 |           | 18  304    0   14    0
May 25 16:10:16 ubuntu dstat.sh[65944]: 25-05 16:10:16| 38   9  52   0   0|4935M  470M  184M 2224M|5717B 1620B|4096B  112k|1.00  8.00 |2896  1685 |0.74 1.36 1.05|4.0   0 5.0|   0     0 |           | 18  292    0   16    0
May 25 16:10:17 ubuntu dstat.sh[65944]: 25-05 16:10:17| 64  11  23   0   0|5050M  355M  184M 2225M|5336B 1619B|  36k 1735k|6.99   224 |4056  2135 |0.74 1.36 1.05|4.0   0   0|   0     0 |           | 18  292    0   16    0
May 25 16:10:18 ubuntu dstat.sh[65944]: 25-05 16:10:18| 67  11  21   1   0|5108M  297M  184M 2225M|4693B 1807B| 385k  401k|27.1  15.0 |4093  2407 |0.74 1.36 1.05|6.0   0 4.0|   0     0 |           | 18  292    0   16    0
May 25 16:10:19 ubuntu dstat.sh[65944]: 25-05 16:10:19| 52   9  37   0   0|5059M  346M  184M 2226M|4667B 1616B|8170B  674k|1.99  39.9 |3850  3264 |0.84 1.37 1.05|3.0   0 4.0|   0     0 |           | 18  286    0   21    0
May 25 16:10:20 ubuntu dstat.sh[65944]: 25-05 16:10:20| 49  10  40   0   0|5052M  352M  184M 2226M|5031B 1617B|  32k  132k|1.00  14.0 |3502  2197 |0.84 1.37 1.05|3.0   0 9.0|   0     0 |           | 18  274    0   22    0
May 25 16:10:21 ubuntu dstat.sh[65944]: 25-05 16:10:21| 54  11  35   1   0|5033M  370M  184M 2227M|4830B 1624B| 277k  505k|27.1  48.1 |5127  7538 |0.84 1.37 1.05|3.0   0 3.0|   0     0 |           | 18  267    0   26    0
May 25 16:10:22 ubuntu dstat.sh[65944]: 25-05 16:10:22| 41   8  50   1   0|5142M  258M  184M 2230M|  16k 8338B| 874k  578k|68.2  47.1 |6844    11k|0.84 1.37 1.05|1.0   0 2.0|   0     0 |           | 18  277    0   36    0
May 25 16:10:23 ubuntu dstat.sh[65944]: 25-05 16:10:23|  3   1  94   0   0|5145M  255M  184M 2230M|  15k 6859B|   0   235k|   0  9.96 |1430  1717 |0.84 1.37 1.05|  0   0 6.0|   0     0 |           | 18  277    0   36    0
May 25 16:10:24 ubuntu dstat.sh[65944]: 25-05 16:10:24|  3   1  95   0   0|5143M  257M  184M 2230M|9258B 2456B|4112B  337k|1.00  29.1 |1522  2176 |0.77 1.35 1.05|  0   0   0|   0     0 |           | 18  277    0   36    0
May 25 16:10:25 ubuntu dstat.sh[65944]: 25-05 16:10:25|  5   2  92   0   0|5156M  244M  184M 2230M|  15k 4195B|  32k  438k|1.99  26.9 |1848  2312 |0.77 1.35 1.05|  0   0 1.0|   0     0 |           | 18  281    0   36    0
May 25 16:10:26 ubuntu dstat.sh[65944]: 25-05 16:10:26|  2   1  95   0   0|5156M  244M  184M 2230M|  13k 3547B|   0  1823k|   0  27.0 |1407  1871 |0.77 1.35 1.05|2.0   0   0|   0     0 |           | 18  281    0   36    0
May 25 16:10:27 ubuntu dstat.sh[65944]: 25-05 16:10:27|  6   2  91   1   0|5160M  240M  184M 2230M|7423B 2285B|   0   304k|   0  36.0 |2400  3857 |0.77 1.35 1.05|  0   0   0|   0     0 |           | 18  287    0   36    0
May 25 16:10:28 ubuntu dstat.sh[65944]: 25-05 16:10:28|  2   1  95   0   0|5160M  240M  184M 2230M|  13k 3546B|   0  9877k|   0  1147 |1857  1506 |0.77 1.35 1.05|2.0   0   0|   0     0 |           | 18  287    0   36    0
May 25 16:10:29 ubuntu dstat.sh[65944]: 25-05 16:10:29|  4   2  92   1   0|5165M  235M  184M 2230M|6033B  942B|   0   940k|   0  72.0 |2076  2937 |0.71 1.33 1.04|1.0   0 3.0|   0     0 |           | 18  287    0   36    0
May 25 16:10:30 ubuntu dstat.sh[65944]: 25-05 16:10:30|  4   1  95   0   0|5165M  235M  184M 2230M|3469B  648B|   0   128k|   0  9.00 |1371  1879 |0.71 1.33 1.04|  0   0 2.0|   0     0 |           | 18  287    0   36    0
May 25 16:10:31 ubuntu dstat.sh[65944]: 25-05 16:10:31|  3   1  95   0   0|5165M  235M  184M 2230M|4971B 1513B|   0   176k|   0  16.0 |1493  2137 |0.71 1.33 1.04|  0   0 1.0|   0     0 |           | 18  287    0   35    0
May 25 16:10:32 ubuntu dstat.sh[65944]: 25-05 16:10:32|  1   0  97   0   0|5165M  235M  184M 2230M|4663B 1565B|  16k   96k|1.00  12.0 |1126  1757 |0.71 1.33 1.04|  0   0   0|   0     0 |           | 18  287    0   35    0
May 25 16:10:33 ubuntu dstat.sh[65944]: 25-05 16:10:33|  1   1  97   0   0|5165M  235M  184M 2230M|4646B 1461B|   0   441k|   0  30.1 | 992  1529 |0.71 1.33 1.04|1.0   0   0|   0     0 |           | 18  287    0   35    0
May 25 16:10:34 ubuntu dstat.sh[65944]: 25-05 16:10:34|  1   0  97   0   0|5165M  235M  184M 2230M|4286B 1510B|   0    72k|   0  8.99 | 982  1367 |0.65 1.31 1.04|  0   0   0|   0     0 |           | 18  287    0   35    0
May 25 16:10:35 ubuntu dstat.sh[65944]: 25-05 16:10:35|  2   1  96   0   0|5165M  235M  184M 2230M|4859B 1620B|   0   116k|   0  17.0 |1276  1851 |0.65 1.31 1.04|  0   0 1.0|   0     0 |           | 18  287    0   33    0
May 25 16:10:36 ubuntu dstat.sh[65944]: 25-05 16:10:36|  1   1  98   0   0|5165M  235M  184M 2230M|4758B 1620B|   0   208k|   0  17.0 | 981  1456 |0.65 1.31 1.04|  0   0   0|   0     0 |           | 18  287    0   33    0
May 25 16:10:37 ubuntu dstat.sh[65944]: 25-05 16:10:37|  1   1  96   0   0|5165M  235M  184M 2230M|4919B 1620B|   0   144k|   0  18.0 |1153  1693 |0.65 1.31 1.04|  0   0   0|   0     0 |           | 18  287    0   33    0
May 25 16:10:38 ubuntu dstat.sh[65944]: 25-05 16:10:38|  1   0  98   0   0|5165M  235M  184M 2230M|4859B 1698B|   0  4097B|   0  1.00 | 856  1235 |0.65 1.31 1.04|  0   0   0|   0     0 |           | 18  287    0   33    0
May 25 16:10:39 ubuntu dstat.sh[65944]: 25-05 16:10:39|  2   1  95   0   0|5165M  235M  184M 2230M|4860B 1620B|   0   460k|   0  42.0 |1375  2099 |0.60 1.28 1.03|  0   0   0|   0     0 |           | 18  287    0   33    0
May 25 16:10:40 ubuntu dstat.sh[65944]: 25-05 16:10:40|  2   1  97   0   0|5165M  235M  184M 2230M|4680B 1620B|   0    68k|   0  10.0 |1045  1407 |0.60 1.28 1.03|  0   0   0|   0     0 |           | 18  287    0   33    0
May 25 16:10:41 ubuntu dstat.sh[65944]: 25-05 16:10:41|  1   1  97   0   0|5165M  235M  184M 2230M|4638B 1620B|   0   320k|   0  24.0 |1182  1778 |0.60 1.28 1.03|2.0   0   0|   0     0 |           | 18  287    0   33    0
May 25 16:10:42 ubuntu dstat.sh[65944]: 25-05 16:10:42|  1   0  97   0   0|5165M  235M  184M 2230M|4500B 1620B|   0   100k|   0  12.0 |1043  1634 |0.60 1.28 1.03|  0   0   0|   0     0 |           | 18  287    0   33    0
May 25 16:10:43 ubuntu dstat.sh[65944]: 25-05 16:10:43|  1   1  98   0   0|5165M  235M  184M 2230M|4112B 1512B|   0    84k|   0  6.00 | 926  1336 |0.60 1.28 1.03|  0   0   0|   0     0 |           | 18  287    0   33    0
May 25 16:10:44 ubuntu dstat.sh[65944]: 25-05 16:10:44|  1   0  97   0   0|5165M  235M  184M 2230M|4811B 1752B|   0   184k|   0  12.0 | 952  1358 |0.55 1.26 1.03|  0   0   0|   0     0 |           | 18  287    0   33    0
May 25 16:10:45 ubuntu dstat.sh[65944]: 25-05 16:10:45|  2   1  96   0   0|5165M  234M  184M 2230M|4737B 1566B|   0   124k|   0  17.0 |1251  1735 |0.55 1.26 1.03|  0   0 1.0|   0     0 |           | 18  287    0   33    0
May 25 16:10:46 ubuntu dstat.sh[65944]: 25-05 16:10:46|  1   1  98   0   0|5165M  234M  184M 2230M|4432B 1296B|   0   176k|   0  11.0 | 878  1323 |0.55 1.26 1.03|  0   0   0|   0     0 |           | 18  287    0   33    0
May 25 16:10:47 ubuntu dstat.sh[65944]: 25-05 16:10:47|  1   1  97   0   0|5165M  234M  184M 2230M|3877B 1296B|   0   108k|   0  13.0 |1135  1711 |0.55 1.26 1.03|  0   0   0|   0     0 |           | 18  287    0   33    0
May 25 16:10:48 ubuntu dstat.sh[65944]: 25-05 16:10:48|  1   1  98   0   0|5165M  234M  184M 2230M|4636B 1457B|   0     0 |   0     0 | 895  1260 |0.55 1.26 1.03|  0   0   0|   0     0 |           | 18  287    0   33    0
May 25 16:10:49 ubuntu dstat.sh[65944]: 25-05 16:10:49|  3   1  95   0   0|5165M  234M  184M 2230M|5118B 1500B|   0   552k|   0  51.0 |1475  2208 |0.51 1.24 1.02|  0   0   0|   0     0 |           | 18  287    0   33    0
May 25 16:10:50 ubuntu dstat.sh[65944]: 25-05 16:10:50| 10   5  83   1   0|5171M  228M  184M 2231M|6747B 1867B| 719k  422k|75.4  53.2 |3421  4453 |0.51 1.24 1.02|1.0   0  39|   0     0 |           | 18  287    0   33    0
May 25 16:10:51 ubuntu dstat.sh[65944]: 25-05 16:10:51| 39   6  53   0   0|4854M  545M  184M 2231M|4752B 1980B| 115k  175k|5.97  8.96 |3491  2405 |0.51 1.24 1.02|1.0   0  41|   0     0 |           | 18  283    0   35    0
May 25 16:10:52 ubuntu dstat.sh[65944]: 25-05 16:10:52| 22   4  72   0   0|4909M  490M  184M 2231M|4817B 1958B|  56k  300k|1.00  17.0 |2082  1599 |0.51 1.24 1.02|1.0   0   0|   0     0 |           | 18  283    0   35    0
May 25 16:10:53 ubuntu dstat.sh[65944]: 25-05 16:10:53| 23   6  71   0   0|4976M  422M  184M 2232M|5069B 1590B| 144k  624k|15.0  93.0 |3160  4913 |0.51 1.24 1.02|1.0   0  11|   0     0 |           | 18  285    0   37    0
May 25 16:10:54 ubuntu dstat.sh[65944]: 25-05 16:10:54| 22   6  71   0   0|5079M  318M  184M 2232M|4300B 1466B|   0  7571k|   0   811 |3190  2449 |0.55 1.24 1.02|2.0   0  12|   0     0 |           | 18  287    0   37    0
May 25 16:10:55 ubuntu dstat.sh[65944]: 25-05 16:10:55| 24   3  71   0   0|5121M  277M  184M 2232M|4738B 1494B|   0   179k|   0  21.9 |2304  1942 |0.55 1.24 1.02|2.0   0 1.0|   0     0 |           | 18  287    0   37    0
May 25 16:10:56 ubuntu dstat.sh[65944]: 25-05 16:10:56|  7   2  90   0   0|5126M  271M  184M 2232M|4816B 1760B|   0   412k|   0  32.0 |1576  2010 |0.55 1.24 1.02|1.0   0 1.0|   0     0 |           | 18  287    0   37    0
May 25 16:10:57 ubuntu dstat.sh[65944]: 25-05 16:10:57|  2   0  95   1   0|5122M  276M  184M 2232M|4919B 1620B|   0   248k|   0  32.0 |1507  2172 |0.55 1.24 1.02|1.0   0   0|   0     0 |           | 18  287    0   37    0
May 25 16:10:58 ubuntu dstat.sh[65944]: 25-05 16:10:58|  7   4  88   0   0|5089M  309M  184M 2232M|4199B 1620B|   0   344k|   0  2.00 |2234  6814 |0.55 1.24 1.02|  0   0  36|   0     0 |           | 18  287    0   38    0
May 25 16:10:59 ubuntu dstat.sh[65944]: 25-05 16:10:59|  2   1  96   0   0|5089M  308M  184M 2232M|4693B 1752B|   0   728k|   0  50.0 |1399  2049 |0.50 1.22 1.01|  0   0   0|   0     0 |           | 18  287    0   37    0
May 25 16:11:00 ubuntu dstat.sh[65944]: 25-05 16:11:00|  2   1  96   0   0|5089M  308M  184M 2232M|4850B 1657B|   0   112k|   0  13.0 |1078  1462 |0.50 1.22 1.01|  0   0   0|   0     0 |           | 18  287    0   37    0
May 25 16:11:01 ubuntu dstat.sh[65944]: 25-05 16:11:01|  1   1  97   0   0|5087M  310M  184M 2232M|4965B 1511B|   0  4093B|   0  1.00 | 901  1256 |0.50 1.22 1.01|  0   0   0|   0     0 |           | 18  287    0   37    0
May 25 16:11:02 ubuntu dstat.sh[65944]: 25-05 16:11:02|  1   0  97   0   0|5083M  315M  184M 2232M|4859B 1620B|   0  4095B|   0  1.00 | 945  1309 |0.50 1.22 1.01|  0   0   0|   0     0 |           | 18  287    0   37    0
May 25 16:11:03 ubuntu dstat.sh[65944]: 25-05 16:11:03|  2   0  98   0   0|5079M  319M  184M 2232M|4622B 1621B|   0     0 |   0     0 | 850  1269 |0.50 1.22 1.01|  0   0   0|   0     0 |           | 18  287    0   37    0
